Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Вода минеральная природная "Липецкий Источник" газиров. 1,5л;6.0;17.82;22.5;2015-02-13;ИП Борисов;;
Вода мин.Нарзан 1.0л газиров.ПЭТ;6.0;52.6;66;2015-02-13;ИП Борисов;;
ВОДА ПИТЬЕВАЯ КОЗЕЛЬСКАЯ /5Л/;4.0;36.89;37;2015-02-13;ИП Борисов;;
Кофицил-плюс таб. №10 ;30.0;6.05;8;2015-02-11;ЗАО ЦВ Протек; Фармстандарт (ICN) Лексредства г.Курск;Россия
Вода питьевая "Святой источник" 1,5л газ.природная;6.0;24.29;31;2015-02-17;ИП Румянцев;;
Вода питьевая "Святой источник" 1,5л негаз.природная;6.0;24.29;31;2015-02-17;ИП Румянцев;;
Вода питьевая Спортик"Святой источник" 0,33л негаз.;12.0;13.72;17.5;2015-02-17;ИП Румянцев;;
Напиток б/а "Святой источник"с соком лимона и ароматом мяты 0,5л;6.0;23.62;30;2015-02-17;ИП Румянцев;;
Напиток б/а "Святой источник"с соком малины и ароматом клюквы 0,5л;6.0;23.62;30;2015-02-17;ИП Румянцев;;
Напиток б/а Эдельвейс Фреш" 0,9л клубника-мята;6.0;38.2;48.5;2015-02-17;ИП Румянцев;;
Напиток б/а Эдельвейс Фреш" 0,9л с соком лимона и вкус.мяты на основе мин.воды сильногаз.;6.0;38.2;48.5;2015-02-17;ИП Румянцев;;
Акридилол таб. 25мг №30 ;2.0;369.16;446.3;2015-02-11;ЗАО ЦВ Протек; Акрихин;Россия
Алка-зельтцер шип. таб. №10 ;3.0;184.14;232;2015-02-11;ЗАО ЦВ Протек; Байер Биттерфельд ГмбХ;Германия
Алфавит эффект таб. №60 ;1.0;243.08;306;2015-02-11;ЗАО ЦВ Протек; ООО Внешторг Фарма;Россия
Алька-прим шип. таб. №10 ;3.0;148.83;188;2015-02-11;ЗАО ЦВ Протек; Polpharma;Польша
Артезин таб. 4мг №30 ;1.0;346.83;419.55;2015-02-11;ЗАО ЦВ Протек; Валента Фармацевтика.ОАО;Россия
Бандаж  компрессионный  послеоперационный трикотажно-эластичный бкп-унга супер р.7 ;1.0;289.08;364;2015-02-11;ЗАО ЦВ Протек; Тонус ОАО/Протек-СВМ;Россия
Белосалик мазь 30г ;1.0;353.1;445;2015-02-11;ЗАО ЦВ Протек; Belupo;Хорватия
Бинт резиновый мартенса 5м ;5.0;126.5;159.5;2015-02-11;ЗАО ЦВ Протек; Киевгума;Украина
Бронхобос капс. 375мг №30 ;4.0;275.66;347;2015-02-11;ЗАО ЦВ Протек; Bosnalijek d.d.;Босния и герцег
Бускопан супп. рект. 10мг №10 ;1.0;285.78;360;2015-02-11;ЗАО ЦВ Протек; Boehringer/Instituto de Angeli S.r.l;Италия
Валз таб. п/о плен. 40мг №28 ;2.0;190.19;239.5;2015-02-11;ЗАО ЦВ Протек; Актавис ЛТД MT/Балканфарма-Дупница АД;Болгария
Венолайф гель туба 40г ;1.0;225.72;284;2015-02-11;ЗАО ЦВ Протек; Акрихин;Россия
Викс актив синекс спр. наз. 0,05% фл. 15мл №1 ;3.0;227.7;286;2015-02-11;ЗАО ЦВ Протек; Procter & Gamble GER;Германия
Витамишки иммуно+ жев. пастилки 2,5г №60 (бад) ;1.0;474.95;575;2015-02-11;ЗАО ЦВ Протек; Pharmamed/Supplement Scltnses Inc.;Соединенные шта
Виферон мазь д/мест. и нар. прим. 40 000ме/г туба алюмин 12г №1 ;3.0;137.39;165.15;2015-02-11;ЗАО ЦВ Протек; Ферон;Россия
Галазолин капли наз. 0,1% фл. 10мл ;10.0;30.91;38.65;2015-02-11;ЗАО ЦВ Протек; Polfa Warsaw;Польша
Галвус мет таб. п/о плен. 50мг + 850мг №30 ;1.0;1285.57;1520;2015-02-11;ЗАО ЦВ Протек; Novartis Pharma Produktions GmbH;Германия
Глюкофаж таб. п/о плен. 1000мг №60 ;4.0;284.13;339.6;2015-02-11;ЗАО ЦВ Протек; Merck Sante s.a.s.;Франция
Гриппферон капли наз. 10000ме/мл фл.10мл №1 ;4.0;214.94;262.85;2015-02-11;ЗАО ЦВ Протек; Фирн-М;Россия
Гриппферон спрей наз. дозир. 10000ме/мл 10мл №1 ;3.0;279.07;352;2015-02-11;ЗАО ЦВ Протек; Фирн-М;Россия
Дермовейт крем д/нар. прим. 0,05% 25г ;1.0;334.51;421;2015-02-11;ЗАО ЦВ Протек; GlaxoSmithKline Pharmaceuticals S.A.;Польша
Джонсонс беби масло фл. 300мл ;1.0;138.52;174.5;2015-02-11;ЗАО ЦВ Протек; Johnson & Johnson (Италия);Италия
Динамико таб. п/о плён. 100мг №4 ;1.0;711.92;897;2015-02-11;ЗАО ЦВ Протек; Плива Хрватска д.о.о. HR;Хорватия
ДУЛЬКОЛАКС ТАБ. П/О 5МГ №30 ;1.0;202.4;243.5;2015-02-11;ЗАО ЦВ Протек; Boehringer Ingelheim France SAS;Франция
Зовиракс крем д/нар. прим. 5% туба 5г ;3.0;175.34;209.3;2015-02-11;ЗАО ЦВ Протек; Glaxo Welcome Operations;Соединенное кор
Ингалятор-карандаш лечебный ветерок "от простуды" 1,3г ;2.0;60.5;76;2015-02-11;ЗАО ЦВ Протек; МедСтЭк RU;
Иов-малыш (барбарис комп.) гранулы гомеопатические фл. 20г ;1.0;153.23;193;2015-02-11;ЗАО ЦВ Протек; Талион-А;Россия
Кавинтон таб. 5мг №50 ;7.0;198.22;239.15;2015-02-11;ЗАО ЦВ Протек; Гедеон Рихтер-РУС ЗАО;Россия
Кавинтон форте таб. 10мг №30 ;5.0;210.98;253.95;2015-02-11;ЗАО ЦВ Протек; Gedeon Richter;Венгрия
Кальций д3 никомед таб. жеват. 500мг+200ме №100 (апельсин.) ;1.0;432.85;528;2015-02-11;ЗАО ЦВ Протек; Nycomed Pharma;Норвегия
Кардура таб. 4мг №30 ;1.0;642.4;731.85;2015-02-11;ЗАО ЦВ Протек; Pfizer GmbH/Heinrich Mack Nachf. GmbH & Co.KG;Германия
Квинакс гл. капли 0,015% (флакон-капельницы пластиковые) 15мл №1 ;5.0;297.55;375;2015-02-11;ЗАО ЦВ Протек; S.A. Alcon-Couvreur n.v.;Бельгия
Кларитин таб. 10мг №7 ;3.0;149.71;180.65;2015-02-11;ЗАО ЦВ Протек; Schering-Plough Labo N.V.;Бельгия
Клиндацин супп. ваг. 100мг №3 ;1.0;460.57;560;2015-02-11;ЗАО ЦВ Протек; Акрихин;Россия
Корега крем д/фиксации зубных протезов "нейтральный вкус" 40г ;3.0;183.36;231;2015-02-11;ЗАО ЦВ Протек; GlaxoSmithKline./Stafford Miller;Ирландия
Крестор таб. п/о плен. 10мг №28 ;1.0;1530.1;1805;2015-02-11;ЗАО ЦВ Протек; АйПиЭр Фармасьютикалс Инк./ ЗАО "ЗиО-Здоровье";Россия
Ксилен капли в нос 0,1% 10мл (с крышкой-капельницей) ;100.0;21.56;26.65;2015-02-11;ЗАО ЦВ Протек; Лэнс Фарм.;Россия
Ликопид таб. 10мг №10 ;1.0;1722.6;1995;2015-02-11;ЗАО ЦВ Протек; Пептек;Россия
Лориста таб. п/о плён. 50мг №30 ;3.0;165.99;201.05;2015-02-11;ЗАО ЦВ Протек; Крка-Рус ООО;Россия
Лотосоник таб. п/о плёночной №20 ;1.0;197.23;248.5;2015-02-11;ЗАО ЦВ Протек; Danapha Pharmaceutical Joint Stock Company;Вьетнам
Лошадиная сила шампунь для окрашенных волос с коллагеном ланолином биотином и аргинином фл. 500мл ;1.0;350.46;442;2015-02-11;ЗАО ЦВ Протек; Дина+ ООО;Россия
Масла эфирные набор "от насморка и кашля" фл.5мл №4 ;1.0;188.67;238;2015-02-11;ЗАО ЦВ Протек; Аспера ООО;Россия
Мексидол таб. п/о 125 мг № 30 ;3.0;192.17;234.8;2015-02-11;ЗАО ЦВ Протек; НПК Фармасофт ООО/ЗАО ЗиО Здоровье;Россия
Мильгамма р-р в/м введ. амп. 2мл №10 ;5.0;373.45;470.5;2015-02-11;ЗАО ЦВ Протек; Солюфарм ГмбХ;Германия
Мовалис таб. 15мг №10 ;1.0;399.19;495;2015-02-11;ЗАО ЦВ Протек; Boehringer Ingelheim Ellas A.E;Греция
Мое солнышко бальзам д/губ детский с экстрактом ромашки (помада) 2,8г ;10.0;22.16;28;2015-02-11;ЗАО ЦВ Протек; Аванта ОАО;Россия
Найз таб. 100мг №20 ;15.0;171.6;216;2015-02-11;ЗАО ЦВ Протек; Dr. Reddy's lab.;Индия
Нипертен таб. п/о плён. 2,5мг №30 ;7.0;98.89;119.35;2015-02-11;ЗАО ЦВ Протек; Крка-Рус ООО;Россия
Нурофен экспресс капс. 200мг №20 ;5.0;201.41;244.2;2015-02-11;ЗАО ЦВ Протек; Баннер Фармакапс Европа БВ;Нидерланды
Пантогам сироп 10% фл 100мл ;1.0;311.74;393;2015-02-11;ЗАО ЦВ Протек; Випс-Мед/Пик-Фарма;Россия
Пропеллер полоски для носа очищающие с зелёным чаем 6шт. ;1.0;100.63;127;2015-02-11;ЗАО ЦВ Протек; Народные Промыслы ООО;Россия
Пчела и муравей бальзам-гель болеутоляющий туба 44мл ;2.0;31.6;40;2015-02-11;ЗАО ЦВ Протек; ООО "ШУСТЕР ФАРМАСЬЮТИКЛ" RU;Россия
Тест д/определения беременности клиаблу цифровой с индикатором срока беременности ;3.0;212.84;268;2015-02-11;ЗАО ЦВ Протек; SPD Swiss Precision Diagnostics CmbH.;Швейцария
Тиоктацид бв таб. п/о плён. 600мг №30 ;1.0;1609.52;1843.85;2015-02-11;ЗАО ЦВ Протек; МЕДА  Мануфакчуринг Гмбх;Германия
Тонзилотрен таб. №60 ;1.0;432.85;528;2015-02-11;ЗАО ЦВ Протек; Доктор Вильмар Швабе ГмбХ и Ко;Германия
Умная эмаль средство "гель д/утолщения ногтей" с вит. а, в и кальцием фл. 15мл ;1.0;72.24;91;2015-02-11;ЗАО ЦВ Протек; Frenchi  Products;Соединенные шта
Утрожестан капс. 200мг №14 ;2.0;376.42;451.8;2015-02-11;ЗАО ЦВ Протек; Безен Хелскеа СА/ОЛИК Лимитед;Таиланд
Хотекс шорты корректирующие черные р. универсальный ;1.0;293.82;370;2015-02-11;ЗАО ЦВ Протек; K.W. INNOVATIONS Co.;Тайвань (китай)
Эвитест тест д/определения беременности proof кассета с пипеткой ;3.0;126.5;159;2015-02-11;ЗАО ЦВ Протек; Helm Pharmaceuticals Gmbh;Германия
РБА  з/п Сибирская 75мл ;1.0;67.24;85;2015-02-18;ООО Бриз; ;
РБА  з/п Брусничная 75мл NEW ;1.0;67.24;85;2015-02-18;ООО Бриз; ;
РБА  з/п Витаминная 75мл NEW ;1.0;67.24;85;2015-02-18;ООО Бриз; ;
РБА  з/п Прополисная 75мл NEW ;1.0;67.24;85;2015-02-18;ООО Бриз; ;
KiKi подводка Eyeliner PEN ;1.0;63.08;79.5;2015-02-18;ООО Бриз; ;
Футляр д/зубных щеток ;5.0;11.86;15;2015-02-18;ООО Бриз; ;
Медиа Паста д/рук очищающая 100мл в тубе ;3.0;20.92;26.5;2015-02-18;ООО Бриз; ;
З/п Колгейт Защита от кариеса Св.м.100м ;2.0;44.41;56;2015-02-18;ООО Бриз; ;Китай
З/п Колгейт Прополис отбелив.100мл ;2.0;44.41;56;2015-02-18;ООО Бриз; ;Китай
З/п Колгейт Защ.от кар.дв.мята 100мл ;2.0;44.41;56;2015-02-18;ООО Бриз; ;Китай
З/п Колгейт Бережное отб.100мл ;2.0;44.41;56;2015-02-18;ООО Бриз; ;Китай
СВ З/п Семейная 130г Крап.шалфей ;2.0;28.78;36.5;2015-02-18;ООО Бриз; ;
СВ З/п Семейная 130г Ромаш.тысяч. ;2.0;28.78;36.5;2015-02-18;ООО Бриз; ;
СВ З/п Семейная 130г Звер.подор. ;2.0;28.78;36.5;2015-02-18;ООО Бриз; ;
СВ З/п Семейная 130г Свеж.Дых. ;2.0;28.78;36.5;2015-02-18;ООО Бриз; ;
З/п Семейная в/ф 100гр Дуб/м-мач САМ ;3.0;18.59;23.5;2015-02-18;ООО Бриз; ;
З/п Семейная в/ф 100гр Кедров.элек.САМ ;3.0;18.59;23.5;2015-02-18;ООО Бриз; ;
Натали макси с крылышками М-50 софт ;5.0;38.46;48.5;2015-02-18;ООО Бриз; ;
Натали нормал 10 анатомич. А-10 ;5.0;19.53;25;2015-02-18;ООО Бриз; ;
Натали Ежедн.ультр.софт Е-204 ;5.0;56.21;71;2015-02-18;ООО Бриз; ;
Натали c крылышками К-20 ;5.0;37.58;47.5;2015-02-18;ООО Бриз; ;
смс Ариэль  15кг авт.АЛЬФА ;1.0;908.63;950;2015-02-18;ООО Бриз; ;
Тампакс 8шт Компакт Супер с ап ;2.0;74.18;93.5;2015-02-18;ООО Бриз; ;Венгрия
З/паста 120гр Освежающая 862827 ;1.0;70.85;89.5;2015-02-18;ООО Бриз; ;
З/паста 120гр Натур.мята 846087 ;1.0;70.85;89.5;2015-02-18;ООО Бриз; ;
З/паста 120гр Восточн.чай красный 900000 ;1.0;73.68;93;2015-02-18;ООО Бриз; ;
З/паста 120гр Восточн.чай Тигуанинь 242872 ;1.0;85.02;107;2015-02-18;ООО Бриз; ;
З/паста 120гр Зеленый чай 848197 ;1.0;70.85;89.5;2015-02-18;ООО Бриз; ;
З/паста 120гр Витаминный уход 862865 ;1.0;70.85;89.5;2015-02-18;ООО Бриз; ;
З/паста 125гр Профессиональнная Защита 898338 ;1.0;73.68;93;2015-02-18;ООО Бриз; ;
З/паста 125гр Мягкая Защита 898260 ;1.0;73.68;93;2015-02-18;ООО Бриз; ;
З/паста 130гр Восточный Чай 979280 ;1.0;73.68;93;2015-02-18;ООО Бриз; ;
З/паста 120гр Восточн.чай Жасмин 242889 ;1.0;85.02;107;2015-02-18;ООО Бриз; ;
З/П Aquarelle 75мл Baking soda ;2.0;39.79;50;2015-02-18;ООО Бриз; ;
З/П Aquarelle 75мл Bioactive ;2.0;39.79;50;2015-02-18;ООО Бриз; ;
З/П Aquarelle 75мл Classic ;2.0;39.79;50;2015-02-18;ООО Бриз; ;
З/П Aquarelle 75мл Complex ;2.0;39.79;50;2015-02-18;ООО Бриз; ;
З/П Aquarelle 75мл Herbal ;2.0;39.79;50;2015-02-18;ООО Бриз; ;
РБА  з/п Кедровая 75мл ;1.0;67.24;85;2015-02-18;ООО Бриз; ;
Дет пит сухая мол. смесь Нестожен 1 6(2х350)г ПРЕБИО ;2.0;444.79;502.6;2015-02-20;Воронеж-Фрахт; ;ШВЕЙЦАРИЯ
Дет пит Гербер ДОРЕМИ батончик ЗлакЯблВин 18х25г ;3.0;38.85;43.85;2015-02-20;Воронеж-Фрахт; Nestle Deutschland A.G;ГЕРМАНИЯ
Дет пит Гербер ДОРЕМИ батончик БананВишня 18х25г ;3.0;38.85;43.85;2015-02-20;Воронеж-Фрахт; PowerBar Europe GmbH;ГЕРМАНИЯ
Дет пит Гербер ДОРЕМИ батончик ФрукЯблБан 18х25г ;3.0;38.85;43.85;2015-02-20;Воронеж-Фрахт; Nestle Deutschland A.G;ГЕРМАНИЯ
МИН.ВОДА РЕЦЕПТ №17 "ЕССЕНТУКИ" СТ. 0,5 Л 1*120;20.0;25.79;32.5;2015-02-22;ИП Борисов;;
МИН.ВОДА РЕЦЕПТ №17 "ЕССЕНТУКИ" ПЭТ 1,5 Л;24.0;27.53;35;2015-02-22;ИП Борисов;;
МИН.ВОДА РЕЦЕПТ №4 "ЕССЕНТУКИ" ПЭТ 1,5Л;6.0;27.53;35;2015-02-22;ИП Борисов;;
ВОДА ПИТЬЕВАЯ КОЗЕЛЬСКАЯ /5Л/;4.0;36.89;36.9;2015-02-22;ИП Борисов;;
ВОДА ПИТЬЕВАЯ КОЗЕЛЬСКАЯ /1,5/;6.0;20.41;26;2015-02-22;ИП Борисов;;
ВОДА ПИТЬЕВАЯ " КОЗЕЛЬСКАЯ" /0,5/ 1*12;12.0;13.95;18;2015-02-22;ИП Борисов;;
ВОДА ПИТЬЕВАЯ "ЭДЕЛЬВЕЙС NATURELLE" 1,5 Л НЕГАЗИРОВАННАЯ;6.0;20.64;26;2015-02-11;ИП Румянцев;;
Вода питьевая Спортик"Святой источник" 0,33л негаз.;12.0;13.72;17.5;2015-02-11;ИП Румянцев;;
Бумага туал."Новомоск"100м втулка ;80.0;6.42;9;2015-02-26;ООО Бриз; ;
Медиа Зодиак ж/м 5л прозр.Яблоко ;1.0;101.44;128;2015-02-26;ООО Бриз; ;
Медиа Зодиак ж/м 5л прозр.Роза ;1.0;101.44;128;2015-02-26;ООО Бриз; ;
Детское мыло 4*75гр Нейтральное ;2.0;34.7;44;2015-02-26;ООО Бриз; ;
НК мыло полиэт.Дегтярное 140г ;5.0;18.43;24;2015-02-26;ООО Бриз; ;
НК Ушастый нянь вл.очищ.салфетки 3*40шт ;3.0;138.94;175;2015-02-26;ООО Бриз; ;
НК Ушастый нянь влаж.очищ.салфетки 80шт ;2.0;92.34;117;2015-02-26;ООО Бриз; ;
Натали макси М-40 ;5.0;24.84;32;2015-02-26;ООО Бриз; ;
Натали c крылышками драй К-12 ;5.0;31.35;40;2015-02-26;ООО Бриз; ;
Натали ультра эфф.У-20 розовые ;5.0;42.01;53;2015-02-26;ООО Бриз; ;
Натали ультра эфф.т.др.У-22 орж ;5.0;42.01;53;2015-02-26;ООО Бриз; ;
Памперс Слип&Плэй Юниор 42 11-25 5 ;1.0;544.94;693;2015-02-26;ООО Бриз; ;
Одеколон "Тройной" ;10.0;20.05;26;2015-02-26;ООО Бриз; ;
Зубной порошок "Мятный" 75гр 2805 ;5.0;17.06;22;2015-02-26;ООО Бриз; ;
Мин.вода Заповедник Здоровья газ Ессентуки-4 ПЭТ 1,5л;12.0;27.32;34.4;2015-02-27;ИП Борисов;;
Мин.вода "Заповедник Здоровья" газ.Ессентукис№4ст. винт.0,5л ;20.0;24.64;31;2015-02-27;ИП Борисов;;
Мин.вода"Доктор Вассер"Ессентуки-2 1,5л ПЭТ ;6.0;28.04;35.3;2015-02-27;ИП Борисов;;
МИН.ВОДА "НАРЗАН" ПЭТ 1Л *6;6.0;52.6;66;2015-02-27;ИП Борисов;;
ГАЗ ВОДА "АКВА ЛАЙТ" "ЛИМОНАД" /1,5/;6.0;19.06;24;2015-02-27;ИП Борисов;;
Дет пит Нестле сух мол каша мультизлак яблоко-банан 9х250г Биф ;1.0;116.07;131.15;2015-02-27;Воронеж-Фрахт; Нестле Россия (филиал в г. Вол;РОССИЯ
Дет пит Нестле сух мол каша мультизлак банан-земляника 9х250г Биф ;1.0;116.07;131.15;2015-02-27;Воронеж-Фрахт; ООО "Нестле Россия";РОССИЯ
Дет пит Нестле сух мол каша мультизлак груша-персик 9х250г Биф ;1.0;116.07;131.15;2015-02-27;Воронеж-Фрахт; ООО "Нестле Россия";РОССИЯ
Дет пит Нестле сух мол каша мультизлак мед-абрикос 9х250г Биф ;1.0;116.07;131.15;2015-02-27;Воронеж-Фрахт; ООО "Нестле Россия";РОССИЯ
Дет пит Нестле сух мол каша овсян-груша 9х250г Биф ;1.0;116.07;131.15;2015-02-27;Воронеж-Фрахт; ООО "Нестле Россия";РОССИЯ
Дет пит НАН 3 гипоалл. сух.смесь 12х400г ;1.0;623.14;704.1;2015-02-27;Воронеж-Фрахт; Nestle Deutschland AG;ГЕРМАНИЯ
Дет пит НАН Комфорт сух мол смесь 12х400г ;1.0;558.56;631.15;2015-02-27;Воронеж-Фрахт; Nestle Deutschland A.G;ГЕРМАНИЯ
Дет пит Гербер фр пюре груши вильямс 12х80г ;2.0;39.13;44.2;2015-02-27;Воронеж-Фрахт;;
Вода мин.БОРЖОМИ 0,75 РЕТ;12.0;112.5;142;2015-02-27;ИП Румянцев;;
