Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
ФОСФАЛЮГЕЛЬ 16,0 N20 ПАК ;3.0;293.37;380.0;2015-02-02 00:00:00.00;ЗАО ЦВ "Протек" sst; Фарматис;Франция
ЦИПРИНОЛ 0,5 N10 ТАБЛ П/О ;2.0;109.89;131.0;2015-02-02 00:00:00.00;ЗАО ЦВ "Протек" sst; КРКА;Словения
Вата нестерильная хирург 250г Амелия ;11.0;50.98;67.0;2015-02-27 00:00:00.00;Авеста; Гигровата-Санкт-Петербург;РОС
Вильпрафен таб. п/пл.об. 500мг №10 ;2.0;488.91;590.0;2015-02-27 00:00:00.00;Авеста; Temmler Italia;Италия
АСЕПТОЛИН р-р наружн 90% 100мл РФК ;70.0;16.01;30.0;2015-02-27 00:00:00.00;Авеста; РФК ЗАО;РОССИЯ
Бифиформ капс.кишечнорастворимые N30 ;2.0;325.87;419.0;2015-02-27 00:00:00.00;Авеста; Ферросан А/О;ДАН
ОМЕЗ 20МГ КАПС №30;5.0;148.96;180.9;2015-02-27 00:00:00.00;Авеста;;
ТРАВОКОРТ 15,0 КРЕМ ;1.0;476.59;602.0;2015-02-27 00:00:00.00;Авеста; Интендис Мануфэкчуринг С.п.А.;Италия
Флуимуцил таб. шип. 600мг №10 ;2.0;178.15;237.0;2015-02-27 00:00:00.00;Авеста; Zambon;Швейцария
Шприц однораз. 5мл sfm 3-х комп.стер. 22g ;200.0;4.71;6.5;2015-02-27 00:00:00.00;Авеста; SFM Hospital Product;Германия
Эналаприл таб. 10мг №20 ;5.0;57.19;72.0;2015-02-27 00:00:00.00;Авеста; Хемофарм ООО;Россия
АЦИКЛОВИР ФОРТЕ 0,4 N20 ТАБЛ ;4.0;114.52;139.4;2015-02-03 00:00:00.00;_Северная, 28 поставщик; Оболенское Фармацевтическое предприятие;Россия
Ксилен спрей наз. 0,05% 10мл фл-кап ;15.0;54.23;67.8;2015-02-03 00:00:00.00;_Северная, 28 поставщик; Лэнс-Фарм;Россия
Альфа-Токоферола ац-т капс. 100мг №10 ;10.0;18.78;27.0;2015-02-03 00:00:00.00;Авеста; Люми;Россия
Йода  р-р спирт. 5% д/нар. прим. фл 25мл №1 ;40.0;12.48;18.0;2015-02-03 00:00:00.00;Авеста; Ивановская фарм.ф-ка;Россия
Мелоксикам таб. 7,5мг №20 ;10.0;7.43;14.0;2015-02-03 00:00:00.00;Авеста; Озон;Россия
МИКСТУРА ОТ КАШЛЯ д/взр N1 сухая Вифитех ;20.0;9.67;16.0;2015-02-03 00:00:00.00;Авеста; Вифитех ЗАО;РОССИЯ
ПЕРЕКИСЬ ВОДОРОДА фл 3% 100мл пласт. ИТМК ;84.0;5.3;6.5;2015-02-03 00:00:00.00;Авеста; Йодные технологии ООО;Россия
Смекта пор. 3г №10 апельсин ;3.0;103.41;129.9;2015-02-03 00:00:00.00;Авеста; Beaufour Ipsen Indastrie;Франция
СМЕКТА 3,0 N10 ПОР Д/СУСП /ВАНИЛЬ/ ;3.0;103.41;129.0;2015-02-03 00:00:00.00;Авеста; Бофур Ипсен Индастри;Франция
АТОРИС 0,02 N30 ТАБЛ П/О ;3.0;394.08;476.0;2015-02-27 00:00:00.00;Авеста; КРКА;Словения
ИРС 19 спрей наз.20мл ;2.0;368.54;475.0;2015-02-27 00:00:00.00;Авеста; Солвей Фармасьют;РОС
ТРИДЕРМ 15,0 МАЗЬ ;2.0;565.4;698.0;2015-02-27 00:00:00.00;Авеста; Шеринг-Плау Лабо Н.В.;Бельгия
Прокл. урологические SeniLadi экстра N15 (впит 400мл) ;3.0;196.02;256.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; TZMO;Польша
Прокладки д/недерж Сени Леди Normal №20 ;4.0;182.05;242.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; TZMO SA;Польша
АМОКСИЦИЛЛИН 0,5 N20 ТАБЛ ;9.0;48.51;60.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Барнаульский завод медпрепаратов;Россия
АМОКСИЦИЛЛИН 0,5 N20 ТАБЛ ;1.0;48.51;60.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Барнаульский завод медпрепаратов;Россия
АСПИРИН-С N10 ШИП ТАБЛ ;4.0;161.37;209.5;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Байер Биттерфельд ГмбХ;Германия
Аторвастатин табл. п.п.о. 10мг №30 ;5.0;87.78;108.9;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Алси Фарма;РОС
Аторвастатин табл. п.п.о. 20мг №30 ;5.0;111.76;138.9;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Алси Фарма;РОС
Афала таб. д/рассасывания №100 ;2.0;256.74;332.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Материа Медика Холдинг;Россия
БЕКЛАЗОН ЭКО 100МКГ/ДОЗА 200ДОЗ АЭРОЗОЛЬ Д/ИНГ ;1.0;294.14;352.7;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Нортон Вотерфорд-Айвэкс Фармасьютикалс;Ирландия
БЕРЛИТИОН 600 0,025/МЛ 24МЛ N5 АМП КОНЦ Д/Р-РА ;2.0;844.25;959.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Хамельн Фармасьютикалз ГмбХ/Берлин-Хеми АГ;Германия
Бетоптик гл. капли 0,5% 5мл ;3.0;249.26;297.6;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Alcon-Couvreur;Бельгия
БРОНХО-МУНАЛ П 3,5мг капс N10 ;1.0;409.97;529.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Lek;Словения
ВАЗЕЛИН туба 30г Муром ;10.0;10.78;18.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Муромский ПЗ ФГУП;РОССИЯ
ВИТАМИН Е ЗЕНТИВА 0,2 N30 КАПС ;2.0;193.93;252.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Зентива а.с.;Словакия
ВИТАМИН С 0,25 N20 ШИП ТАБЛ ;2.0;94.38;126.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Хемофарм А.Д.;Сербия и Черногория
ГЛИМЕПИРИД 0,002 N30 ТАБЛ /ВЕРТЕКС/ ;1.0;54.23;158.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Вертекс (ЗАО);Россия
ГЛИМЕПИРИД 0,004 N30 ТАБЛ /ВЕРТЕКС/ ;2.0;246.73;318.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Вертекс (ЗАО);Россия
Дриптан тб 5мг N30 ;1.0;533.28;687.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Ресифарм Фонтэн/;ФРА
Дюфастон таб. п/о 10мг №20 ;3.0;467.61;559.9;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Эбботт Биолоджикалс;Нидерланды
КАПОТЕН 0,025 N40 ТАБЛ ;3.0;173.47;209.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Акрихин ХФК ОАО;Россия
Кеторол таб п/о 10мг n20 ;10.0;38.94;48.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Dr.Reddy's Laboratories;Индия
Компливит д/женщин 45 плюс таб. п/о №30 ;2.0;211.64;278.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Уфимский витам. з-д;Россия
КОМПЛИВИТ МАМА N30 ТАБЛ П/О ;1.0;120.45;159.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Уфимский витаминный завод;Россия
ЛЕВОМЕТИЛ 30,0 МАЗЬ ;5.0;24.31;38.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Зеленая Дубрава;Россия
ЛИОТОН 1000 гель 100г ;1.0;657.47;789.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; А.Менарини Мэнюфекчеринг Лоджистикс энд Сервисиз С.р.Л.;Италия
МАГНЕЛИС В6 N50 ТАБЛ П/О /ПАЧКА/ ;2.0;259.38;338.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Уфимский витаминный завод;Россия
Микозан набор д/удаления грибка с ногт. пласт. (сыворотка в тубе с кист.-апплик. + пилочки) ;2.0;619.85;799.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Серрикс Б.В.;Нидерланды
МИКСТУРА ОТ КАШЛЯ д/детей N1 сухая МФФ ;20.0;14.3;21.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Московская ФФ;Россия
МОНОПРИЛ 0,02 N28 ТАБЛ ;2.0;325.27;409.5;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Бристол-Майерс Сквибб С.р.Л.;Италия
НИФЕКАРД XL таб п/о 30мг N30 Lek ;2.0;178.53;213.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Lek;Словения
НОРМАЗЕ 200МЛ СИРОП ;1.0;208.45;249.9;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Л.Молтени и К дей Фрателли Алитти Сочиета ди Езерчицо С п А;Италия
Но-шпа р-р в/в и в/м введ. 20мг/мл амп. 2мл №5 ;3.0;88.44;105.7;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Chinoin;Венгрия
Облепиховое масло св. 500мг №10 ;4.0;80.3;104.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Нижегородский ХФК;Россия
ОЛЕСТЕЗИН N10 СУПП РЕК ;2.0;120.45;158.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Алтайвитамины ЗАО;Россия
Отривин наз. спрей 0,1% 10мл ;5.0;144.32;172.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Novartis Consumer Health;Швейцария
ПАНАДОЛ таб п/о 500мг N12 Dungarvan ;2.0;34.98;44.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; GlaxoSmithKline Dungarvan Ltd.;Ирландия
РЕГУЛОН N21X3 ТАБЛ П/О(цена за пластинку) ;2.0;894.3;1109.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Гедеон Рихтер ОАО;Венгрия
РЕНИТЕК 0,005 N14 ТАБЛ ;2.0;64.24;76.5;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Мерк Шарп и Доум / Химико-фармацевтический комбинат "Акрихин";Нидерланды
САЛИЦИЛОВАЯ 2% 25,0 МАЗЬ ;10.0;20.79;25.7;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Тульская фармацевтическая фабрика;Россия
САЛФЕТКА МАРЛ СТЕР ДВУХСЛОЙН LIFE 45Х29 N5 ;20.0;16.61;24.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; ХБК Навтекс;Россия
Фитогастрол ф/п 2г №20 желуд-киш сбор ;2.0;51.04;69.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Красногорсклексредства;Россия
Стопдиар 100мг Таб. п/пл/об. Х24 ;5.0;139.48;186.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; ПОЛЬША; Гедеон Рихтер Польша
ТЕРАФЛЮ ЭКСТРА ОТ ГРИППА/ПРОСТУДЫ N10ПАК/ЛИМОН ;5.0;285.67;369.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Фамар Орлеан;Франция
ТОБРАДЕКС 5МЛ ГЛ КАПЛИ ;2.0;251.57;324.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; с.а. Алкон-Куврер н.в.;Бельгия
УКРОПНАЯ ВОДИЧКА ЧАЙ ТРАВЯНОЙ Д/ДЕТ 1,5 N20 Ф/ПАК ;2.0;88.33;119.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; ЗДОРОВЬЕ ФИРМА;Россия
Ультоп капс. 10мг №28 ;1.0;175.89;211.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; КРКА-РУС;Россия
Фарингосепт таб 10мг n20 terapia ;4.0;99.44;129.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Terapia;Румыния
ЭВКАЛИПТА НАСТОЙКА 25МЛ ФЛАК ИНД/УП ;10.0;9.46;16.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; ЭКОлаб (ЗАО);Россия
ЭКЗОДЕРИЛ 1% 10МЛ ФЛАК Р-Р ;4.0;515.24;649.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Глобофарм фармацойтише Продуктьонс унд Хандельсгезелльшафт мбх/Сандоз ГмбХ;Австрия
ЭКЗОДЕРИЛ 1% 30,0 КРЕМ ;1.0;633.71;766.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Мерк КГаА и Ко/Сандоз ГмбХ;Австрия
ЭКСЕДРИН N10 ТАБЛ П/О ;4.0;121.88;162.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Новартис Консьюмер Хелс Инк;СОЕДИНЕННЫЕ ШТАТЫ
Эналаприл таб. 5мг №20 ;5.0;42.35;53.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Хемофарм ООО;Россия
Эссливер форте капс n50 ;3.0;323.4;418.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Nabros/Нижфарм;Индия
Эуфиллин тб 150мг N30 ;10.0;7.81;9.5;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Лек;РОС
ЮНИДОКС СОЛЮТАБ 0,1 N10 ТАБЛ ДИСПЕР ;2.0;282.81;338.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Астеллас Фарма Юроп Б.В./Ортат ЗАО;Нидерланды/Россия
COLGATE ЗУБНАЯ ПАСТА КРЕПКИЕ ЗУБЫ СВ ДЫХАНИЕ 100МЛ ;5.0;40.71;56.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Колгейт-Палмолив Ко.Лтд.;Китай
HASICO ГЕЛЬ-СМАЗКА Д/ЖЕНЩИН 100МЛ ;2.0;97.11;132.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Лаборатория ЭМАНСИ;Россия
HASICO ГЕЛЬ-СМАЗКА Д/ЖЕНЩИН 50МЛ ;2.0;67.71;90.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Лаборатория ЭМАНСИ;Россия
NATURELLA ПРОКЛАДКИ ULTRA NORMAL CALENDULA N10 ;5.0;59.5;79.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Проктер энд Гембл Украина;Украина
SKINLITE маска-носки д/ног отшелуш (размер 40-45) 1 пара (SL-725) ;2.0;152.81;208.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; НАРОДНО-ДЕМОКРАТИЧЕСКАЯ РЕСПУБЛИКА;КОРЕЯ
АЛФАВИТ КЛАССИК N120 ТАБЛ ;1.0;301.13;388.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; ВНЕШТОРГ ФАРМА;Россия
АЛФАВИТ КОСМЕТИК N60 ТАБЛ ;2.0;347.88;449.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; ВНЕШТОРГ ФАРМА;Россия
АЛФАВИТ ШКОЛЬНИК N60 ТАБЛ ;2.0;223.05;298.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; ВНЕШТОРГ ФАРМА;Россия
БАЛЬЗАМ АЛЬБАДЕНТ Д/ДЕСЕН ПРОПОЛИС Д/ЧУВ 400МЛ ;2.0;84.4;114.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; ХБО при РАН "Фирма Вита";Россия
БАРХАТНЫЕ РУЧКИ КРЕМ КОРОЛЕВ АРГАНА 80МЛ ;5.0;49.12;66.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; КАЛИНА ОАО;Россия
Вечернее (валериана+хмель+мята) др. №50 ;10.0;21.98;32.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Парафарм;Россия
ВЕЧЕРНЕЕ ВАЛЕРИАНА+ХМЕЛЬ+МЯТА N60 ДРАЖЕ ;20.0;26.93;39.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Парафарм ООО;Россия
ЛЕСНОЙ БАЛЬЗАМ ОПОЛАСКИВАТЕЛЬ КОРА ДУБА/ПИХТА400МЛ ;3.0;116.67;155.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; КАЛИНА ОАО;Россия
ЛЕСНОЙ БАЛЬЗАМ ОПОЛАСКИВАТЕЛЬ КЕДР ОРЕШ/ШАЛФ400МЛ ;5.0;108.53;148.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; КАЛИНА ОАО;Россия
ЛЕСНОЙ БАЛЬЗАМ ОПОЛАСКИВАТЕЛЬ ФОРТЕ Д/ДЕСЕН 400МЛ ;2.0;134.6;179.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; КАЛИНА ОАО;Россия
Лютеин комплекс тб 500мг N60 ;1.0;358.59;462.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; В-Мин ООО;РОС
ПРОТЕФИКС КРЕМ ФИКСИР ГИПОАЛЛЕРГЕН 40,0 ;2.0;190.7;254.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; КВАЙССЕР ФАРМА Гмбх и Ко;Германия
Турбослим Альфа-липоевая к-та и L-карнитин табл. N20 ;1.0;204.26;272.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Эвалар ЗАО;РОС
Фрутолакс капс. 0,5г №30 (бад) ;2.0;87.3;122.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; ВИС ООО;Россия
АРБИДОЛ 0,05 N20 ТАБЛ П/О ;3.0;214.17;260.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Фармстандарт-Томскхимфарм;Россия
Мотилиум сусп. д/д 1мг/мл 100мл ;1.0;467.17;589.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Janssen Pharmaceutica;Бельгия
АТЕНОЛОЛ НИКОМЕД 0,05 N30 ТАБЛ П/О ;5.0;34.65;43.5;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Никомед Дания АпС;Германия
Валз Н таб. п/пл.об. 160мг+12,5мг №28 ;2.0;314.6;398.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Balkanpharma-Dupnitza;Болгария
ГАЛВУС 0,05 N28 ТАБЛ ;2.0;718.85;819.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Новартис Фарма Штейн АГ;Швейцария
Гинкоум капс. 40мг №30 ;3.0;169.4;225.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Эвалар;Россия
Глиформин таб. 500мг №60 ;1.0;100.1;120.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Акрихин;Россия
ГРИППОФЛЮ ОТ ПРОСТУДЫ И ГРИППА 13,0 N10 /КЛЮКВА/ ;5.0;113.41;159.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; МАРБИОФАРМ ОАО;Россия
ДИКЛОФЕНАК 0,05 N20 ТАБЛ П/О ;10.0;33.88;42.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Хемофарм;Россия
ДИКЛОФЕНАК 0,1 N20 ТАБЛ ПРОЛОНГ П/О ;5.0;58.63;73.5;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Хемофарм;Россия
ИНГАВИРИН 0,09 N7 КАПС ;5.0;399.19;482.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Валента Фармацевтика;Россия
КОЛДРЕКС МАКСГРИПП ЛИМОН N10 ПОР ;3.0;277.75;360.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; СмитКляйн Бичем С.А.;Испания
КОНКОР 2,5МГ ТБ №30;5.0;149.27;178.8;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst;;
КОНКОР 0,01 N50 ТАБЛ П/О ;3.0;475.86;570.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Мерк КГаА;Германия
КОНКОР 0,005 N50 ТАБЛ П/О ;5.0;289.52;346.5;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Мерк КГаА;Германия
КСЕФОКАМ 0,008 N5 ФЛАК ЛИОФИЛ Д/Р-РА В/В В/М ;1.0;657.91;749.8;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Вассербургер Арцнеймиттелверк ГмбХ / Никомед Австрия ГмбХ;Германия
ЛИРИКА 0,3 N14 КАПС ;1.0;966.57;1101.8;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Гедеке ГмбХ;Германия
ЛОЗАП 0,05 N30 ТАБЛ П/О ;5.0;246.51;298.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Зентива а.с.;Словакия
МИГ 400 0,4 N20 ТАБЛ П/О ;5.0;133.87;160.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Берлин-Хеми АГ/Менарини Групп;Германия
МИЛЬГАММА 2МЛ N10 АМП Р-Р Д/ИН ;3.0;397.65;502.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Солюфарм ГмбХ;Германия
МИЛЬГАММА 2МЛ N5 АМП Р-Р Д/ИН ;3.0;228.8;295.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Солюфарм ГмбХ;Германия
Нормодипин  5мг n30 ;2.0;324.28;391.5;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Gedeon Richter;Венгрия
Омнитус таб. с модиф. высв. п/о плёночной 20мг №10 ;2.0;158.62;206.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Хемофарм А.Д. RS;Сербия
ПЕРИНДОПРИЛ 0,004 N30 ТАБЛ /ВЕРТЕКС/ ;3.0;102.41;122.5;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Вертекс (ЗАО);Россия
Редуксин капс. 15мг №30 ;1.0;1971.42;2395.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Московский эндокр. з-д;Россия
РЕННИ Б/САХАРА N24 ЖЕВ.ТАБЛ /МЯТА/ ;3.0;160.82;214.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Байер Санте Фамильяль;Франция
СИСТЕЙН УЛЬТРА СРЕДСТВО ОФТАЛЬМОЛОГ 15МЛ ФЛАК ;1.0;407.88;515.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; АЛКОН Кузи;Испания
ТИРОЗОЛ 0,005 N50 ТАБЛ П/О ;2.0;152.02;182.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Мерк КГаА;Германия
ТИРОЗОЛ 0,01 N50 ТАБЛ П/О ;2.0;301.84;362.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Мерк КГаА;Германия
Тридерм крем 0.1% 15г ;2.0;551.65;684.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; ШерингПлау Лабо;БЕЛ
Урсодез капс. 250мг №100 ;1.0;981.97;1139.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Северная звезда ЗАО;Россия
ФИТОЛАКС N40 ТАБЛ ;3.0;188.54;252.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Эвалар ЗАО;Россия
Фитолакс таб. 0,5г №20 ;5.0;107.25;146.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Эвалар;Россия
ФИТОМУЦИЛ НОРМ N30 ПАК ;1.0;391.17;498.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; Probiotics International Ltd.;СОЕДИНЕННЫЕ ШТАТЫ
Шампунь от перхоти с кетоконазолом фл.150мл ;2.0;147.04;196.0;2015-02-27 00:00:00.00;ЗАО ЦВ "Протек" sst; МИРРА ООО/ МИРРОЛЛА;Россия
L-тироксин 100 Берлин-Хеми тб 100мкг N50 ;5.0;100.18;119.0;2015-02-03 00:00:00.00;ООО Здравсервис; Б-Х-Менарини;ГЕР
L-ТИРОКСИН 50 БЕРЛИН-ХЕМИ N50 ТАБЛ ;5.0;86.7;103.0;2015-02-03 00:00:00.00;ООО Здравсервис; Берлин-Хеми АГ;Германия
Ацц 200 гранулят пак n20 апельсин salut ;3.0;110.41;132.0;2015-02-03 00:00:00.00;ООО Здравсервис; Salutas Pharma GmbH;Германия
Аквалор норм спрей д/дет и взросл. 125мл ;2.0;285.0;368.0;2015-02-03 00:00:00.00;ООО Здравсервис; Laboratorios Chemineau;Франция
Алтея корни 50г ;3.0;26.32;38.0;2015-02-03 00:00:00.00;ООО Здравсервис; "ПКФ "Фитофарм " ООО;Россия
Алтея сироп 125г ;5.0;38.78;54.0;2015-02-03 00:00:00.00;ООО Здравсервис; Вифитех;РОС
