Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Тензотран 0,4мг №28 таб.п/пл/о ;2.0;484.98;582.2;2015-02-03 00:00:00.00;Фарм Комплект; Perrigo Israel Pharmaceuticals;ИЗРАИЛЬ
Тербинафин 1% 30г крем ;3.0;104.74;127.7;2015-02-03 00:00:00.00;Фарм Комплект; Вертекс;РОССИЯ
Тизин ксило 0,1% 10мл спрей ;20.0;93.26;112.7;2015-02-03 00:00:00.00;Фарм Комплект; Famar Orleans;ФРАНЦИЯ
Троксевазин 2% 40г гель/туб ;30.0;144.86;176.7;2015-02-03 00:00:00.00;Фарм Комплект; Balkanpharma Troyan;БОЛГАРИЯ
Унидерм 0,1% 30г крем/туба ;2.0;248.18;303.4;2015-02-03 00:00:00.00;Фарм Комплект; Акрихин ХФК;РОССИЯ
Хлорпротиксен зентива 50мг №30 таб. п/о ;2.0;215.5;262.9;2015-02-03 00:00:00.00;Фарм Комплект; Zentiva;ЧЕШСКАЯ РЕСПУБЛИКА
Цетрин 10мг №20 таб. п/о ;5.0;142.42;171.4;2015-02-03 00:00:00.00;Фарм Комплект; Dr.Reddy's;ИНДИЯ
Цефекон д 0,25г №10 свечи ;5.0;41.89;51.1;2015-02-03 00:00:00.00;Фарм Комплект; Нижфарм;РОССИЯ
Ципролет 3мг/мл 5мл фл. гл. капли ;10.0;47.23;58.1;2015-02-03 00:00:00.00;Фарм Комплект; Dr.Reddy's;ИНДИЯ
Ципролет 500мг №10 таб. п/пл/о ;10.0;94.99;114.1;2015-02-03 00:00:00.00;Фарм Комплект; Dr.Reddy's;ИНДИЯ
Цитовир-3 №12 капс. ;1.0;227.76;277.8;2015-02-03 00:00:00.00;Фарм Комплект; Цитомед;РОССИЯ
Цитовир-3 №12 капс. ;4.0;227.76;277.8;2015-02-03 00:00:00.00;Фарм Комплект; Цитомед;РОССИЯ
Элоком 0,1% 30мл лосьон р-р д/наружн.прим. ;2.0;179.22;216.6;2015-02-03 00:00:00.00;Фарм Комплект; Schering Plough;КАНАДА
Эманера 40мг №28 капс.кишечнораств. ;1.0;693.8;804.8;2015-02-03 00:00:00.00;Фарм Комплект; KRKA;СЛОВЕНИЯ
Энтерофурил 200мг №16 капс. ;10.0;289.91;353.6;2015-02-03 00:00:00.00;Фарм Комплект; Bosnalijek;БОСНИЯ И ГЕРЦЕГОВИНА
Эреспал 80мг №30 таб. п/пл/о ;10.0;309.05;372.2;2015-02-03 00:00:00.00;Фарм Комплект; Serdix;РОССИЯ
Юнидокс солютаб 100мг №10 таб. ;6.0;259.94;318.1;2015-02-03 00:00:00.00;Фарм Комплект; Astellas Pharma Europe/Ортат;РОССИЯ
Ярина №21 таб. ;3.0;890.09;1032.5;2015-02-03 00:00:00.00;Фарм Комплект; Bayer;ГЕРМАНИЯ
Аскорил табл. х10 ;6.0;150.87;184.0;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; Glenmark Pharmaceuticals Ltd.;Индия
Билобил форте капс. 80 мг х60 ;2.0;555.08;643.8;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; KRKA;Словения
Витрум Вижн табл. п/о плен х60 ;1.0;706.07;819.0;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; Unipharm Inc;США
Гастал табл. д/рассас. х30 ;5.0;171.75;209.5;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; Teva Operations Poland;Польша
Ксалатан капли глаз. 0.005 % фл. 2.5 мл. х1 ;3.0;596.2;691.5;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; Pfizer MFG;Бельгия
Лактацид Фемина Плюс ср-во д/интим.гиг. д/чувств. кожи 200 мл. х1 ;3.0;137.07;182.2;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; GlaxoSmithKline/Farmaclair;Франция
Магнелис B6 табл. п/о пачка х50 ;3.0;234.83;286.4;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; Фармстандарт Уфавита;Россия
Нитроспрей Спрей подъяз. дозир. 0,4мг/доза 10 мл (200 доз) х1 ;2.0;81.33;98.8;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; Фармстандарт Лексредства Курск;Россия
Пироксикам капс. 20 мг х20 ;5.0;23.93;33.5;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; ПроМед;Россия
Ранитидин-Софарма табл. п/о плен 150 мг х60 ;5.0;64.35;78.5;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; Sopharma;Болгария
Ревалгин табл. х20 ;10.0;64.7;78.9;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; Shreya;Индия
Редецил мазь туба 35 г. х1 ;2.0;200.33;244.4;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; Ретиноиды;Россия
Синекод /ваниль/ сироп 1.5 мг/мл фл. 200 мл. х1 ;4.0;268.63;327.7;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; Novartis;Швейцария
Эреспал табл. п/о плен 80 мг х30 ;15.0;303.95;365.5;2015-02-24 00:00:00.00;ООО ФК ПУЛЬС; Сердикс ООО;Россия
Витамишки кид-с мульти+ №60 паст.жев. ;2.0;430.79;572.9;2015-02-24 00:00:00.00;Фарм Комплект; Supplement Sciences Inc;СОЕДИНЕННЫЕ ШТАТЫ АМЕРИКИ
Гроприносин 500мг №20 таб. ;3.0;501.38;611.6;2015-02-24 00:00:00.00;Фарм Комплект; Gedeon Richter Polska;ПОЛЬША
Метеоспазмил №30 капс. ;1.0;317.14;386.9;2015-02-24 00:00:00.00;Фарм Комплект; Mayoly Spindler;ФРАНЦИЯ
Но-шпа 20мг/мл 2мл №25 амп. ;2.0;427.38;513.7;2015-02-24 00:00:00.00;Фарм Комплект; Chinoin;ВЕНГРИЯ
Тобрекс 0,3% 5мл фл. капли глазн. ;5.0;167.29;200.5;2015-02-24 00:00:00.00;Фарм Комплект; Alcon-Couvreur;БЕЛЬГИЯ
Трентал 400мг №60 таб.п/о ;2.0;1145.78;1329.0;2015-02-24 00:00:00.00;Фарм Комплект; Aventis Pharma;ИНДИЯ
Азитрокс капс 500мг №3 ;4.0;241.12;295.7;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек"; Фармстандарт-Лексредства ОАО;Россия
Банки сухие вакуумные бв-01 косметический набор №4 ;1.0;582.67;675.8;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек"; Альпина Пласт ООО;Россия
Берголак таб. 0,5мг №8 ;1.0;627.22;727.5;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек"; Верофарм;Россия
Гинкоум капс. 40мг №30 ;5.0;171.82;209.6;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек"; Эвалар;Россия
Глицерин Свечи Х10;10.0;114.84;140.0;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек";;
До и после крем для лица отбеливающий туба 100мл ;1.0;243.08;296.5;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек"; Твинс Тэк;Россия
Кавинтон 0.5% 2мл №10 амп.;1.0;199.54;240.5;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек";;
Компливит кальций дз табл.жеват. с апельсиновым вкусом 500мг+200ме №30 ;4.0;94.38;115.1;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек"; Фармстандарт-Уфавита Уфимский витаминный з-д ОАО;Россия
Ламизил крем 1% 15г;2.0;384.67;469.3;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек";;
Лемсип макс пор. пригот. р-ра д/вн. приема №5 (лимон) ;5.0;124.19;151.5;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек"; Рекитт Бенкизер Хелскэр Интернешнл Лтд;Соединенное кор
Ливодекса таб. п/о плён. 300 мг №100 ;1.0;732.82;835.3;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек"; SUN Pharmaceutikal Industries Ltd.;Индия
Нолипрел а таб. п/о плён. 2,5 мг+0,625 мг №30 ;4.0;566.17;656.7;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек"; Сердикс ООО;Россия
Сетегис  2мг №30 тб.;1.0;544.5;664.2;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек";;
Супрастин тб. №20 Эгис;10.0;111.32;133.9;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек";;
Урсосан /урсофальк/ 250мг Капс. Х50;2.0;709.17;807.5;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек";;
Хондроксид таб 250мг №60 ;2.0;398.75;486.4;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек"; Нижфарм ОАО;Россия
Эндокринол крем-гель 50мл туба .@;3.0;118.46;157.5;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек";;
Юнивит кидс пастилки жеват. 4000мг №30 (бад) ;1.0;234.36;311.7;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек"; Amapharm GmbH DE;Германия
Ярина плюс таб. п/о плен. №28 ;1.0;806.52;935.5;2015-02-24 00:00:00.00; ЗАО ЦВ "Протек"; Bayer Schering Pharma A.G.;Германия
Натрия хлорид 0,9% 200мл (для ЛПУ) Мосфарм ;84.0;23.35;28.4;2015-02-03 00:00:00.00;Время ООО; Мосфарм ООО;РОССИЯ
Акридилол таб 12,5мг N30 ;3.0;264.11;323.0;2015-02-03 00:00:00.00; ЗАО "ПрофитМед"; Акрихин ХФК ОАО;Россия
Амоксиклав таб п/п/о 500мг+125мг N15 фл т/с инд уп ;3.0;336.16;404.8;2015-02-03 00:00:00.00; ЗАО "ПрофитМед"; Lek d. d.;Словения
Глюкоза р-р для в/в введ 40% 10мл N10 амп пэт ;6.0;38.28;48.4;2015-02-03 00:00:00.00; ЗАО "ПрофитМед"; Славянская аптека ООО;Россия
Зитролид форте капс 500мг N3 уп конт яч инд уп ;3.0;230.01;277.5;2015-02-03 00:00:00.00; ЗАО "ПрофитМед"; Валента Фармацевтика ОАО;Россия
Карведилол таб 25мг N30 уп конт яч ;5.0;65.78;80.9;2015-02-03 00:00:00.00; ЗАО "ПрофитМед"; Озон ООО;Россия
Липримар таб п/п/о 10мг N30 ;1.0;704.77;800.8;2015-02-03 00:00:00.00; ЗАО "ПрофитМед"; Pfizer Pharmaceuticals LLC/Pfizer M;Германия
Феррум Лек сироп 50мг/5мл 100мл ;1.0;136.4;162.5;2015-02-03 00:00:00.00; ЗАО "ПрофитМед"; Lek d. d.;Словения
Фосфоглив форте капс N50 (уп яч конт N10х5) ;1.0;772.53;890.9;2015-02-03 00:00:00.00; ЗАО "ПрофитМед"; Фармстандарт-Лексредства ОАО;Россия
Далацин гель д/наруж прим 1% 30г туба инд уп ;1.0;615.89;714.4;2015-02-03 00:00:00.00; ЗАО "ПрофитМед"; Pharmacia & Upjohn Company;США
