Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Магнерот 500мг №50 тб.(МНН:Магния оротата дигидрат). Германия. ;1.0;439.23;590.0;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Worwag Pharma;Германия
Мезим Форте Таб.П/о Х20 (R) ;5.0;66.33;79.0;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Берлин-Хеми АГ/Берлин-Фарма ЗАО;РОССИЯ
МЕЗИМ-ФОРТЕ N80 ТАБЛ П/О ;2.0;259.16;308.7;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Берлин-Хеми АГ/ Берлин-Фарма;Россия
Мексидол табл. 125 мг х50(МНН:Этилметилгидроксипиридина сукцинат).Россия. ;1.0;327.36;397.1;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Фармасофт ПК/ЗИО Здоровье;Россия
Мексидол таб. п/о 125мг №30 ( МНН: Этилметилгидроксипиридина сукцинат ) ;2.0;196.46;239.1;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; ЗиО Здоровье;Россия
МИГ 0,4 N10 ТАБЛ П/О ( МНН: Ибупрофен ) ;3.0;68.42;81.5;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Берлин-Хеми/Менарини Групп;Германия
Мирамистин 0.01% Р-р местн. прим. 150мл с распылителем ;2.0;276.21;372.8;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Инфамед ЗАО;Россия
МОТИЛАК 0,01 N30 ТАБЛ П/О ;1.0;142.34;199.2;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Верофарм;Россия
МОТИЛИУМ 10МГ №30 ТАБЛ П/О ( МНН: Домперидон ) ;1.0;405.35;526.9;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Янссен-Силаг С.А.;Франция
Найз 100мг таб. №20 ( МНН: Нимесулид ) ;10.0;179.3;250.0;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Д-р Редди с Лабораториис Лтд;Индия
Нейромультивит Таб. п/пл/об. Х20 (АКЦИЯ 11) ;3.0;188.54;250.7;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Г.Л.Фарма ГмбХ/Ланнахер Хайльмиттель ГмбХ;АВСТРИЯ
Но-шпа таб. 40 мг №24 ( МНН: Дротаверин ) ;5.0;122.65;146.1;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Chinoin;Венгрия
НУРОФЕН 0,2 N10 ТАБЛ П/О ;2.0;64.79;79.8;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Рекитт Бенкизер Хелскэр Интернешнл Лтд;Соединенное королевство
НУРОФЕН 0,2 N20 ТАБЛ П/О ;2.0;126.39;155.1;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Рекитт Бенкизер Хелскэр Интернешнл Лтд;Соединенное королевство
Нурофен Экспресс 200мг Капс. Х10 ( МНН: Ибупрофен ) ;2.0;106.15;127.5;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Рекитт Бенкизер Хелскэр/Баннер Фармакапс Европа Б.В.;СОЕДИНЕННОЕ КОРОЛЕВСТВО
Панангин №50 др. GR ;6.0;125.84;150.1;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Гедеон Рихтер;Венгрия
Панкреатин 30ед. №60 таб.;10.0;38.06;47.1;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек";;
Пенталгин таб. п/о №12 ;5.0;92.29;128.0;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Фармстандарт-Лексредства;Россия
Престариум А табл. п/о плен 5 мг х30МНН:Периндоприла аргинин). ;1.0;410.96;489.6;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Servier Industrie/Сердикс;Франция/Россия
Ренни таб. жев. №12 (апельсин.) ;2.0;106.7;144.0;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Bayer Sante Familiale/Делфарм Гайярд;Франция
Ренни С Ментолом Жев.Таб. Х12 ;2.0;110.55;149.2;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Bayer Sante Familiale;Франция
Ренни таб. жеват. №12 с мятным вкусом ;2.0;107.14;144.6;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Bayer Sante Familiale;Франция
Ринза таб. №10 ;5.0;100.54;135.7;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек";;
РИНОНОРМ 0,05% 15МЛ НАЗ СПРЕЙ ;5.0;58.41;72.2;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Меркле ГмбХ;Германия
Ринонорм спрей наз. дозир. 0,1% (МНН:Ксилометазолин )фл. 15мл ;5.0;59.18;73.2;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Merckle GmbH.;Германия
СИОФОР 1000 N60 ТАБЛ ( МНН: Метформин ) ;1.0;421.85;502.5;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Драгенофарм Апотекер Пюшль ГмбХ / Берлин-Хеми АГ;Германия
СИОФОР 850 N60 ТАБЛ ( МНН: Метформин ) ;1.0;323.62;385.5;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Берлин-Хеми АГ;Германия
Спазган №100 таб.;1.0;230.56;350.0;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек";;
Сульфацил Натрия 20% 5мл Гл. фл.-кап. Инд.уп.;10.0;62.04;83.7;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек";;
Супрастин таб. 25мг №20 ( МНН: Хлоропирамин ) ;5.0;116.16;138.7;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Эгис;Венгрия
Тауфон 4% Гл.Капли 10мл Фл-капельн. ( МНН: Таурин ) ;10.0;114.95;155.0;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Московский Эндокринный завод ФГУП;Россия
Тержинан ваг. таб. №10.Франция.;1.0;399.3;519.0;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек";;
Тержинан ваг. таб. №6 ;1.0;285.34;370.9;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Bouchara Laboratories;Франция
ТЕРМОПСОЛ ТАБЛЕТКИ ОТ КАШЛЯ N10 ТАБЛ ;10.0;26.62;35.9;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Фармстандарт-Томскхимфарм;Россия
Тизин ксило 0.1% 10мл спрей ( МНН: Ксилометазолин ) ;10.0;99.22;118.7;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; МакНил Мэньюфэкчуринг;Франция
Торвакард таб. п/о 10мг N30 ;1.0;259.05;309.5;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Zentiva;Словакия
Торвакард 20мг №30 таб. ( МНН: Аторвастатин ) ;1.0;385.66;460.6;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Зентива А.С.;Словакия
Троксевазин гель 40г ( МНН: Троксерутин ) ;2.0;145.75;196.7;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Балканфарма;Болгария
ТРОКСЕВАЗИН 0,3 N50 КАПС ( МНН: Троксерутин ) ;1.0;269.72;365.0;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек";;
ТРОКСЕРУТИН ВРАМЕД 0,3 N50 КАПС ;1.0;209.11;282.2;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Софарма АО;Болгария
Тромбо асс таб. п/о плён. кш/раств. 100 мг №28(МНН:Ацетилсалициловая к-та). ;6.0;45.76;56.6;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Lannacher Heilmittel;Австрия
Тромбо асс таб. п/о плён. кш/раств. 50 мг №28(МНН:Ацетилсалициловая к-та). ;6.0;41.8;51.7;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Lannacher Heilmittel;Австрия
УТРОЖЕСТАН 0,1 N28 КАПС ;1.0;352.99;423.5;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; ОЛИК(Тайланд)Лимитед;Таиланд
ФЕЗАМ N60 КАПС ( МНН: Пирацетам+Циннаризин ) ;3.0;201.85;272.4;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; ЗиО-Здоровье;Россия
Фестал №100 ;1.0;430.1;580.0;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Aventis Pharma Ltd;Индия
ФИЗИОТЕНЗ 0,0004 N14 ТАБЛ П/О ( МНН: Моксонидин ) ;1.0;396.99;472.9;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Солвей Фарма;Германия
ФУРАГИН 0,05 N30 ТАБЛ ;2.0;173.47;234.1;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; ОЗОН;Россия
Фурадонин авексима таб. 50мг №10 ;2.0;47.19;63.7;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Ирбитский ХФЗ;Россия
Холензим №50 таб. Белмедпрепараты;2.0;135.63;176.3;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек";;
ЦИТРАМОН УЛЬТРА N10 ТАБЛ П/О ;5.0;51.7;67.2;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Оболенское Фармацевтическое предприятие;Россия
Шприц инъекционный 5мл N100 ;1.0;515.9;730.0;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; BD;Испания
Эргоферон табл. д/рассасыв. N20 Россия ;5.0;264.0;356.3;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; Материа Медика Холдинг НПФ ООО;Россия
Эссенциале Н форте 300мг №30 капс. ;2.0;526.24;684.1;2015-02-09 00:00:00.00;ЗАО ЦВ "Протек"; A.Nattermann and Cie. GmbH;Германия
Аквадетрим /Д3/ р-р 15000МЕ/1мл 10мл ( МНН: Колекальциферол ) ;2.0;166.65;201.7;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Polfa/Medana Terpol;Польша
Амбробене р-р 40 мл ( МНН: Амброксол );2.0;105.49;126.4;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Амбробене сироп 15мг/5мл 100мл ( МНН: Амброксол ) ;2.0;106.7;128.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Ратиофарм-Меркле;Германия
Анальгин  таб. 500мг №20 (инд.уп.) ;10.0;21.78;30.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Медисорб;Россия
Арифон-ретард 1.5мг Таб. с контр. высв. Х30 ( МНН: Индапамид )  ;2.0;292.82;352.6;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Servier/Сердикс ООО;Россия
АФОБАЗОЛ 0,01 N60 ТАБЛ ( МНН: Фабомотизол ) ;3.0;258.28;346.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Фармстандарт-Лексредства;Россия
Бинт липкий 10х200см ;5.0;45.54;66.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Пальма ТОО;Россия
Бинт липкий  бинтли-м  10х200см ;10.0;45.65;68.4;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Пальма ООО;Россия
Биопарокс аэр. д/инг. 400доз фл. 10мл ( МНН: Фузафунгин ) ;2.0;424.82;565.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Эгис Фармасьютикалс Лтд;Венгрия
Бисопролол-Прана табл. п/о плен 5 мг уп.яч.конт х30 ;5.0;27.39;34.6;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Пранафарм;Россия
Бисопролол таб. п/о плен. 10мг №30 ( МНН: Бисопролол ) ;5.0;27.5;34.9;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Озон ООО;Россия
Бромгексин 8мг №25 др. ;15.0;84.04;113.4;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Берлин-Хеми/Менарини Групп;Германия
Валерианы н-ка 25мл Флора Кавказа;30.0;10.12;15.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Валз н таб. п/о плен. 160/25мг №28 ;1.0;335.28;435.8;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Актавис ЛТД MT/Балканфарма-Дупница АД;Болгария
Валз таб. п/пл.об. 160мг №28(МНН:Валсартан). ;2.0;288.2;374.6;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Balkanpharma-Dupnitza;Болгария
Валз 0,08 №28 (МНН:Валсартан).Болгария;2.0;229.13;297.8;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Валз таб. п/о плен. 80мг №98(МНН:Валсартан). ;1.0;612.92;790.6;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Актавис ЛТД MT/Балканфарма-Дупница АД;Болгария
Верошпирон 25мг №20 тб. ( МНН: спиронолактон ) ;10.0;73.37;87.7;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Гедеон Рихтер;Венгрия
Виагра 50мг №1 ( МНН: Силденафил ) ;1.0;629.86;850.3;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Pfizer;Франция
Виброцил аэр. 10мл ( МНН: Диметинден+Фенилэфрин ) ;2.0;204.16;275.6;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Новартис/Сандоз;Швейцария
Деринат р-р 0.25% 10мл ;2.0;189.97;258.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Техномедсервис;Россия
Донормил таб. п/о плён. 15 мг №30( МНН: Доксиламин) ;5.0;242.77;339.8;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Bristol Myers Squibb (Франция);Франция
Дюфалак сироп 200мл ( МНН: Лактулоза ) ;1.0;274.89;327.9;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Solvay Pharmaceuticals S.A.S;Нидерланды
Ингавирин 90 мг капс. №7 ;5.0;395.67;478.7;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Валента Фармацевтика;Россия
Кагоцел табл. 12мг N10 Россия ;10.0;189.42;233.4;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Ниармедик Плюс ООО;Россия
Каметон 30г Аэрозоль Б М;3.0;47.3;70.9;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Каптоприл  таб 50мг №40 ;5.0;44.0;55.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Пранафарм ООО;Россия
Кардиомагнил форте 150мг №100  ( МНН: Ацетилсалициловая кислота+Магния гидроксид );10.0;256.08;341.5;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Карсил форте капс. 90мг №30 ( МНН: Расторопши пятнистой плодов эк-кт.) ;2.0;262.46;354.3;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Sopharma AD;Болгария
Кеторол  30мг/мл амп. 1мл N10 Индия ( МНН: Кеторолак ) ;3.0;119.9;144.3;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Dr.Reddy`s Laboratories Ltd.;Индия
Кеторол табл. п/о 10мг N20 Индия ( МНН: Кеторолак ) ;20.0;37.4;46.7;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Dr.Reddy`s Laboratories Ltd.;Индия
Клирвин крем для ухода за кожей тела туба 25г ;3.0;49.1;68.7;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Корвет Фарма ООО;Россия
Колдрекс Хотрем пор. с лимоном №5 ;3.0;137.72;185.9;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Корвалол 25мл ICN ;30.0;11.33;15.2;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Фармстандарт-Лексредства;Россия
Коринфар табл. п/о 10мг N50 Германия-Хорватия ;3.0;61.27;76.3;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; AWD.pharma GmbH & Co.KG - Pliva Hrvatska d.o.o;Германия-Хорватия
Коронаритм таб.№60 (бад) ;1.0;128.75;186.6;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Эвалар;Россия
КСИЛЕН КАПЛИ 0,1% 10МЛ ФЛ-КАП. ( МНН: Ксилометазолин ) ;14.0;21.56;26.6;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; ЛЭНС-ФАРМ ООО;Россия
КСИЛЕН КАПЛИ 0,1% 10МЛ ФЛ-КАП. ( МНН: Ксилометазолин ) ;6.0;21.56;26.6;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; ЛЭНС-ФАРМ ООО;Россия
Лактацид фемина интим.200 мл р-р д/чувс/кож;2.0;142.91;199.5;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
ЛИЗОБАКТ N30 ТАБЛ СУБЛ. ;3.0;254.65;343.7;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Босналек;Босния и Герцеговина
Лозап табл. п/о 50мг N30 Словакия ( МНН: Лозартан ) ;3.0;251.57;303.4;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Zentiva A.C.;Словакия
ЛОРИСТА ТАБ П/О 25МГ №30 (МНН:Лозартан) KRKA. ;2.0;159.61;193.1;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; КРКА-РУС;Россия
Мезим Форте Таб.П/о Х20 (R) ;10.0;66.33;79.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Берлин-Хеми АГ/Берлин-Фарма ЗАО;РОССИЯ
Метопролол-Ратиофарм тб. 100мг №30 ;5.0;41.25;51.2;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Метопролол-Ратиофарм тб. 50мг №30 ( МНН: Метопролол ) ;10.0;24.31;30.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Ratiopharm/Merckle;Германия
Мирамистин 0.01% Р-р местн. прим. 50мл Фл. Б М ;5.0;140.69;189.9;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Инфамед ЗАО;Россия
Мукалтин 0.05 Таб. Х10 ;20.0;7.26;10.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Вифитех ЗАО;РОССИЯ
Никоретте трансдерм. терапевт. система 25мг/16ч пластырь в саше №7 ;1.0;578.38;769.2;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; МакНил АБ;Швеция
Нимесил 100мг пак. №30 по 2г ( МНН: Нимесулид ) ;3.0;635.36;860.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Берлин-Хеми/Менарини Групп;Испания
Нитроминт 180доз аэр. 10г Эгис ( МНН: Нитроглицерин ) ;2.0;126.28;152.7;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Нитроспрей  1% 10мл  аэр. ;2.0;80.52;97.1;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Фармстандарт-Лексредства;Россия
НУРОФЕН 0,1/5МЛ 150МЛ СУСП Д/ДЕТЕЙ /АПЕЛЬСИН/ ;5.0;162.14;195.5;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Рекитт Бенкизер Хелскэр (Великобритания) Лимитед;Соединенное королевство
