мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
йюонрем рюа 25лц ╧28;3.0;117.92;143.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;юйпхухм;пняяхъ
йюпдхнлюцмхк 150лц+30,39 рюа о/н ╧100;10.0;257.4;330.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;мхйнлед цлау;дюмхъ
йнпдюткейя рюа опнкнмц о/н 20лц ╧60;4.0;113.08;136.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;щцхя тюплюжебрхвеяйхи гюбнд нюн;бемцпхъ
йянмет йюокх цкюгмше 0,5% тк/йюоекек 5лк;1.0;133.43;180.5;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;опнлед щйяонпря обр.крд;хмдхъ
лююкнйя ясяо бмсрпэ яюье 15лк ╧30;1.0;479.71;624.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;PHARMATIS (FOR LABORATOIRE THERAPLIX);тпюмжхъ
люцмепнр рюа 500лц ╧20;1.0;198.99;259.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;WORWAG PHARMA;цеплюмхъ
лхйняонп йпел 1% 15ц;1.0;383.57;499.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;аюиеп;цеплюмхъ
лнрхкюй рюа д/пюяяюя. 10лц ╧10;2.0;72.71;98.5;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;бепнтюпл гюн;пняяхъ
лскэрх-рюая рхмеидфеп юоекэяхм-бюмхкэ фебюр. рюа ╧60;1.0;297.95;390.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;теппняюм ю/я;дюмхъ
лслхе юкрюияйне гнкнрне нвхыеммне 200лц рюа ╧20;2.0;67.0;90.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;щбюкюп гюн;пняяхъ
мюгхбхм йюокх б мня 0,01% тк 5лк;3.0;122.1;165.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;E.MERCK/NYCOMED;цеплюмхъ
мспнтем д/дер ясяо бмсрпэ юоекэяхм 100лц/5лк тк 150лк;3.0;162.14;195.5;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;пейхрр аемйхгеп;бекхйнапхрюмхъ
мспнтем рюа о/н 200лц ╧10;5.0;64.68;79.5;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;пейхрр аемйхгеп;бекхйнапхрюмхъ
охмнянк йюокх мюгюкэмше тк-йюо 10лк;5.0;95.59;127.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;SLOVAKOFARMA/ZENTIVA A.S.;веухъ
онярхмнп рюа 0,75лц ╧2;2.0;226.93;272.5;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;GEDEON RICHTER;бемцпхъ
яеюкейя тнпре йюоя. 400лц ╧12 + ондюпнй опегепбюрхбш ╧3 у 2со.;2.0;975.27;1270.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;бхя ннн;пняяхъ
ясопюярхм рюа 25лц ╧20;10.0;112.75;135.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;щцхя тюплюжебрхвеяйхи гюбнд нюн;бемцпхъ
рхпнгнк рюа о/н 10лц ╧50;1.0;302.39;362.5;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;E.MERCK/NYCOMED;цеплюмхъ
тнплерхм рюа 850лц ╧60;1.0;147.62;176.5;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;тюплярюмдюпр-рнляйухлтюпл нюн ц.рнляй;пняяхъ
щйяунк йюоя 250лц ╧100;1.0;1297.67;1474.5;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;йюмнмтюплю опндюйьм гюн;пняяхъ
щокюм йпел рсаю 30ц;1.0;143.7;194.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;наепнм гюн;пняяхъ
щяяемжхюке тнпре м йюоя 300лц ╧30;2.0;490.71;610.0;2015-02-03 09:46:34;опнрей гюн жб ц.лняйбю;ю.мюрреплюмм щмд яхе цлау;цеплюмхъ
ахмр щкюярхвмши ледхжхмяйхи бп 8 у 500ял;2.0;292.305;380.0;2015-02-03 09:46:50;яхю хмрепмеиьмк крд гюн ц. рскю;кюслю;кюрбхъ
цпюллхдхм я юмеярерхйнл мен рюа д/пюяяюя. 3лц ╧18;3.0;163.627;210.0;2015-02-03 09:46:50;яхю хмрепмеиьмк крд гюн ц. рскю;бюкемрю тюплюжебрхйю нюн;пняяхъ
дюмжхк йюокх цкюгмше х сьмше 0,3% тк/йюоек 5лк;2.0;144.575;172.0;2015-02-03 09:46:50;яхю хмрепмеиьмк крд гюн ц. рскю;опнлед щйяонпря обр.крд;хмдхъ
лхднйюкл-пхуреп п-п б/б б/л 10% юло 1лк ╧5;2.0;382.8;490.0;2015-02-03 09:46:50;яхю хмрепмеиьмк крд гюн ц. рскю;цеденм пхуреп-пся гюн;пняяхъ
мнйяопеи яопеи мюг 0,5лц/лк тк 20лк;3.0;115.997;157.0;2015-02-03 09:46:50;яхю хмрепмеиьмк крд гюн ц. рскю;яоепйн сйпюхмю яо;сйпюхмю
онвевмши вюи тхкэрп-оюйер 1.5ц ╧20;3.0;45.707;70.0;2015-02-03 09:46:50;яхю хмрепмеиьмк крд гюн ц. рскю;хбюм-вюи гюн;пняяхъ
пханйяхм п-п б/б 2% юло 10лк ╧10;2.0;80.675;109.0;2015-02-03 09:46:50;яхю хмрепмеиьмк крд гюн ц. рскю;MAPICHEM AG/SHANDONG WEIFANG PHARMACEUTICAL FACTORY CO.LTD;йхрюи
пхмнпся йюокх мюгюк 0.1% 10лк;30.0;17.457;21.5;2015-02-03 09:46:50;яхю хмрепмеиьмк крд гюн ц. рскю;яхмрег нюн ц.йспцюм;пняяхъ
аюухкш ледхжхмяйхе ндмнпюг онкхщрхкем цкюдйхе;200.0;2.11;4.0;2015-02-03 09:47:14;гдпюбяепбхя ннн;тюплщкэ ннн;пняяхъ
бндю дкъ хмзейжхи пюярбнпхрекэ д/кей тнпл д/хм 5 лк юло ╧10;10.0;37.15;45.5;2015-02-03 09:47:14;гдпюбяепбхя ннн;цпнрейя;пняяхъ
опнкхд рюа дхяоепцхпселше 100лц ╧10;5.0;70.78;96.0;2015-02-03 09:47:14;гдпюбяепбхя ннн;опнрейу ахняхяреля обр.крд;хмдхъ
пеммх рюа фебюр. нукюфдючыхи бйся йюплюммюъ союйнбйю ╧24;2.0;169.0;217.0;2015-02-03 09:47:14;гдпюбяепбхя ннн;аюиеп;тпюмжхъ
пхмнтксхлсжхк ющп мюгюкэм тк 10лк;3.0;193.07;247.0;2015-02-03 09:47:14;гдпюбяепбхя ннн;гюланм;хрюкхъ
яюктерйю яохпрнбюъ юмрхяеор ╧1;200.0;0.55;1.0;2015-02-03 09:47:14;гдпюбяепбхя ннн;бхоя-лед тхплю ннн;пняяхъ
вюи дсьебмши сяонйнхрекэмш т/о 2,0ц ╧20;1.0;73.5;105.0;2015-02-03 09:47:14;гдпюбяепбхя ннн;дхнд нюн;пняяхъ
юпрпнжхм йпел рсаю 50лк;2.0;98.05;135.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;бхя ннн;пняяхъ
;100.0;3.52;6.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;;
;1.0;78.71;110.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;;
;5.0;9.61;15.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;;
;3.0;95.92;130.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;;
;1.0;121.23;165.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;;
яопхмжнбйю обу 9ю лъцйхи мюйнмевмхй 350лк;3.0;20.02;30.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;бхрюктюпл гюн;пняяхъ
;6.0;10.2;15.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;;
;1.0;59.86;85.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;;
ясоеп мнцрх я цкчйнмюрнл йюкэжхъ йпел 30ц;2.0;57.27;80.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;цюпмх ннн;пняяхъ
;5.0;25.01;40.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;;
;1.0;65.65;95.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;;
;1.0;65.65;95.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;;
;5.0;21.55;35.0;2015-02-03 09:57:21;тнпютюпл кндфхй ннн;;
юкнщ бепю йпел д/кхжю мнвмни мюяшыючыхи янй юкнщ/люякн ьх 75лк;1.0;66.85;95.0;2015-02-03 09:58:07;тюплю;бхрщйя;аекнпсяяхъ
анпмни йхякнрш п-п яохпрнбни 3% 25лк тк;40.0;5.5;9.0;2015-02-03 09:58:07;тюплю;йюгюмяйюъ тюпл тюапхйю;пняяхъ
цнпвхвмхйх смхбепя оюйерш ╧20;20.0;13.51;20.0;2015-02-03 09:58:07;тюплю;мюрсплед ннн;пняяхъ
йкеемйю ондйкюдмюъ 2.0л хмд союй;2.0;151.25;200.0;2015-02-03 09:58:07;тюплю;йхебцслю нюн;сйпюхмю
лекхяяш рпюбю 50ц;5.0;28.51;45.0;2015-02-03 09:58:07;тюплю;кей я+ ннн;пняяхъ
окюрйнвйх мнянбше юлекхъ ╧10;10.0;3.88;7.0;2015-02-03 09:58:07;тюплю;жекрейя псяя ннн;пняяхъ
опегепбюрхб мебюкъьйю бнкьеамюъ оюкнвйю ╧3;20.0;7.51;12.0;2015-02-03 09:58:07;тюплю;ьюмуюи ахнлед хмдюярпхюк;йхрюи
оЕКЕМЙХ MOLINEA й 60У90 N 1;5.0;17.91;30.0;2015-02-03 09:58:07;тюплю;оюскэ уюпрлюмм юц;юбярпхъ
улекъ янокндхъ 35ц;2.0;36.38;55.0;2015-02-03 09:58:07;тюплю;юоейя;пняяхъ
ункняюя тк 140ц;1.0;39.4;57.5;2015-02-03 09:58:07;тюплю;юкрюибхрюлхмш гюн;пняяхъ
вхярнрекю рпюбю 50ц;3.0;30.75;45.0;2015-02-03 09:58:07;тюплю;кей я+ ннн;пняяхъ
цпсдмни щкхйяхп тк 25лк;10.0;8.24;15.0;2015-02-03 09:58:31;юбеярю;бхтхреу гюн;пняяхъ
инд П-П ЯОХПР 5% 25ЛК хБЮМНБН (ТК Р/ЯР);30.0;12.39;18.0;2015-02-03 09:58:31;юбеярю;хбюмнбяйюъ тт нюн;пняяхъ
йюокх гекемхмю 25лк;5.0;10.73;17.0;2015-02-03 09:58:31;юбеярю;лняйнбяйюъ тюплюжебрхвеяйюъ тюапхйю гюн;пняяхъ
мн-ьою рюа 40лц ╧6;5.0;46.73;58.5;2015-02-03 09:58:31;юбеярю;ухмнхм гюбнд тюплюжебрхвеяйху х ухлхвеяйху опндсйрнб;бемцпхъ
оейрсяхм рюа ╧10;50.0;22.04;32.0;2015-02-03 09:58:31;юбеярю;бхтхреу гюн;пняяхъ
жхрпюлнм о рюа ╧10;50.0;3.84;6.0;2015-02-03 09:58:31;юбеярю;спюкахнтюпл нюн;пняяхъ
юпахднк йюоя 100лц ╧10;5.0;187.11;227.0;2015-02-03 09:58:45;юкэъмя уекяйею пся ннн;тюплярюмдюпр-кейяпедярбю нюн;пняяхъ
апнлцейяхм 4лц/5лк 100лк яхпно тк;2.0;80.3;107.0;2015-02-03 09:58:45;юкэъмя уекяйею пся ннн;цпхмдейя юн;кюрбхъ
бхопняюк б люгэ 50ц рсаю;2.0;202.62;260.0;2015-02-03 09:58:45;юкэъмя уекяйею пся ннн;рюккхмяйхи утг;щярнмхъ
йн-дхпнрнм рюа 20лц+12,5лц ╧10;1.0;144.32;195.0;2015-02-03 09:58:45;юкэъмя уекяйею пся ннн;цпндгхяйхи тюплюжебрхвеяйхи гюбнд;онкэью
лскэрх-рюая чмхнп люкхмю-йксамхйю фебюр. рюа ╧30;1.0;233.75;305.0;2015-02-03 09:58:45;юкэъмя уекяйею пся ннн;теппняюм ю/я;дюмхъ
мнянбше окюрнвйх бюрепткнс а/гюоюую 2-якнимше ╧10;10.0;4.01;7.0;2015-02-03 09:58:45;юкэъмя уекяйею пся ннн;бцо оюн;сйпюхмю
окюрйнвйх мнянбше нкю яхкй яемя рпеуякнимше ╧10;10.0;5.43;8.0;2015-02-03 09:58:45;юкэъмя уекяйею пся ннн;щя щив ох цюплюмеж ю. я.;якнбюйхъ
пеммх рюа феб.юоекэяхм ╧24;3.0;168.3;217.0;2015-02-03 09:58:45;юкэъмя уекяйею пся ннн;аюиеп;тпюмжхъ
пхмгю рюа ╧10;10.0;90.86;120.0;2015-02-03 09:58:45;юкэъмя уекяйею пся ннн;UNIQUE FARM LAB;хмдхъ
рпнйяепсрхм бпюлед цекэ 2% 40ц;30.0;29.15;42.0;2015-02-03 09:58:45;юкэъмя уекяйею пся ннн;SOPHARMA;анкцюпхъ
щкебхр опнмюрюкэ рюа о/н ╧100;1.0;1206.15;1520.0;2015-02-03 09:58:45;юкэъмя уекяйею пся ннн;пнрремднпт тюплю;цеплюмхъ
юйбю люпхя мнпл тк 150лк;1.0;268.08;347.0;2015-02-03 09:58:50;оскэя апъмяй;ъдпюм цюкемяйхи кюанпюрнпхи юн;унпбюрхъ
юлгююп рюа о/н 5лц+50лц ╧30;1.0;361.65;470.5;2015-02-03 09:58:50;оскэя апъмяй;уюмлх тюпл йн крд;йнпеъ
юябхрнк ^янкмшьйн^ рюа 25лц ╧10;44.0;14.04;20.0;2015-02-03 09:58:50;оскэя апъмяй;тюплярюмдюпр-стюбхрю нюн;пняяхъ
аетсмцхм тк 100лк;1.0;164.65;214.5;2015-02-03 09:58:50;оскэя апъмяй;бхтхреу гюн;пняяхъ
бнплхм рюа 100лц ╧6;15.0;18.28;22.5;2015-02-03 09:58:50;оскэя апъмяй;йюдхкю тюплюяэчрхйюкг кхлхред;хмдхъ
цебхяйнм ясяо бмсрпэ лърмюъ тк 300лк;1.0;254.09;330.0;2015-02-03 09:58:50;оскэя апъмяй;RECKITT BENCKISER;бекхйнапхрюмхъ
дейюпхя рюа 150лц ╧1;5.0;61.75;74.0;2015-02-03 09:58:50;оскэя апъмяй;GEDEON RICHTER;бемцпхъ
дейяоюмремнк 5% люгэ 25ц;2.0;69.86;94.5;2015-02-03 09:58:50;оскэя апъмяй;рюрухлтюплопеоюпюрш нюн;пняяхъ
йернпнк рюа о/н 10лц ╧20;20.0;36.03;45.0;2015-02-03 09:58:50;оскэя апъмяй;днйрнп педдхя кюанпюрнпхя крд;хмдхъ
кхмдхмер рюа 30лц ╧21;1.0;382.27;497.0;2015-02-03 09:58:50;оскэя апъмяй;GEDEON RICHTER;бемцпхъ
кнпюцейяюк рюа 10лц ╧10;5.0;41.84;52.0;2015-02-03 09:58:50;оскэя апъмяй;HEXAL;цеплюмхъ
мхлскхд ясяо 50лц/5лк тк 60лк;3.0;100.94;135.0;2015-02-03 09:58:50;оскэя апъмяй;оюмюжеъ ахнрей крд;хмдхъ
охпхднйяхмю ц/ук 5% п-п д/хмзей 1лк юло ╧10;5.0;21.73;26.5;2015-02-03 09:58:50;оскэя апъмяй;дюкэухлтюпл нюн;пняяхъ
пюмхрхдхм рюа 150лц ╧20;20.0;10.41;12.5;2015-02-03 09:58:50;оскэя апъмяй;нгнм ннн;пняяхъ
пхмнмнпл яопеи 0.1% 15лк;15.0;55.06;69.0;2015-02-03 09:58:50;оскэя апъмяй;лепйке цлау;цеплюмхъ
яскэяемю оюярю 1% рсаю 40лк;5.0;33.29;50.0;2015-02-03 09:58:50;оскэя апъмяй;юлюкэцюлю кчйя;сйпюхмю
юйбюкнп янтр яопеи д/мняю тк 125лк;1.0;295.9;385.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;PHARMAMED/YS LAB;йюмюдю
аюпясйнп аюпясвхи фхп йюоя ╧100+аюпясйнп онлюдю;1.0;110.94;150.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;аюцхпю ннн;пняяхъ
аерюкнй гнй рюа о/н опнкнмц 25лц ╧14;1.0;125.62;150.5;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;юярпюгемейю;ьбежхъ
ахянопнкнк рюа о/н 10лц ╧30;2.0;26.62;34.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;нгнм ннн;пняяхъ
цейяюкхг рюа дкъ пюяяюяшбюмхъ ╧30;3.0;182.71;238.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;кюанпюрнпхх асьюпю-пейнпдюрх;тпюмжхъ
цкчйнгю п-п б/б 40% юло 10лк ╧10;2.0;39.16;48.5;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;якюбъмяйюъ юорейю ннн;пняяхъ
цкчйнгюлхм люйяхлсл бхюбхр ьхо рюа ╧30;2.0;282.38;370.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;мюрсп опндсйр тюплю яо.г.н.н.;онкэью
демрюцсррюк йюокх гсамше 10лк тк нм-йюо;3.0;19.69;30.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;лняйнбяйюъ тюплюжебрхвеяйюъ тюапхйю гюн;пняяхъ
дчтюкюй яхпно 667лц/лк тк 200лк;2.0;265.87;318.5;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;SOLVAY PHARMA;мхдепкюмдш
дчтюярнм рюа о/н 10лц ╧20;2.0;460.68;553.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;щаанрр ахнкндфхйюкг а.б.;мхдепкюмдш
хаепнцюяр йюокх тк 20лк;1.0;251.57;327.5;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;STEIGERWALD ARZNEIMITTELWERK ;цеплюмхъ
хоокхйюрнп йсгмежнбю ╧60;1.0;105.49;150.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;щкрхг ннн;пняяхъ
йерюмнб рюа о/н 10лц ╧20;10.0;49.61;62.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;RANBAXY;хмдхъ
йкепхлед рюа о/н 500лц ╧14;2.0;123.42;173.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;леднйелх крд;йхоп
йнкцеир гсамюъ ыерйю йкюяяхйю гднпнбэъ япедмъъ;5.0;17.55;26.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;йнкцеир-оюклнкхб;бэермюл
кюмжерш лхйпнкер й сярпниярбс дкъ опнйюкшбюмхъ оюкэжю ╧200;1.0;398.42;518.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;аюиеп;цеплюмхъ
кхгхмнрнм рюа 20лц ╧28;2.0;174.68;208.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;юйрюбхя;хякюмдхъ
кнгюпрюм рюа о/н 50лц ╧30;1.0;67.54;80.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;бепрейя гюн;пняяхъ
кнжепхк п-п мюпсф опхлемемхъ 5% 2,5лк;1.0;1188.11;1495.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;GALDERMA;тпюмжхъ
люякн ьх йнялерхвеяйне аюмйю 75лк;1.0;104.98;150.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;ледхйнлед мот ннн;пняяхъ
легхл тнпре 10000 рюа о/н йхьевмнпюяр ╧20;2.0;172.15;206.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;аепкхм-уелх;цеплюмхъ
лертнплхм-пхуреп рюа о/н 850лц ╧60;1.0;199.54;238.5;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;цеденм пхуреп-пся гюн;пняяхъ
онъя бскйюм йкюяяхй д/онусдемхъ пюгл. 100у19ял;1.0;254.58;345.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;йеи дюакэч хммнбеиьмя  йн крд;рюибюмэ
опнахнкнц йюоя 1лкпд. йне ╧30;1.0;252.24;328.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;уп. уюмяем ю/я;дюмхъ
опнретхйя йпел тхйяхп щйярпю яхкэмши д/гсамшу опнрегнб рсаю 20лк;1.0;113.11;155.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;QUEISSER PHARMA;цеплюмхъ
пюмхрхдхм-юйпх рюа о/н 150лц ╧20;10.0;22.33;27.5;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;юйпхухм;пняяхъ
пеоеимхй люяйю-йнмдхжхнмеп о/бшоюдемхъ бнкня аюмйю 250лк;1.0;78.66;110.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;ткнпеяюм ннн;пняяхъ
пшахи фхп я ьхонбмхйнл йюоя 0,3ц ╧100;5.0;27.24;40.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;онкъпхя ннн;пняяхъ
яеюкейя тнпре йюоя 400лц ╧4;2.0;480.27;625.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;бхя ннн;пняяхъ
яхюкнп юйбю 10лк йюокх ╧10;3.0;173.25;225.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;намнбкемхе отй гюн;пняяхъ
рерпюжхйкхм люгэ цкюгм 1% 3ц рсаю;5.0;30.25;37.5;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;рюрухлтюплопеоюпюрш нюн;пняяхъ
тюпхмцняеор рюа д/пюяяюя 10лц ╧20;10.0;97.9;130.0;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;TERAPIA S.A.;пслшмхъ
тхрнкхгхм оюярю рсаю 100ц;2.0;272.69;354.5;2015-02-03 09:58:57;йюрпем гюн тхкхюк мой б ц. нпек;HERBAPOL;онкэью
