Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Клеенка подкладная с ПВХ покрытием Детская 0.68м х 100см (арт.0445) х1 ;2.0;79.96;100.7;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Виталфарм ЗАО;Россия
Конкор Кор табл. п/о плен 2.5 мг х30 ;5.0;154.65;184.2;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Nycomed/E.Merck;Германия
Лазикс р-р в/в, в/м введ 1 % амп. 2 мл. х10 ;4.0;73.62;87.7;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Sanofi India Ltd;Индия
Лекарь /с алоэ/ крем д/рук (реген.) 50 мл. х1 ;1.0;94.34;95.0;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; ВИС ООО;Россия
Лекарь крем д/ног гинкго билоба,лесной орешник 50 мл. х1 ;1.0;74.78;75.0;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; ВИС Косметикс ООО;Россия
Леспефрил р-р внут.пр. 100 мл. х1 ;1.0;149.75;188.6;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Вифитех;Россия
Либексин табл. 100 мг х20 ;1.0;327.56;412.7;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Chinoin;Венгрия
Макситрол капли глаз. 0.1 % фл. 5 мл. х1 ;1.0;281.95;355.2;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Alcon-Couvreur;Бельгия
Мексидол табл. п/о 125 мг х30 ;2.0;202.39;241.1;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Фармасофт ПК/ЗИО Здоровье;Россия
Мексидол табл. п/о 125 мг х50 ;2.0;328.9;391.8;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Фармасофт ПК/ЗИО Здоровье;Россия
Ново-пассит табл. п/о плен 200 мг х10 ;2.0;166.67;210.0;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Ivax - CR;Чехия
Но-шпа табл. 40 мг х6 ;2.0;51.65;63.9;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Chinoin;Венгрия
Омепразол капс. 20 мг х30 ;5.0;31.09;38.4;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Канонфарма продакшн;Россия
Панкреатин табл. киш-раств. об. блист х50 ;10.0;45.53;56.3;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Фармстандарт Лексредства Курск;Россия
Пирацетам капс. 400 мг х60 ;3.0;51.47;63.7;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Акрихин;Россия
Репешок трава 50 г. х1 ;1.0;40.31;55.0;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Эвалар;Россия
Сиофор 1000 табл. п/о 1000 мг х60 ;2.0;387.22;467.9;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Berlin-Chemie AG/Menarini Group;Германия
Сульфацил-натрий-ДИА 20 % фл/кап 5 мл. инд. уп. х1 ;5.0;68.42;86.2;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Диафарм;Россия
Тетурам табл. 150 мг х30 ;3.0;61.52;77.5;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Фармстандарт Лексредства Курск;Россия
Тримедат табл. 200 мг х30 ;1.0;289.94;290.0;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Дэ Хан Нью Фарм/ВалентаФармацевтика;Корея/Россия
Тромбопол табл. п/о киш.раст. 75 мг х30 ;1.0;37.81;46.7;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Polpharma;Польша
Уголь активированный табл. 250 мг уп.конт.яч-пач.карт х50 ;20.0;40.36;49.9;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Фармстандарт Лексредства Курск;Россия
Успокаивающие травы БАД табл. х30 ;2.0;86.89;110.0;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Леовит нутрио;Россия
Фитолакс табл. 500 мг х20 ;1.0;127.39;165.0;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Эвалар;Россия
Фуразолидон табл. 50 мг х20 ;2.0;86.8;87.0;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Борисовский завод;Беларусь
Хондролон лиоф. д/р-р в/м введ. 100 мг амп. х10 ;2.0;1050.28;1323.4;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Микроген - НПО Вирион;Россия
Чай имбирный д/верхних дых. путей ф/п. 2 г. х20 ;1.0;93.98;120.0;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Эвалар;Россия
Чай Эвалар Био при кашле ф/п. 2 г. х20 ;1.0;72.87;95.0;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Эвалар;Россия
Чайный напиток Вечерняя сказка детский ф/п. 1.5 г. х20 ;1.0;73.26;75.0;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Красногорсклексредства;Россия
Шприц инсулин. 3-х комп. игла 29G 0.33 x12,7 мм U-100 1 мл. х10 ;10.0;106.84;134.6;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; SFM Hospital Products GMBH;Германия
Энам табл. 5 мг х20 ;10.0;34.32;42.4;2015-02-03 00:00:00.00; ООО ФК ПУЛЬС; Dr.Reddy`s laboratories Ltd.;Индия
Азитромицин 250мг Капс. Х6 (87,16) (R) ;5.0;40.62;50.4;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Вертекс ЗАО;РОССИЯ
Азитромицин 500мг Таб. п/пл/об. Х3 (R) ;6.0;80.49;172.5;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Керн Фарма С.Л.;ИСПАНИЯ
Арбидол 100мг Капс. Х10 (R) ;1.0;202.32;242.3;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Фармстандарт-Лексредства ОАО г.Курск;РОССИЯ
Галазолин 0,1% капли назал. 10мл Фл. М (R) ;5.0;32.62;40.3;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Варшавский фарм. завод Польфа (Акрихин);ПОЛЬША
Лориста 50мг Таб. п/пл/об. Х30 (R) ;1.0;182.33;217.4;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; КРКА-РУС ООО (sc);РОССИЯ
Отривин 0.1% Спрей назальный дозир. (с Ментолом и Эвкалиптом) 10мл Фл.п/э Х1 (R) ;2.0;173.85;207.1;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Новартис Консьюмер Хелс С.А.;ШВЕЙЦАРИЯ
Сульфасалазин 500мг Таб. п/пл/об. Х50 (R) ;2.0;250.98;299.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; КРКА;СЛОВЕНИЯ
Циклоферон 150мг Таб. покр. кишечнор. об. Х10 (R) ;1.0;153.87;184.9;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Полисан НТФФ ООО;РОССИЯ
Ципромед 0.3% капли глазные 5мл Фл.-кап. Х1 (R) ;1.0;114.31;136.4;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Сентисс Фарма Пвт.Лтд.;ИНДИЯ
Энап 5мг Таб. Х20 (R) ;5.0;76.31;90.9;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; КРКА-РУС ООО;РОССИЯ
Бинт Марлевый медицинский Нестерильный 5м х 10см И/м ;20.0;8.13;10.1;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Волжская Мануфактура ПК ЗАО;РОССИЯ
Бинт Марлевый медицинский Стерильный 5м х 10см И/м ;10.0;8.89;11.1;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Волжская Мануфактура ПК ЗАО;РОССИЯ
Бинт Марлевый медицинский Стерильный 7м х 14см И/м ;10.0;17.34;21.6;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Волжская Мануфактура ПК ЗАО;РОССИЯ
Бинт Эластичный Медицинский MERIDIAN 10см х 4м И/м ;4.0;78.89;98.4;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; ДГМ Фарма-Аппарате Хандель АГ;КИТАЙ
Бромгексин 4 Берлин-Хеми р-р д/пр. внутрь 4мг/5мл 60мл Фл. Б М ;1.0;131.37;163.9;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Берлин-Хеми АГ/Менарини Групп;ГЕРМАНИЯ
Диклак 5% Гель д/наруж. прим. 50г Туба ал. ;1.0;201.44;251.2;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Салютас Фарма ГмбХ;ГЕРМАНИЯ
Одестон 200мг Таб. Х50 ;1.0;464.21;579.0;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Пабяницкий фарм. завод Польфа;ПОЛЬША
Санорин 0.1% капли назальные 10мл Фл.-кап. Б М ;3.0;90.59;113.0;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Тева Чешские предприятия с.р.о.;ЧЕШСКАЯ РЕСПУБЛИКА
Тенорик 50/12.5мг Таб. п/пл/об. Х28 ;2.0;154.13;192.2;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Ипка Лабораториз Лимитед;ИНДИЯ
Хилак Форте капли д/приема внутрь 100мл Фл.-кап. Б ;1.0;446.33;556.7;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Меркле ГмбХ;ГЕРМАНИЯ
Анаферон Детский таб.д/рассасывания  Х20 ;2.0;163.63;204.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Материа-Медика Холдинг НПФ ООО;РОССИЯ
Анаферон таб. д/рассасывания Х20 ;3.0;154.14;192.2;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Материа-Медика Холдинг НПФ ООО;РОССИЯ
Быструмгель 2,5% Гель д/наруж. прим. 50г туба ;2.0;200.55;250.1;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Акрихин ОАО;РОССИЯ
Вольтарен Эмульгель 1% гель д/наружного прим. 20г Туба ;3.0;155.78;194.2;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Новартис Консьюмер Хелс С.А.;ШВЕЙЦАРИЯ
Капилар Таб. Х200 .@ ;1.0;433.8;545.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Московский з-д экопитания Диод;РОССИЯ
Клеенка подкладная резинотканевая вида А 1.5м И/м ;1.0;127.35;158.8;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Ярославль-Резинотехника ЗАО;РОССИЯ
Колдрекс Таб. Х12 Пач. картон. ;1.0;114.02;142.2;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; ГлаксоСмитКляйн Дангарван Лтд;ИРЛАНДИЯ
Лозап Плюс 50+12.5мг Таб. п/пл/об. Х30 ;1.0;298.78;372.6;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Зентива;ЧЕШСКАЯ РЕСПУБЛИКА
Назол 0.05% назальный спрей 15мл Фл ;1.0;109.52;136.5;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Институт де Ангели С.р.Л. (Байер);ИТАЛИЯ
Офтан Катахром капли глазные 10мл Фл.-кап.п/э Х1 ;3.0;188.63;235.2;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Сантэн АО;ФИНЛЯНДИЯ
Персен Ночной Капс. Х20 ;1.0;284.85;355.2;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Лек д.д. (аптечка);СЛОВЕНИЯ
Рыбий Жир Биафишенол пищевой Капс. Х100 .@ ;6.0;36.99;50.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; БиоФарм ООО;РОССИЯ
Сироп от кашля с подорожником и мать-и-мачехой 200мл Фл. Х1 (АКЦИЯ 3) ;3.0;153.23;191.1;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Херкель Б.В./Натур Продукт Европа Б.В.;НИДЕРЛАНДЫ
Софрадекс гл. и ушные Капли 5мл Б М ;1.0;208.54;260.1;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Авентис Фарма Лтд (sc);ИНДИЯ
Спасатель Бальзам 30г Туба .@ ;5.0;82.87;105.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Люми ООО (Амма);РОССИЯ
Трентал 100мг Таб. покр. кишеч-раст плен. об. Х60 ;2.0;313.29;390.7;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Санофи Индия Лимитед;ИНДИЯ
Цитофлавин Таб. п/кишечнораств. об. Х50 ;1.0;291.94;364.1;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Полисан НТФФ ООО;РОССИЯ
Шприц Micro-Fine Plus Инсулин. U-100 1мл с несъемной иглой 29G (0.33х12.7) Х10 И ;5.0;89.66;111.8;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Бектон Дикинсон энд Компани;СОЕДИНЕННЫЕ ШТАТЫ
Долгит Гель д/наруж. прим. 5% 20г (R) ;2.0;88.45;105.4;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Долоргит ГмбХ и Ко.КГ;ГЕРМАНИЯ
Капотен 25мг Таб. Х40 (R) ;4.0;177.45;213.0;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Акрихин ОАО;РОССИЯ
Кордафлекс 20мг Таб. пролонг. действия п/плен/об Х30 (R) ;2.0;83.39;99.4;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; ЭГИС Фармацевтический завод ОАО;ВЕНГРИЯ
Тромбо АСС 50мг Таб. покр. кишечнор. пленоч. об. Х28 (R) ;15.0;41.87;51.8;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Г.Л.Фарма ГмбХ/Ланнахер Хайльмиттель ГмбХ;АВСТРИЯ
Аква Марис Спрей назальн. 30 мл (вода морская) х1 ;2.0;182.96;230.5;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Jadran;Хорватия
Аскорбиновая к-та с глюкозой табл. 100 мг х10 ;10.0;2.56;4.0;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Мелиген;Россия
Беклазон ЭКО аэроз. д/ингал. 200 доз (250мкг/1доза) х1 ;1.0;437.28;520.9;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Norton (Waterford)/IVAX Pharmaceuticals;Ирландия/Чешска
Боярышник плоды ф/п. 3 г. х20 ;3.0;46.33;58.3;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Красногорсклексредства;Россия
Детралекс табл. п/о плен 500 мг х60 ;2.0;1371.54;1728.1;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Servier Industrie/Сердикс;Франция/Россия
Каптоприл табл. 25 мг х40 ;10.0;15.4;19.0;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Озон;Россия
Кукурузы столбики с рыльцами  40 г. х1 ;3.0;38.19;48.1;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Красногорсклексредства;Россия
Курантил N табл. п/о плен 75 мг х40 ;1.0;565.03;711.9;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Berlin-Chemie AG/Menarini Group;Германия
Метилурацил свечи рект. 500 мг х10 ;3.0;66.66;83.9;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Нижфарм ОАО;Россия
Мирамистин р-р д/местн пр. 0.01 % 50 мл. х1 ;3.0;154.61;194.8;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Инфамед;Россия
Панадол табл. п/о плен 500 мг х12 ;1.0;36.78;46.1;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; SmithKline ConsHealth/SmithKline Dangarv;Ирландия
Ранитидин табл. п/о плен 150 мг х30 ;10.0;21.13;26.1;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Озон;Россия
Ревит драже х100 ;2.0;28.49;35.8;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Фармстандарт Уфавита;Россия
Спазмалгон табл. х20 ;2.0;98.52;124.1;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Balkanpharma Dupnitza AD;Болгария
Тромбо АСС табл. п/о плен. киш.раст. 100 мг х28 ;20.0;42.56;53.6;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Lannacher Heilmittel /G.L.Pharma;Австрия
Шиповника плоды ф/п. 2 г. х20 ;3.0;54.63;68.8;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Красногорсклексредства;Россия
Эндокринол крем-гель 50 г туба х1 ;1.0;136.84;175.0;2015-02-04 00:00:00.00; ООО ФК ПУЛЬС; Эвалар;Россия
Артро-актив крем-бальзам 30-35г .@ ;1.0;133.95;170.0;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Московский з-д экопитания Диод;РОССИЯ
Гематоген "Народный" детский 40г .@ ;25.0;12.89;17.0;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Сибирское Здоровье 2000 ООО;РОССИЯ
Синупрет Драже Х50 ;1.0;258.53;322.5;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Бионорика АГ;ГЕРМАНИЯ
Экседрин Таб. п/пл/об. Х10 ;3.0;125.61;156.7;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Новартис Консьюмер Хелс Инк.;СОЕДИНЕННЫЕ ШТАТЫ
Эспумизан 40мг Капс. Х25 ;1.0;218.92;273.1;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Берлин-Хеми АГ/Менарини Групп;ГЕРМАНИЯ
Вольтарен 25мг/мл р-р для в/м введ. 3мл Амп. Х5 Б М (R) ;1.0;253.15;301.7;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Новартис Фарма Штейн АГ;ШВЕЙЦАРИЯ
Кеторол 30мг/мл р-р для в/в и в/м введ. 1мл Амп. Х10 Б (R) ;5.0;127.22;151.7;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Д-р Редди'с Лабораторис Лтд;ИНДИЯ
Коронал 5мг Таб. п/пл/об. Х60 (R) ;2.0;172.3;205.6;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Зентива;СЛОВАКИЯ
Тропикамид 1% гл.капли 10мл Фл-кап. пласт. М (R) ;20.0;101.94;121.5;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; К.О. Ромфарм Компани С.р.Л. (sc);РУМЫНИЯ
Актовегин р-р д/инъек. 40 мг/мл амп. 5 мл. х5 ;2.0;635.22;800.4;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; Сотекс;Россия
Бессмертника песчаного цветки 30 г. х1 ;4.0;52.04;65.6;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; Красногорсклексредства;Россия
Бромгексин /со вкусом абрикоса/ сироп 100 мл. (без спирта) х1 ;3.0;62.95;79.3;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; Фармстандарт Лексредства Курск;Россия
Брусника листья ф/п. 1.5 г. х20 ;3.0;46.67;58.8;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; Красногорсклексредства;Россия
Витабакт капли глаз. 0.05 % фл/кап 10 мл. х1 ;1.0;272.12;342.9;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; Laboratoires Thea/Excelvision;Франция
Виферон гель д/наружн. и местн. прим. 36000 МЕ/мл 12 г х1 ;1.0;137.71;164.1;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; Ферон;Россия
Декарис табл. 150 мг х1 ;5.0;62.06;74.6;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; Gedeon Richter/Gedeon Richter Romania;Венгрия/Румыния
Кальция глюконат табл. 500 мг х20 ;20.0;18.81;23.3;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; Татхимфармпрепараты;Россия
Лоперамид капс. 2 мг х10 ;10.0;9.97;12.3;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; ПроМед;Россия
Льна семя пачка 100 г. х1 ;5.0;47.28;59.6;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; Красногорсклексредства;Россия
Мексиприм табл. п/о плен 125 мг х30 ;3.0;174.17;207.5;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; Нижфарм/Обнинская  ХФК;Россия
Мозоль Ка /экстракт чистотела/ ср-во от мозол. и натоптышей фл. 15 мл. х1 ;4.0;52.05;70.0;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; Р.КОСМЕТИК ООО;Россия
Мумие Золотое Алтайское табл. х20 ;2.0;75.79;100.0;2015-02-06 00:00:00.00; ООО ФК ПУЛЬС; Эвалар;Россия
