мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
бепаемю-вхярше янясдш йнлокейя йюоя 500лц ╧30;2.0;125.0;181.5;2015-02-03 10:17:37;тнпютюпл;йнпнк╗бтюпл ннн;пняяхъ
бхкемрю люяйю йнккюцем.д/кхжю х ьех нлнкюф.(100% йнкк.) ╧1;2.0;35.24;51.5;2015-02-03 10:17:37;тнпютюпл;SHEN ZHEN CAO TANG COSMETIC CO";йхрюи
цкхмю йнялерхвеяйюъ цнксаюъ 100 ц;6.0;15.81;23.0;2015-02-03 10:17:37;тнпютюпл;бхпяюбхъ ннн;пняяхъ
дпнффх охбмше мюцхонк рюа. 500лц йнфю бнкняш мнцрх ╧100 ;1.0;76.94;112.0;2015-02-03 10:17:37;тнпютюпл;ахрпю ннн;пняяхъ
йнте дкъ онусдемхъ (фхпняфхцючыхи йнлокейя) оюй. 3ц ╧10;2.0;136.16;185.5;2015-02-03 10:17:37;тнпютюпл;кенбхр ннн;пняяхъ
;1.0;65.07;88.5;2015-02-03 10:17:37;тнпютюпл;;
яняйю йспмняхйх кюрейя анкэьнцн пюглепю я у-напюгмшл нрбепярхел (2ьр) (12123);2.0;52.2;76.0;2015-02-03 10:17:37;тнпютюпл;лхп дерярбю ннн;йхрюи
яняйю йспмняхйх кюрейямюъ ярюмдюпрмнцн пюглепю (2ьр) (12125);2.0;52.2;76.0;2015-02-03 10:17:37;тнпютюпл;лхп дерярбю ннн;йхрюи
янтэъ йпел дкъ мнц щйярпюйр охъбйх 125лк;2.0;103.0;149.5;2015-02-03 10:17:37;тнпютюпл;йнпнкеб тюпл/тнпю-тюпл;пняяхъ
т82 пеоеимхй юйрхбмне пео.-оепевне люякн о/бшо.бнкня 100лк;2.0;74.68;108.5;2015-02-03 10:17:37;тнпютюпл;ткнпеяюм ннн;пняяхъ
тсмдхгнк йпел дкъ мнцреи х йнфх 30лк;4.0;66.19;96.0;2015-02-03 10:17:37;тнпютюпл;хмтюплю 2000 ннн;пняяхъ
йюкемдскш мюярнийю 40лк тк хмд.со.;10.0;23.87;33.5;2015-02-03 10:17:46;опнрей гюн жб ц.лняйбю;хбюмнбяйюъ тюплтюапхйю нюн;пняяхъ
опегхдемр цюпюмр йпел дкъ тхйяюжхх гсамшу опнрегнб 20лк;1.0;111.84;162.5;2015-02-03 10:17:46;опнрей гюн жб ц.лняйбю;BETAFARMA S.P.A.;хрюкхъ
яюмнпхм C люякнл щбйюкхорю щлскэяхъ-йюокх 0,1% тк 10лк;2.0;94.49;129.0;2015-02-03 10:17:46;опнрей гюн жб ц.лняйбю;юибщйя тюплюяэчрхйюкя я.п.н.;веухъ
децръпмне лшкн       140ц;8.0;19.54;28.5;2015-02-03 10:17:53;нпеунб хо;0;пняяхъ
дфнмянмя деряйне люякн                          100лк;2.0;59.05;86.0;2015-02-03 10:17:53;нпеунб хо;JOHNSON AND JOHNSON;хрюкхъ
йнкцеир йкюяяхйю окчя (йкюяяхв.вхярнрю) г/ы япедмъъ;10.0;14.05;20.5;2015-02-03 10:17:53;нпеунб хо;COLGATE-PALMOLIVE;йхрюи
йнкцеир кевеамше рпюбш гсамюъ оюярю 100 лк;1.0;39.15;57.0;2015-02-03 10:17:53;нпеунб хо;COLGATE-PALMOLIVE;йхрюи
;1.0;97.49;141.5;2015-02-03 10:17:53;нпеунб хо;;
;1.0;97.49;141.5;2015-02-03 10:17:53;нпеунб хо;;
;1.0;238.7;346.5;2015-02-03 10:17:53;нпеунб хо;;
;1.0;60.8;88.5;2015-02-03 10:17:53;нпеунб хо;;
;1.0;66.11;96.0;2015-02-03 10:17:53;нпеунб хо;;
;2.0;46.78;68.0;2015-02-03 10:17:53;нпеунб хо;;
;2.0;54.03;78.5;2015-02-03 10:17:53;нпеунб хо;;
мюрспеккю скэрпю мнплюк 10ьр опнйкюдйх;3.0;54.03;78.5;2015-02-03 10:17:53;нпеунб хо;PROCTER&GAMBLE;сйпюхмю
;2.0;52.1;76.0;2015-02-03 10:17:53;нпеунб хо;;
;1.0;436.26;633.0;2015-02-03 10:17:53;нпеунб хо;;
;1.0;436.26;633.0;2015-02-03 10:17:53;нпеунб хо;;
;1.0;523.52;759.5;2015-02-03 10:17:53;нпеунб хо;;
;1.0;26.29;38.5;2015-02-03 10:17:53;нпеунб хо;;
;2.0;28.54;41.5;2015-02-03 10:17:53;нпеунб хо;;
ондцсгмхйх яемх-ялнк дкъ кефювху анкэмшу 10ьр.;2.0;329.32;478.0;2015-02-03 10:17:53;нпеунб хо;TZMO S.A.-рнпсмяйхи г-д оепеб.люр-б ю.н.;пняяхъ
;2.0;140.8;204.5;2015-02-03 10:17:53;нпеунб хо;;
;2.0;27.76;40.5;2015-02-03 10:17:53;нпеунб хо;;
яхкйю г/ы демр япедмъъ мю ондярюбйе;2.0;59.63;86.5;2015-02-03 10:17:53;нпеунб хо;0;цеплюмхъ
;3.0;27.76;40.5;2015-02-03 10:17:53;нпеунб хо;;
;1.0;78.39;114.0;2015-02-03 10:17:53;нпеунб хо;;
;1.0;111.6;162.0;2015-02-03 10:17:53;нпеунб хо;;
;1.0;321.98;467.0;2015-02-03 10:17:53;нпеунб хо;;
;1.0;164.82;239.0;2015-02-03 10:17:53;нпеунб хо;;
;1.0;338.37;491.0;2015-02-03 10:17:53;нпеунб хо;;
;3.0;42.04;61.0;2015-02-03 10:17:53;нпеунб хо;;
;3.0;48.0;70.0;2015-02-03 10:17:53;нпеунб хо;;
;3.0;32.63;47.5;2015-02-03 10:17:53;нпеунб хо;;
;10.0;27.2;39.5;2015-02-03 10:17:53;нпеунб хо;;
;1.0;73.86;107.5;2015-02-03 10:17:53;нпеунб хо;;
;1.0;73.86;107.5;2015-02-03 10:17:53;нпеунб хо;;
;3.0;19.14;28.0;2015-02-03 10:17:53;нпеунб хо;;
;2.0;93.6;136.0;2015-02-03 10:17:53;нпеунб хо;;
юмюопхкхм рюа 40лц ╧50;5.0;15.3;19.0;2015-02-03 10:18:19;тюплоюпрмеп ннн тй;рюрухлтюплопеоюпюрш нюн;пняяхъ
ахжхккхм-3 600 ршя ед тк;3.0;8.39;12.0;2015-02-03 10:18:19;тюплоюпрмеп ннн тй;яхмрег нюн ц.йспцюм;пняяхъ
лемнбюгхм 40лк тк;10.0;13.0;18.5;2015-02-03 10:18:19;тюплоюпрмеп ннн тй;хбюмнбяйюъ тюплтюапхйю нюн;пняяхъ
нлмхй йюоя. я лндхт. бшябнанфд. 0,4лц ╧30;1.0;719.45;817.5;2015-02-03 10:18:19;тюплоюпрмеп ннн тй;ASTELLAS PHARMA EUROPE/нпрюр;пняяхъ
нпрнтем рюа о/н 0,025ц ╧30;10.0;8.98;11.0;2015-02-03 10:18:19;тюплоюпрмеп ннн тй;рюрухлтюплопеоюпюрш нюн;пняяхъ
хурхнкнбюъ люгэ 10% 25ц аюмйю;3.0;61.71;84.0;2015-02-03 10:22:51;йюрпем гюн;рскэяйюъ тюплюжебрхвеяйюъ тюапхйю;пняяхъ
йюлхярюд цекэ д/леярмнцн опхл. 10ц ;1.0;163.13;222.0;2015-02-03 10:22:51;йюрпем гюн;STADA ARZNEIMITTEL AG - цеплюмхъ;цеплюмхъ
йн-оепхмебю рюа 2,5лц+8лц ╧30;1.0;434.28;591.0;2015-02-03 10:22:51;йюрпем гюн;KRKA;пняяхъ
люцмхъ яскэтюр 25% 10лк п-п д/б/б юло. ╧10;2.0;35.86;44.5;2015-02-03 10:22:51;йюрпем гюн;лхйпнцем мон хллсмнопеоюпюр стю;пняяхъ
мнплюге яхпно тк. 200лк;1.0;207.68;249.0;2015-02-03 10:22:51;йюрпем гюн;к. лнкремх х й. дех тпюреккх юкхррх янвхерю дх егепвхжхн я.о.ю.;хрюкхъ
пхлюмрюдхм 0,05 N20 рюак;4.0;36.85;52.0;2015-02-03 10:22:51;йюрпем гюн;ахняхмрег нюн;пняяхъ
ярнлюрнтхр тк 50лк;1.0;119.02;162.0;2015-02-03 10:22:51;йюрпем гюн;тхрнтюпл йкемйю юн;онкэью
тхмкеояхм рюа 200лц ╧50;1.0;217.8;259.5;2015-02-03 10:22:51;йюрпем гюн;AWD PHARMA GMBH&CO KG;онкэью
тхрнкхгхм оюярю рсаю 100ц;1.0;274.56;373.5;2015-02-03 10:22:51;йюрпем гюн;HERBAPOL;онкэью
;2.0;31.98;46.5;2015-02-03 10:22:51;йюрпем гюн;;
NIVEA аюкэгюл пнгнбши аюпуюр д/цса 4,8;2.0;66.12;96.0;2015-02-03 10:22:59;йюрпем гюн;BEIERSDORF AG;цеплюмхъ
юдбюмрюм люгэ 0,1% 15ц;1.0;305.69;373.5;2015-02-03 10:22:59;йюрпем гюн;аюиеп;хрюкхъ
югнор йюокх цкюгмше 1% 5лк тк-йюо.окюярхйнбши;1.0;534.05;678.5;2015-02-03 10:22:59;йюрпем гюн;юкйнм кюанпюрнпхг хмй;аекэцхъ
юкйю-гекэржеп ьхо. рюа. ╧10;1.0;182.49;248.5;2015-02-03 10:22:59;йюрпем гюн;аюиеп;цеплюмхъ
юлнйяхйкюб онп д/ опхц ясяо д/ опхелю бмсрпэ 125лц+31.25 лц/5 лк 25 ц тк.100лк;2.0;100.98;121.0;2015-02-03 10:22:59;йюрпем гюн;кей д.д.;якнбемхъ
юрнпбюярюрхм 0,02 N30 рюак о/н;2.0;106.37;133.5;2015-02-03 10:22:59;йюрпем гюн;юкях тюплю гюн;пняяхъ
юспнахм люгэ 20ц;1.0;201.96;275.0;2015-02-03 10:22:59;йюрпем гюн;GEDEON RICHTER;бемцпхъ
аекши сцнкэ рюа 700лц ╧10;2.0;70.03;102.0;2015-02-03 10:22:59;йюрпем гюн;ннн нлмхтюплю йхеб ннн/ьрюдю люпйерхмцю;сйпюхмю
аепкхопхк 20 рюа. 20лц ╧30;3.0;166.43;199.5;2015-02-03 10:22:59;йюрпем гюн;аепкхм-уелх юц;цеплюмхъ
аепкхрхнм 300 0,3 N30 рюак о/н;1.0;722.59;823.0;2015-02-03 10:22:59;йюрпем гюн;аепкхм-уелх юц;цеплюмхъ
ахн-люйя рюа. о/н ╧30;2.0;92.95;126.5;2015-02-03 10:22:59;йюрпем гюн;бюкемрю тюплюжебрхйю нюн;пняяхъ
ахтхдслаюйрепхм 5днг N10 ткюй ясуни;4.0;65.45;79.0;2015-02-03 10:22:59;йюрпем гюн;лхйпнцем - мон аекнпевемяй;пняяхъ
бемрнкхм ющп д/хмц днгхп 0,1лц/днгю 200 днг ;2.0;128.59;154.5;2015-02-03 10:22:59;йюрпем гюн;цкюйянялхрйкъим хмй.;онкэью
беярхйюо 24 лц йюоя ╧30 (1+1);1.0;374.99;510.0;2015-02-03 10:22:59;йюрпем гюн;нгнм ннн;пняяхъ
цейяхйнм ясоо бюцхм 16лц ╧10;2.0;225.61;273.5;2015-02-03 10:22:59;йюрпем гюн;мхфтюпл нюн;пняяхъ
цейянпюк ющп 0,2% тк. 40лк;3.0;210.43;286.5;2015-02-03 10:22:59;йюрпем гюн;люймхк юа;тпюмжхъ
цемрюлхжхм- юйня люгэ д/мюпсф. х леярм.опхл. 0.1% 15ц;3.0;15.62;22.0;2015-02-03 10:22:59;йюрпем гюн;яхмрег нюн ц.йспцюм;пняяхъ
цеоюаеме йюоя ╧30;1.0;341.77;465.0;2015-02-03 10:22:59;йюрпем гюн;LUDWIG MERCKLE;цеплюмхъ
цкхмю йнял фекрюъ 100ц;3.0;20.01;29.5;2015-02-03 10:22:59;йюрпем гюн;ледхйнлед мот ннн;пняяхъ
цкхмю йнялерхвеяйюъ гекемюъ я яепеапнл 100 ц;3.0;21.88;32.0;2015-02-03 10:22:59;йюрпем гюн;бхпяюбхъ ннн;пняяхъ
цкхмю йпюямюъ йнялерхвеяйюъ 100ц;3.0;19.39;28.5;2015-02-03 10:22:59;йюрпем гюн;бхпяюбхъ ннн;пняяхъ
цкхмю пнгнбюъ йнялерхвеяйюъ йнпнайю 100ц;3.0;18.6;27.0;2015-02-03 10:22:59;йюрпем гюн;ледхйнлед мот ннн;пняяхъ
цкхжепхм п-п 25лк;10.0;6.27;9.0;2015-02-03 10:22:59;йюрпем гюн;щйнкюа гюн;пняяхъ
цсррюкюйя йюокх 15лк;1.0;246.95;336.0;2015-02-03 10:22:59;йюрпем гюн;аепхмцеп хмцекэуюил хрюкхъ я.о.ю.;хрюкхъ
дейяюлерюгнм п-п д/хм 4лц/лк юло 1лк ╧25;1.0;185.24;224.5;2015-02-03 10:22:59;йюрпем гюн;KRKA;якнбемхъ
дхсбеп рюа 5лц ╧20;2.0;212.41;289.0;2015-02-03 10:22:59;йюрпем гюн;PLIVA;унпбюрхъ
дхткчйюм йюоя 150лц ╧1;1.0;386.65;464.5;2015-02-03 10:22:59;йюрпем гюн;PFIZER;тпюмжхъ
днйрнп лнл  яхпно нр йюькъ 100 лк;2.0;111.76;152.0;2015-02-03 10:22:59;йюрпем гюн;UNIQUE FARM LAB;хмдхъ
епьхй йспмняхйх йнлахмхпнбюммши (д/асршкнй х янянй) (юпр.19537);2.0;52.89;77.0;2015-02-03 10:22:59;йюрпем гюн;яюм анмд хмрепмщьмк йнлоюмх кхлхред;йхрюи
хллсмюк рюа. ╧20;1.0;196.9;268.0;2015-02-03 10:22:59;йюрпем гюн;кей д.д. (юоревйю);якнбемхъ
хлндхсл рюа. д/пюяяюя. 2лц ╧6;2.0;139.26;169.0;2015-02-03 10:22:59;йюрпем гюн;ъмяяем-нпрн ккя/яхкюц юц;аекэцхъ
хмдюоюлхд рюа. о/н 2,5лц ╧30;10.0;13.75;17.0;2015-02-03 10:22:59;йюрпем гюн;нгнм ннн;пняяхъ
йюцнжек 12лц рюа. ╧10;5.0;187.88;231.5;2015-02-03 10:22:59;йюрпем гюн;уелнтюпл ннн;пняяхъ
йюкэжелхм рюа. ╧30;1.0;179.41;244.0;2015-02-03 10:22:59;йюрпем гюн;яюцлек хмй;яью
йюкэжелхм рюа. о/н ╧60;1.0;292.93;398.5;2015-02-03 10:22:59;йюрпем гюн;яюцлек хмй;яью
йндекюй мен яхпно 1.5лц/лк тк. 100лк;2.0;108.02;147.0;2015-02-03 10:22:59;йюрпем гюн;тюплярюмдюпр-кейяпедярбю нюн ц.йспяй;пняяхъ
йнлокхбхр N60 рюак о/н;4.0;101.31;138.0;2015-02-03 10:22:59;йюрпем гюн;стхляйхи бхрюл.г-д;пняяхъ
йпюохбш кхярэъ оювйю 50ц;2.0;30.36;42.5;2015-02-03 10:22:59;йюрпем гюн;хбюм-вюи гюн;пняяхъ
йпенм 10000 йюоя. 150лц ╧20;2.0;253.88;304.5;2015-02-03 10:22:59;йюрпем гюн;щаанрр цлау х йн.йц;цеплюмхъ
лерпнцхк демрю 20,0 цекэ д/деяем;2.0;151.58;206.5;2015-02-03 10:22:59;йюрпем гюн;чмхй тюплюяэчрхйюк кюанпюрнпхг;хмдхъ
лхйпнкюйя 5лк лхйпнйкхглш ╧4;2.0;218.13;297.0;2015-02-03 10:22:59;йюрпем гюн;люймхк юа;ьбежхъ
лърш оепевмни мюярнийю тк. 25лк;5.0;11.11;16.0;2015-02-03 10:22:59;йюрпем гюн;щйнкюа гюн;пняяхъ
накеохунбне люякн   ясоо 0.5ц ╧10;2.0;52.58;72.0;2015-02-03 10:22:59;йюрпем гюн;дюкэухлтюпл нюн;пняяхъ
нлеопюгнк йюоя 20лц ╧30;10.0;20.57;25.0;2015-02-03 10:22:59;йюрпем гюн;опнхгбндярбн ледхйюлемрнб ннн;пняяхъ
оюярю реилспнбю 50ц рсаю;4.0;32.12;45.0;2015-02-03 10:22:59;йюрпем гюн;гекемюъ дсапюбю гюн;пняяхъ
опнярюлнк смн йюоя ╧90;1.0;1627.01;2066.5;2015-02-03 10:22:59;йюрпем гюн;аепкхм-уелх юц/лемюпхмх цпсоо;цеплюмхъ
перхмнкю южерюр 3.44% п-п  д/бм.х мюп. опхл.(люяк.) 50лк;3.0;65.12;77.5;2015-02-03 10:22:59;йюрпем гюн;люпахнтюпл нюн;пняяхъ
пхмнмнпл яопеи 0.1% 15лк ;4.0;56.54;70.5;2015-02-03 10:22:59;йюрпем гюн;лепйке цлау;цеплюмхъ
янкндйнбнцн йнпмъ яхпно 100ц;5.0;15.84;22.5;2015-02-03 10:22:59;йюрпем гюн;рюрухлтюплопеоюпюрш нюн;пняяхъ
рюстнм йюокх цкюгмше 4% тк-йюоекэмхжю 10лк;5.0;106.59;145.0;2015-02-03 10:22:59;йюрпем гюн;лняйнбяйхи щмднйпхммши гюбнд тцсо;пняяхъ
рнйнтепнкю южерюр п-п 10% б люяке д/опхелю бмсрпэ 20лк;4.0;13.86;19.5;2015-02-03 10:22:59;йюрпем гюн;щйнкюа гюн;пняяхъ
рпхюлосп-йнлонгхрсл рюа. ╧50;1.0;237.38;323.0;2015-02-03 10:22:59;йюрпем гюн;AWD PHARMA GMBH&CO KG;унпбюрхъ
рпхцюм-д рюа ╧100;2.0;271.37;369.5;2015-02-03 10:22:59;йюрпем гюн;йюдхкю тюплюяэчрхйюкг кхлхред;хмдхъ
рпхдепл йпел д/мюпсф опхл 15ц ;1.0;581.35;738.5;2015-02-03 10:22:59;йюрпем гюн;аюиеп;аекэцхъ
темюгеоюл рюа 1лц ╧50;2.0;88.44;106.5;2015-02-03 10:22:59;йюрпем гюн;бюкемрю тюплюжебрхйю нюн;пняяхъ
тхгхнремг рюа о/о/н 0,2лц ╧14;2.0;240.02;287.5;2015-02-03 10:22:59;йюрпем гюн;щаанрр уекяйею яюя;цеплюмхъ
тхрнвюи юкрюи ╧21 оюмйпетхр тхкэрп-оюйерш 2ц ╧20 (аюд);2.0;37.45;54.5;2015-02-03 10:22:59;йюрпем гюн;юкрюияйхи йедп гюн;пняяхъ
ткснйяерхм йюоя 20лц ╧20;3.0;20.02;25.5;2015-02-03 10:22:59;йюрпем гюн;нгнм ннн;пняяхъ
унмдпнйяхд тнпре йпел д/мюп опхл 30ц;1.0;296.67;403.5;2015-02-03 10:22:59;йюрпем гюн;мхфтюпл нюн;пняяхъ
ьюктеи "гекемши днйрнп" рюа ╧20;2.0;117.7;160.5;2015-02-03 10:22:59;йюрпем гюн;NATUR PRODUCT;аекэцхъ
щяяемжхюке тнпре м йюоя 300лц ╧30;2.0;474.32;645.5;2015-02-03 10:22:59;йюрпем гюн;ю.мюрреплюмм щмд яхе. цлау;цеплюмхъ
чмхбхр йхдя оюярхкйх фебюр дхмнгюбпш 4ц ╧30;1.0;231.36;335.5;2015-02-03 10:22:59;йюрпем гюн;юлютюпл цлау;цеплюмхъ
ORAL-B гсамюъ мхрэ ESSENTIAL FLOSS бныемюъ лър 50л;2.0;92.5;134.5;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;ORAL-B;хпкюмдхъ
юйбюдерпхл  йюокх д/опхелю бмсрпэ 15000 ле/лк тк 10лк;2.0;166.98;202.0;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;ледюмю тюплю юйжхнмепмне наыеярбн;онкэью
юлхрпхорхкхм мхйнлед рюа о/н 25лц ╧50 ;2.0;42.9;53.5;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;мхйнлед тюплю юя;дюмхъ
аейкюгнм щйн ющп 250лйц/днгю 200днг;1.0;404.91;488.5;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;NORTON WATERFORD;бекхйнапхрюмхъ
ананрхй йюокх д/бм опхелю тк 30лк;2.0;158.29;215.5;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;ледюмю тюплю юйжхнмепмне наыеярбн;онкэью
гнкнрни ьекй яопеи-йнмдхжхнмеп дкъ бнкня (щттейр кюлхмхпнбюмхъ бнкня) 190лк (431;1.0;92.37;134.0;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;мюпндмше опнлшякш ннн;пняяхъ
йюкэжхи д3 мхйнлед рюа. фебюр. (лърмше) ╧100;1.0;397.43;540.5;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;мхйнлед тюплю юя;мнпбецхъ
кебнлхжерхм йюокх цкюгмше 0.25% тк-йюоек онкхлеп 10лк ;10.0;19.69;28.0;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;кеййн тт гюн;пняяхъ
мнбнйюхм п-п д/хмзейжхи 5 лц/лк юло 5лк ╧10;10.0;25.41;31.0;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;нпцюмхйю нюн;пняяхъ
мнплюйя йюокх цкюгмше х сьмше 0,3% тк.-йюо 5лк;2.0;140.36;191.0;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;хойю кюанпюрнпхг кхлхред;хмдхъ
охмнянк йюокх 10лк;2.0;95.48;130.0;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;SLOVAKOFARMA/ZENTIVA A.S.;веухъ
рпюбхяхк рюа д/пюяяюя лърмше ╧16;2.0;122.21;166.5;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;окерухйн тюплюяэчрхйюкг крд;хмдхъ
вюлохйя о/н рюа 1лц ╧28;1.0;1193.94;1516.5;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;PFIZER;цеплюмхъ
вхярнрек рпюбю 50ц;3.0;33.55;47.0;2015-02-03 10:23:15;опнрей гюн жб ц.лняйбю;гднпнбэе тхплю гюн;пняяхъ
;3.0;131.44;197.5;2015-02-03 11:38:36;пеюкхмй;;
