мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
щпхрпнлхжхм рюа о/н йхьевмнпюярб 250лц ╧20;2.0;60.03;93.5;2015-02-03 08:51:29;тюплоюпрмеп ннн тй;рчлемяйхи утг;пняяхъ
юкреъ яхпно 125,0 ткюй;3.0;36.09;56.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;яхмрег нюн ц.йспцюм;пняяхъ
юмдхоюк рюак. у10;20.0;36.16;56.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;тюплярюмдюпр-рнляйухлтюпл нюн ц.рнляй;пняяхъ
аем-цеи йпел д/мюп. опхл. рсаю 50ц;2.0;228.59;320.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;JOHNSON & JOHNSON SANTE BEAUTE FRANCE S.;яью
аепсьх бйкюдшьх о/ьслмше ╧4;2.0;41.5;64.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;EUROSIREL S.P.A. IT;хрюкхъ
ахмр 10у 16 яреп;20.0;16.24;25.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;юурюлюп ойт ннн;пняяхъ
ахмр люпкебши ярепхк 7л у 14ял;20.0;12.38;19.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;юурюлюп ойт ннн;пняяхъ
ахмр щкюярхвмши рпсавюрши пюгл5;5.0;10.89;17.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;юоонкн рд ннн;пняяхъ
апхккхюмрнбши гекем п-п яохпр 1% тк я йхярэч 20лк ^аг-кеййеп+^;2.0;33.52;52.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;кеййеп ннн;пняяхъ
бюрю ухпспцхвеяйюъ меярепхк 100ц;10.0;15.19;24.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;юурюлюп ойт ннн;пняяхъ
бхйюянк 15 лц рюа. ╧20;2.0;15.32;24.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;тюплярюмдюпр-кейяпедярбю нюн ц.йспяй;пняяхъ
бхьмебяйнцн кхмхлемр аюкэгюлхвеяйхи 25ц аюмйю ;4.0;15.9;25.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;ъпнякюбяйюъ тюпл т-йю;пняяхъ
целюрнцем я кчйя 50ц я бхр.я;20.0;13.83;21.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;бнгпнфдемхе х пюгбхрхе;пняяхъ
цемрюлхжхм- юйня люгэ д/мюпсф. х леярм.опхл. 0.1% 15ц;2.0;13.87;21.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;яхмрег нюн ц.йспцюм;пняяхъ
цеоюрпнлахм ц ясоо пейр ╧10;1.0;223.55;313.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;уелнтюпл ю.д.;яепахъ
цкюсопняр йюокх цкюгмше 0,005% тк.-йюоекэмхжю 2,5лк ╧1;1.0;525.68;736.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;й.н. пнлтюпл йнлоюмх я.п.к.;пслшмхъ
цкхмю йнялерхвеяйюъ гекемюъ 100ц;1.0;16.89;26.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;бхпяюбхъ ннн;пняяхъ
цнпвхвмхйх смхбепя оюйерш ╧20;15.0;14.21;22.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;мюрсплед ннн;пняяхъ
дсаю йнпю 75ц;5.0;18.58;29.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;кемледямюа ннн;пняяхъ
дсьхжш рпюбю 50ц;3.0;31.68;49.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;тхрнтюпл мон ннн;пняяхъ
фюмхм дпюфе ╧21;1.0;1062.76;1328.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;JENAPHARM;цеплюмхъ
гнкнрнршяъвмхйю рпюбю тхкэрп-оюйер 1,5ц ╧20;2.0;48.78;76.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;йпюямнцнпяйкейяпедярбю нюн;пняяхъ
индю п-п яохпр. 5% 5лк ткнлюяреп "кеййеп-инд";2.0;32.76;51.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;кеййеп ннн;пняяхъ
йернрхтем яхпно тк. 100лк;2.0;69.42;108.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;SOPHARMA AD;анкцюпхъ
;1.0;65.18;101.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;;
йн-дхпнрнм рюа. 10лц + 12,5лц ╧10;1.0;114.34;160.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;цпндгхяйхи тюпл. гюбнд онкэтю;онкэью
йпюохбш кхярэъ т/о 1.5ц ╧20;2.0;25.28;39.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;хбюм-вюи гюн;пняяхъ
кэмю яелемю 100ц;10.0;17.77;28.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;кемледямюа ннн;пняяхъ
люпкъ лед нрпег 5л м/яр;5.0;45.51;71.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;юурюлюп ойт ннн;пняяхъ
люпкъ ледхжхм.  1л;5.0;10.5;16.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;юурюлюп ойт ннн;пняяхъ
люпкъ ледхжхмяйюъ 3л нрпег;5.0;30.07;47.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;юурюлюп ойт ннн;пняяхъ
люякн йхоюпхя (щтхпм) 10лк мюр.люякю (тк хмд со);1.0;60.57;94.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;мюрсп.люякю ннн;пняяхъ
лнвеопхелмхй деряйхи 100лк VOGT MEDICAL ярепхк;10.0;9.91;15.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;тнцр ледхйюк тепрпха цлау;цеплюмхъ
нрхпекюйя сьмше йюокх 17,1ц тк-йюо 15лк ╧1;1.0;148.59;208.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;й.н. пнлтюпл йнлоюмх я.п.к.;пслшмхъ
оюоюбепхмю ц/ук 20лц ясоо. пейр. ╧10;1.0;36.78;57.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;ахнухлхй нюн;пняяхъ
оепрсяяхм-в яхпно 100ц;5.0;17.27;27.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;ъпнякюбяйюъ тюпл т-йю;пняяхъ
онбъгйю мю пюмс апюмнкхмд м (оепсюмяйхи аюкэгюл) 20у10 ╧1;3.0;83.19;129.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;оюскэ уюпрлюмм;цеплюмхъ
опхяшойю цюкэлюмхм онпньнй д/мюпсф.опхл.50ц аюмйю ;5.0;22.26;34.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;яхмрег нюн ц.йспцюм;пняяхъ
опхяшойю деряйюъ тк. 40ц;10.0;19.73;31.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;яхмрег нюн ц.йспцюм;пняяхъ
опнйкюдйх мю цпсдэ юммю ╧30;1.0;107.74;151.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;орт тюплюйнл ннн;пняяхъ
пекхт люгэ 28.4ц рсаю;1.0;352.74;494.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;яюцлек хмй;яью
пханйяхм рюа о/н 0.2ц N50;10.0;16.79;26.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;анпхянбяйхи гюбнд ледхжхмяйху опеоюпюрнб нюн;аекнпсяяхъ
пнрнйюм щйярпюйр фхдйхи бмсрпэ х леярм тк 50лк;5.0;27.33;42.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;ащцпхт ннн;пняяхъ
яеахдхм рюа д/пюяяюя ╧20;2.0;129.91;182.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;цкюйянялхрйкъим хмй.;онкэью
яхмюткюмю кхмхлемр 0,025% 15ц рсаю;5.0;44.96;70.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;мхфтюпл нюн;пняяхъ
яопхмжнбйю обу ю ╧1 лъцйхи мюйнмевмхй 35лк хмд со;3.0;10.95;17.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;бхрюктюпл гюн;пняяхъ
рюмрсл бепде тк 120лк;1.0;293.21;410.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;CSC / ANGELINI FRANCESCO;хрюкхъ
рнйнтепнкю южерюр (бхр.е) йюоя 0.1ц N10;10.0;23.35;36.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;кчлх ннн;пняяхъ
рпнйяепсрхм бпюлед цекэ 2% 40ц;10.0;36.31;56.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;SOPHARMA AD;анкцюпхъ
ршяъвекхярмхй рпюбю 50ц;2.0;22.92;36.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;кей я+ ннн;пняяхъ
теапнтхд цекэ 2,5% 50ц;2.0;293.52;411.0;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;ледюмю тюплю юйжхнмепмне наыеярбн;онкэью
улекъ янокндхъ 35ц пежеорш гднпнбэъ-2 аюд;1.0;36.4;56.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;юоейя ннн;пняяхъ
вюапеж рпюбю 50ц ;3.0;30.63;47.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;хбюм-вюи гюн;пняяхъ
щстхккхм рюак. 150 лц у30;10.0;5.3;6.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;анпхянбяйхи гюбнд ледхжхмяйху опеоюпюрнб нюн;аекнпсяяхъ
щбйюкхорю мюярнийю 25лк;10.0;6.6;10.5;2015-02-03 08:51:42;цй мюдефдю-тюпл ннн;ъпнякюбяйюъ тюпл т-йю;пняяхъ
днйрнп рюияя кедемжш мю хгнлюкэре ьюктеи/лед 25ц;1.0;37.19;58.0;2015-02-03 08:52:34;тнпютюпл;днйрнп рюияя мюрспбюпем цлау;цеплюмхъ
дпнффх охбмше я йюкэжхел рюа 500лц ╧100;1.0;81.75;127.0;2015-02-03 08:52:34;тнпютюпл;ябнандмши 20 гюн;пняяхъ
фхбнйняр (нйномхй) аюкэгюл д/рекю пюгнцпебючыхи 75лк;2.0;72.0;112.0;2015-02-03 08:52:34;тнпютюпл;йнпнк╗бтюпл ннн;пняяхъ
;1.0;159.47;223.5;2015-02-03 08:52:34;тнпютюпл;;
йюкэжхд рюа. 0,4ц ╧100;1.0;83.46;129.5;2015-02-03 08:52:34;тнпютюпл;йнлтнпр йнлокейя ннн;пняяхъ
;6.0;63.94;99.5;2015-02-03 08:52:34;тнпютюпл;;
йкеемйю ондйкюдмюъ я обу онйпшрхел 1.4л у 2л у1;1.0;155.27;217.5;2015-02-03 08:52:34;тнпютюпл;бхрюктюпл гюн;пняяхъ
;1.0;87.42;135.5;2015-02-03 08:52:34;тнпютюпл;;
кейюпэ йпел пюглъцвючыхи опх мюрноршьюу д/мнц 50лк;3.0;127.63;179.0;2015-02-03 08:52:34;тнпютюпл;бхя йнялерхйя;пняяхъ
кеямни аюкэгюл /щйярп. опнонкхяю, гбепнанъ мю нрбюпе рпюб/ но-кэ д/деяем 250 лк.;1.0;65.69;102.0;2015-02-03 08:52:34;тнпютюпл;йюкхмю йнмжепм нюн;пняяхъ
люякн йнялерхв фнфнаю лхппнккю 25лк ткюй;1.0;48.67;75.5;2015-02-03 08:52:34;тнпютюпл;лхппю ннн;пняяхъ
люякн кэмъмне бнкнцндяйне 500лк;2.0;93.68;145.5;2015-02-03 08:52:34;тнпютюпл;оанчк жшокъйнб ю.м.;пняяхъ
;2.0;55.66;86.5;2015-02-03 08:52:34;тнпютюпл;;
люякн оепяхйнбне я бхр-юмрхнйяхдюмрмшл йнлокейянл 30лк;1.0;64.62;100.5;2015-02-03 08:52:34;тнпютюпл;юяоепю крд;пняяхъ
люякн щтхпмне юмхя 10лк хмд/со;1.0;37.58;58.5;2015-02-03 08:52:34;тнпютюпл;йнлоюмхъ яхмюл  ннн;пняяхъ
;1.0;44.29;69.0;2015-02-03 08:52:34;тнпютюпл;;
мюмнокюяр тнпре к/окюяр наеганк опнрхбнбняоюкхр 9 у 12ял ╧3;2.0;139.4;195.5;2015-02-03 08:52:34;тнпютюпл;цсивфнс лънън тюплюяэчрхйк йн.;йхрюи
;2.0;69.58;108.0;2015-02-03 08:52:34;тнпютюпл;;
опегхдемр оюярю гсамюъ йкюяяхй рсаю 50лк;2.0;89.98;139.5;2015-02-03 08:52:34;тнпютюпл;BETAFARMA;хрюкхъ
опнйрнмхя йпел 30лк;2.0;170.02;238.5;2015-02-03 08:52:34;тнпютюпл;бхя йнялерхйя;пняяхъ
пшахи фхп лхпнккю охыебни йюоя 370лц ╧100;5.0;28.31;44.0;2015-02-03 08:52:34;тнпютюпл;лекхцем гюн;пняяхъ
янтэъ йпел д/рекю я унмдпнхрхм-цкчйнгюлхм йнлок 125лк (рсаю хмд со);2.0;99.0;153.5;2015-02-03 08:52:34;тнпютюпл;йнпнк╗бтюпл ннн;пняяхъ
ясярюбхр нйномхй я яюаекэмхйнл цекэ-аюкэгюл 100лк;3.0;61.25;95.0;2015-02-03 08:52:34;тнпютюпл;йнпнк╗бтюпл ннн;пняяхъ
слмюъ щлюкэ яп-бн апхккхюмрнбюъ нямнбю я бхр ю х е тк 15лк;1.0;72.74;113.0;2015-02-03 08:52:34;тнпютюпл;FRENCHI PRODUCTS INC;яью
сярпниярбн д/ноп япнйю аепелеммнярх йкхюак;1.0;252.37;353.5;2015-02-03 08:52:34;тнпютюпл;щяохдх ябхя опеяхфм дюиюцмнярхйя цлау;цеплюмхъ
вюи янкъмйю унклнбюъ 50ц;5.0;21.34;33.5;2015-02-03 08:52:34;тнпютюпл;унпяр йнлоюмхъ ннн;пняяхъ
;2.0;180.71;253.0;2015-02-03 08:52:34;тнпютюпл;;
вскнй йнлопеяя. бшье йнкемю пюгл 3;2.0;180.71;253.0;2015-02-03 08:52:34;тнпютюпл;тюпл коо;пняяхъ
юдпхюмнк йюокх мюгюкэмше д/дереи тк 10лк;5.0;76.78;119.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;гдпюбке-кеяйнбюж утг юн;якнбемхъ
югхрпнйя йюоя 250лц ╧6;9.0;230.12;279.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;тюплярюмдюпр-кейяпедярбю нюн ц.йспяй;пняяхъ
юйпхдепл цй йпел 15ц рсаю;1.0;328.68;460.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;BRISTOL MYERS SQUIBBюйпхухм;пняяхъ
юклюцекэ мен ясяо. оюй. 10лк ╧20;1.0;242.77;340.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;аюкйюмтюплю-рпнъм юд;анкцюпхъ
юохгюпрпнм люгэ 20ц;2.0;164.89;231.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;щяоюплю цлау;цеплюмхъ
юяйнпхк щйяоейрнпюмр яхпно 100лк;2.0;198.22;278.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;цкемлюпй тюплюяэчрхйюкг крд;хмдхъ
юрт-бхюк п-п б/б 10лц/лк 1лк юло ╧10;1.0;229.79;322.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;мнпр вюимю тюплюяэчрхйюк цпсоо тнплэчкщиьм йн.крд;йхрюи
южхонк йюоя ╧30;1.0;266.86;374.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;кеййн тт гюн;пняяхъ
ахкнахк тнпре йюоя 80лц ╧20;1.0;255.53;358.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;KRKA;якнбемхъ
ахянопнкнк 0,01 N30 рюак о/н;5.0;31.35;40.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;бепрейя гюн;пняяхъ
асршкнвйю йспмняхйх онкхопнохкем яхкхйнм яняйю гнкнрюъ пшайю 125лк (юпр.11142);2.0;65.14;101.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;лхп дерярбю ннн;пняяхъ
бюкепхюмш щйярпюйр рюа. о/н 20лц ╧50 ;20.0;43.89;68.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;анпхянбяйхи гюбнд ледхжхмяйху опеоюпюрнб нюн;аекнпсяяхъ
бюкг 160лц рюа. о/о/н  ╧28;2.0;288.86;404.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;юйрюбхя крд;люкэрю
бхаспйнк ясоо пейр ╧12;1.0;340.34;476.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;ахнкнцхье уюикэлхррекэ уеекэ цлау;цеплюмхъ
бхопняюк б люгэ 50ц рсаю;2.0;202.51;284.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;рюккхммяйхи утг;щярнмхъ
бхтепнм-1 ясоо.пейр. 150 000 ле ╧10;3.0;202.73;244.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;тепнм ннн;пняяхъ
цюмюрнм рюа о/н 50лц ╧40;1.0;429.22;601.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;щаанрр дфюоюм йн крд;ъонмхъ
цейянпюк ющп 0,2% тк. 40лк;3.0;216.26;303.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;люймхк юа;тпюмжхъ
цемрюлхжхм-й п-п б/б б/л 80лц юло 2лк ╧10;2.0;91.52;109.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;KRKA;якнбемхъ
цепахнм яхпно онднпнфмхйю тк 150лк;3.0;201.41;282.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;KRKA;якнбемхъ
цкхлеохпхд 4лц рюа ╧30;2.0;244.42;342.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;бепрейя гюн;пняяхъ
цпюллхдхм я юмеярерхйнл мен рюа д/пюяя 3лц N18 (9*2) оюв йюпр;3.0;168.63;236.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;бюкемрю тюплюжебрхйю нюн;пняяхъ
дхцнйяхм рюа 0,25лц ╧50;2.0;30.25;38.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;цпхмдейя юн;кюрбхъ
днйрнп рюияя пхмнрюияя йпел я пнлюьйни/оюмремнкнл 7ц;1.0;46.14;72.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;днйрнп рюияя мюрспбюпем цлау;цеплюмхъ
днкнаеме цекэ рсаю 50ц;2.0;260.15;364.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;LUDWIG MERCKLE;цеплюмхъ
хмдхмнк йюоя. ╧120 + щохцюккюр йюоя. ╧120;1.0;3226.12;3387.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;лхпюйяахнтюплю гюн;пняяхъ
йюцнжек рюа. 12лц ╧10;10.0;194.04;238.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;мхюпледхй окчя ннн;пняяхъ
йюонрем рюа. 25лц ╧40;10.0;171.82;207.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;BRISTOL MYERS SQUIBBюйпхухм;пняяхъ
йюояхйюл люгэ д/мюпсф. опхл. рсаю 30ц;2.0;175.45;246.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;рюккхммяйхи утг;щярнмхъ
;2.0;88.44;105.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;;
йпную деряйне лшкн я люякнл нкхбш 100 ц;1.0;32.1;50.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;якнанфюмяйхи лшкнбюп ннн;сйпюхмю
к-рхпнйяхм 100 аепкхм-уелх рюа100лйц ╧100;2.0;134.42;160.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;аепкхм-уелх юц;цеплюмхъ
кюгнкбюм п-п д/опхелю бмсрпэ х хмцюкъжхи 7,5лц/лк тк. 100лк;3.0;347.93;419.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;INSTITUTO DE ANGELI S.R.L;хрюкхъ
кюйюкчр гсамюъ оюярю сюир 50лк;1.0;152.34;213.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;NATURWAREN / ARCAM GMBH;цеплюмхъ
кюйюкчр ыерйю гсамюъ яемяхрхб;1.0;113.4;159.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;днйрнп рюияя мюрспбюпем цлау;цеплюмхъ
кеийнокюяршпэ оепжнбши 10у18ял ╧1;20.0;14.08;22.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;мнбняхаухлтюпл нюн;пняяхъ
лююкнйя ясяо.д/опхелю бмсрпэ 250лк;1.0;242.55;340.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;AVENTIS PHARMA;хрюкхъ
люцмепнр рюа. 500лц ╧20;1.0;231.33;324.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;WORWAG PHARMA;цеплюмхъ
лейяхднк п-п б/б х б/л ббед. 50лц/лк 5лк ╧5;3.0;358.49;430.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;юплюбхпяйюъ ахнкнц. т-йю тцсо;пняяхъ
лейяхднк рюа о/н 125 лц ╧ 50;5.0;315.81;378.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;тюплюянтр рй ннн/гхн-гднпнбэе гюн;пняяхъ
лерхопед рюа. 4лц ╧30;3.0;171.93;205.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;нпхнм йнпонпеиьм/янрейя тюплтхплю гюн;пняяхъ
лхц 400 рюа. о/н 400лц ╧10;10.0;67.43;80.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;аепкхм-уелх юц/лемюпхмх цпсоо;цеплюмхъ
мюрспеккю опнйкюдйх ULTRA MAXI я йпшк N8;2.0;57.23;89.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;PROCTER & GAMBLE;бемцпхъ
мюърнйя люгэ рсаю 20ц;1.0;134.86;189.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;лейнтюп йелхйюк-тюплюяэчрхйюк дфнимр ярнй йнлоюмх;бэермюл
мхгнпюк ьюлосмэ 20лц/ц 60лк;1.0;492.25;689.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;ъмяяем яхкюц;аекэцхъ
мхйнткейя люгэ 50ц;1.0;134.75;189.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;пеюмюк ю/н;бемцпхъ
мнбн-оюяяхр п-п д/опхелю бмсрпэ тк. 200лк;1.0;254.76;357.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;юибщйя тюплюяэчрхйюкя я.п.н.;веухъ
нбеянк сяхкеммюъ тнплскю рюа 550лц ╧20;2.0;192.34;269.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;щбюкюп гюн;пняяхъ
нкбеиг опнйкюдйх скэрпю мнплюк окчя ╧10;3.0;78.71;122.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;PROCTER & GAMBLE;бемцпхъ
оюмйпеюрхм 25 ед рюа. о/н йхьевмнп ╧60;10.0;39.27;49.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;хпахряйхи утг нюн;пняяхъ
оюмрнйюкэжхм рюа 250лц N50 бюкемрю;1.0;334.07;468.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;бюкемрю тюплюжебрхйю нюн;пняяхъ
охйнбхр тнпре рюа ╧30;1.0;151.69;212.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;KRKA;якнбемхъ
онкхдейяю я темхкетпхмнл яопеи д/мняю тк. 15лк;3.0;253.0;354.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;LABORATOIRES BOUCHARA-RECORDATI;тпюмжхъ
опнйрняедхк люгэ д/леярм. опхл. 10 ц;1.0;277.31;388.5;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;AVENTIS PHARMA;хмдхъ
пелюмрюдхм рюа. 50лц ╧20;10.0;43.56;68.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;ахнухлхй нюн;пняяхъ
пеммх рюа. феб.юоекэяхм ╧24;2.0;170.5;239.0;2015-02-03 08:53:03;юкэъмя уекяйею пся ннн;аюиеп;тпюмжхъ
