Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Арутимол капли глазн 5мг/мл  5мл фл ПЭ ;5.0;74.13;88.6;2015-02-03 00:00:00.00;"Здравсервис" ООО; Шовен Анкерфарм ГмбХ/лаборатория Шовен;ГЕР
Бифиформ капс.кишечнорастворимые №30 ;10.0;338.2;427.0;2015-02-03 00:00:00.00;"Здравсервис" ООО; Ферросан А/О;ДАН
Виагра табл. п.п.о. 50мг №1 ;1.0;653.4;824.0;2015-02-03 00:00:00.00;"Здравсервис" ООО; Пфайзер ПГМ;ФРА
Диклофенак гель 5% 30г ;3.0;43.06;55.0;2015-02-03 00:00:00.00;"Здравсервис" ООО; Синтез АКО ОАО;РОС
Новокаин р-р д/ин 5мг/мл амп 5мл №10 ;20.0;18.63;23.0;2015-02-03 00:00:00.00;"Здравсервис" ООО; Дальхимфарм;РОС
Салфетки стерильные 16см х 14см двухслойные №10 ;25.0;6.59;9.0;2015-02-03 00:00:00.00;"Здравсервис" ООО; ВераМед ПКФ;РОС
Траумель С мазь 50г туба алюм. ;1.0;378.42;477.0;2015-02-03 00:00:00.00;"Здравсервис" ООО; Биологише Хайльмиттель Хеель ГмбХ;ГЕР
ГИОКСИЗОН мазь туба 10г ПФФ (инд уп) ;10.0;23.95;31.0;2015-02-03 00:00:00.00;"Авеста Фармацевтика" ООО; Петербургская ФФ;РОССИЯ
НО-ШПА таб 40мг   N6 ;11.0;46.9;59.1;2015-02-03 00:00:00.00;"Авеста Фармацевтика" ООО; Chinoin;ВЕНГРИЯ
ПУМПАН капли 20мл ;2.0;181.57;229.0;2015-02-03 00:00:00.00;"Авеста Фармацевтика" ООО; Richard Bittner AG;АВСТРИЯ
ПУСТЫРНИКА Н-КА 25мл Гиппократ (фл т/ст инд уп) ;108.0;7.47;10.0;2015-02-03 00:00:00.00;"Авеста Фармацевтика" ООО; Гиппократ ООО;РОССИЯ
ФУРОСЕМИД таб 40мг N50 Озон (яч конт 10*5 инд уп) ;10.0;9.58;12.5;2015-02-03 00:00:00.00;"Авеста Фармацевтика" ООО; Озон ООО;РОССИЯ
АНТИ-АНГИН ФОРМУЛА N20 ТАБЛ Д/РАССАС ;5.0;108.79;138.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Херкель Б.В.;Нидерланды
БЕРЛИТИОН 600 0,025/МЛ 24МЛ N5 АМП КОНЦ Д/Р-РА ;1.0;844.25;959.4;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Хамельн Фармасьютикалз ГмбХ/Берлин-Хеми АГ;Германия
БИО МАКС N60 ТАБЛ П/О ;2.0;141.57;179.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Валента Фармацевтика;Россия
БИПРОЛ 0,005 N30 ТАБЛ ПЛЕН/О ;3.0;89.1;107.3;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; МАКИЗ-ФАРМА;Россия
БИФИДУМБАКТЕРИН 5ДОЗ N30 ПАК ПОР ;3.0;219.34;265.9;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ПАРТНЕР  ЗАО;Россия
ДЕПАКИН ХРОНОСФЕРА 0,25 N30 ПАК ГРАН ПРОЛОНГ ;1.0;652.19;741.5;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Санофи Винтроп Индустрия;Франция
ЗОДАК 0,01 N10 ТАБЛ П/ПЛЕН/ОБОЛОЧ ;3.0;118.69;142.1;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Зентива к.с.;Чешская Республика
ИБУПРОФЕН 0,4 N20 ТАБЛ П/О ;10.0;29.7;36.9;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Синтез АКОМПиИ;Россия
КАРВЕДИЛОЛ 0,0125 N30 ТАБЛ ;3.0;78.76;94.2;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ОЗОН;Россия
КЛАЦИД 0,125/5МЛ 60МЛ ПОР Д/СУСП ;2.0;325.27;389.5;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Эбботт С.р.Л.;Италия
КЛОТРИМАЗОЛ 1% 20,0 МАЗЬ ;10.0;22.66;29.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Синтез АКОМПиИ;Россия
КОНКОР 0,005 N50 ТАБЛ П/ПЛЕН/ОБОЛОЧ ;5.0;298.65;355.8;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Мерк КГаА;Германия
КРЕОН 10000 N20 КАПС ;3.0;260.26;310.9;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Эбботт Продактс ГмбХ;Германия
КРУГ ПОДКЛАДНОЙ РЕЗИНОВЫЙ КРП АЛЬФА-2 ;2.0;155.1;196.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Объединение Альфапластик;Россия
ЛАКТОФИЛЬТРУМ N60 ТАБЛ ;1.0;322.41;407.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; АВВА РУС;Россия
ЛИВ-52 N100 ТАБЛ ;4.0;240.24;303.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Хималайя Драг Ко.;Индия
ЛИНКАС ЛОР МЯТНЫЙ N16 ПАСТИЛКИ ;5.0;64.24;81.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Хербион Пакистан (Пвт) Лтд;Пакистан
ЛИРИКА 0,15 N14 КАПС ;3.0;608.63;727.7;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Пфайзер Мэнюфэкчуринг Дойчленд ГмбХ;Германия
ЛОЗАРТАН 0,05 N30 ТАБЛ П/О /ВЕРТЕКС ;5.0;67.54;80.4;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Вертекс (ЗАО);Россия
НАТРИЯ ХЛОРИД 0,9% 200МЛ N24 ФЛАК Р-Р ;1.0;685.08;786.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Красфарма ОАО;Россия
НО-ШПА 0,04 N60 ТАБЛ ФЛАК/ДОЗАТОР ;4.0;182.82;219.2;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Хиноин Завод Фармацевтических и Химических продуктов А.О.;Венгрия
ОБЛЕПИХОВОЕ МАСЛО 0,5 N10 СУПП ;3.0;80.63;102.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Нижфарм ОАО;Россия
ОБЛЕПИХОВОЕ МАСЛО 0,5 N10 СУПП ;5.0;59.07;75.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Дальхимфарм ОАО;Россия
ПИКАМИЛОН 0,05 N30 ТАБЛ ;10.0;73.37;93.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармстандарт-Уфимский витаминный завод;Россия
ПОВЯЗКА ПОДДЕРЖ Д/ФИКСАЦИИ РУКИ 2 /ТОНУС ;1.0;241.56;305.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Тонус Эласт;Латвия
СИНЕКОД 200МЛ СИРОП ;4.0;276.43;349.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Новартис Консьюмер Хелс С.А.;Швейцария
СИНЕКОД 200МЛ СИРОП ;1.0;276.43;349.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Новартис Консьюмер Хелс С.А.;Швейцария
СИНУПРЕТ 100МЛ КАПЛИ ;3.0;251.68;318.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Бионорика АГ;Германия
ТАУФОН 4% 10МЛ ГЛ КАПЛИ ФЛАК/КАП ИНД/УП ;5.0;108.9;138.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Московский эндокринный завод ;Россия
ТИЗИН КСИЛО 0,1% 10МЛ ФЛАК СПРЕЙ НАЗАЛ ДОЗИР ;10.0;94.49;114.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фамар Орлеан;Франция
ФАРМАТЕКС 0,0189 N10 СУПП ВАГ ;1.0;339.79;429.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Иннотера Шузи;Франция
ФЕНКАРОЛ 0,025 N20 ТАБЛ ;1.0;248.38;313.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Олайнфарм АО;Латвия
ФЛЮДИТЕК 2% 125МЛ СИРОП /Д/ДЕТЕЙ/ ;2.0;238.48;301.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Иннотера Шузи;Франция
ЦЕТРИН 0,01 N20 ТАБЛ П/О ;7.0;145.86;174.8;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Д-р Редди с Лабораторис Лтд;Индия
АКУЛИЙ ЖИР КРЕМ ГЛЮКОЗАМИН/ХОНДРОИТИН Д/ТЕЛА 75МЛ ;3.0;76.88;97.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Лаборатория ЭМАНСИ;Россия
БАКТИСТАТИН 0,5 N20 КАПС ;2.0;245.81;310.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; КРАФТ ООО;Россия
ДИЗАО МАСКА ПИТАНИЕ И ВОССТ ТИБЕТ ТРАВЫ N10 ;1.0;470.6;593.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Байлань Компания;Китай
ЙОГУЛАКТ ФОРТЕ N30 КАПС ;2.0;310.66;392.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармасайнс Инк./КоролевФарм;Канада
ЛОШАДИНАЯ СИЛА БАЛЬЗАМ-ГЕЛЬ Д/ТЕЛА 500МЛ ;2.0;368.54;465.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Р. Косметик ООО;Россия
ХНА ИРАНСКАЯ НАТУРАЛЬНАЯ БЕСЦВЕТНАЯ 25,0 ;5.0;13.01;17.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фитокосметик ООО;Россия
ЭКОЦИД СРЕДСТВО ДЕЗИНФЕЦИР 50,0 N25 ПАК ПОР ;1.0;1197.96;1510.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; КРКА;Словения
Аскорбиновая к-та  БАД с глюкозой таб N10 ;50.0;2.44;4.0;2015-02-03 00:00:00.00;"Надежда-Фарм" ЗАО; Аскопром ООО;Россия
Чай  Бабушкино лукошко 1.0г ф/п N20 д/кормящих мам (шиповник) ;3.0;86.05;109.0;2015-02-03 00:00:00.00;"Надежда-Фарм" ЗАО; Императорский чай ООО;Россия
Бандаж-пояс согревающий арт.112 (собачья шерсть) L (об талии 85-100см) ;1.0;607.34;766.0;2015-02-03 00:00:00.00;"Надежда-Фарм" ЗАО; Элеганс ООО;Россия
Бандаж-пояс согревающий меховой арт.108 (овечья шерсть) XL (об талии 95-110см) ;1.0;289.89;366.0;2015-02-03 00:00:00.00;"Надежда-Фарм" ЗАО; Элеганс ООО;Россия
Бинт Мартенса 3.5м резина (инд уп-ка) ;2.0;107.38;136.0;2015-02-03 00:00:00.00;"Надежда-Фарм" ЗАО; Киевгума ООО;Украина
Диклофенак гель 1% 30г ;10.0;18.78;24.0;2015-02-03 00:00:00.00;"Надежда-Фарм" ЗАО; Индус Фарма Пвт.Лтд;Индия
Мыло Дегтярное 140г ;5.0;29.8;38.0;2015-02-03 00:00:00.00;"Надежда-Фарм" ЗАО; Невская косметика ОАО;Россия
АнвиМакс порошок д/пригот. р-ра для приема внутрь малиновый пак. 5г N6 Россия ;6.0;120.56;152.0;2015-02-03 00:00:00.00;Альянс; ФармВИЛАР НПО ООО;Россия
Бинелол табл. 5мг N14 Греция-Хорватия ;2.0;292.38;369.0;2015-02-03 00:00:00.00;Альянс; Specifar S.A. - Belupo;Греция-Хорватия
Бинелол табл. 5мг N28 Греция-Хорватия ;2.0;544.72;687.0;2015-02-03 00:00:00.00;Альянс; Specifar S.A. - Belupo;Греция-Хорватия
Биотру раствор универсальный д/конт. линз фл. 300мл США ;1.0;302.72;382.0;2015-02-03 00:00:00.00;Альянс; Bausch & Lomb Incorporated;США
Визин Классический капли глазн 0.05% фл пласт. с капельн. устр. 15мл Канада ;4.0;207.68;262.0;2015-02-03 00:00:00.00;Альянс; Keata Pharma Inc;Канада
Дилтиазем табл. 60мг N30 Македония ;2.0;96.36;122.0;2015-02-03 00:00:00.00;Альянс; Alkaloid AD;Македония
Доктор МОМ ананас пастилки N20 Индия ;3.0;73.04;93.0;2015-02-03 00:00:00.00;Альянс; Unique Pharmaceutical Laboratories;Индия
Имудон табл. д/рассас. N40 Россия ;2.0;461.89;582.0;2015-02-03 00:00:00.00;Альянс; Фармстандарт- Томскхимфарм ОАО;Россия
Инсти гранулы д/вн. р-ра саше 5,6г N5 Пакистан ;3.0;105.27;133.0;2015-02-03 00:00:00.00;Альянс; Herbion Pakistan Private Limited;Пакистан
Кальций Сандоз форте табл. шип 500мг N10 Франция ;1.0;171.05;216.0;2015-02-03 00:00:00.00;Альянс; Famar Orleans;Франция
Ко-Перинева табл. 0.625мг+2мг N30 Россия ;2.0;248.05;313.0;2015-02-03 00:00:00.00;Альянс; КРКА-Рус ООО;Россия
Левитра таб. п.п.о 20мг N1 Германия ;1.0;704.11;888.0;2015-02-03 00:00:00.00;Альянс; Bayer Pharma AG;Германия
Регидрон пор. д/р-ра внутр. пакеты 18.9г N20 Финляндия ;1.0;375.43;449.7;2015-02-03 00:00:00.00;Альянс; Orion Pharma International;Финляндия
Синекод сироп  фл 1.5мг/мл 100мл с колпач. мерн. Швейцария ;5.0;176.0;222.0;2015-02-03 00:00:00.00;Альянс; Novartis Consumer Health S.A.;Швейцария
Суприма-Бронхо сироп фл. 100мл ИндияРЕКЛАМА ;5.0;101.42;128.0;2015-02-03 00:00:00.00;Альянс; Shreya Life Sciences Pvt.Ltd;Индия
Уголь активированный табл. 0.25г N10 Россия ;250.0;5.83;7.4;2015-02-03 00:00:00.00;Альянс; Фармстандарт- Лексредства;Россия
Успокой гомеопат табл. N20 Россия ;3.0;46.97;60.0;2015-02-03 00:00:00.00;Альянс; Материа Медика Холдинг НПФ ООО;Россия
Фезам капс. N60 Россия ;5.0;187.11;236.0;2015-02-03 00:00:00.00;Альянс; ЗиО-Здоровье ЗАО;Россия
Фенкарол табл. 10мг N20 Латвия ;1.0;185.46;234.0;2015-02-03 00:00:00.00;Альянс; Olainfarm АО;Латвия
Хаггис Элит софт подгузники детские до 5кг N27 Россия ;1.0;258.5;326.0;2015-02-03 00:00:00.00;Альянс; Кимберли-Кларк ООО;Россия
Хлое табл. п.п.о. N28 Испания-Чехия ;2.0;495.55;625.0;2015-02-03 00:00:00.00;Альянс; Laboratorios Leon Pharma S.A.-Zentiva k.;Испания-Чехия
Ципринол табл. п.п.о 500мг N10 Словения ;3.0;107.25;128.4;2015-02-03 00:00:00.00;Альянс; КРКА;Словения
Энтерол капс 250мг N10 Франция ;2.0;216.59;273.0;2015-02-03 00:00:00.00;Альянс; Biocodex Laboratories;Франция
Алфавит Школьник табл. N60 Россия ;3.0;208.51;263.0;2015-02-03 00:00:00.00;Альянс; Внешторг фарма ООО;Россия
Колгейт Зиг Заг щетка зубная средней жесткости Вьетнам ;3.0;33.51;43.0;2015-02-03 00:00:00.00;Альянс; Colgate-Palmolive (Vietnam) Ltd;Вьетнам
Хелен Харпер прокладки на  грудь  N30 Бельгия ;2.0;102.43;130.0;2015-02-03 00:00:00.00;Альянс; Ontex BVBA;Бельгия
Анафранил 25мг Таб. п/о Х30 (R) ;2.0;289.8;345.3;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Новартис Фарма С.п.А.;ИТАЛИЯ
Ведикардол 12.5мг Таб. Х30 (R) ;2.0;47.93;60.2;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Синтез ОАО г.Курган;РОССИЯ
Налгезин 275мг Таб. п/пл/об. Х10 ;3.0;111.43;141.0;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; КРКА;СЛОВЕНИЯ
Нейромидин 20мг Таб. Х50 ;1.0;924.88;1166.0;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Олайнфарм АО;ЛАТВИЯ
Оптив капли глазные 10мл Фл.-кап. Х1 ;2.0;322.59;407.0;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Аллерган Сейлс ЛЛС;СОЕДИНЕННЫЕ ШТАТЫ
Остерепар 70мг Таб. Х4 (R) ;1.0;256.38;307.2;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Польфарма Фармацевтический завод;ПОЛЬША
Отривин 0.05% Спрей назальный дозир. д/детей 10мл Фл. п/э Х1 (R) ;5.0;142.01;169.2;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Новартис Консьюмер Хелс С.А.;ШВЕЙЦАРИЯ
Пимафуцин Ваг. Супп. 100мг Х3 (R) ;3.0;249.4;297.2;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Теммлер Италиа С.р.Л;ИТАЛИЯ
Ромашка Цветки 1,5г Фильтр-пакет Х20 ;18.0;37.57;48.0;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Красногорсклексредства ОАО;РОССИЯ
Фастум 2.5% гель д/наружного прим. 50г Туба Х1 ;3.0;280.16;354.0;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Берлин-Хеми АГ/Менарини Групп;ИТАЛИЯ
Фосфалюгель гель д/приема внутрь 16г Х20 ;3.0;292.69;369.0;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Фарматис (Астеллас);ФРАНЦИЯ
Церукал 10мг Таб. Х50 Б (R) ;5.0;108.36;129.1;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Плива Хрватска д.о.о.;ХОРВАТИЯ
Экзифин 1% крем д/наружного прим. 10г М ;2.0;175.13;221.0;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Д-р Редди'с Лабораторис Лтд;ИНДИЯ
Аква Марис Стронг Спрей назальн. 30 мл х1 ;2.0;195.27;247.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Jadran;Хорватия
Альгерика капс. 150 мг х14 ;5.0;428.56;510.5;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Teva Pharmaceutical Industries Ltd./Pliv;Хорватия
Аэртал табл. п/о плен 100 мг х60 ;1.0;669.05;844.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Almirall Prodesfarma/Gedeon Richter;Венгрия
Биопарокс аэроз. 0.125 мг/доза бал. 10 мл (400 доз) х1 ;3.0;421.98;532.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Servier/Egis;Венгрия
Варфарин табл. 2.5 мг х100 ;2.0;108.63;129.4;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Канонфарма продакшн;Россия
Вобэнзим табл. п/о киш.раст. х40 ;1.0;351.48;443.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Mucos Emulsions;Германия
Диабетон МВ табл. 60 мг (шк. 4607159860514) х30 ;10.0;267.6;318.8;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Сердикс ООО;Россия
Дюспаталин ретард капс. 200 мг х30 ;2.0;403.65;480.8;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Abbott Healthcare B.V./Abbott SAS;Нидерланды/Фран
Ингалипт аэроз. фл. 30 мл. х1 ;10.0;49.43;63.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Фармстандарт Лексредства Курск;Россия
Кеторол табл. п/о плен 10 мг х20 ;20.0;36.03;45.4;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Dr.Reddy`s laboratories Ltd.;Индия
Лошадиная сила бальзам-гель д/тела 500 мл. х1 ;2.0;356.4;450.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Р.КОСМЕТИК ООО;Россия
Напальчники латекс. инд.уп х5 ;40.0;7.4;10.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; АМТ - трейд;Россия
Нео-Анузол свечи х10 ;5.0;83.58;106.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Дальхимфарм;Россия
Пиаскледин капс. 300 мг х30 ;1.0;1436.15;1810.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Laboratoires Expanscience;
Раунатин табл. п/о 2 мг х50 ;5.0;77.17;98.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Вифитех;Россия
Сбор Противогеморроидальный ф/п. 2 г. (Проктофитол) х20 ;5.0;48.68;62.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Красногорсклексредства;Россия
Табекс табл. п/о плен 1.5 мг х100 ;2.0;620.05;782.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Sopharma;Болгария
Цедекс пор. д/пр.сусп. 36 мг/мл 30 мл. (мерн.стакан) х1 ;2.0;418.06;527.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Merck Sharp & Dohme;Нидерланды
Цефтриаксон  пор. д/приг. р-ра в/в, в/м 1 г. х1 ;32.0;16.06;19.8;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Рафарма;Россия
Аспектон спрей назальный 30мл фл инд уп ;1.0;180.4;228.0;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; Krewel Meuselbach GmbH;Германия
Кальций Сандоз Форте таб шипуч 500мг N20 пен полим инд уп ;1.0;271.81;343.0;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; Sandoz d.d./Famar France;Франция
Кетопрофен гель д/наруж прим 2,5% 50г туба инд уп ;5.0;72.16;91.0;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; VetProm AD;Болгария
Кордиамин капли д/приема внутрь 25% 30мл фл-кап т/с инд уп ;4.0;129.8;164.0;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; Татхимфармпрепараты ОАО;Россия
Лактофильтрум таб N60 (уп конт яч N15х4) инд уп ;3.0;319.77;403.0;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; Авва Рус ОАО;Россия
Персен таб п/о N40 (уп конт яч N10х4) ;3.0;262.13;331.0;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; Lek d. d.;Словения
БАХИЛЫ ПОЛИЭТИЛЕ ГЛАДКИЕ (ПАРА) суперпроч 25г/м2 инд/уп ;100.0;2.26;3.0;2015-02-03 00:00:00.00;"Фармпартнёр" ООО ТД; ЛЕЙКО ООО;РОССИЯ
БИСЕПТОЛ ТАБ 480МГ №28 ;10.0;86.03;102.4;2015-02-03 00:00:00.00;"Фармпартнёр" ООО ТД; ПОЛЬФА ПАБЬЯНИЦКИЙ Ф-З;ПОЛЬША
ДЕ-НОЛ ТАБ 120МГ №56 ;2.0;498.2;594.6;2015-02-03 00:00:00.00;"Фармпартнёр" ООО ТД; АСТЕЛЛАС ЮРОП;НИДЕРЛАНДЫ
МОТИЛАК ТАБ ДЛЯ РАСС 10МГ №30 ;2.0;254.4;321.0;2015-02-03 00:00:00.00;"Фармпартнёр" ООО ТД; ВЕРОФАРМ ОАО;РОССИЯ
ПАНКРЕАТИН ТАБ 25ЕД №60 БЛИСТЕР В ИНД/УП ;40.0;41.63;51.5;2015-02-03 00:00:00.00;"Фармпартнёр" ООО ТД; ИРБИТСКИЙ ХФЗ ОАО;РОССИЯ
ТАУРИН(ТАУФОН) КАП ГЛАЗ ФЛ/КАП 4% 10МЛ ;15.0;9.04;12.0;2015-02-03 00:00:00.00;"Фармпартнёр" ООО ТД; ЛЕККО ФФ ЗАО;РОССИЯ
Ад-минус таб. 0,55г №40 ;2.0;133.21;168.0;2015-02-03 00:00:00.00;"Протек" ЗАО ЦВ; Эвалар;Россия
Азопт капли глазные 1% 5мл фл-кап.пластиковый ;2.0;534.38;674.0;2015-02-03 00:00:00.00;"Протек" ЗАО ЦВ; S.A. Alcon-Couvreur n.v.;Бельгия
Актипол гл. капли 0,007% фл. 5мл ;2.0;164.23;207.0;2015-02-03 00:00:00.00;"Протек" ЗАО ЦВ; Диафарм;Россия
Алфлутоп р-р д/ин. амп. 2мл №5 ;1.0;1679.59;2117.0;2015-02-03 00:00:00.00;"Протек" ЗАО ЦВ; Biotechnos SA;Румыния
Альгерика капс. 300мг №56 ;1.0;2642.53;3016.5;2015-02-03 00:00:00.00;"Протек" ЗАО ЦВ; Плива Хрватска д.о.о;Хорватия
Атенолол никомед таб. п/о плен. 50мг №30 ;5.0;34.87;43.8;2015-02-03 00:00:00.00;"Протек" ЗАО ЦВ; Nycomed GmbH;Германия
Бинт эластичный компрессионный средней растяжимости клинса (интекс) 8 см х 3.0 м ;2.0;108.79;138.0;2015-02-03 00:00:00.00;"Протек" ЗАО ЦВ; Интертекстиль;Россия
Бисакодил-хемофарм таб. 5мг №30 ;10.0;24.97;30.9;2015-02-03 00:00:00.00;"Протек" ЗАО ЦВ; Hemofarm;Сербия
