Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
ИБУПРОФЕН ТАБ 200МГ №50 ;5.0;16.5;21.2;2015-02-04 00:00:00.00;ООО "Фармпартнер"; БОРИСОВСКИЙ З-Д;БЕЛАРУСЬ
ЛЮГОЛЬ СПРЕЙ Д/МЕСТН 1% ФЛ 50Г ;3.0;84.69;101.6;2015-02-04 00:00:00.00;ООО "Фармпартнер"; ЛЕКАРЬ ООО;РОССИЯ
ПРОКЛАДКИ НАТАЛИ №20 ЕЖЕДНЕВНЫЕ СОФТ 1 КАП (Е-10) ;10.0;28.6;41.0;2015-02-04 00:00:00.00;ООО "Фармпартнер"; ГИГИЕНА-СЕРВИС;РОССИЯ
ТАБЛЕТКИ ОТ КАШЛЯ №10 ;10.0;28.05;40.0;2015-02-04 00:00:00.00;ООО "Фармпартнер"; ДАЛЬХИМФАРМ;РОССИЯ
ЭНАМ ТАБ 5МГ №20 ;3.0;34.12;42.2;2015-02-04 00:00:00.00;ООО "Фармпартнер"; ДР РЕДДИС ЛАБОРАТОРИС;ИНДИЯ
SENI ПЕЛЕНКА SOFT BASIC 90X60 N10 ;12.0;153.89;218.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; ТОРУНСКИЙ З-Д ПЕРЕВЯЗОЧНЫХ МАТЕРИАЛОВ;Польша
АМОКСИКЛАВ 0,5+0,125 N15 ТАБЛ П/О ;2.0;350.46;419.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; Лек Д.Д.;Словения
Берлиприл 10мг №30 тб.;2.0;112.97;134.6;2015-02-04 00:00:00.00;ЗАО НПК "Катрен";;
Бифиформ  №30 капс.;3.0;337.04;502.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен";;
ВИШНЕВСКОГО 30,0 ЛИНИМЕНТ ;5.0;16.5;22.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; Зеленая Дубрава;Россия
ЗОВИРАКС 5% 5,0 КРЕМ ;1.0;175.23;209.2;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; Глаксо Вэллком Оперэйшенс;Соединенное королевство
ИЗОПРИНОЗИН 0,5 N20 ТАБЛ ;1.0;459.36;463.3;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; Лузомедикамента-Тех.фарм.общ./Фарм.завод Тева Прайвэт Ко.Лтд.;Португалия
Изопринозин 0.5 №50 тб.;1.0;1207.03;1218.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен";;
Кларитин 10мг № 7 тб.;1.0;148.17;179.1;2015-02-04 00:00:00.00;ЗАО НПК "Катрен";;
Линекс №16 капс.;3.0;268.84;369.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен";;
ЛИНЕКС N32 КАПС /БЛИСТ/ ;2.0;422.18;582.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; Лек Д.Д.;Словения
Лопедиум 2мг №10 капс.;10.0;23.76;29.4;2015-02-04 00:00:00.00;ЗАО НПК "Катрен";;
Метронидазол 0.25г Таб. Х20;1.0;7.7;7.7;2015-02-04 00:00:00.00;ЗАО НПК "Катрен";;
Моночинкве 40мг №30 тб.;1.0;168.52;200.8;2015-02-04 00:00:00.00;ЗАО НПК "Катрен";;
МОТИЛИУМ 0,01 N10 ТАБЛ Д/РАССАС ;2.0;317.02;445.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; Каталент ЮК Суиндон Зайдис Лимитед /Янссен-Силаг С.п.а.;Италия
НО-ШПА 0,04 N24 ТАБЛ ;3.0;121.33;144.7;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; Хиноин Завод Фармацевтических и Химических продуктов А.О.;Венгрия
ПОЧЕЧНЫЙ ЧАЙ 1,5 N20 Ф/П ПОР ;3.0;38.61;51.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; ЗДОРОВЬЕ ФИРМА;Россия
ТЕТРАЦИКЛИН 1% 3,0 ГЛ МАЗЬ ;3.0;30.91;38.3;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; Татхимфармпрепараты ОАО;Россия
Тетрациклиновая Мазь 3% 15г;3.0;21.56;27.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен";;
КРЕМ ДЕТСКИЙ ПРОТИВОАЛЛЕРГИЧЕСКИЙ 75МЛ ;5.0;48.71;67.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; ИНФАРМА 2000 (ООО);Россия
КРЕМ-БАЛЬЗАМ ОБЛЕПИХА С МУМИЕ ФОРТЕ 75МЛ ;3.0;61.91;82.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; ДИНА+ ООО;Россия
ЛЕСНОЙ БАЛЬЗАМ ЗУБНАЯ ПАСТА КОРА ДУБА/ПИХТА ОТВ75М ;5.0;42.59;56.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен"; КАЛИНА ОАО;Россия
Фитолакс таб.№20;5.0;120.51;166.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен";;
ШАЛФЕЙ Б/САХАРА N20 ТАБЛ Д/РАССАСЫВАНИЯ;5.0;34.91;46.0;2015-02-04 00:00:00.00;ЗАО НПК "Катрен";;
Аскорбиновая к-та  БАД таб 3г N10 с сахаром (крутка) ;25.0;4.4;6.5;2015-02-04 00:00:00.00;ООО "Надежда Фарм"; Аскопром ООО;Россия
Бумага туалетная Belux N4 (персиковая) ;12.0;55.32;80.0;2015-02-04 00:00:00.00;ООО "Надежда Фарм"; Семья и Комфорт ООО;Россия
Бумага туалетная Belux N4 (салатовая) ;12.0;55.32;80.0;2015-02-04 00:00:00.00;ООО "Надежда Фарм"; Семья и Комфорт ООО;Россия
Ватные палочки N100 Белла (пакет) ;10.0;18.33;26.0;2015-02-04 00:00:00.00;ООО "Надежда Фарм"; Белла ООО;Россия
Горный Чистотел крем д/ног 100мл ;3.0;76.35;109.0;2015-02-04 00:00:00.00;ООО "Надежда Фарм"; Дина Плюс ООО/Эльфарма ООО;Россия
З/паста Колгейт  50мл крепкие зубы/свежее дыхание ;5.0;32.85;47.0;2015-02-04 00:00:00.00;ООО "Надежда Фарм"; Колгейт-Палмолив;Китай
Кофеин бензоат натрия таб 0.1г N6 ;10.0;24.74;35.0;2015-02-04 00:00:00.00;ООО "Надежда Фарм"; Татхимфармпрепараты ОАО;Россия
Льна семена 100г ;3.0;16.42;24.0;2015-02-04 00:00:00.00;ООО "Надежда Фарм"; Ленмедснаб ООО;Россия
Мыло  жидкое Страна сказок д/детей 300мл от 0 лет ;10.0;45.06;64.0;2015-02-04 00:00:00.00;ООО "Надежда Фарм"; Шанте Бьюти ООО;Россия
Презерватив Viva N1 (для УЗИ) ;100.0;6.76;10.0;2015-02-04 00:00:00.00;ООО "Надежда Фарм"; КАРЕКС ИНДАСТРИЗ СДН.БХД;Малайзия
Шалфея листья ф/п 1.5г N20 ;5.0;28.75;41.0;2015-02-04 00:00:00.00;ООО "Надежда Фарм"; ЛЕК С+ ООО;Россия
Алмагель а сусп. д/вн. приема фл. 170мл ;5.0;155.98;223.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Balkanpharma;Болгария
Амбробене сироп 15мг/5мл фл.100мл ;2.0;106.15;127.4;2015-02-04 00:00:00.00;ЗАО "Протек"; Merckle GmbH.;Германия
Аскорил таб. №10 ;1.0;145.2;207.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Glenmark Pharma;Индия
Аспаркам таб. №50 ;3.0;35.97;45.2;2015-02-04 00:00:00.00;ЗАО "Протек"; Медисорб;Россия
Бандаж абдоминал. трикотажно-эластичный бкп-унга супер р.4 ;3.0;287.54;410.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Тонус ОАО/Протек-СВМ;Россия
Бандаж абдоминал. трикотажно-эластичный бкп-унга супер р.7 ;5.0;281.49;402.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Тонус ОАО/Протек-СВМ;Россия
Бетадин р-р 10% 30мл ;2.0;145.53;175.6;2015-02-04 00:00:00.00;ЗАО "Протек"; Egis;Венгрия
Бифидумбактерин 1000 таб. №30 (бад) ;2.0;73.88;105.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Экко плюс;Россия
Дерматикс гель силик. для ремоделирования рубцов и предотвращения их образования туба 15г ;1.0;1837.77;1856.1;2015-02-04 00:00:00.00;ЗАО "Протек"; Hanson medical;Соединенные шта
Живокост с хондроитином крем-бальзам для суставов туба 100мл ;2.0;85.88;86.7;2015-02-04 00:00:00.00;ЗАО "Протек"; Твинс Тэк;Россия
Заменитель сахара рио gold таб. №300 ;2.0;50.27;72.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Sweet Life Ltd.;Китай
Имодиум таб. д/рассас. 2мг №6 ;3.0;140.58;170.6;2015-02-04 00:00:00.00;ЗАО "Протек"; Janssen-Cilag S.p.A;Италия
Калоприемник полимерный запахонепроницаемый №5 абуцел-к ;5.0;318.75;452.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Пальма ТОО;Россия
Кеторол таб. п/о. 10мг №20 ;10.0;37.62;46.9;2015-02-04 00:00:00.00;ЗАО "Протек"; Dr. Reddy's lab.;Индия
Клацид ср таб. пролонг.действ. п/о плён. 500мг №5 ;1.0;429.55;515.7;2015-02-04 00:00:00.00;ЗАО "Протек"; Эйсика Куинборо Лимитед;Соединенное кор
Латран таб. п/о 4мг №10 ;3.0;289.08;397.1;2015-02-04 00:00:00.00;ЗАО "Протек"; Фармзащита НПЦ;Россия
Лиотон 1000 гель д/нар. прим. 1тыс.ме/г туба 30г ;1.0;276.43;392.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Менарини Мэньюфекчуринг Лоджистикс энд Сервисиз С.р.Л.;Италия
Нурофен форте таб. п/о 400мг №12 ;3.0;84.26;101.3;2015-02-04 00:00:00.00;ЗАО "Протек"; Reckitt Benckiser Healthcare (UK) Limited;Соединенное кор
Омез капс. 20мг №30 ;5.0;160.6;192.6;2015-02-04 00:00:00.00;ЗАО "Протек"; Dr. Reddy's lab.;Индия
Освежитель полости рта блиц-фреш мятный фл. 25мл ;3.0;36.84;53.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Биокон;Украина
Пенталгин таб. п/о №12 ;10.0;88.99;127.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Фармстандарт-Лексредства ОАО;Россия
Пентоксифиллин таб. п/о кш/раств. 100мг №60 ;2.0;56.98;81.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Органика;Россия
Крем д/рук "постирушки" увлажняющий 40 мл в  ламинатной тубе ;3.0;21.11;30.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Аванта ОАО;Россия
Сумамед таб. п/о 500мг №3 ;2.0;436.26;526.3;2015-02-04 00:00:00.00;ЗАО "Протек"; Pliva;Хорватия
Супрастин р-р для в/в и в/м введ 20мг/мл амп 1 мл №5 ;1.0;127.6;154.2;2015-02-04 00:00:00.00;ЗАО "Протек"; Egis;Венгрия
Супрастин таб. 25мг №20 ;5.0;111.87;134.4;2015-02-04 00:00:00.00;ЗАО "Протек"; Egis;Венгрия
Тавегил таб. 1мг №10 ;10.0;100.32;143.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Фамар Италия С.п.А. IT;Италия
Трихопол таб. 250мг №20 ;3.0;66.88;80.9;2015-02-04 00:00:00.00;ЗАО "Протек"; Polpharma;Польша
Феназепам таб. 1мг №50 ;5.0;89.32;107.7;2015-02-04 00:00:00.00;ЗАО "Протек"; Валента Фармацевтика.ОАО;Россия
Фенистил гель д/нар. прим. 0,1% туба 30г ;1.0;262.57;374.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Novartis Consumer Health;Швейцария
Физиотенз таб. п/о плён. 0,4мг №14 ;1.0;384.34;460.2;2015-02-04 00:00:00.00;ЗАО "Протек"; Rottendorf Pharma GmbH;Германия
Фолиевая кислота таб. 500мкг/100мг №50(бад) ;10.0;14.16;20.0;2015-02-04 00:00:00.00;ЗАО "Протек"; ООО Внешторг Фарма;Россия
Фурацилин таб. для приг раствора д/местного прим. 20мг №10 ;10.0;41.91;59.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Татхимфармпрепараты;Россия
Цистон таб. №100 ;2.0;267.85;380.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Himalaya Drug;Индия
Юниэнзим с мпс таб. п/о №20 ;5.0;75.13;107.0;2015-02-04 00:00:00.00;ЗАО "Протек"; Unichem Laboratories Ltd;Индия
БКП-УНГА СУПЕР бандаж размер 8  Россияарт. С-321 ;5.0;281.82;399.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Тонус;Россия
Дексалгин-25 табл. п.п.о 25мг N10 Испания ;1.0;224.18;317.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Laboratorios Menarini S.A.;Испания
Диоксидин р-р д/внутриполост. и наружн. примен. 10мг/мл амп. 10мл N10 Россия ;1.0;355.74;502.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Новосибхимфарм ОАО;Россия
Доктор МОМ апельсин пастилки N20 Индия ;2.0;78.43;112.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Unique Pharmaceutical Laboratories;Индия
Доктор МОМ лимон пастилки N20 Индия ;2.0;73.92;105.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Unique Pharmaceutical Laboratories;Индия
Доктор МОМ малина пастилки N20 Индия ;2.0;77.77;110.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Unique Pharmaceutical Laboratories;Индия
Доктор МОМ пастилки ягодные N20 Индия ;2.0;78.87;112.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Unique Pharmaceutical Laboratories;Индия
Ингалипт аэр. 30мл Россия ;3.0;41.69;59.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; АлтайВитамины ЗАО;Россия
Лазолван сироп 30мг/5мл фл.100мл Испания ;1.0;230.34;279.6;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Boehringer Ingelheim Espana S.A.;Испания
Лориста Н 100 табл. п.п.о 12.5мг+100мг N30 Словения ;2.0;259.38;367.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; KRKA d.d. Novo mesto АО;Словения
Персен форте капс. N10 Словения ;2.0;156.75;223.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Lek D.D.;Словения
Сенаде табл. N500 Индия ;1.0;526.68;633.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Cipla Ltd.;Индия
Тена Леди Экстра Плюс прокладки впитывающие  N8 Нидерланды ;3.0;153.56;217.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; SCA Hygiene Products Hoogezand B.V;Нидерланды
Транексам табл. п.п.о 250мг N10 Россия ;1.0;202.84;242.8;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Обнинская химико-фармацевтическая компан;Россия
Троксевазин капс 300мг N50 Болгария ;1.0;268.62;381.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Balkanpharma-Razgrad AD;Болгария
Холисал гель стомат. туба 10г Польша ;2.0;260.15;367.0;2015-02-04 00:00:00.00;ОАО "Альянс Хэлскеа Рус"; Jelfa SA;Польша
5-НОК 0,05 N50 ТАБЛ П/О ;2.0;163.57;230.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Лек Д.Д.;Словения
БИНТ НЕСТЕРИЛЬНЫЙ LIFE 7МХ14СМ ИНД/УП ;30.0;13.42;18.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; ХБК Навтекс;Россия
БИСАКОДИЛ 0,005 N30 ТАБЛ П/О ;5.0;11.44;14.1;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Биоком;Россия
ГРАММИДИН НЕО N18 ТАБЛ Д/РАССАС ;1.0;155.98;215.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Валента Фармацевтика;Россия
ГРАММИДИН НЕО С АНЕСТЕТИКОМ N18 ТАБЛ Д/РАССАС ;1.0;165.99;230.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Валента Фармацевтика;Россия
ГУТТАЛАКС 0,005 N50 ТАБЛ ;2.0;373.89;515.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Дельфарм Реймс;Франция
Гутталакс 30мл;1.0;363.77;505.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен";;
КАМЕТОН 30,0 АЭРОЗОЛЬ ;5.0;44.88;61.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Лексредства ОАО;Россия
НЕЙРОМУЛЬТИВИТ N20 ТАБЛ П/О ;3.0;157.96;217.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Г.Л. Фарма ГмбХ/Ланнахер Хайльмиттель ГмбХ;Австрия
Сбор Урологический ф/п№20;3.0;55.66;76.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен";;
Сорбифер дурулес №50 Egis;2.0;392.48;540.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен";;
ТОКОФЕРОЛА АЦЕТАТ 0,1/МЛ 20МЛ ФЛАК Р-Р МАСЛ ;1.0;19.8;24.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; ЭКОлаб (ЗАО);Россия
Фенюльс Капс. Х30;2.0;110.77;161.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен";;
ФЕРРУМ-ЛЕК 0,05/МЛ 2МЛ N5 АМП Р-Р В/М ;3.0;841.61;1170.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Лек Д.Д.;Словения
Эналаприл   5мг №20 таб.;10.0;7.59;9.4;2015-02-05 00:00:00.00;ЗАО НПК "Катрен";;
Эналаприл Hexal  5мг №20 тб. (Германия);5.0;45.98;56.9;2015-02-05 00:00:00.00;ЗАО НПК "Катрен";;
AURA САЛФЕТКИ ВЛАЖ ULTR COMF АЛОЭ+ВИТ Е Д/ДЕТN100 ;24.0;51.89;72.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Коттон Клаб ООО;Россия
ВАЛЕРИАНА ЭКСТРА N50 ТАБЛ ;10.0;18.79;25.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; БИОКОР ООО;Россия
ВАЛЕРИАНА+ХМЕЛЬ+МЯТА N50 ДРАЖЕ ;10.0;21.57;28.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Парафарм ООО;Россия
ЛЕСНОЙ БАЛЬЗАМ ОПОЛАСКИВАТЕЛЬ РОМАШ/БЕРЕЗ СОК250МЛ ;3.0;66.11;87.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; КАЛИНА ОАО;Россия
Берлиприл 5 таб. 5мг №30 ;5.0;72.93;87.2;2015-02-05 00:00:00.00;ЗАО "Протек"; Berlin-Chemie;Германия
Бинт липкий проницаемый ( бинтли - т ) 10см х 200см ;26.0;45.65;65.0;2015-02-05 00:00:00.00;ЗАО "Протек"; Пальма ТОО;Россия
Веторон-е флакон-капельница 2% 20мл (водорастворимый) ;2.0;156.48;223.0;2015-02-05 00:00:00.00;ЗАО "Протек"; Внешторг Фарма/Биосфера;Россия
Вольтарен эмульгель 1% 20г ;1.0;147.18;210.0;2015-02-05 00:00:00.00;ЗАО "Протек"; Novartis Consumer Health;Швейцария
Гематоген "русский" с 40г (бад) ;48.0;9.5698;14.0;2015-02-05 00:00:00.00;ЗАО "Протек"; Фарм-Про ООО;Россия
Гептрал лиоф. пригот. р-ра в/в и в/м введ. 400 мг фл. №5 в комплекте с р-лем (l-лизина р-р амп. 5мл) ;1.0;1533.29;1751.0;2015-02-05 00:00:00.00;ЗАО "Протек"; Эббот С.р.Л./Фамар Л'Эйль;Франция
Диабетон мв таб. с модиф. высвоб. 60мг №30 ;3.0;264.99;317.2;2015-02-05 00:00:00.00;ЗАО "Протек"; Сердикс ООО;Россия
Индовазин гель 45г ;2.0;181.94;258.0;2015-02-05 00:00:00.00;ЗАО "Протек"; Balkanpharma;Болгария
Кетанов таб. п/о покрытые пленочной оболочкой 10мг №20 ;10.0;48.73;60.8;2015-02-05 00:00:00.00;ЗАО "Протек"; Ранбакси Лабораториз Лимите IN;Индия
Лаума бинт эластичный вр 8х300см ;12.0;187.55;265.0;2015-02-05 00:00:00.00;ЗАО "Протек"; Lauma;Латвия
Метопролол  таб. 50мг №30 ;5.0;16.06;20.1;2015-02-05 00:00:00.00;ЗАО "Протек"; Ирбитский ХФЗ;Россия
Панангин конц. д/приг. р-ра д/инф 45,2 мг/мл+40мг/мл амп. 10 мл № 5 ;2.0;130.57;156.7;2015-02-05 00:00:00.00;ЗАО "Протек"; Gedeon Richter;Венгрия
Расторопши масло капс. 0.3г №100 (бад) ;3.0;29.24;42.0;2015-02-05 00:00:00.00;ЗАО "Протек"; РеалКапс ЗАО;Россия
Ретинола ацетат кап. д/приема внутрь и нар. прим. 3,44% фл.10мл ;3.0;34.65;49.0;2015-02-05 00:00:00.00;ЗАО "Протек"; Санкт-Петербургская ф.ф.;Россия
Сонные таб. 0,55г №30 (бад) ;3.0;119.44;169.0;2015-02-05 00:00:00.00;ЗАО "Протек"; Леовит нутрио ООО;Россия
Сорбифер дурулес таб. п/о №30 ;3.0;308.57;435.0;2015-02-05 00:00:00.00;ЗАО "Протек"; Egis;Венгрия
Фалиминт драже 25мг №20 ;2.0;170.17;241.0;2015-02-05 00:00:00.00;ЗАО "Протек"; Berlin-Chemie;Германия
Фокусин капс. с модиф. высвобожд. 0,4мг №30 ;2.0;430.76;521.4;2015-02-05 00:00:00.00;ЗАО "Протек"; Зентива к.с.;Чешская республ
Анаприлин тб 40мг N30 ;3.0;5.33;6.6;2015-02-10 00:00:00.00;ООО "Здравсервис"; Фармстандарт-Лек;РОС
Грандаксин тб 50мг №20 ;2.0;265.9;372.0;2015-02-10 00:00:00.00;ООО "Здравсервис"; Эгис фармацевтический завод ОАО;ВЕН
Индоколлир капли глазн 0.1% 5мл фл-кап ;1.0;231.75;233.9;2015-02-10 00:00:00.00;ООО "Здравсервис"; Laboratoire Chauvin;ФРА
Калоприемник Абуцел-ВТ №5 ;2.0;363.8;510.0;2015-02-10 00:00:00.00;ООО "Здравсервис"; ГК Пальма ООО;РОС
Метилурацил тб 500мг N50 ;3.0;183.04;254.0;2015-02-10 00:00:00.00;ООО "Здравсервис"; Обновление ПФК;РОС
Пектусин табл. N10 ;10.0;21.68;30.0;2015-02-10 00:00:00.00;ООО "Здравсервис"; Фармстандарт-Лек;РОС
Салфетки Аура д/детей со зверобоем №15 ;24.0;14.7;20.0;2015-02-10 00:00:00.00;ООО "Здравсервис"; Коттон Клаб ООО;РОС
Терафлю от гриппа и простуды пор раств саше вкус лимона №10 ;1.0;258.82;360.0;2015-02-10 00:00:00.00;ООО "Здравсервис"; Фамар Франция/Новартис Консьюмер Хелс;ФРА
Фенистил Пенцивир крем 1% 2г ;1.0;187.81;258.0;2015-02-10 00:00:00.00;ООО "Здравсервис"; Новартис Фарма Продуксьон Гмбх;ГЕР
Чулок компрессионный до колена разм №1 ;4.0;143.65;199.0;2015-02-10 00:00:00.00;ООО "Здравсервис"; ЛПП Фарм;РОС
Чулок компрессионный до колена разм №3 ;4.0;130.59;181.0;2015-02-10 00:00:00.00;ООО "Здравсервис"; ЛПП Фарм;РОС
Березы почки  35г ;2.0;68.2;97.0;2015-02-10 00:00:00.00;ООО "Надежда Фарм"; ЛЕК С+ ООО;Россия
Бинт 7х 14 стер фиксирующ из неткан полотна ;50.0;9.71;14.0;2015-02-10 00:00:00.00;ООО "Надежда Фарм"; Лейко ООО;Россия
Доксициклина г/х капс 0.1г N10 ;3.0;12.77;15.8;2015-02-10 00:00:00.00;ООО "Надежда Фарм"; Синтез ОАО;Россия
Лизиноприл таб 10мг N20 ;2.0;13.36;16.5;2015-02-10 00:00:00.00;ООО "Надежда Фарм"; Озон ООО;Россия
