мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
хпя-19 яопеи мюгюкэмши 20лк;2.0;392.26;549.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;SOLVAY PHARM. SAS/тюплярюмдюпр;пняяхъ
инйя  яопеи д/леярм опхл тк  30лк;2.0;222.2;311.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;юибщйя-вп ю.я.;веухъ
йюкэжхи д3 мхйнлед рюа. фебюр юоекэяхм ╧100;1.0;458.26;642.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;мхйнлед тюплю юя;мнпбецхъ
йюояхйюл люгэ д/мюпсф. опхл. рсаю 30ц;5.0;175.45;246.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;рюккхммяйхи утг;щярнмхъ
йнкцеир йнлокейямне нраекхбюмхе оюярю гсамюъ рсаю 100лк онкэью;1.0;101.83;143.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;COLGATE-PALMOLIVE;рспжхъ
йнлахмхк-дсн тк.-йюоекэмхжю 5лк;2.0;237.16;332.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;опнлед щйяонпря обр.крд;хмдхъ
йнпецю йпел д/тхйяюжхх гса. опнрегнб меирпюкэмши бйся 40ц;3.0;197.77;277.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;ярюттнпд лхккеп;хпкюмдхъ
йнпецю йпел д/тхйяюжхх гсамшу опнрегнб нябеф бйся рсаю 40лк;2.0;194.58;272.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;GLAXOSMITHKLINE/STAFFORD MILLER;хпкюмдхъ
йнпмепецекэ цк. цекэ 5% рсаю 5ц;2.0;245.96;344.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;DR.GERHARD MANN;цеплюмхъ
йпную деряйхе бкюфмше яюктерйх нвхы оюмремнк ╧72;3.0;85.55;133.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;цпюмд ю.б. ннн;пняяхъ
к-рхпнйяхм 100 аепкхм-уелх рюа100лйц ╧100;5.0;134.42;160.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;аепкхм-уелх юц;цеплюмхъ
кюйюкчр оюярю гсамюъ яемяхрхб рсаю 75лк;2.0;149.39;209.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;днйрнп рюияя мюрспбюпем цлау;цеплюмхъ
кюйрюжхд яп-бн д/хмрхл.цхцхемш 200 лк. я днгюрнпнл мнбши 200лк;2.0;166.03;232.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;цкюйянялхрйкъим хмй.;тпюмжхъ
кхаейяхм рюа. 100лц ╧20;2.0;330.66;463.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;ухмнхм гюбнд тюплюжебрхвеяйху х ухлхвеяйху опндсйрнб;бемцпхъ
кнпхярю 0,025 N30 рюак о/окем/нанкнв;3.0;169.4;202.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;KRKA;пняяхъ
кнпхярю рюа. о/о/н 50лц ╧60;3.0;309.43;371.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;KRKA;пняяхъ
кчрехм-йнлокейя рюа. 500лц ╧60;1.0;360.14;504.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;б-лхм ннн/щйнлхп;пняяхъ
лейяхднк п-п б/б х б/л ббед. 50лц/лк 5лк ╧5;5.0;358.49;430.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;юплюбхпяйюъ ахнкнц. т-йю тцсо;пняяхъ
лереняоюглхк йюоя. ╧30;1.0;342.1;479.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;люинкх яохмдкеп;тпюмжхъ
лнмнопхк рюа 20лц ╧28;1.0;332.75;466.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;апхярнк-люиепя яйбхаа (аля);хрюкхъ
лскэрх-рюая люкшь йюкэжхи+ аюмюм фебюр. рюа ╧30;1.0;251.46;352.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;теппняюм ю/я;дюмхъ
мюрспю яхаепхйю йпел д/кхжю дмебмни д/ясуни йнфх тк 50лк;1.0;216.06;302.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;мюрспю яхаепхйю;пняяхъ
мюрспю яхаепхйю люяйю накеохую д/онбпефдем бнкня 300лк;1.0;215.11;301.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;мюрспю яхаепхйю;пняяхъ
мюрспеккю опнйкюдйх люйях я йпшк N8у2;2.0;106.44;149.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;PROCTER & GAMBLE;бемцпхъ
мютрхгхм 0.1% 15лк йюокх мюгюк. тк.-йюо хмд союй;288.0;22.44;35.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;кеййн тт гюн;пняяхъ
мелнгнк рюа. о/н 400лц ╧1;2.0;226.6;317.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;хойю кюанпюрнпхг кхлхред;хмдхъ
мхгнпюк ьюлосмэ 20лц/ц 60лк;1.0;492.25;689.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;ъмяяем яхкюц;аекэцхъ
мхйнткейя люгэ 50ц;2.0;134.75;189.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;пеюмюк ю/н;бемцпхъ
мнбн-оюяяхр п-п д/опхелю бмсрпэ тк 100лк;3.0;155.87;218.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;IVAX-CR A.S.;веухъ
мнйяопеи яопеи мюг. 0,5лц/лк тк. 20лк;5.0;115.39;162.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;яоепйн сйпюхмю яо;сйпюхмю
мнкэоюгю рюа о/н йхьевмнпюярбнпхлше 20лц ╧28;3.0;200.97;281.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;KRKA;якнбемхъ
мннрпнохк рюа. о/н 1200лц ╧20;2.0;240.13;287.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;UCB PHARMA S.P.A.;аекэцхъ
накеохунбне люякн хг окнднб х кхярэеб 50лк;3.0;154.44;216.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;йюрсмэ-нкесл ннн;пняяхъ
нпюк ах опн щйяоепр гса.ыерйю юмрхаюйрепхюкэмюъ  40 япедмъъ 1ьр;2.0;177.59;249.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;PROCTER & GAMBLE;хпкюмдхъ
оюмюбхп цекэ 0,002% рсаю 3ц;2.0;130.68;183.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;гекемюъ дсапюбю гюн;пняяхъ
оюмгхмнпл тнпре 20000 рюа о/н йхьевмнпюярб ╧30;2.0;199.65;239.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;KRKA;якнбемхъ
оюмйпеюрхм 25 ед рюа. о/н йхьевмнп ╧60;50.0;39.27;49.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;хпахряйхи утг нюн;пняяхъ
оюмрнцюл рюа. 500лц ╧50;1.0;537.35;752.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;охй-тюплю ннн;пняяхъ
оемрнбхр рюа. о/н ╧50;5.0;46.2;72.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;юкрюибхрюлхмш гюн;пняяхъ
онднпнфмхйю анкэьнцн кхярэъ 50ц;3.0;32.56;50.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;хбюм-вюи гюн;пняяхъ
онкхнйяхднмхи ясоо. д/бюц. хкх пейр. ббед. 12лц ╧10;1.0;889.24;1013.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;оерпнбюйя тюпл мон ннн;пняяхъ
опегхдемр оюярю гсамюъ щйяйкчгхб рсаю 100лк;2.0;149.51;209.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;BETAFARMA;хрюкхъ
опнйрняедхк люгэ д/леярм. опхл. 10 ц;2.0;277.31;388.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;AVENTIS PHARMA;хмдхъ
опнмнпюм рюа. я йнмрп. бшябнанфд. о/н 50лц ╧30;5.0;563.53;789.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;SERVIER;тпюмжхъ
пюдебхр юйрхб люгэ 35ц;1.0;307.45;430.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;перхмнхдш тмоо гюн;пняяхъ
пегюкчр опн йюоя 300лц ╧50;1.0;726.88;1018.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;аепкхм-уелх юц/п.о.ьепеп цлау х йн.йц;цеплюмхъ
пекхт  ясоо пейр ╧12;3.0;306.79;430.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;яюцлек хмй;яью
пеммх рюа. феб.юоекэяхм ╧24;3.0;170.5;239.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;аюиеп;тпюмжхъ
пеммх рюа. фебюр. лемрнк ╧12 ;3.0;112.53;158.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;аюиеп;тпюмжхъ
пеммх рюа. фебюр. лемрнк ╧24;2.0;183.92;257.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;аюиеп;тпюмжхъ
яюмнпхм C люякнл щбйюкхорю щлскэяхъ-йюокх 0,1% тк 10лк;10.0;93.5;145.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;юибщйя тюплюяэчрхйюкя я.п.н.;веухъ
яемяндхм трнп оюярю гсамюъ 50лк;1.0;101.13;142.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;GLAXOSMITHKLINE;бекхйнапхрюмхъ
яхмейнд яхпно 1,5лц/лк тк 100лк;5.0;175.78;246.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;NOVARTIS CONSUMER HEALTH;ьбеижюпхъ
яхмсопер дпюфе ╧50;5.0;254.76;357.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;ахнмнпхйю юц;цеплюмхъ
якегхм йюокх цкюгмше 3лц/лк+1лц/лк тк-йюоекэмхжю 15лк;1.0;157.96;221.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;й.н. пнлтюпл йнлоюмх я.п.к.;пслшмхъ
;1.0;86.14;134.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;;
яокюр тхрн рюа 300лц ╧30;1.0;48.03;74.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;ж м й а/б-лхм;пняяхъ
яопецюкэ ющп 152ц;1.0;707.08;990.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;LABORATOIRES OMEGA PHARMA;тпюмжхъ
ярпеорнжхднбюъ люгэ 10% 25ц рсаю;2.0;54.23;84.5;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;ахняхмрег нюн;пняяхъ
яскэяем тнпре оюярю яскэяемнбюъ 2% 75ц;2.0;73.52;114.0;2015-02-03 09:46:07;юкэъмя уекяйею пся ннн;лхппю ннн;пняяхъ
мюйнкеммхй щкюялю ╧4 юпр.я 350 (рпхйнрюфмн-щкюярхвмши);2.0;116.27;163.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;рнмся нюн;пняяхъ
;28.0;64.24;100.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;;
рюбецхк рюа 1лц ╧10;10.0;107.58;151.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;FAMAR S.A;хрюкхъ
;1.0;952.71;1334.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;;
репюкхдфем рюа 5лц ╧50;2.0;552.53;774.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;бюкемрю/уюсгъмц тюплюжебрхвеяйне юйжхнмепмне наыеярбн;пняяхъ
репюткч щйярпюрюа рюа о/н ╧10;1.0;169.62;237.5;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;NOVARTIS URUNLERI;рспжхъ
реплнлерп прсрмши б тсркъпе TVY-120;24.0;55.9;87.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;юлпся щмрепопюигхя;яью
реяр-онкняйх юййс-вей оептнплю ╧50;1.0;832.59;1166.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;ROCHE DIAGNOSTICS GMBH/SCI IRELAND LTD.;цеплюмхъ
рпюмейяюл 0,25 N10 рюак о/н;2.0;207.02;247.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;лхп-тюпл гюн/намхмяйюъ утй;пняяхъ
рпнйяебюгхм цекэ дкъ мюпсфмнцн опхлемемхъ 2% рсаю 40ц;20.0;146.41;205.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;аюкйюм тюплю;анкцюпхъ
тюпхмцняеор рюа д/пюяяюя 10лц ╧20;10.0;99.0;153.5;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;TERAPIA S.A.;пслшмхъ
;2.0;545.82;764.5;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;;
жекюяйнм ьхо рюа 500лц йпюямши юоекэяхм ╧10 ;1.0;120.01;168.5;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;SLOVAKOFARMA/ZENTIVA A.S.;якнбюйхъ
жхйкнбхрю йнлокейя бхрюлхммн-лхмепюкэмши рюа о/н ╧42;2.0;269.87;378.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;тюплярюмдюпр-стюбхрю нюн;пняяхъ
жхярнм рюа ╧100;5.0;269.72;378.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;ухлюкюиъ дпюц йн;хмдхъ
жхрпюлнм о рюа ╧10;250.0;2.97;5.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;тюплярюмдюпр-кейяпедярбю нюн ц.йспяй;пняяхъ
щбйюяеор йюокх мюгюкэм тк-йюоекэмхжю 10лк;2.0;37.73;58.5;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;я-оерепаспц тт;пняяхъ
щкэйюп п-п д/бм опхелю 300лц/лк тк-йюоекэмхжю 25лк;1.0;260.48;365.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;охй-тюплю ннн;пняяхъ
щкэйюп п-п д/оп. бмсрпэ 300 лц/лк тк. 100 лк. у1;1.0;500.5;701.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;охй-тюплю ннн;пняяхъ
щмюл рюа 2,5лц ╧20;2.0;20.24;25.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;DR. REDDY"S;хмдхъ
щмрепнк йюоя 250лц ╧10;2.0;220.44;309.0;2015-02-03 09:46:40;юкэъмя уекяйею пся ннн;ахнйндейя;тпюмжхъ
5-мнй рюа о/н 50лц ╧50;5.0;164.74;231.0;2015-02-03 09:47:05;цй мюдефдю-тюпл ннн;кей д.д.;якнбемхъ
