Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Аторвастатин  таб. п/о плен. 40мг №30 ;1.0;278.63;351.2;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; АЛСИ Фарма ЗАО;Россия
Аторвастатин  таб. п/о плен. 40мг №30 ;3.0;278.63;351.2;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; АЛСИ Фарма ЗАО;Россия
Аторис таб. п/о плен. 10мг №90 ;2.0;620.18;714.6;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; KRKA;Словения
Глюкофаж таб. п/о плен. 850мг №30 ;4.0;101.64;121.5;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Merck Sante s.a.s.;Франция
Фурацилин 0.02Таб. Х10;30.0;41.91;57.0;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек";;
Проктоседил мазь туба 10г Индия ;2.0;290.07;389.0;2015-02-05 00:00:00.00;ЗАО "Альянс Хелскеа"; Sanofi India Limited;Индия
Простамол Уно капс 320мг N90 Германия ;4.0;1758.46;2374.0;2015-02-05 00:00:00.00;ЗАО "Альянс Хелскеа"; Catalent Germany Eberbach GmbH-Berlin-Ch;Германия
Супрадин табл. шип N10 Франция ;1.0;258.72;349.0;2015-02-05 00:00:00.00;ЗАО "Альянс Хелскеа"; Bayer Sante Familiale;Франция
БОЯРЫШНИКА НАСТОЙКА 25МЛ ИНД/УП ;96.0;10.01;14.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; ЭКОлаб (ЗАО);Россия
КОРДИНОРМ 0,005 N30 ТАБЛ П/О ;5.0;111.87;136.4;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Каталент Германия Шорндорф ГмбХ.;Германия
САРТАВЕЛЬ 0,04 N30Х2 КАПС /ОЗОН/ ;5.0;180.4;244.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; ОЗОН;Россия
ТЕЙМУРОВА ПАСТА 30,0 ;4.0;36.3;49.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; МУРОМСКИЙ ПРИБОРОСТРОИТЕЛЬНЫЙ З-Д;Россия
ТЕЙМУРОВА ПАСТА 30,0 ;6.0;36.3;49.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; МУРОМСКИЙ ПРИБОРОСТРОИТЕЛЬНЫЙ З-Д;Россия
ЭЗЛОР 0,005 N10 ТАБЛ П/О /1+1 ;6.0;290.18;392.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; ОЗОН;Россия
Лаванды масло эфирное 10мл;4.0;58.66;79.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен";;
МАСЛО ЭФИРНОЕ ЛАВАНДА 10МЛ ИНД/УП ;4.0;50.93;70.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Натуральные масла;Россия
Конкор 5 таб. №30;5.0;201.52;240.1;2015-02-05 00:00:00.00;ЗАО НПК "Катрен";;
Конкор 5 таб. №50;5.0;298.65;355.8;2015-02-05 00:00:00.00;ЗАО НПК "Катрен";;
Лавомакс 125мг таб. Х10 противовирусное ср.;1.0;785.84;897.4;2015-02-05 00:00:00.00;ЗАО НПК "Катрен";;
Лавомакс таб. п/о 125мг №6;1.0;425.48;519.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен";;
СУПРАДИН N20 ШИП ТАБЛ ;1.0;453.09;609.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Байер Санте Фамильяль;Франция
Уролесан 25мл;3.0;281.07;379.0;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Альфа Нормикс 200мг Таб. п/о Х12 ;3.0;590.51;796.0;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Alfa Wasserman;Италия
Ганатон 50мг Таб. п/о Х40 ;4.0;444.83;596.0;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Abbott S.P.A.;Япония
Нормобакт 3г пакеты-саше Х10 .@ ;5.0;273.19;367.0;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Медана Фарма Акционерное Общество;Польша
Ринза таб. №10;10.0;88.46;120.0;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Де-нол 120мг Таб. п/пл/об. Х112 (R) ;5.0;882.32;1002.8;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Р-Фарм ЗАО/ОРТАТ ЗАО;РОССИЯ
Дикло-Ф 0.1% капли глазные 5мл Фл-кап. Х1 (R) ;8.0;135.25;162.1;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Сентисс Фарма Пвт.Лтд.;ИНДИЯ
Ингавирин 90мг Капс. Х7 (R) ;5.0;399.6;482.7;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Валента Фармацевтика ОАО;Россия
Креон 10000 10тыс.ЕД Капс. кишечнор. Х20 (R) ;6.0;257.8;308.5;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Эбботт Продактс ГмбХ;ГЕРМАНИЯ
Фортранс пор. пак. №4;10.0;483.45;578.0;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Берлиприл 10мг №30 тб.;5.0;112.63;134.2;2015-02-06 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Вазонит ретард 600мг №20 тб.п/о;2.0;287.09;387.0;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Вольтарен 50мг супп. №10;4.0;270.58;364.0;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Микозорал мазь 2% шампунь 60мл;2.0;204.31;274.0;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Ново-пассит 100мл Чехия;3.0;171.77;231.0;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Суперчистотел 3,6мл .@ Б;10.0;20.69;28.0;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Амоксиклав 1000мг. тб№14;5.0;389.48;465.4;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Дипроспан Сусп. Д/ин. 1мл Амп. Х1 Б М;4.0;185.09;221.4;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Отривин Ментол и Эвкалипт 0.1% Спрей назальный 10мл Фл.;10.0;167.37;200.7;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Сенаде 13.5мг Таб. Х500 (R) ;2.0;536.29;642.6;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Ципла Лтд.;Индия
Бускопан 10мг др. №20;3.0;261.58;351.0;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Таваник 500мг Таб. п/пл/об. Х10 (R) ;2.0;958.22;1110.6;2015-02-09 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Санофи Винтроп Индустрия (sc);ФРАНЦИЯ
Нимесулид 100мг Таб. Х20 ;8.0;47.2;64.0;2015-02-05 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Озон ООО;РОССИЯ
Проктоседил М  капс. рект. №20;2.0;294.13;397.0;2015-02-05 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Тенорик 50/12.5мг №28 тб.;4.0;161.56;217.0;2015-02-05 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Аторис таб. п/о 10мг №30;3.0;336.81;406.2;2015-02-05 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Афлубин таб. подъязычные гомеопатические №12 блистеры;2.0;168.47;227.0;2015-02-05 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Перца Стручкового Настойка 25мл Фл. Инд.уп. Б ;10.0;11.76;16.0;2015-02-05 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Бэгриф ООО;РОССИЯ
Синекод 1.5мг/мл сироп 200мл;4.0;283.2;381.0;2015-02-05 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Эреспал 80мг Таб. п/пл/об. Х30 (R) ;5.0;318.21;379.8;2015-02-05 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Сердикс ООО/Лаборатории Сервье;РОССИЯ
Ангелина Nappy впитывающие простыни 60*60 №20 ИМН ;5.0;350.0;350.0;2015-02-06 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; МедПол;
Санпраз табл. п.п.о кишечнораств. 40мг N30 Индия ;6.0;477.73;645.0;2015-02-05 00:00:00.00;ЗАО "Альянс Хелскеа"; Sun Pharmaceutical Industries Ltd.;Индия
Толокнянки лист пачка 50г Россия ;5.0;26.62;37.0;2015-02-05 00:00:00.00;ЗАО "Альянс Хелскеа"; Иван-Чай ЗАО;Россия
Флоксал гл. мазь 0.3% туба 3г Германия ;4.0;241.01;324.0;2015-02-05 00:00:00.00;ЗАО "Альянс Хелскеа"; Dr.Gerhard Mann;Германия
Презервативы GANZO Juice No12 ;1.0;237.0;237.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; PharmLine Limited;Соединенное Королевство
Презервативы GANZO Extase No12 ;1.0;237.0;237.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; PharmLine Limited;Соединенное Королевство
Презервативы GANZO Juice No12 ;2.0;237.0;237.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; PharmLine Limited;Соединенное Королевство
Презервативы GANZO Juice No12 ;1.0;237.0;237.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; PharmLine Limited;Соединенное Королевство
Презервативы GANZO Twister No12 ;1.0;237.0;237.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; PharmLine Limited;Соединенное Королевство
Презервативы OKAMOTO Harmony No12 ;1.0;365.0;365.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; OKAMOTO Industries;Япония
Презервативы OKAMOTO Harmony No3 ;2.0;129.0;129.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; OKAMOTO Industries;Япония
Презервативы OKAMOTO Jumbo No10 ;2.0;365.0;365.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; OKAMOTO Industries;Япония
Презервативы OKAMOTO Jumbo No3 ;4.0;129.0;129.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; OKAMOTO Industries;Япония
Презервативы OKAMOTO Platinum No10 ;1.0;385.0;385.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; OKAMOTO Industries;Япония
Презервативы OKAMOTO Platinum No3 ;4.0;135.0;135.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; OKAMOTO Industries;Япония
Презервативы OKAMOTO Real Fit No10 ;1.0;385.0;385.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; OKAMOTO Industries;Япония
Презервативы OKAMOTO Real Fit No3 ;4.0;135.0;135.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; OKAMOTO Industries;Япония
Презервативы OKAMOTO Strong No3 ;2.0;129.0;129.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; OKAMOTO Industries;Япония
Лейкопластырь TENERIS с серебром, 10Х20 ;2.0;223.0;223.0;2015-02-05 00:00:00.00;ООО "Алди-Фарм" Красноармейский,48; PharmLine Limited;Соединенное Королевство
Дюспаталин ретард  200мг №30 капс.;6.0;403.37;480.8;2015-02-05 00:00:00.00;ЗАО НПК "Катрен";;
СИНЕКОД 100МЛ СИРОП ;4.0;185.02;249.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Новартис Консьюмер Хелс С.А.;Швейцария
ДЕГОТЬ БЕРЕЗОВЫЙ МИРРОЛЛА 40МЛ ;3.0;29.68;46.0;2015-02-05 00:00:00.00;ЗАО НПК "Катрен"; Мирролла;Россия
АНВИФЕН 0,25 N20 КАПС ;5.0;165.22;224.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; Фармпроект;Россия
АНТИСТЕН МВ 0,035 N60+60 ТАБЛ ПРОЛОНГ П/О ;15.0;439.12;592.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; ОЗОН;Россия
Вольтарен 100мг свечи №5;4.0;224.51;301.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен";;
Ингалипт аэр. 30мл;10.0;52.69;73.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен";;
КАРВЕДИЛОЛ 0,025 N30 ТАБЛ ;4.0;70.84;86.4;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; ОЗОН;Россия
КАРВЕДИЛОЛ 0,025 N30 ТАБЛ /БФЗ/ ;2.0;98.23;119.8;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; Реплек Фарм ООО Скопье/Березовский фармацевтический завод;Россия
Квинакс 0.015% Гл.Кап. Фл.15мл Б М;6.0;334.07;451.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен";;
Колдакт флю плюс  лонг капс. №10;10.0;104.61;139.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен";;
Конкор кор 2,5мг. тб№30;10.0;154.44;184.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен";;
ЛЕЙКОПЛАСТЫРЬ 5Х500 /КАРТОН УПАК/ВЕРОФАРМ ;5.0;45.87;61.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; Верофарм;Россия
ЛИНЕКС N32 КАПС /БЛИСТ/ ;5.0;432.08;581.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; Лек Д.Д.;Словения
ОКСОЛИН 0,25% 10,0 МАЗЬ НАЗАЛ /МПЗ ;15.0;12.43;19.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; Муромский приборостроительный завод ;Россия
ОМАКОР N28 КАПС ;2.0;1421.64;1898.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; Каталент Ю.К. Свиндон Энкэпс Лимитед/Эбботт Продактс ГмбХ;Германия
ТОКОФЕРОЛА АЦЕТАТ 50% 0,2 N10 КАПС Р-Р МАСЛ ;30.0;24.64;34.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; Алтайвитамины ЗАО;Россия
ЦИННАРИЗИН 0,025 N50 ТАБЛ ;15.0;22.77;29.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; Фарма АД;Болгария
Ципринол(ципрофлоксацин) 500мг №10 таб. KRKA;6.0;110.88;132.1;2015-02-09 00:00:00.00;ЗАО НПК "Катрен";;
БАЛЬЗАМ АЛТАЙСКИЙ БУКЕТ АНТИСТРЕССОВЫЙ 250МЛ ;1.0;115.24;156.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; Алтайский букет НПФ ООО;Россия
БАЛЬЗАМ АЛТАЙСКИЙ БУКЕТ ВИТАМИННЫЙ 250МЛ ;1.0;113.21;153.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; Алтайский букет НПФ ООО;Россия
Бальзам "Алтайский букет" иммуномодулирующий 250мл;1.0;116.13;157.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен";;
Бальзам "Алтайский букет" противопростудный 250мл;1.0;122.05;165.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен";;
БАЛЬЗАМ АЛТАЙСКИЙ БУКЕТ ПЕЧЕНОЧНЫЙ 250МЛ ;1.0;107.65;147.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен"; Алтайский букет НПФ ООО;Россия
Бальзам "Алтайский букет" успокаивающий 250мл;1.0;109.83;149.0;2015-02-09 00:00:00.00;ЗАО НПК "Катрен";;
ДУОПРЕСС 0,08+0,0125 N30 ТАБЛ П/О/1+1 ;6.0;234.85;318.0;2015-02-10 00:00:00.00;ЗАО НПК "Катрен"; ОЗОН;Россия
Лавомакс таб. п/о 125мг №6;2.0;416.79;508.4;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
Метопролол-Ратиофарм тб. 50мг №30;6.0;24.31;30.2;2015-02-10 00:00:00.00;ЗАО НПК "Катрен";;
