мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
гнкнрни ьекй ьюло о/оепу хмремя.деиярб тк 250лк;1.0;105.94;149.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;мюпндмше опнлшякш ннн;пняяхъ
хмднбюгхм цекэ 45ц;3.0;184.03;231.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;аюкйюм тюплю;анкцюпхъ
хпсмхм 100лц йюоя ╧10;1.0;429.77;538.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;бепнтюпл гюн;пняяхъ
йнлахцюм йюокх цкюгмше 2лц+5лц/лк тк 5лк ╧1;1.0;570.24;696.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;юккепцюм тюплюяэчрхйщкг юищпкщмд;хпкюмдхъ
йнпбюкнк рюа ╧20;10.0;97.02;131.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;тюплю ярюпр ннн;сйпюхмю
йяхлекхм щйярпю  0,1% яопеи мюгтк 10лк;1.0;191.73;240.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;мхйнлед тюплю юя;мнпбецхъ
йспмняхйх яняйю яхкхйнм йкюяяхв ашярпши онрнй 6+╧2 пняяхъ (юпр 12057);3.0;53.1;75.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;лхп дерярбю/опнл ннн;пняяхъ
кюйюкчр яемяхрхб гса оюярю рсаю 75лк;1.0;156.09;219.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;днйрнп рюияя мюрспбюпем цлау;цеплюмхъ
келяхо кхлнм онп опхц п-пю бмсрпэ ╧5;2.0;104.72;131.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;пейхрр аемйхгеп;бекхйнапхрюмхъ
кхярепхм нонкюяй д/онкнярх прю гюыхрю гсанб х деяем тк 250лк;1.0;78.93;111.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;дфнмянм & дфнмянм;яью
кхярепхм нонкюяйхбюрекэ д/онкнярх прю рнрюк тк 250лк;1.0;97.02;136.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;дфнмянм & дфнмянм;хрюкхъ
ксйнбши ьюлосмэ щйярпюйр пеоеимхйю 150лк;2.0;65.95;93.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;лхппнкю ннн;пняяхъ
лююкнйя 15лк ясяо ╧30;1.0;479.71;600.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;PHARMATIS (FOR LABORATOIRE THERAPLIX);тпюмжхъ
лююкнйя рюа фебюр. ╧20;4.0;161.37;202.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;AVENTIS PHARMA;хрюкхъ
люцмекхя B6 рюа о/н ╧90;1.0;343.2;429.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;тюплярюмдюпр-стюбхрю нюн;пняяхъ
люцмепнр 500лц рюа ╧50;1.0;438.35;548.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;WORWAG PHARMA;цеплюмхъ
люпюякюбхм тк 100лк;1.0;96.8;131.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;янтюплю юн;анкцюпхъ
люякн щтхпмне юоекэяхмю 10лк;5.0;22.88;33.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;лхппнккю ннн;пняяхъ
лереняоюглхк йюоя ╧30;1.0;328.57;411.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;люинкх яохмдкеп ;тпюмжхъ
лхйняеорхм люгэ 30ц;1.0;227.26;285.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;ZENTIVA/LECHIVA;веухъ
лхпюлхярхм 0,01% пюярбнп  я пюяошк 150лк ;5.0;254.98;319.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;хмтюлед ннн;пняяхъ
лскэрх-рюая хллсмн окчя рюа ╧30;1.0;474.95;665.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;теппняюм ю/я;дюмхъ
лскэрх-рюая хмремяхб рюа о/н ╧30;1.0;362.85;508.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;теппняюм ю/я;дюмхъ
лскэрх-рюая люкшь йюкэжхи+аюмюм фебюр. рюа ╧30;1.0;256.65;360.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;теппняюм ю/я;дюмхъ
лскэрхтнпр ьхосв. рюа ╧14;1.0;144.42;203.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;люрепхю-ледхйю ункдхмц мот ннн;пняяхъ
мюгхбхм 0,01% йюокх б мня тк 5лк;3.0;122.1;153.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;E.MERCK/NYCOMED;цеплюмхъ
мюиг 100лц рюа ╧20;10.0;174.9;219.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;днйрнп педдхя кюанпюрнпхя крд;хмдхъ
мюрюкэяхд ясоо 0,25ц ╧10;2.0;278.85;349.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;мхфтюпл нюн;пняяхъ
мхбеъ кхо аюкэгюл д/цса аюгнбши сунд ESSENTIAL 4,8ц;1.0;67.98;96.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;BEIERSDORF AG;цеплюмхъ
мхйнперре 25лц/16в окюяршпэ ╧7 рпюмядепл. репюоебр. яхярелю ;1.0;601.37;734.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;люймхк;ьбежхъ
мхйнперре 15лц/16в окюяршпэ ╧7 рпюмдепл;1.0;579.04;707.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;люймхк;ьбежхъ
мхрпнтсмцхм п-п дкъ мюпсф тк 25лк;2.0;186.56;234.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;юибщйя тюплюяэчрхйюкя;веухъ
нйремхяеор тк 50лк дег япедярбн;1.0;278.48;390.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;ьчкэйе х люиеп;цеплюмхъ
нлецюмнк йюоя ╧90;1.0;183.16;257.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;онкъпхя ннн/бхя;пняяхъ
нпмхдюгнк-бепн рюа о/н 500лц ╧10;2.0;119.68;150.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;бепнтюпл гюн;пняяхъ
оюмрнйюкэжхм 250лц рюа ╧50;1.0;325.27;407.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;бюкемрю тюплюжебрхйю нюн;пняяхъ
оемрнбхр рюа о/н ╧50;5.0;45.87;62.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;юкрюибхрюлхмш гюн;пняяхъ
опедсйрюк лб 35лц рюа о/н ╧60;1.0;697.4;851.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;SERVIER/яепдхйя;пняяхъ
пеммх юоекэяхм рюа феб ╧24 ;3.0;173.36;217.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;аюиеп;тпюмжхъ
пнгюпр 10лц рюа о/н ╧30;1.0;448.91;562.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;юйрюбхя;люкэрю
яхюкхя 5лц рюа о/н ╧14;1.0;2715.02;3313.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;кхккх;осщпрн-пхйн
яхмюткюм люгэ дкъ мюпсф 0.025% 15ц рсаю;10.0;41.03;56.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;мхфтюпл нюн;пняяхъ
яоюглюкцнм рюа ╧20;10.0;103.51;130.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;аюкйюм тюплю;анкцюпхъ
яокюр кхйбсл-цекэ оюярю гса 100лк;1.0;85.29;120.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;яокюр-йнялерхйю ннн;пняяхъ
;2.0;75.19;106.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;;
;1.0;74.8;105.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;;
ярнлюрнтхр тк 50лк;3.0;119.9;150.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;тхрнтюпл йкемйю юн;онкэью
ярпнмц аюкэгюл 10ц;3.0;51.46;73.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;кнпем йнялерхй ннн;хмдхъ
рюлонмш н.а. опнйнлтнпр  лхмх ╧8;1.0;61.82;87.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;дфнмянм & дфнмянм;цеплюмхъ
рюмрсл бепде 3лц рюа д/пюяя ╧20;1.0;335.61;420.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;юмфекхмх тпюмвеяйн/дхь юц;хрюкхъ
;1.0;190.74;239.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;;
репахмютхм 1% йпел мюпсф 30ц;2.0;107.8;135.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;бепрейя гюн;пняяхъ
реяр-онкняйх юййс-вей оептнплю ╧50;1.0;793.21;968.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;ROCHE DIAGNOSTICS GMBH/SCI IRELAND LTD.;цеплюмхъ
реяр-онкняйх яюреккхр окчя ойц-02,4 ╧25;1.0;179.07;224.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;щкрю йнлоюмхъ ннн;пняяхъ
рпхледюр 200лц рюа ╧30;1.0;278.19;348.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;бюкемрю тюплюжебрхйю нюн;пняяхъ
рспанякхл мнвэ сяхкеммюъ тнплскю йюоя 300лц ╧30;1.0;238.95;335.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;щбюкюп гюн;пняяхъ
тспюжхкхм 20лц рюа ╧10;20.0;43.56;59.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;рюрухлтюплопеоюпюрш нюн;пняяхъ
щбн йпел-лшкн д/хмрхл цхцхемш тк 200лк;2.0;63.26;89.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;юбюмрю;пняяхъ
щйбюрнп 5лц+10лц рюа ╧10;1.0;215.16;269.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;цеденм пхуреп;бемцпхъ
щяослхгюм 40лц йюоя ╧50;1.0;345.84;433.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;аепкхм-уелх;цеплюмхъ
ъпхмю рюа о/н ╧21;2.0;891.0;1088.0;2015-02-03 09:53:48;опнрей гюн жб ц.лняйбю;аюиеп;цеплюмхъ
юрюпюйя 25лц рюа о/н ╧25;1.0;269.61;325.0;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;UCB;аекэцхъ
юрнпхя 10лц рюа о/н ╧30;1.0;332.09;401.45;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;йпйю;якнбемхъ
южхйкнбхп аексон йпел 5% 10ц;1.0;61.38;73.5;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;аексон кейюпярбю х йнялерхйю д.д.;унпбюрхъ
бепньохпнм 50лц йюоя ╧30;3.0;159.06;190.8;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;GEDEON RICHTER;бемцпхъ
бхкэопютем янкчрюа 1000лц рюа дхяо ╧10;1.0;631.07;717.1;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;YAMANOUCHI EUROPE B.V./YAMANOUCHI PHARMA S.P.A.;хяоюмхъ
цюкюгнкхм 0,1% йюокх мюг 10лк;15.0;30.25;38.0;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;POLFA;онкэью
цкебн 500лц рюа о/н ╧5;1.0;158.84;192.05;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;цкемлюпй тюплюяэчрхйюкг крд;хмдхъ
дейюпхя 150лц рюа ╧1;5.0;62.81;75.1;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;GEDEON RICHTER;бемцпхъ
дхпнрнм 10лц рюа ╧56;3.0;423.39;511.2;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;GEDEON RICHTER;бемцпхъ
гхрпнкхд тнпре 500лц йюоя ╧3;3.0;227.26;274.8;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;бюкемрю тюплюжебрхйю нюн;пняяхъ
йюцнжек 12лц рюа ╧10;25.0;189.2;233.15;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;мхюпледхй окчя ннн;пняяхъ
йернпнк 10лц рюа о/н ╧20;20.0;38.17;47.55;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;днйрнп педдхя кюанпюрнпхя крд;хмдхъ
йнмйнп 5лц рюа о/н ╧30;6.0;198.55;237.1;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;лепй йцюю;цеплюмхъ
кнохпек 75лц рюа о/н ╧28;1.0;426.47;509.05;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;юйрюбхя;люкэрю
кнпхярю 25лц рюа о/н ╧30;3.0;156.09;189.55;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;йпйю;пняяхъ
легхл тнпре рюа о/н ╧80;5.0;256.85;306.4;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;аепкхм-уелх/лемюпхмх цпсоо;цеплюмхъ
лернопнкнк 25лц рюа ╧60;5.0;33.33;54.8;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;нпцюмхйю нюн;пняяхъ
мнбнйюхм  5лц/лк юло 5лк ╧10 п-п д/хмзей;10.0;25.41;31.4;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;нпцюмхйю нюн;пняяхъ
мспнтем я 6 кер 200лц рюа о/н ╧8;4.0;85.91;103.35;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;пейхрр аемйхгеп;бекхйнапхрюмхъ
мспнтем щйяопеяя 200лц йюоя ╧10;4.0;105.93;127.3;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;аюммеп тюплюйюоя ебпною;бекхйнапхрюмхъ
мспнтем щйяопеяя тнпре 400лц йюоя ╧10;2.0;172.15;208.65;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;пейхрр аемйхгеп;бекхйнапхрюмхъ
нпрнтем 25лц рюа о/н ╧30;10.0;8.91;11.0;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;рюрухлтюплопеоюпюрш нюн;пняяхъ
оюмюмцхм рюа о/н ╧50;10.0;122.32;146.65;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;GEDEON RICHTER;бемцпхъ
опецюаюкхм-пхуреп 150лц йюоя ╧14;2.0;421.63;510.05;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;цеденм пхуреп-пся гюн;пняяхъ
пемхопхк 10лц рюа ╧20;1.0;36.3;44.95;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;тюплярюмдюпр-кейяпедярбю нюн;пняяхъ
яхнтнп 850лц рюа о/н ╧60;2.0;322.85;384.75;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;аепкхм-уелх;цеплюмхъ
рнпбюйюпд 20лц рюа о/н ╧90;1.0;1009.03;1149.0;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;гемрхбю;веухъ
рпхунонк 250лц рюа ╧20;6.0;65.67;79.7;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;POLPHARMA;онкэью
ткелнйкюб янкчрюа 250лц+62,5лц рюа дхяоепц ╧20;1.0;401.39;480.0;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;юяреккюя тюплю ;мхдепкюмдш
ткчйнярюр 150лц йюоя ╧2;2.0;327.25;395.65;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;тюплярюмдюпр-кейяпедярбю нюн;пняяхъ
жепеопн 400лц йюоя ╧14;2.0;473.66;590.15;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;бепнтюпл гюн;пняяхъ
жхопнкер 500лц рюа о/н ╧10;10.0;96.58;115.75;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;днйрнп педдхя кюанпюрнпхя крд;хмдхъ
жхопнлед 0,3% йюокх цкюг тк 5лк;2.0;111.21;133.3;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;опнлед щйяонпря обр.крд;хмдхъ
щцхкнй 25лц рюа ╧60;3.0;103.4;124.7;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;щцхя тюплюжебрхвеяйхи гюбнд нюн;бемцпхъ
щмюл 5лц рюа ╧20;10.0;34.32;42.45;2015-02-03 09:53:56;опнрей гюн жб ц.лняйбю;днйрнп педдхя кюанпюрнпхя крд;хмдхъ
юктюбхр йкюяяхй рюа ╧60;1.0;185.7;260.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;юйбхнм гюн;пняяхъ
юмютепнм бгпнякши рюа ╧20;5.0;155.958;195.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;люрепхю-ледхйю ункдхмц мот ннн;пняяхъ
ютпхм сбкюфмъчыхи 0.05% яопеи мюгюкэмши 15лк тк;2.0;212.685;266.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;йнмрпюйр тюплюяэчрхйюкя кхлхред;яью
аепкхопхк 10лц рюа ╧30;10.0;112.178;133.8;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;аепкхм-уелх;цеплюмхъ
ахмр щкюяр кюслю 8ялу3,5л;2.0;195.725;245.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;кюслю;кюрбхъ
анпн окчя йпел гекемши рсаю 50ц;5.0;60.994;86.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;щлюлх кхлхред;хмдхъ
бхдхяхй цкюгмни цекэ 10ц рсаю;1.0;177.45;222.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;DR GERHARD MANN CHEM-PHARM FABRIK GMBH;цеплюмхъ
цейянпюк кхлнм рюая йкюяяхй  д/пюяя ╧16;2.0;115.775;145.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;чмхй тюплюяэчрхйюк кюанпюрнпхг;хмдхъ
целюрнцем ^мюпндмши^ бхрюлхмхгхпнбюммши 40ц;25.0;9.287;13.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;яхахпяйне гднпнбэе 2000 ннн;пняяхъ
цпюллхдхм д/дереи рюа д/пюяя ╧18;3.0;155.253;195.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;бюкемрю тюплюжебрхйю нюн;пняяхъ
дхцнйяхм 0,25лц рюа ╧50;5.0;45.012;55.65;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;цеденм пхуреп-пся гюн;пняяхъ
днйрнп лнл йнкд пюа люгэ мюпсф 20ц;5.0;90.08;122.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;UNIQUE FARM LAB;хмдхъ
йкхнм-д 100 рюа бюц. ╧10;1.0;219.92;275.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;цеденм пхуреп-пся гюн;пняяхъ
люякн юапхйнянбне я бхр-юмрхнйяхдюмрмшл йнлокейянл 30лк;4.0;55.907;79.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;юяоепю;пняяхъ
люякн оепяхйнбне я бхр-юмрхнйяхдюмрмшл йнлокейянл 30лк;4.0;53.642;76.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;юяоепю;пняяхъ
лхц 400лц рюа о/н  ╧10;10.0;67.265;80.35;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;аепкхм-уелх/лемюпхмх цпсоо;цеплюмхъ
лхднйюкл 50лц рюа о/н ╧30;1.0;235.57;295.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;цеденм пхуреп-пся гюн;пняяхъ
мюиг 1% цекэ 20ц;3.0;133.267;167.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;днйрнп педдхя кюанпюрнпхя крд;хмдхъ
оюкхм 200лц йюоя ╧20;3.0;171.327;215.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;янрейя тюплтхплю гюн;пняяхъ
оюпнднмрюйя аепефмне нраекхбюмхе гсамюъ оюярю рсаю 75лк;1.0;150.0;210.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;де лхжкем ю.я.;бекхйнапхрюмхъ
опнйрн-цкхбемнк йпел 30ц;2.0;316.635;396.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;NOVARTIS CONSUMER HEALTH;ьбеижюпхъ
пнгсйюпд 10лц рюа о/н ╧30;1.0;511.41;624.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;гемрхбю;якнбемхъ
янкндйх яхпно тк 100ц;20.0;16.995;23.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;ащцпхт ннн;пняяхъ
ярпеорнжхднбюъ люгэ мюпсф 10% 25ц аюмйю;5.0;59.73;81.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;рскэяйюъ тюплюжебрхвеяйюъ тюапхйю ннн;пняяхъ
ткелнйкюб янкчрюа 875лц+125лц рюа дхяоепц ╧14;1.0;504.99;601.7;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;юяреккюя тюплю ;мхдепкюмдш
щпцнтепнм рюа д/пюяя ╧20;10.0;245.465;307.0;2015-02-03 09:54:05;яхю хмрепмеиьмк крд гюн ц. рскю;люрепхю-ледхйю ункдхмц мот ннн;пняяхъ
бюкнйнпдхм йюокх 50лк;4.0;246.62;309.0;2015-02-03 09:54:11;опнтхрлед;йпебекэ лнигекэаюу цлау;цеплюмхъ
бюкнйнпдхм йюокх 20лк ;3.0;127.71;160.0;2015-02-03 09:54:11;опнтхрлед;йпебекэ лнигекэаюу цлау;цеплюмхъ
