мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
юлхрпхорхкхм мхйнлед рюа о/н 25лц ╧50 ;2.0;42.9;53.5;2015-02-02 21:18:01;опнрей гюн жб ц.лняйбю;мхйнлед тюплю юя;дюмхъ
бхрюнм аюкэгюл йюпюбюебю тк 25лк;2.0;103.58;150.5;2015-02-02 21:18:01;опнрей гюн жб ц.лняйбю;кхрнлед ннн;пняяхъ
цюярюк рюа д/пюяя N60 TEVA;3.0;295.68;402.5;2015-02-02 21:18:01;опнрей гюн жб ц.лняйбю;окхбю йпюйнб тюплюжебрхвеяйхи гюбнд ю.н.;онкэью
цкхжепхм ясоо пейр 2.11ц ╧10;2.0;114.62;156.0;2015-02-02 21:18:01;опнрей гюн жб ц.лняйбю;мхфтюпл нюн;пняяхъ
днкнаеме цекэ рсаю 50ц;2.0;261.69;356.0;2015-02-02 21:18:01;опнрей гюн жб ц.лняйбю;LUDWIG MERCKLE;цеплюмхъ
хасопнтем 100лц/5лк ткюй ясяо д/дер 100 лк;1.0;67.76;82.0;2015-02-02 21:18:01;опнрей гюн жб ц.лняйбю;щйнкюа гюн;пняяхъ
йяхкем 0,1% 10лк ткюй/йюо йюокх;20.0;21.56;26.5;2015-02-02 21:18:01;опнрей гюн жб ц.лняйбю;кщмя тюпл ннн;пняяхъ
кеямни аюкэгюл нонкюяйхбюрекэ дкъ д╗яем  опнонкхя/гбепнани 250лк;2.0;75.39;109.5;2015-02-02 21:18:01;опнрей гюн жб ц.лняйбю;йюкхмю йнмжепм нюн;пняяхъ
опедмхгнкнм мхйнлед п-п д/хм. юло. 25лц 1лк ╧3;5.0;41.69;52.0;2015-02-02 21:18:01;опнрей гюн жб ц.лняйбю;мхйнлед юбярпхъ цлау;юбярпхъ
опедсйрюк лб рюа. я лндхтхжхп. бшяб. о/н 35лц ╧60;1.0;697.07;885.5;2015-02-02 21:18:01;опнрей гюн жб ц.лняйбю;SERVIER/яепдхйя;пняяхъ
яйхмнпем йпел 20% 30ц;1.0;748.88;951.5;2015-02-02 21:18:01;опнрей гюн жб ц.лняйбю;аюиеп;хрюкхъ
темхярхк цекэ д/мюпсф опхл 30ц ;1.0;264.66;360.0;2015-02-02 21:18:01;опнрей гюн жб ц.лняйбю;NOVARTIS CONSUMER HEALTH S. CH;ьбеижюпхъ
;200.0;1.98;3.0;2015-02-02 21:18:28;нпеунб хо;;
мюрспеккю скэрпю мнплюк 10ьр опнйкюдйх;3.0;54.03;78.5;2015-02-02 21:18:28;нпеунб хо;PROCTER&GAMBLE;сйпюхмю
нкбеиг скэрпю яемяхрхб мнплюк  10;3.0;71.36;103.5;2015-02-02 21:18:28;нпеунб хо;PROCTER&GAMBLE;бемцпхъ
ремю аед мнплюк опняршмх 5ьр.(60у90ял) 770057;4.0;98.98;144.0;2015-02-02 21:18:28;нпеунб хо;SCA HYGIENE PRODUCTS;онкэью
юлапнйянк 30лц рюа ╧20;10.0;8.78;12.5;2015-02-03 10:16:45;тюплоюпрмеп ннн тй;нгнм ннн;пняяхъ
йюлтнпмне люякн 10% 30лк;5.0;9.13;13.0;2015-02-03 10:16:45;тюплоюпрмеп ннн тй;индмше реумнкнцхх х люпйерхмц ннн;пняяхъ
мхрпнйянкхм рюа о/н 50лц ╧50;3.0;50.4;69.0;2015-02-03 10:16:45;тюплоюпрмеп ннн тй;хпахряйхи утг нюн;пняяхъ
ясопюярхм рюа 25лц ╧20;6.0;115.77;137.5;2015-02-03 10:16:45;тюплоюпрмеп ннн тй;щцхя тюплюжебрхвеяйхи гюбнд нюн;бемцпхъ
жхммюпхгхм рюа 25лц ╧50;5.0;26.88;38.0;2015-02-03 10:16:45;тюплоюпрмеп ннн тй;тюплюжхъ юд.;анкцюпхъ
юктюбхр йкюяяхй рюа ╧60;1.0;190.48;276.5;2015-02-03 10:19:15;яхю хмрепмеиьмк крд гюн;юйбхнм гюн;пняяхъ
юктюбхр ьйнкэмхй рюа ╧60;1.0;222.28;322.5;2015-02-03 10:19:15;яхю хмрепмеиьмк крд гюн;юйбхнм гюн;пняяхъ
аетсмцхм тк 100лк;1.0;170.09;231.5;2015-02-03 10:19:15;яхю хмрепмеиьмк крд гюн;бхтхреу гюн;пняяхъ
накеохунбне люякн хг окнднб х кхярэеб 50лк;1.0;153.53;209.0;2015-02-03 10:19:15;яхю хмрепмеиьмк крд гюн;йюрсмэ-нкесл ннн;пняяхъ
накеохунбне люякн хг окнднб х кхярэеб 50лк;1.0;153.52;209.0;2015-02-03 10:19:15;яхю хмрепмеиьмк крд гюн;йюрсмэ-нкесл ннн;пняяхъ
нрпхбхм яопеи 0,1% 10лк дкъ бгпнякшу;3.0;147.113;175.0;2015-02-03 10:19:15;яхю хмрепмеиьмк крд гюн;NOVARTIS CONSUMER HEALTH S. CH;ьбеижюпхъ
оюмцпнк 10 000 йюоя пюярбнп./йхьевм.10000ед тк  ╧20;1.0;243.2;291.5;2015-02-03 10:19:15;яхю хмрепмеиьмк крд гюн;юорюкхя тюплю я.п.к./аепкхм-уелх юц;хрюкхъ
пхмнмнпл яопеи 0.1% 15лк ;5.0;59.136;73.0;2015-02-03 10:19:15;яхю хмрепмеиьмк крд гюн;лепйке цлау;цеплюмхъ
ремнрем деряйхи рюа ╧ 40;2.0;159.555;217.0;2015-02-03 10:19:15;яхю хмрепмеиьмк крд гюн;люрепхю-ледхйю ункдхмц мот ннн;пняяхъ
рхгхм йяхкн 0,1% 10лк ткюй яопеи мюгюк днгхп;5.0;101.916;121.0;2015-02-03 10:19:15;яхю хмрепмеиьмк крд гюн;люймхк юа;тпюмжхъ
югхрпнлхжхм йюоя 250лц ╧6;3.0;34.54;44.5;2015-02-03 10:21:28;йюрпем гюн;нгнм ннн;пняяхъ
юйбюкнп янтр яопеи дкъ мняю тк 125лк;2.0;285.23;388.0;2015-02-03 10:21:28;йюрпем гюн;PHARMAMED/YS LAB;йюмюдю
юлнйяхжхккхм 500лц рюа ╧20;5.0;42.68;56.5;2015-02-03 10:21:28;йюрпем гюн;юббю пся нюн;пняяхъ
цхмйцн ахкнаю рюа ╧40;1.0;103.59;150.5;2015-02-03 10:21:28;йюрпем гюн;щбюкюп гюн;пняяхъ
дхнйяхдхм п-п д/бмсрпхонкнярмнцн х мюп опхл 10лц/лк юло 10лк ╧10;2.0;348.26;474.0;2015-02-03 10:21:28;йюрпем гюн;мнбняхаухлтюпл нюн;пняяхъ
хасопнтем рюа о/о/н 200лц ╧20;10.0;12.87;15.5;2015-02-03 10:21:28;йюрпем гюн;яхмрег нюн ц.йспцюм;пняяхъ
йернмюк рюа о/о/н  100 лц ╧20;1.0;170.28;205.5;2015-02-03 10:21:28;йюрпем гюн;кей д.д.;якнбемхъ
йнккюцем скэрпю йпел д/онгбнмнвмхйю/ясярюбнб йнккюцем/цкчйнгюлхм 75лк;1.0;83.2;121.0;2015-02-03 10:21:28;йюрпем гюн;ебпнледяепбхя ннн;пняяхъ
йпенм 10000 йюоя. 150лц ╧20;2.0;253.88;304.5;2015-02-03 10:21:28;йюрпем гюн;щаанрр цлау х йн.йц;цеплюмхъ
кнпюцейяюк рюа 10лц ╧10;2.0;40.26;50.0;2015-02-03 10:21:28;йюрпем гюн;HEXAL;цеплюмхъ
оемгхрюк рюа. о/н йхьевмнп ╧20;2.0;49.17;61.0;2015-02-03 10:21:28;йюрпем гюн;ьпеъ кюит яюемяхг обр.крд.;хмдхъ
опноеккеп княэнм нр опшыеи яюкхжхкнбши дкъ всбярбхрекэмни йнфх тк. 100лк;1.0;46.98;68.5;2015-02-03 10:21:28;йюрпем гюн;мюпндмше опнлшякш ннн;пняяхъ
пюсмюрхм рюа о/н 2лц ╧50;2.0;85.58;116.5;2015-02-03 10:21:28;йюрпем гюн;бхтхреу гюн;пняяхъ
яхюкнп яп-бн цхцхем 2% 10лк хмд/со;2.0;197.12;286.0;2015-02-03 10:21:28;йюрпем гюн;намнбкемхе отй гюн;пняяхъ
яхмейнд яхпно 1,5лц\лк тк 200лк ;2.0;263.67;359.0;2015-02-03 10:21:28;йюрпем гюн;NOVARTIS CONSUMER HEALTH S. CH;ьбеижюпхъ
яняйю-осяршьйю янкмшьйн кюрейя я йнкэжнл б гюыхр йнкоювйе хмд со;3.0;18.81;26.5;2015-02-03 10:21:28;йюрпем гюн;юлр рпеид ннн;пняяхъ
янтэъ йпел дкъ рекю унмдпнхрхм-цкчйюгюлхм йнлокейя 75лк;2.0;87.57;127.0;2015-02-03 10:21:28;йюрпем гюн;йнпнк╗бтюпл ннн;пняяхъ
яоюяюрекэ аюкэгюл рсаю 30ц;2.0;77.01;112.0;2015-02-03 10:21:28;йюрпем гюн;кчлх ннн;пняяхъ
ясоепвхярнрекн дкъ сдюкемхъ анпндюбнй х оюохккнл тк 3лк;2.0;13.32;19.5;2015-02-03 10:21:28;йюрпем гюн;дбе кхмхх ннн;пняяхъ
рюаейя рюа о/ок/н 1.5лц N100;1.0;628.65;798.5;2015-02-03 10:21:28;йюрпем гюн;SOPHARMA AD;анкцюпхъ
рхлнкнк-юйня йюокх цкюгмше 0,5% 5лк;2.0;20.46;25.5;2015-02-03 10:21:28;йюрпем гюн;яхмрег нюн ц.йспцюм;пняяхъ
рнпбюйюпд рюа о/н 10лц ╧30;1.0;248.93;299.0;2015-02-03 10:21:28;йюрпем гюн;ZENTIVA A..S.;веухъ
рпюмейяюл 0,25 N10 рюак о/н;1.0;184.03;224.0;2015-02-03 10:21:28;йюрпем гюн;лхп-тюпл гюн/намхмяйюъ утй;пняяхъ
ткчйнярюр йюоя 150лц ╧1;3.0;171.49;205.5;2015-02-03 10:21:28;йюрпем гюн;тюплярюмдюпр-кейяпедярбю нюн ц.йспяй;пняяхъ
ухрнгюм йюоя 340лц ╧60;1.0;166.03;241.0;2015-02-03 10:21:28;йюрпем гюн;лхкбе тюплюжебрхвеяйхе гюбндш юн;анкцюпхъ
щйгндепхк 1% 10лк ткюй п-п;1.0;466.95;635.5;2015-02-03 10:21:28;йюрпем гюн;яюмднг цлау;цеплюмхъ
щмюкюопхк 0,005 N20 рюак;10.0;7.59;9.0;2015-02-03 10:21:28;йюрпем гюн;намнбкемхе отй гюн;пняяхъ
щмюкюопхк рюа 5лц ╧20;10.0;9.24;11.5;2015-02-03 10:21:28;йюрпем гюн;нгнм ннн;пняяхъ
щмюо м рюа 25лц+10лц ╧20;2.0;144.1;196.0;2015-02-03 10:21:28;йюрпем гюн;KRKA;якнбемхъ
911 цекэ-аюкэгюл лспюбэхмюъ йхякнрю х нйномхй д/ясярюбнб пюгнцпебючыхи 100лк;2.0;58.67;85.5;2015-02-03 10:38:10;тнпютюпл;рбхмя рщй гюн;пняяхъ
911 пеблюкцнм цекэ д/рекю рсаю 100лк;2.0;52.6;76.5;2015-02-03 10:38:10;тнпютюпл;рбхмя рщй гюн;пняяхъ
цхпсднбем цекэ рсаю 50ц;2.0;72.56;105.5;2015-02-03 10:38:10;тнпютюпл;ахнйнм яо ннн;сйпюхмю
фхбнйняр (нйномхй) аюкэг. д/рекю я овек. ъднл рсаю 75лк;2.0;70.0;101.5;2015-02-03 10:38:10;тнпютюпл;йнпнк╗бтюпл ннн;пняяхъ
;2.0;86.0;125.0;2015-02-03 10:38:10;тнпютюпл;;
;3.0;26.72;39.0;2015-02-03 10:38:10;тнпютюпл;;
;2.0;94.97;129.5;2015-02-03 10:38:10;тнпютюпл;;
нйеюмнк йюоя. ╧30;1.0;136.5;198.0;2015-02-03 10:38:10;тнпютюпл;йнпнкеб тюпл/тнпю-тюпл;пняяхъ
опнйрнмхя йпел 30лк;2.0;170.02;247.0;2015-02-03 10:38:10;тнпютюпл;бхя ннн;пняяхъ
яйнпюъ онлныэ опхяшойю дкъ пюм онпньнй тк 15ц;1.0;98.6;143.0;2015-02-03 10:38:10;тнпютюпл;лецюм  2000 ннн;пняяхъ
аюкэгюл юкрюияйхи асйер хллсмнлндскхпсчыхи 250лк;1.0;112.37;163.0;2015-02-03 21:01:44;йюрпем гюн;юкрюияйхи асйер мот ннн;пняяхъ
аеккюрюлхмюк рюа. о/н ╧30;2.0;99.77;136.0;2015-02-03 21:01:44;йюрпем гюн;тюплжемрп бхкюп гюн;пняяхъ
ахтхдслаюйрепхм 5днг N10 ткюй ясуни;2.0;66.22;80.0;2015-02-03 21:01:44;йюрпем гюн;лхйпнцем - мон аекнпевемяй;пняяхъ
цемтепнм 500000ле N10 ясоо;1.0;357.39;486.5;2015-02-03 21:01:44;йюрпем гюн;ахнйюд гюн;пняяхъ
цкхмю йелапхияйюъ цнксаюъ йнп 100ц;2.0;16.27;24.0;2015-02-03 21:01:44;йюрпем гюн;тхрнйнялерхй ннн;пняяхъ
цкхмю яхахпяйюъ гекемюъ охрюрекэмюъ ян яанпнл жекеамшу рюефмшу рпюб яюье 75ц;2.0;17.71;26.0;2015-02-03 21:01:44;йюрпем гюн;тхрнйнялерхй ннн;пняяхъ
йернмюк йюоя. 50лц ╧25;2.0;88.44;106.5;2015-02-03 21:01:44;йюрпем гюн;кей д.д.;якнбемхъ
люярндхмнм тк. 100лк;1.0;561.0;712.5;2015-02-03 21:01:44;йюрпем гюн;ахнмнпхйю юц;цеплюмхъ
лекнйяхйюл рюа. 15лц ╧20;3.0;18.48;26.0;2015-02-03 21:01:44;йюрпем гюн;юкях тюплю гюн;пняяхъ
яхмейнд яхпно 1,5лц/лк тк 100лк;2.0;169.84;231.0;2015-02-03 21:01:44;йюрпем гюн;NOVARTIS CONSUMER HEALTH S. CH;ьбеижюпхъ
янкйняепхк цекэ д/мюпсф опхл 10% рсаю 20ц;1.0;162.58;221.5;2015-02-03 21:01:44;йюрпем гюн;ICN PHARMACEUTICALS SWITZERLAND LTD (SOLCO BASLE AG);ьбеижюпхъ
янкэ дкъ бюмм лепрбнцн лнпъ йпеойхи хллсмхрер 530ц;1.0;37.35;54.5;2015-02-03 21:01:44;йюрпем гюн;тхрнйнялерхй ннн;пняяхъ
янкэ лнпяйюъ DR.AQUA 1000ц (оюйер);16.0;17.26;25.5;2015-02-03 21:01:44;йюрпем гюн;спюкледопнл ннн;пняяхъ
тхрнвюи юкрюи ╧11 цкчйнмнпл я вепмхйни т/о 2ц ╧20 ;3.0;41.46;60.5;2015-02-03 21:01:44;йюрпем гюн;юкрюияйхи йедп гюн;пняяхъ
жепсйюк рюа 10лц ╧50;2.0;105.49;126.0;2015-02-03 21:01:44;йюрпем гюн;AWD PHARMA GMBH&CO KG;унпбюрхъ
жхйкнтепнмю рюа о/н 150лц ╧10;2.0;144.43;175.0;2015-02-03 21:01:44;йюрпем гюн;онкхяюм мртт ннн;пняяхъ
вюи "керъыюъ кюярнвйю" щйярпю т/о 3,0ц ╧20 ;2.0;118.94;172.5;2015-02-03 21:01:44;йюрпем гюн;LUSHANJIU HEALTH TEA CO.LTD.;йхрюи
вюимши мюохрнй кейпюящр йхопеъ сгйнкхярмнцн рпюбю 50ц;2.0;25.75;37.5;2015-02-03 21:01:44;йюрпем гюн;кейпю-ящр;пняяхъ
вюимши мюохрнй кейпюящр йкебепю ксцнбнцн рпюбю 50ц;3.0;22.47;33.0;2015-02-03 21:01:44;йюрпем гюн;кейпю-ящр;пняяхъ
щпцнтепнм рюа д/пюяяюя ╧20;2.0;228.8;311.5;2015-02-03 21:01:44;йюрпем гюн;люрепхю-ледхйю ункдхмц мот ннн;пняяхъ
ахтхтнпл люкшь онп яюье ╧21;1.0;384.1;557.0;2015-02-04 09:33:53;пнярю гюн;теппняюм ю/я;дюмхъ
опнцхмнбю дп. 2лц ╧21;2.0;152.79;182.0;2015-02-04 09:33:53;пнярю гюн;декэтюпл кхккэ яюя;тпюмжхъ
рюмюйюм рюа о/н 40лц ╧30;1.0;512.29;651.0;2015-02-04 09:33:53;пнярю гюн;антсп хояем хмдюярпх;тпюмжхъ
тнпрпюмя онп д/опхц п-пю д/опхелю бмсрпэ оюй 64ц ╧4;1.0;474.84;569.0;2015-02-04 09:33:53;пнярю гюн;антсп хояем хмдюярпх;тпюмжхъ
ьнкк дегнднпюмр дкъ насбх 150лк;1.0;112.21;163.0;2015-02-04 09:33:53;пнярю гюн;SSL INTERNATIONA;бекхйнапхрюмхъ
бемрнкхм ющп д/хмц днгхп 0,1лц/днгю 200 днг ;2.0;135.795;161.5;2015-02-04 09:34:54;яхю хмрепмеиьмк крд гюн;цкюйянялхрйкъим хмй.;онкэью
цюярюк рюа д/пюяяюя ╧30;2.0;174.735;238.0;2015-02-04 09:34:54;яхю хмрепмеиьмк крд гюн;окхбю йпюйнб тюплюжебрхвеяйхи гюбнд ю.н.;онкэью
хмцюбхпхм йюоя 90лц ╧7;3.0;401.27;484.0;2015-02-04 09:34:54;яхю хмрепмеиьмк крд гюн;бюкемрю тюплюжебрхйю нюн;пняяхъ
яемюде рюа ╧500;1.0;533.19;639.5;2015-02-04 09:34:54;яхю хмрепмеиьмк крд гюн;CIPLA LTD;хмдхъ
юмрхцпхоохм пнлюьйю онп. д/опхцнр. п-пю д/опхелю бмсрпэ оюй. 5ц ╧6;1.0;152.9;208.0;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;мюрсп опндсйр тюплю яо.г.н.н.;онкэью
анъпшьмхйю окндш 100ц;3.0;35.53;50.0;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;яр-ледхтюпл;пняяхъ
апнлцейяхм 8 аепкхм-уелх дпюфе 8лц ╧25 ;7.0;82.61;112.5;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;аепкхм-уелх юц;цеплюмхъ
асяйноюм рюа о/н 10лц ╧20;1.0;255.75;348.0;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;аепхмцеп хмцекэуюил хрюкхъ я.о.ю.;цеплюмхъ
депхмюр п-п 0,25% тк-йюоекэмхжю 10лк;1.0;221.21;301.0;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;реумнледяепбхя то гюн;пняяхъ
деяхрхм йпел деряйхи нр нопекняреи 50лк .@;1.0;177.12;257.0;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;JOHNSON & JOHNSON (дюмхъ);тпюмжхъ
йюпбедхкнк рюа. 12,5лц ╧30;2.0;84.81;102.0;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;бепрейя гюн;пняяхъ
йнмяйхи йюьрюм цекэ-аюкэгюл менцюкем д/мнц 100лк;1.0;56.76;82.5;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;йнпнк╗бтюпл ннн;пняяхъ
мнпрхбюм рюа. о/н 40лц ╧30;2.0;187.11;254.5;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;цеденм пхуреп нюн/"цеденм пхуреп-пся";онкэью
яслюлед тнпре 0,2/5лк 16,74 онп д/ясяо;1.0;315.26;379.0;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;PLIVA;унпбюрхъ
сяонйни рюа ╧20 ;1.0;47.3;66.5;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;люрепхю-ледхйю ункдхмц мот ннн;пняяхъ
ухкюй тнпре йюокх д/бм опхелю тк-йюо 30лк;2.0;203.72;277.5;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;лепйке цлау;цеплюмхъ
вюи онусдеи дкъ гднпнбэъ кчдеи бюмхкэ 2,0ц т/о ╧30;1.0;38.11;55.5;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;рнпцнбши днл жщпепю ннн;пняяхъ
вюи онусдеи дкъ гднпнбэъ кчдеи йксамхйю 2,0ц т/о ╧30;1.0;38.11;55.5;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;рнпцнбши днл жщпепю ннн;пняяхъ
вюи онусдеи дкъ гднпнбэъ кчдеи кеямше ъцндш т/о 2,0ц ╧30;1.0;38.11;55.5;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;рнпцнбши днл жщпепю ннн;пняяхъ
вюи онусдеи дкъ гднпнбэъ кчдеи люкхмю 2,0ц т/о ╧30;1.0;38.11;55.5;2015-02-04 09:35:36;юкэъмя уекяйею пся ннн;рнпцнбши днл жщпепю ннн;пняяхъ
911 цекэ-аюкэгюл фхбнйняр д/ясярюбнб 100лк;2.0;73.75;107.0;2015-02-04 09:36:23;опнрей гюн жб ц.лняйбю;рбхмя рщй гюн;пняяхъ
юйбюдерпхл  йюокх д/опхелю бмсрпэ 15000 ле/лк тк 10лк;2.0;173.69;208.5;2015-02-04 09:36:23;опнрей гюн жб ц.лняйбю;ледюмю тюплю юйжхнмепмне наыеярбн;онкэью
ашярпслцекэ цекэ 2,5% 30ц рсаю;2.0;151.47;206.0;2015-02-04 09:36:23;опнрей гюн жб ц.лняйбю;юйпхухм  утй нюн;пняяхъ
бюкг рюа о/о/н 80лц ╧28;2.0;226.27;308.0;2015-02-04 09:36:23;опнрей гюн жб ц.лняйбю;юйрюбхя;люкэрю
бепньохпнм рюа 25лц ╧20;5.0;74.03;88.0;2015-02-04 09:36:23;опнрей гюн жб ц.лняйбю;GEDEON RICHTER;бемцпхъ
бернпнм ткюйнм-йюоекэмхжю 20лк (д/дереи я 3-у кер);1.0;161.53;234.5;2015-02-04 09:36:23;опнрей гюн жб ц.лняйбю;юйбхнм гюн;пняяхъ
