Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
ШПРИЦ 20МЛ 3-Х КОМП. N50 /ИМПОРТ/SFM/ ;1.0;488.62;610.77;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; СФМ Госпитал Продактс ГмбХ;германия
АСЕПТА БАЛЬЗАМ Д/ДЕСЕН 10,0 /АДГЕЗИВНЫЙ/ ;1.0;138.76;180.38;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Вертекс (ЗАО);россия
БАРХАТНЫЕ РУЧКИ КРЕМ СМЯГЧАЮЩИЙ Д/РУК 80МЛ ;5.0;49.04;63.75;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Юнилевер Русь;россия
ДОППЕЛЬГЕРЦ АКТИВ ВИТАМ Д/БОЛЬН ДИАБЕТОМ N30 ТАБЛ ;3.0;202.56;263.32;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Квайссер Фарма ГмбХ и Ко.КГ;германия
МАЛАВИТ ГЕЛЬ-ЛУБРИКАНТ 50МЛ ;1.0;142.59;185.36;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Алькор ООО;россия
НОГТИНОРМ БАЛЬЗАМ Д/НОГТЕЙ 15МЛ ;1.0;107.13;139.26;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Лаборатория ЭМАНСИ;россия
ОСВЕЖИТЕЛЬ П/РТА MINTOROL STRONG+ 25МЛ СПРЕЙ ;5.0;39.8;51.73;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Фреш Минт Восток ЧП УП;беларусь
ПРОТЕФИКС ОЧИСТИТЕЛЬ АКТИВН Д/ЗУБ ПРОТЕЗ N32 ТАБЛ ;3.0;153.04;198.95;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; КВАЙССЕР ФАРМА Гмбх и Ко;германия
СИРОП КЛЮКВА НА ФРУКТОЗЕ 250МЛ ;3.0;76.34;99.24;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Биоинвентика;россия
ФИТОЧАЙ АЛТАЙ №9 Д/ГЛАЗ ЧЕРНИКА/ОЧАНКА 2,0 N20 Ф/П ;3.0;49.07;63.79;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Алтайский кедр;россия
Ингавирин капс 90мг №7 ;30.0;395.34;497.35;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Валента Фармацевтика.ОАО;Россия
Оксолин мазь назальная 0,25% туба 10г ;20.0;29.48;36.85;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Нижфарм ОАО;Россия
Фуразолидон таб. 50мг №20 ;20.0;80.41;100.51;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Борисовский завод;Беларусь
Элькар р-р д/вн. приема 300мг/мл фл. 100мл ;2.0;476.63;595.78;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; ПИК-ФАРМА ПРО ООО RU;Россия
Азитромицин  капс. 500мг №3 ;20.0;82.06;102.69;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Производство медикаментов ООО;Россия
Азитромицин капс. 250мг №6 ;5.0;33.77;44.85;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Вертекс ЗАО;Россия
Артроцин капс. 0,5г №60 (бад) ;1.0;335.71;436.42;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; ВИС ООО;Россия
Аскорил таб. №10 ;5.0;145.86;182.32;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Glenmark Pharma;Индия
Бисептол таб. 480мг №28 ;10.0;81.07;101.76;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Polfa Pabianice;Польша
Бюстгальтер послеродовой х/б трикотажный бп-"фэст-1" р.85с (белый) (модель 1831) ;1.0;578.38;722.97;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Аист Предприятие ООО;Россия
Гексорал табс классик таб. д/рассас. №16 (апельсин.) ;5.0;107.25;134.06;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Юник Фармасьютикал Лабораториз;Индия
Гексорал табс классик таб. д/рассас. №16 (черносмородин.) ;5.0;110.44;138.05;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Юник Фармасьютикал Лабораториз;Индия
Драй драй ср-во от обильного потовыделения длительного действия фл 35мл ;1.0;497.96;647.34;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Эксельсиор/Лексима АБ;Швеция
Интерферон лейкоц. челов. сухой лиоф. д/приг. р-ра для интраназ. введ. 1тыс.ме амп. №10 ;10.0;67.87;84.92;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Микроген НПО ФГУП;Россия
Ликопид таб. 10мг №10 ;1.0;1695.76;2119.69;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Пептек;Россия
Мотилиум таб. п/о плен. 10мг №30 ;2.0;376.64;470.79;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; JANSSEN CILAG FR;Франция
Мульти-табс иммуно кидс таб. жеват. №30 (малиново-клубничный вкус) ;1.0;433.06;562.97;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Ferrosan;Дания
Новокаин р-р д/ин. 5мг/мл 5мл №10 ;20.0;25.85;33.17;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Органика;Россия
Рутацид таб. жеват. 500мг №20 ;5.0;93.39;116.73;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; KRKA;Словения
Санитель гель д/рук без отдушки с вит е фл 25мл (блистер) ;3.0;36.58;47.55;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Бентус лаборатории ООО;Россия
Санитель гель д/рук без отдушки с вит е фл 50мл ;3.0;60.05;78.06;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Бентус лаборатории ООО;Россия
Тест д/определения беременности клиаблу цифровой с индикатором срока беременности ;3.0;210.53;263.16;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; SPD Swiss Precision Diagnostics CmbH.;Швейцария
Умная эмаль лак-укрепитель д/ногтей бургундия фл.15мл (№ 127) ;1.0;97.48;126.72;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Frenchi  Products;Соединенные шта
Шолл набор пилка электрич. роликовая д/удаления огрубевшей кожи стоп + сменный ролик №1 ;3.0;1395.35;1813.95;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Reckitt Benckiser Healthcare (UK) Limited;Соединенное кор
Гематоген детский с витаминами 30г* ;30.0;15.93;20.7;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Руссаль ООО;Россия
Корвалол капли д/внутр прим 50мл фл-кап т/с инд уп ;56.0;19.25;24.06;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Фармстандарт-Лексредства ОАО;Россия
Канефрон н драже n60 ;5.0;330.33;412.91;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Bionorica AG;Германия
Эналаприл таб 20мг n20 ;50.0;12.76;16.91;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Озон ООО;Россия
Ринофлуимуцил спрей назальн 10мл фл т/с насад-расп инд уп ;5.0;203.94;254.92;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Zambon Group S.p.A.;Италия
Ампициллин таб 250мг n20 (уп конт яч n10х2) ;30.0;12.87;16.53;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Белмедпрепараты РУП;Беларусь Респуб
Бетагистин таб 24мг n20 (уп конт яч n10х2) ;10.0;43.89;56.35;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Вертекс ЗАО;Россия
Бетагистин таб 8мг n30 (уп конт яч n30) ;5.0;27.39;35.18;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Вертекс ЗАО;Россия
Верапамил таб п/п/о 80мг n20 (уп конт яч n10х2) ;10.0;23.54;30.65;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Акрихин ХФК ОАО;Россия
Кларисенс сироп 1мг/мл 100мл фл т/с инд уп ;3.0;76.78;96.08;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Фармстандарт-Лексредства ОАО;Россия
Лавомакс таб п/о 125мг n10 ;2.0;734.8;832.73;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Нижфарм ОАО;Россия
Игрушка для ванны  happy baby  пвх набор пираты арт 32012 ;1.0;195.91;244.88;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; LIAN XIN PLASTIC TOYS FTY LTD;Китай
Кипферон супп ваг/рект n10 ;6.0;621.72;777.15;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Алфарм ООО;Россия
Левомеколь мазь 40г ;20.0;69.19;86.48;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Нижфарм ОАО;Россия
Левомицетин-диа капли глазн 0,25% 10мл фл-кап пласт инд уп ;20.0;19.8;24.74;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Диафарм ЗАО;Россия
Линекс капс n16 (уп конт яч n8х2) ;5.0;267.08;333.84;2015-02-02 00:00:00.00; ЗАО "ПрофитМед"; Lek d. d.;Словения
Виброцил Гель 12г Туба ;1.0;179.22;224.02;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Новартис Консьюмер Хелс С.А.;
Вильпрафен 500мг Таб. п/пл/об. Х10 (R) ;5.0;526.164;651.03;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Теммлер Верке ГмбХ;
Грандаксин 50мг Таб. Х20 ;5.0;274.594;343.24;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; ЭГИС Фармацевтический завод ОАО;
Зиннат 250мг Таб. п/пл/об. Х10 (R) ;5.0;385.232;476.65;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Глаксо Оперэйшенс Великобритания Лимитед;
Золотая Звезда Бальзам карандаш д/инг. 1.3г ;10.0;75.867;94.83;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Danang Central Pharmaceutical Company;
Ибуклин 400мг+325мг Таб. п/пл/об. Х10 ;20.0;94.688;118.36;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Д-р Редди'с Лабораторис Лтд;
Индоколлир 0.1% глазные капли 5мл Фл.-капельница ;5.0;242.594;303.24;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Лаборатория Шовен С.А.;
Йодомарин 200 0.2мг Таб. Х50 (R) ;5.0;115.082;144.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Берлин-Хеми АГ/Менарини-Фон Хейден ГмбХ;
Креон 10000 10тыс.ЕД Капс. кишечнор. Х20 (R) ;10.0;262.339;324.59;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Эбботт Продактс ГмбХ;
Лозап Плюс 50+12.5мг Таб. п/пл/об. Х30 ;1.0;285.68;299.96;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Зентива;
Локоид 0.1% крем д/наружного прим. 30г Туба (R) ;3.0;292.39;361.64;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Теммлер Италиа С.р.Л;
Метотрексат 2.5мг Таб. покр. плен. об. Х50 Банка (R) ;1.0;183.45;233.1;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Северная звезда ЗАО;
Неванак 0.1% капли глазные 5мл Фл.-кап.п/э М ;1.0;421.72;527.15;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Алкон-Куврер н.в. с.а.;
Нейромидин 20мг Таб. Х50 ;1.0;903.11;1128.88;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Олайнфарм АО;
Нео-ангин Таб. д/рассасывания Х24 ;5.0;90.982;113.72;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Дивафарма ГмбХ;
Нормазе 200мл Сироп Фл. Б М (R) ;3.0;214.49;265.49;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Л. Молтени и К. деи Фрателли Алитти Сочиета ди Езерчицио С.п.А.;
Омнитус 0.8мг/мл сироп 200мл Фл.т/с Б М ;5.0;135.366;169.2;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Хемофарм А.Д.;
Отривин Бэби Аспиратор назальный+3 смен. насадки Х1 И/м ;10.0;207.152;258.93;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Новартис Консьюмер Хелс С.А.;
Отривин Море Спрей д/орошения слизистой носа 50мл Фл. Х1 И/м ;3.0;213.1033;266.37;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Новартис Консьюмер Хелс С.А.;
Парацетамол 120мг/5мл Сусп. д/приема внутрь 100мл Бут.т/с Б (R) ;5.0;43.714;57.84;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Синтез ОАО г.Курган;
Пектусин Таб. д/рассасывания Х10 ;30.0;22.869;28.58;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Вифитех ЗАО;
Пензитал Таб. покр. кишечнор. об. Х20 (R) ;10.0;52.393;67.27;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Шрея Лайф Саенсиз Пвт.Лтд.;
Полиоксидоний 12мг Таб. Х10 (R) ;3.0;694.5967;783.17;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Петровакс Фарм НПО ООО;
Полиоксидоний 6мг ваг. и рект. супп. Х10 (R) ;2.0;732.755;830.19;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Петровакс Фарм НПО ООО;
Ромашка Цветки 50г Пачка ;14.0;37.6529;47.06;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Красногорсклексредства ОАО;
Сбор Бруснивер 2г фильтр-пакет X20 ;6.0;54.7917;68.48;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Красногорсклексредства ОАО;
Средство д/промыв. носоглотки "Долфин" (шиповник, солодка) детский 1г Пак. X30 # ;5.0;200.25;250.31;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Динамика фирма ООО;
Стодаль Сироп Фл. 200мл Б М ;5.0;203.336;254.17;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Лаборатория Буарон;
Стоптуссин капли д/приема внутрь 10мл Фл.-Капельн. Б М ;4.0;95.645;119.55;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Тева Чешские предприятия с.р.о.;
Суприма-бронхо сироп 100мл фл. Б ;5.0;102.938;128.67;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Шрея Лайф Саенсиз Пвт.Лтд.;
ТераФлю ЛАР Спрей 30мл ;3.0;179.85;224.81;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Новартис Консьюмер Хелс С.А.;
Тералиджен Валента 5мг Таб. п/пл/об. Х25 ;1.0;304.87;381.08;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Валента Фармацевтика ОАО;
Тест-полоски One Touch Ultra Х50 И/м (020-828-02/020-828-03) ;2.0;950.895;1188.61;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Johnson @ Lifescan;
Трентал 100мг Таб. покр. кишеч-раст плен. об. Х60 ;5.0;302.688;378.36;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Санофи Индия Лимитед;
Триовит Капс. Х30 ;3.0;132.9233;166.15;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; КРКА;
Фенкарол 0.01 Таб. Х20 ;10.0;184.822;231.02;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Олайнфарм АО;
Фервекс пор. д/приг. р-ра д/приема внутрь (лимонный) Пак. Х8 /без сахара/ ;5.0;235.786;294.73;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Бристол-Майерс Сквибб (СА) (sc);
Эспумизан 40 Эмульсия д/приема внутрь 40мг/5мл 100мл Фл. Б ;3.0;360.6233;450.77;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Берлин-Хеми АГ/Менарини Групп;
Амоксиклав 500мг+125мг Таб. покр. пленоч. об. Х15 Б (R) ;10.0;354.959;439.2;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Лек д.д.;
Валтрекс 500мг Таб. п/пл/об. Х42 ;1.0;3076.83;3846.03;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Глаксо Вэллком С.А./ГлаксоСмитКляйн Фармасьютикалз С.А.;
Виферон 3000000 МЕ Супп. рект. Х10 (R) ;2.0;706.41;805.34;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Ферон ООО;
Гептрал 400мг Таб. покр. кишечнор. об. Х20 (R) ;2.0;1576.455;1777.1;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Эбботт С.р.Л.;
Достинекс 0.5мг Таб. Х2 ;2.0;644.62;805.77;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Пфайзер Италия С.р.Л.;
Наринэ 200мг пак. Х10 .@ ;3.0;117.5167;152.77;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Narex;
Сироп от кашля с подорожником и мать-и-мачехой 200мл Фл. Х1 (АКЦИЯ 3) ;3.0;153.9;192.37;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Херкель Б.В./Натур Продукт Европа Б.В.;
Флемоксин Солютаб 125мг Таб. Дисп. Х20 (R) ;10.0;185.493;234.17;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Астеллас Фарма Юроп Б.В./Ортат ЗАО;
Аскорбиновая к-та таб жев 25мг N10 ;200.0;4.87;6.08;2015-02-03 00:00:00.00;Ндежда-Фарм; Марбиофарм ОАО;Россия
Бинт трубчатый N2 Апполо (длина 20см) ;10.0;5.33;6.66;2015-02-03 00:00:00.00;Ндежда-Фарм; Апполо ООО;Россия
Гематоген АБВГДейка 50г ;20.0;10.25;13.32;2015-02-03 00:00:00.00;Ндежда-Фарм; Гемакон ООО;Россия
Детский крем Дюймовочка 45мл (смягчающий) ;10.0;20.18;26.23;2015-02-03 00:00:00.00;Ндежда-Фарм; Весна ОАО;Россия
Детский крем Страна сказок 50мл пантенол-Д/тысячелистник ;10.0;19.41;25.23;2015-02-03 00:00:00.00;Ндежда-Фарм; Шанте Бьюти ООО;Россия
Игрушка д/ванной Пома набор Гонки N4 с 12м (арт.20019) ;2.0;189.41;236.76;2015-02-03 00:00:00.00;Ндежда-Фарм; Taizhou  Happy & Merry Business;Китай
Мармелад Фру-Фру вит.+фрукт.сок  30г Вишневые губки ;24.0;15.83;20.57;2015-02-03 00:00:00.00;Ндежда-Фарм; The Candy Plus Sweet Factory;Чешская Республ
Мармелад Фру-Фру вит.+фрукт.сок  30г Ежевика ;24.0;16.22;21.08;2015-02-03 00:00:00.00;Ндежда-Фарм; The Candy Plus Sweet Factory;Чешская Республ
Мармелад Фру-Фру вит.+фрукт.сок  30г Медведики ;24.0;16.38;21.29;2015-02-03 00:00:00.00;Ндежда-Фарм; The Candy Plus Sweet Factory;Чешская Республ
Мармелад Фру-Фру вит.+фрукт.сок  30г Тропические фрукты ;24.0;16.28;21.16;2015-02-03 00:00:00.00;Ндежда-Фарм; The Candy Plus Sweet Factory;Чешская Республ
Мармелад Фру-Фру вит.+фрукт.сок  30г Фруктовое ассорти ;24.0;16.38;21.29;2015-02-03 00:00:00.00;Ндежда-Фарм; The Candy Plus Sweet Factory;Чешская Республ
Носовые платки Амелия N10 ;20.0;4.14;5.38;2015-02-03 00:00:00.00;Ндежда-Фарм; "Бест Клин"ООО;Россия
Носовые платки Семья и комфорт 3х слойн N10 ;20.0;3.92;5.09;2015-02-03 00:00:00.00;Ндежда-Фарм; Семья и Комфорт ООО;Россия
Перчатки смотр н/стер нитрил SFM Accelerator Free (8-9) L N50 (текстурир на пальцах неопудр) ;2.0;448.02;560.02;2015-02-03 00:00:00.00;Ндежда-Фарм; SFM Hospital;Малайзия
Повязка на рану  пластырн типа стерил Эверс 15х9см N10 с впитывающей подушечкой ;10.0;76.45;95.56;2015-02-03 00:00:00.00;Ндежда-Фарм; Эвтекс ООО;Россия
Повязка на рану  пластырн типа стерил Эверс 20х10см N10 с впитывающей подушечкой ;11.0;100.28;125.34;2015-02-03 00:00:00.00;Ндежда-Фарм; Эвтекс ООО;Россия
Повязка на рану  пластырн типа стерил Эверс 20х10см N10 с впитывающей подушечкой ;9.0;100.28;125.34;2015-02-03 00:00:00.00;Ндежда-Фарм; Эвтекс ООО;Россия
Пустышка Нук латекс ортодонтическая от 0-6м baby blue (кольцо) (арт.10725760) ;2.0;65.8;85.53;2015-02-03 00:00:00.00;Ндежда-Фарм; MAPA GmbH;Германия
Пустышка Нук латекс ортодонтическая от 0-6м baby rose (кольцо) (арт.10725759) ;2.0;65.8;85.53;2015-02-03 00:00:00.00;Ндежда-Фарм; MAPA GmbH;Германия
Пустышка Нук силикон ортодонтическая от 6-18м baby rose (кольцо) (арт.10735331) ;2.0;112.15;145.79;2015-02-03 00:00:00.00;Ндежда-Фарм; MAPA GmbH;Германия
Раствор д/конт линз Авизор Aquasoft comfort 250мл (+ контейнер) ;2.0;264.12;330.14;2015-02-03 00:00:00.00;Ндежда-Фарм; Авизор С.А.;Испания
Рыбий жир Биафишенол (пищевой) капс 0.3г N100 ;20.0;36.93;48.0;2015-02-03 00:00:00.00;Ндежда-Фарм; БиоФарм ООО;Россия
Сбор Грудной N1 50г (с алтеем) ;5.0;33.44;41.79;2015-02-03 00:00:00.00;Ндежда-Фарм; Фирма Здоровье ООО;Россия
Скипидарные ванны Залманова бальзам Желтый 250мл ;2.0;148.84;193.49;2015-02-03 00:00:00.00;Ндежда-Фарм; Медикомед НПФ ООО;Россия
Спринцовка пластизольная А - 6  мягк.након. (210мл) (инд.уп-ка) Виталфарм ;5.0;16.65;20.81;2015-02-03 00:00:00.00;Ндежда-Фарм; Виталфарм ЗАО;Россия
Страна Здравландия экстракт д/купания малышей 250мл Сонные травы ;3.0;138.71;180.32;2015-02-03 00:00:00.00;Ндежда-Фарм; АС-КОМ НПК ООО;Россия
Термометр д/воды В-1 Малыш (+10 - +50) (размер 150х60) (пластик) ;2.0;83.54;108.6;2015-02-03 00:00:00.00;Ндежда-Фарм; Стеклоприбор ОАО;Украина
Тест на берем Будьте уверены Med Home test N2 (струйный) ;5.0;99.3;124.12;2015-02-03 00:00:00.00;Ндежда-Фарм; Мед-Экспресс-Диагностика ООО;Россия
Трависил сироп 100мл ;5.0;133.25;166.56;2015-02-03 00:00:00.00;Ндежда-Фарм; Плетхико Фармасьютикалз Лтд;Индия
Троксерутин гель 2% 40г ;20.0;24.27;30.33;2015-02-03 00:00:00.00;Ндежда-Фарм; Софарма АО;Болгария
Хна иранская натуральная 25г минералы мертвого моря ;5.0;10.91;14.18;2015-02-03 00:00:00.00;Ндежда-Фарм; Фитокосметик ООО;Россия
Чай Софора японская плоды 50г ;3.0;24.32;31.61;2015-02-03 00:00:00.00;Ндежда-Фарм; Соик ООО;Россия
Чай Софора японская ф/п 1.5г N20 (бутоны) ;3.0;45.79;59.52;2015-02-03 00:00:00.00;Ндежда-Фарм; Соик ООО;Россия
Шалфея листья 50г ;10.0;24.54;30.67;2015-02-03 00:00:00.00;Ндежда-Фарм; Иван-чай ЗАО;Россия
Шприц однораз  5мл 3-х комп с иглой (0.7х40мм) N 10 SFM ;50.0;56.37;70.46;2015-02-03 00:00:00.00;Ндежда-Фарм; SFM Hospital;Германия
Элеутерококк эк-т 50мл (инд уп-ка) ;10.0;26.79;33.48;2015-02-03 00:00:00.00;Ндежда-Фарм; Вифитех ЗАО;Россия
Эритромицин пор д/ин 100мг ;20.0;11.07;13.83;2015-02-03 00:00:00.00;Ндежда-Фарм; Синтез ОАО;Россия
Эуфиллин р-р д/ин 2.4% 10мл N10 ;5.0;32.27;41.41;2015-02-03 00:00:00.00;Ндежда-Фарм; Дальхимфарм ОАО;Россия
