Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Карапуз шампунь/пена д/купан/дет. ;1.0;35.34;45.0;2015-02-03 00:00:00.00;Бриз; ;
Палмолив гель д/д 250мл жен.Алтайские травы ;1.0;97.5;122.0;2015-02-03 00:00:00.00;Бриз; ;Турция
Бумага туалет.Брянск Зайка ;48.0;7.99;10.0;2015-02-03 00:00:00.00;Бриз; ;
Бумага туал."Новомоск"100м б/втулки;40.0;5.53;8.5;2015-02-03 00:00:00.00;Бриз;;
Весна мыло 90гр Жасмин/зел.чай/6 ;6.0;9.59;12.0;2015-02-03 00:00:00.00;Бриз; ;
Весна мыло 90гр Молоко/мед/6 ;6.0;9.59;12.0;2015-02-03 00:00:00.00;Бриз; ;
Весна мыло 90гр Мята/малина/6 ;6.0;9.59;12.0;2015-02-03 00:00:00.00;Бриз; ;
Весна мыло 90гр Яблоко/корица/6 ;6.0;9.59;12.0;2015-02-03 00:00:00.00;Бриз; ;
Весна мыло 90гр Алое/овс.мол./6 ;6.0;9.59;12.0;2015-02-03 00:00:00.00;Бриз; ;
Весна мыло 90гр Персик/йогурт/6 ;6.0;9.59;12.0;2015-02-03 00:00:00.00;Бриз; ;
З/п Семейная б/ф 100гр Тотал САМ ;2.0;15.79;20.0;2015-02-03 00:00:00.00;Бриз; ;
З/п Семейная б/ф 100гр Фтор+кальц. САМ ;2.0;15.79;20.0;2015-02-03 00:00:00.00;Бриз; ;
З/п Семейная б/ф 100гр САМ ;2.0;12.5;17.0;2015-02-03 00:00:00.00;Бриз; ;
НК крем д/лица Ланолиновый ;3.0;26.03;33.0;2015-02-03 00:00:00.00;Бриз; ;
НК мыло полиэт.Дегтярное 140г ;6.0;17.83;23.0;2015-02-03 00:00:00.00;Бриз; ;
НК Ушастый нянь крем п/подгузник ;2.0;70.57;89.0;2015-02-03 00:00:00.00;Бриз; ;
Сени подг.д\в.M-2 30шт 75-110см ;1.0;1090.13;1255.0;2015-02-03 00:00:00.00;Бриз; ;Польша
Натали нормал 20 анотомич. А-20 ;10.0;35.72;45.0;2015-02-03 00:00:00.00;Бриз; ;
Натали Анатомические део А-13 ;10.0;20.42;26.0;2015-02-03 00:00:00.00;Бриз; ;
НК Ушастый нянь смс 800гр Детский ;2.0;66.11;85.0;2015-02-03 00:00:00.00;Бриз; ;
AXE дез-кар.55мл Голд Темптейшн ;1.0;112.39;142.0;2015-02-03 00:00:00.00;Бриз; ;Германия
Памперс Ньюборн 27 2-5кг 1 ;3.0;269.75;330.0;2015-02-03 00:00:00.00;Бриз; ;
Памперс Слип&Плэй Макси 68 7-18 4 ;1.0;712.22;819.0;2015-02-03 00:00:00.00;Бриз; ;Польша
Памперс Слип&Плэй Юниор 74 11-25 5 ;2.0;890.99;1025.0;2015-02-03 00:00:00.00;Бриз; ;Польша
Памперс Слип&Плэй Макси 86 7-18 4 ;1.0;890.99;1025.0;2015-02-03 00:00:00.00;Бриз; ;Польша
Хаггис Софт&Драй ДЖАМБО 50 макси7-18 4 ;2.0;542.3;638.0;2015-02-03 00:00:00.00;Бриз; ;Чешская республ
OMSA Calzino Easy Day 20 (носки-2 пары) Daino ;3.0;60.13;76.0;2015-02-03 00:00:00.00;Бриз; ;
OMSA Calzino Easy Day 20 (носки-2 пары) Nero ;1.0;60.13;76.0;2015-02-03 00:00:00.00;Бриз; ;
SISI Queen 40 Miele 4 (чулки) св.телесный ;1.0;248.05;303.0;2015-02-03 00:00:00.00;Бриз; ;
SISI Style 40 Miele 4 (св.телесный) ;1.0;174.77;215.0;2015-02-03 00:00:00.00;Бриз; ;
SISI Fascino 40 Daino 4 (загар) ;1.0;174.77;215.0;2015-02-03 00:00:00.00;Бриз; ;
ПОДУШКА ОРТОПЕДИЧЕСКАЯ Д/МЛАДЕНЦЕВ /К-800 ;1.0;210.73;252.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Комф-Орт;Россия
PAMPERS ТРУСИКИ PREMIUM CARE JUNIOR N20 ;1.0;573.87;646.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Procter&Gamble Operations Polska Sp.z.o.o.;Польша
Актовегин 200мг №50 тб. п/о Никомед;1.0;1686.52;1895.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
АМИКСИН 0,125 N10 ТАБЛ П/О ;1.0;822.47;939.01;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Томскхимфарм;Россия
БИФИДУМБАКТЕРИН ФОРТЕ 5ДОЗ N10 ПАК ПОР ;2.0;110.77;134.03;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; ПАРТНЕР  ЗАО;Россия
Бускопан 10мг др. №20;2.0;276.98;333.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
ВАЛЕРИАНЫ ЭКСТРАКТ 0,02 N50 ТАБЛ П/О ;20.0;40.59;52.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Биосинтез ОАО;Россия
ВАЛЕРИАНЫ ЭКСТРАКТ 0,02 N50 ТАБЛ П/О ;20.0;46.86;63.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Борисовский завод медпрепартов;Беларусь
Витрум Пренатал форте №30;1.0;448.69;545.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
ВИШНЕВСКОГО 30,0 ЛИНИМЕНТ ;10.0;15.73;23.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Зеленая Дубрава;Россия
Галазолин 0.1% 10мл;10.0;32.56;40.31;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
ГЛИЦЕРИН 25МЛ Р-Р ;10.0;7.7;11.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; ЭКОлаб (ЗАО);Россия
ГУТТАСИЛ 0,0075/МЛ 30МЛ ФЛАК КАПЛИ Д/ПРИЕМ ВН ;1.0;180.95;217.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Фармак;Украина
Детралекс 500мг  №30 тб.;2.0;651.97;752.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
ИНТЕРФЕРОН 1000МЕ/МЛ 5МЛ N1 ФЛАК/КАП ;2.0;98.01;117.16;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Биомед им И.И. Мечникова;Россия
КАЛЕНДУЛЫ НАСТОЙКА 40МЛ /ФЛОРА КАВКАЗА/ ;10.0;27.61;39.5;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Флора Кавказа ОАО;Россия
КАРМОЛИС 40МЛ КАПЛИ ;1.0;289.3;345.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Д-р А. и Л.Шмидгалл;Австрия
КСИМЕЛИН ЭКО 0,05% 10МЛ НАЗ СПРЕЙ;2.0;174.46;207.87;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
КСИМЕЛИН ЭКО С МЕНТОЛОМ 0,1% 10МЛ НАЗ СПРЕЙ ;2.0;155.87;185.72;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Никомед Фарма АС;Норвегия
НУРОФЕН 0,2 N8 ТАБЛ П/О ;5.0;88.99;106.44;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Рекитт Бенкизер Хелскэр Интернешнл Лтд;Соединенное королевство
ОМЕПРАЗОЛ 0,02 N30 КАПС ;40.0;20.57;25.46;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; ПРОИЗВОДСТВО МЕДИКАМЕНТОВ;Россия
ОТРИВИН БЭБИ СМЕННЫЕ НАСАДКИ N10;3.0;129.91;165.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
ПЕЛЕНКА LUXSAN ВПИТ PREMIUM/EXTRA 40Х60 N15 ;2.0;196.57;230.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Интертекс;Россия
ПИОНА Н-КА 25МЛ В ИНД.УПАКОВКЕ;20.0;10.34;13.5;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
ТРИГАН Д N100 ТАБЛ ;3.0;294.69;355.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Кадила Фармасьютикалз Лтд;Индия
Три-регол №21 №3 тб.;1.0;573.98;677.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
Флюколдекс-Н №12 тб.;1.0;67.1;81.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
ХОНДРОГАРД 0,1/МЛ 1МЛ N10 АМП Р-Р В/М ;2.0;843.48;953.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; ФармФирма "Сотекс";Россия
ХОНДРОКСИД ФОРТЕ 30,0 КРЕМ ;1.0;319.77;392.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Нижфарм ОАО;Россия
ЭЛИКСИР ЭВАЛАР 250МЛ ;1.0;163.35;200.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Эвалар ЗАО;Россия
CAREFREE ПРОКЛАДКИ ЕЖЕДН BREEZ NORMAL N20 ;1.0;52.16;60.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Johnson and Johnson S.p.A.;Италия
CAREFREE ПРОКЛАДКИ ЕЖЕДН COTTON N20 ;1.0;77.38;92.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Johnson and Johnson S.p.A.;Италия
CAREFREE ПРОКЛАДКИ ЕЖЕДН COTTON АРОМАТ N34 ;1.0;122.13;144.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Johnson and Johnson S.p.A.;Италия
CAREFREE ПРОКЛАДКИ ЕЖЕДН FLEXI FORM АРОМАТN18 ;1.0;80.8;95.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Johnson and Johnson S.p.A.;Италия
CAREFREE ПРОКЛАДКИ ЕЖЕДН LARGE PLUS N20 ;1.0;86.35;104.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Johnson and Johnson S.p.A.;Италия
CAREFREE ПРОКЛАДКИ ЕЖЕДН LARGE АРОМАТ PLUS N20 ;1.0;90.12;107.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Johnson and Johnson S.p.A.;Италия
Стоп проблем ЛОСЬОН САЛИЦИЛОВЫЙ Д/ЖИРНОЙ КОЖИ 100МЛ;3.0;55.43;74.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
ДЖОНСОНС БЭБИ ПРИСЫПКА П/СНОМ 100,0 ;2.0;93.56;116.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; JOHNSON&JOHNSON CHINA Ltd;Таиланд
ДИГИДРОКВЕРЦЕТИН N20 ТАБЛ;2.0;116.85;146.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
ДИЗАО БОТОМАСКА ГИАЛУРОН ЗАПОЛНИТ МОРЩ Д/ГЛ N6ПАК ;1.0;520.88;625.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Косметическая фабрика "Лю Ши Цао";Китай
Маска "DIZAO" плацентарная д/лица и шеи "Жемчуг"питат.  п/морщин (+керам.с био-зол.) N1 Китай;1.0;465.48;565.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
ЛЕДЕНЦЫ SULA Б/САХАРА 60,0 /МУЛЬТИВИТАМИН/ ;5.0;51.42;68.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Чупа Чупс Рус ООО;Россия
ЛОРА КРЕМ А/ВОЗРАСТ Д/ЛИЦА 30,0 ;2.0;326.91;395.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Эвалар ЗАО;Россия
МАСЛО АВОКАДО КОСМЕТИЧЕСКОЕ 10МЛ ИНД/УП ;2.0;32.71;43.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; ТД  СиНаМ;Россия
МАСЛО ЛЬНЯНОЕ N120 КАПС ;3.0;38.61;49.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; РеалКапс;Россия
НАША МАМА МК ГЕЛЬ Д/ГРУДИ 100МЛ ;1.0;165.89;205.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; НАША МАМА;Россия
ПРОПЕЛЛЕР PORE VACUUM ГЕЛЬ Д/УМЫВ 200МЛ ;2.0;79.98;99.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Народные промыслы;Россия
ПРОПЕЛЛЕР СКРАБ МЯГКИЙ ОТ ЧЕРНЫХ ТОЧЕК 150МЛ/ЛАКТ ;2.0;98.19;120.5;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Народные промыслы;Россия
СУПРАВИТ С 0,55 N20 ШИП ТАБЛ ;3.0;82.55;100.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Кенди ООД;Болгария
Крем Суставит форте д/тела 75мл;1.0;92.01;115.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
СУСТАВНЫЙ ДОКТОР БАЛЬЗАМ-ГЕЛЬ АДАМОВ КОРЕНЬ 75МЛ ;2.0;57.31;85.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; ДИНА+ ООО;Россия
ФИТОМУЦИЛ НОРМ N10 ПАК ;2.0;155.51;189.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен"; Probiotics International Ltd.;Соединенное королевство
Умная эмаль Лак д/укрепления ногтей с протеином 15мл;5.0;91.59;115.0;2015-02-01 00:00:00.00;ЗАО НПК "Катрен";;
Акридерм крем д/наружн.прим. 0,05% туба 30г ;3.0;122.56;147.19;2015-02-03 00:00:00.00;ООО "Здравсервис"; Акрихин ХФК ОАО;РОС
Актовегин р-р д/ин 40мг/мл амп 5мл №5 ;4.0;554.88;665.0;2015-02-03 00:00:00.00;ООО "Здравсервис"; Сотекс ФармФирма;РОС
Амиодарон СЗ тб 200мг №30 ;3.0;66.08;83.98;2015-02-03 00:00:00.00;ООО "Здравсервис"; Северная Звезда;РОС
Амоксиклав тб 250мг+125мг N15 ;4.0;210.57;251.69;2015-02-03 00:00:00.00;ООО "Здравсервис"; Лек ДД;СЛО
Арител табл.п.п.о.10мг №30 ;1.0;57.35;69.69;2015-02-03 00:00:00.00;ООО "Здравсервис"; Канонфарма;РОС
Бепантен крем 5% 30г ;3.0;300.0;359.0;2015-02-03 00:00:00.00;ООО "Здравсервис"; Гренцах Продукци;ГЕР
Бипрол табл. п.п.о. 5мг №30 ;5.0;88.74;107.01;2015-02-03 00:00:00.00;ООО "Здравсервис"; Нижфарм ОАО/Хемофарм;РОС
Линекс капс  N16 ;6.0;268.8;327.0;2015-02-03 00:00:00.00;ООО "Здравсервис"; Лек ДД;СЛО
Нистатин свечи вагин 500000ЕД  №10 ;2.0;72.52;92.0;2015-02-03 00:00:00.00;ООО "Здравсервис"; Биосинтез ОАО;РОС
Средство по уходу за ногтями Умная эмаль масло лечебное д/кутикулы 15мл ;2.0;134.86;167.0;2015-02-03 00:00:00.00;ООО "Здравсервис"; Frenchi Products Inc;США
Фенибут тб 250мг N20 ;15.0;122.33;156.0;2015-02-03 00:00:00.00;ООО "Здравсервис"; Белмедпрепараты;БЛР
Фромилид Уно табл. пролонг п.п.о. 500мг №7 ;1.0;269.58;323.19;2015-02-03 00:00:00.00;ООО "Здравсервис"; КРКА;СЛО
Фурадонин тб 50мг №20 ;5.0;72.39;91.0;2015-02-03 00:00:00.00;ООО "Здравсервис"; Ирбитский ХФЗ;РОС
Хлорофиллин-ОЗ р-р д/мест прим масляный 2% фл 20мл ;1.0;72.23;90.0;2015-02-03 00:00:00.00;ООО "Здравсервис"; Опытн. з-д ГНЦЛС;УКР
Keratin active маска д/волос 300мл восстановление ;1.0;90.47;116.0;2015-02-01 00:00:00.00;Надежда фарм; Витэкс ЗАО;Беларусь
Акулий жир маска плацент д/лица Гинкго билоба 10мл от сосудистых звездочек ;10.0;28.33;39.0;2015-02-01 00:00:00.00;Надежда фарм; Твинс Тэк ЗАО;Россия
Ватные диски N 50 Ола Silk ;5.0;30.92;41.0;2015-02-01 00:00:00.00;Надежда фарм; Целлтекс с;Словацкая Республика
Ватные диски N 80 Амелия ;10.0;31.22;41.0;2015-02-01 00:00:00.00;Надежда фарм; Гигровата-Санкт-Петербург ЗАО;Россия
Горчичники N20 универс пакеты ;20.0;13.51;21.0;2015-02-01 00:00:00.00;Надежда фарм; Волгоградский горчично-маслобойный завод;Россия
Калия хлорид р-р д/ин 4% 10мл N10 ;2.0;43.09;53.31;2015-02-01 00:00:00.00;Надежда фарм; Армавирская био/фабрика ФГУП;Россия
Медела Пурелан -100 крем для сосков  7г ;1.0;231.85;289.0;2015-02-01 00:00:00.00;Надежда фарм; Медела  АГ;Швейцария
Оксамп капс 0.25г N20 ;2.0;43.34;59.0;2015-02-01 00:00:00.00;Надежда фарм; Синтез ОАО;Россия
Пюржавель таб N300 ;1.0;533.36;750.0;2015-02-01 00:00:00.00;Надежда фарм; Арч Вотер Продактс;Франция
Аджисепт №24 мёд и лимон;5.0;62.29;87.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Алфавит Школьник Детский поливитам. комплекс Таб. Х60 .@ ;2.0;216.71;268.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Аквион/Аква-мдт;Россия
Анаферон детский  № 20 тб.;10.0;165.26;198.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
АРИФОН РЕТАРД 0,0015 N30 ТАБЛ П/О;3.0;304.46;362.7;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Банеоцин пор.нар 250МЕ/5000МЕ/1г бан 10г;3.0;300.36;365.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Боро Плюс Крем 50г зеленый .@ ;5.0;60.99;78.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Эмами Лимитед;ИНДИЯ
Граммидин НЕО Таб. для рассасывания Х18 ;5.0;157.04;196.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Валента Фармацевтика ОАО;Россия
Гутталакс 30мл;1.0;380.77;463.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Дексалгин 25мг №10 тб. п/о Берлин-Хеми;3.0;228.47;278.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Диклоран Плюс гель 30г;5.0;130.02;170.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
ЗИНЕРИТ ПОР.Д/НАР.ПРИМ. 30МЛ;1.0;589.68;688.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Калгель 10г;3.0;267.51;326.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Кетонал Термо пластырь разогревающий 140х95мм Х10 И/м ;1.0;662.38;760.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Мастер Фарм Польска Сп.з.о.о.;ПОЛЬША
Кофеин-бензоат натрия 0.1 № 6 тб.;20.0;26.24;39.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Липримар 10мг Таб. п/пл/об. Х30 (R) ;1.0;704.1;800.21;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Пфайзер Фармасьютикалз ЭлЭлСи/Пфайзер Мэнюфэкчуринг Дойчленд ГмбХ;ГЕРМАНИЯ
Лозап Плюс таб п/о  50мг+12,5мг х 30;2.0;300.58;366.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Мелоксикам 15мг Таб. Х20 ;5.0;17.17;25.5;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Озон ООО;РОССИЯ
Нейромидин 20мг Таб. Х50 ;1.0;924.88;1057.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Олайнский Хфз;Латвия
Несопин 0.05% спрей назальный 20мл Фл.п/э ;6.0;63.97;81.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Синтез ОАО г.Курган;РОССИЯ
Окуметил 10мл гл. капли М ;1.0;130.77;166.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Александрия Химико-Фармацевтическая компания;ЕГИПЕТ
Орвирем (ремантадин) сироп дет.(от 1года) 0,2% фл. 100мл Б ;6.0;180.77;219.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Олифен корпорация ЗАО;Россия
Офтолик капли глазные 10мл Фл.-кап. Х1 ;1.0;275.9;336.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Сентисс Фарма Пвт.Лтд.;ИНДИЯ
Пиковит форте №30 паст. KRKA;2.0;160.34;199.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Прегнил 1500 МЕ пор.д/ин. №3+3 амп.;3.0;1075.64;1222.61;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Ринорус 0.1% капли 10мл фл.-кап. инд. уп. Б (R) ;20.0;17.46;21.61;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Синтез ОАО г.Курган;РОССИЯ
Средство д/промыв. носоглотки "Долфин" (шиповник, солодка) детский 1г Пак. X30 #;3.0;206.62;258.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Тербинафин табл 250мг N10 Россия;2.0;170.81;221.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Тест-полоски One Touch Select Х50 И/м (021-585-01) ;2.0;844.62;969.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Johnson @ Lifescan;СОЕДИНЕННЫЕ ШТАТЫ
ТОБРАДЕКС 5МЛ ГЛ КАПЛИ;1.0;258.28;314.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Трайкор 145мг Таб. покр. плен. об. Х30 (R) ;1.0;780.44;886.97;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Fournier Groupe;Франция
Цедекс 400мг Капс. Х5 ;1.0;609.42;699.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула"; Мерк Шарп и Доум Корп.;СОЕДИНЕННЫЕ ШТАТЫ
Целестодерм-В мазь с гарамицином 30г;1.0;375.16;456.0;2015-02-02 00:00:00.00;ЗАО "СИА Интернейшнл-Тула";;
Азопт капли глаз. 1 % фл/кап. пласт 5 мл. х1 ;2.0;550.98;634.0;2015-02-02 00:00:00.00;ООО "Пульс"; Alcon-Couvreur;Бельгия
Аквалор Форте р-р фл. 125 мл. х1 ;1.0;309.83;378.0;2015-02-02 00:00:00.00;ООО "Пульс"; YS Lab;Франция
Амитриптилин табл. п/о плен 25 мг х50 ;2.0;55.88;69.15;2015-02-02 00:00:00.00;ООО "Пульс"; Zentiva;Чешская республ
Бифиформ капс. киш.раст. х30 ;4.0;344.27;437.0;2015-02-02 00:00:00.00;ООО "Пульс"; Ferrosan;Дания
Глицин табл. подъязычн. 100 мг х50 ;50.0;27.36;33.85;2015-02-02 00:00:00.00;ООО "Пульс"; Биотики;Россия
Диротон табл. 20 мг х56 ;1.0;594.1;709.11;2015-02-02 00:00:00.00;ООО "Пульс"; Gedeon Richter;Венгрия
Левомицетин табл. 500 мг уп.яч.конт х10 ;25.0;18.68;23.11;2015-02-02 00:00:00.00;ООО "Пульс"; Татхимфармпрепараты;Россия
Лизобакт табл. д/рассас. х30 ;5.0;240.74;294.0;2015-02-02 00:00:00.00;ООО "Пульс"; Bosnalijek;Босния и Герцег
Мидиана табл. п/о плен х21 ;2.0;569.35;662.0;2015-02-02 00:00:00.00;ООО "Пульс"; Gedeon Richter;Венгрия
Предуктал МВ 35мг №60 тб.;3.0;705.69;877.0;2015-02-02 00:00:00.00;ООО "Пульс";;
Тридерм мазь 15 г. х1 ;1.0;587.27;682.0;2015-02-02 00:00:00.00;ООО "Пульс"; Schering-plough Lda;Португалия
Хлоргексидина биглюконат р-р 0.05 % пласт. уп-ка 100 мл. (18% НДС) х1 ;10.0;8.97;14.0;2015-02-02 00:00:00.00;ООО "Пульс"; Самарамедпром;Россия
Алфавит для Мужчин табл. 510 мг (БАД) х60 ;1.0;277.47;347.0;2015-02-02 00:00:00.00;ООО "Пульс"; Аквион/ВнешторгФарма;Россия
Мильгамма композитум драже 100 мг х60 ;1.0;908.95;1046.0;2015-02-02 00:00:00.00;ООО "Пульс"; Worwag Pharma/Mauermann-Arzneimittel;Германия
Оки р-р д/полоск. фл. 150 мл. х1 ;1.0;258.23;307.75;2015-02-02 00:00:00.00;ООО "Пульс"; Dompe SPA;Италия
Перинева  табл. 4 мг х30 ;2.0;225.9;269.55;2015-02-02 00:00:00.00;ООО "Пульс"; KRKA ? Рус;Россия
Ринонорм спрей д/носа д/детей 0.05 % фл/дозатор 15 мл. х1 ;3.0;58.39;72.26;2015-02-02 00:00:00.00;ООО "Пульс"; Ratiopharm/Merckle Gmbh;Германия
ТЕСТ-ПОЛОСКА САТЕЛЛИТ ПКГЭ-02 N25 ;1.0;184.08;222.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; КОМПАНИЯ ЭЛТА;Россия
