Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
НО-ШПА 40МГ ТБ №100;5.0;201.3;242.8;2015-02-17 00:00:00.00;ЗАО НПК "Катрен";;
ОРТАНОЛ 0,02 N14 КАПС ;1.0;82.72;99.7;2015-02-17 00:00:00.00;ЗАО НПК "Катрен"; Лек Д.Д.;Словения
ОТОФА КАПЛИ + ПИПЕТКА-КАП 10МЛ;5.0;164.34;198.1;2015-02-17 00:00:00.00;ЗАО НПК "Катрен";;
ОТРИВИН 0,1% СПРЕЙ 10МЛ;5.0;136.4;164.5;2015-02-17 00:00:00.00;ЗАО НПК "Катрен";;
РЕННИ МЯТА БЕЗ САХАРА ТБ №24;2.0;163.68;215.0;2015-02-17 00:00:00.00;ЗАО НПК "Катрен";;
РЕТИНОЛА АЦЕТАТ 3,44% 50МЛ МАСЛ Р-Р ;10.0;65.12;77.5;2015-02-17 00:00:00.00;ЗАО НПК "Катрен"; МАРБИОФАРМ ОАО;Россия
РИНЗАСИП АПЕЛЬСИН/ВИТ С 5,0 N10 ПАК ПОР Д/Р-РА ;3.0;154.22;200.0;2015-02-17 00:00:00.00;ЗАО НПК "Катрен"; Юник Фармасьютикал Лабораториз(Отделение фирмы Дж.Б.Кемикалс энд Фармасьютикалс Лтд);Индия
СЕПТОЛЕТЕ ПЛЮС N18 ПАСТИЛКИ/МЕД/ЛАЙМ ;2.0;137.17;180.0;2015-02-17 00:00:00.00;ЗАО НПК "Катрен"; КРКА;Словения
СИМБИКОРТ 80/4,5МКГ ПОР 60ДОЗ;1.0;989.45;1130.2;2015-02-17 00:00:00.00;ЗАО НПК "Катрен";;
ТЕГРЕТОЛ ЦР РЕТАРД 400МГ ТБ№30;3.0;262.13;314.8;2015-02-17 00:00:00.00;ЗАО НПК "Катрен";;
ТЕСТ Д/ОПР БЕРЕМЕННОСТИ ВЫСОКОЧУВ №2 ;5.0;29.59;35.0;2015-02-17 00:00:00.00;ЗАО НПК "Катрен"; Клевер ;Россия
ТОРВАКАРД 10МГ ТБ №30;3.0;248.05;298.5;2015-02-17 00:00:00.00;ЗАО НПК "Катрен";;
ФАСТУМ 2,5% ГЕЛЬ 30Г;5.0;182.38;235.5;2015-02-17 00:00:00.00;ЗАО НПК "Катрен";;
ФОСФАЛЮГЕЛЬ ПАК №1;2.0;272.36;355.0;2015-02-17 00:00:00.00;ЗАО НПК "Катрен";;
ЦИКЛОФЕРОН 0,15 ТБ №10;5.0;141.9;172.9;2015-02-17 00:00:00.00;ЗАО НПК "Катрен";;
ЭКЗОДЕРИЛ 1% Р-Р 10МЛ;3.0;506.22;665.0;2015-02-17 00:00:00.00;ЗАО НПК "Катрен";;
МАСЛО КОСМЕТИЧЕСКОЕ РОЗЫ 15МЛ ИНД/УП ;2.0;158.94;205.0;2015-02-17 00:00:00.00;ЗАО НПК "Катрен"; ДИНА+ ООО;Россия
НОРМОБАКТ 3,0 пак №10 ;10.0;252.89;330.0;2015-02-17 00:00:00.00;ЗАО НПК "Катрен";;
РОМАШКИ ЦВЕТКИ 1,5 N20 Ф/ПАК ;10.0;27.91;35.0;2015-02-17 00:00:00.00;ЗАО НПК "Катрен"; Парафарм ООО;Россия
Баклосан /Баклофен/ 10мг Таб. Х50 ;4.0;216.03;280.0;2015-02-18 00:00:00.00;ООО "СИА Интернейшшнл-Тула; Польфарма Фармацевтический завод;ПОЛЬША
Изофра 1,25% спрей назальный 15мл фл. ;2.0;217.74;285.0;2015-02-18 00:00:00.00;ООО "СИА Интернейшшнл-Тула; Лаборатории Бушара-Рекордати;ФРАНЦИЯ
Спецмазь Крем с пихтой сибирской и муравьиным спиртом (травмы, порезы) 44мл .@ ;5.0;40.86;55.0;2015-02-18 00:00:00.00;ООО "СИА Интернейшшнл-Тула; Химбытконтраст ООО/Шустер Фармасьютикл ООО;РОССИЯ
Теопэк 200мг Таб. пролонг. действ. Х50 ;2.0;102.04;135.0;2015-02-18 00:00:00.00;ООО "СИА Интернейшшнл-Тула; Биннофарм ЗАО;РОССИЯ
Феназепам 1мг Таб. Х50 (R) ;15.0;92.1;110.4;2015-02-18 00:00:00.00;ООО "СИА Интернейшшнл-Тула; Валента Фармацевтика ОАО;РОССИЯ
Акридерм Гента мазь д н.п. туба 15 г ;2.0;129.31;170.0;2015-02-16 00:00:00.00;ЗАО "Роста"; Акрихин ХФК - Россия;
Гексорал табс классик таб д/рас х16апел ;2.0;106.64;140.0;2015-02-16 00:00:00.00;ЗАО "Роста"; Unique Pharmaceutical Labs(силаг)- Индия;Индия
Квинакс гл. капли 0,015% 15 мл ;2.0;301.17;385.6;2015-02-16 00:00:00.00;ЗАО "Роста"; Alcon-Couvreur - Бельгия;Бельгия
Месипол р-р в/м 10мг/мл 1,5мл амп №3 ;4.0;208.48;265.1;2015-02-16 00:00:00.00;ЗАО "Роста"; Polpharma;Польша
Простамол Уно капс 320мг х 60 ;1.0;1082.53;1406.5;2015-02-16 00:00:00.00;ЗАО "Роста"; R.P.Scherer GmbH for Berlin-Chemie;Германия
Седальгин Плюс таб х 10 ;3.0;98.0;125.0;2015-02-16 00:00:00.00;ЗАО "Роста"; Balkanpharma - Dupnitza AD-Болгария;Болгария
Троксерутин-Врамед гель н/п 2% 40г туба ;9.0;30.43;38.8;2015-02-16 00:00:00.00;ЗАО "Роста"; Sopharma - Болгария;Болгария
Фалиминт драже 25 мг х 20 ;2.0;159.56;205.0;2015-02-16 00:00:00.00;ЗАО "Роста"; Берлин-Хеми АГ/Берлин-Фарма;Россия
Аквалор форте  125мл ;1.0;295.12;380.0;2015-02-16 00:00:00.00;ЗАО "Роста"; YS LAB - Франция;Франция
Арбидол капс 100мг х 10 ;10.0;178.74;218.7;2015-02-16 00:00:00.00;ЗАО "Роста"; Фармстандарт-Лексредства - Россия;Россия
Бронхипрет сир. 50мл фл. х 1 ;2.0;133.45;170.5;2015-02-16 00:00:00.00;ЗАО "Роста"; Bionorica - Германия;Германия
БЫСТРУМКАПС 0,2 N20 КАПС ПРОЛОНГ;5.0;198.62;240.7;2015-02-16 00:00:00.00;ЗАО "Роста";;
Калгель гель зубн 10г туба х 1 ;3.0;245.01;315.0;2015-02-16 00:00:00.00;ЗАО "Роста"; GlaxoSmithKline Pharmaceuticals S.A.;Польша
Нурофен Экспресс капс 200мг х 20 ;5.0;201.75;244.5;2015-02-16 00:00:00.00;ЗАО "Роста"; Banner Pharmacaps Europe B.V. - Нидерлан;Соединенное Ко
Ригевидон таб п/о х 63 ;1.0;445.94;570.0;2015-02-16 00:00:00.00;ЗАО "Роста"; Gedeon Richter;Венгрия
АНАЛЬГИН ТБ №10;30.0;8.09;11.0;2015-02-18 00:00:00.00;ООО ГК "Надежда-Фарм";;
Ацетилсалицилов кислота таб 0.5г N10 ;30.0;2.2;2.7;2015-02-18 00:00:00.00;ООО ГК "Надежда-Фарм"; Медисорб  ЗАО;Россия
Бахилы полиэтилен гладкие 20мкм (пара) стандарт (инд. уп-ка) ;200.0;2.5;3.5;2015-02-18 00:00:00.00;ООО ГК "Надежда-Фарм"; Медсервис Плюс;Россия
Бинт 5х 10 н/стер ;10.0;5.42;7.0;2015-02-18 00:00:00.00;ООО ГК "Надежда-Фарм"; Эвтекс ООО;Россия
Бинт 7х 10 стер ;10.0;5.98;7.7;2015-02-18 00:00:00.00;ООО ГК "Надежда-Фарм"; Лейко ООО;Россия
Бинт 7х 14 н/стер ;10.0;12.16;15.8;2015-02-18 00:00:00.00;ООО ГК "Надежда-Фарм"; Развитие  ООО;Россия
Вата гигиен 100г ;5.0;18.19;23.6;2015-02-18 00:00:00.00;ООО ГК "Надежда-Фарм"; Развитие  ООО;Россия
Контейнер д/сбора биоматериала с крышкой (+ ложка-шпатель) 60мл индивид. уп. сте ;20.0;8.06;11.0;2015-02-18 00:00:00.00;ООО ГК "Надежда-Фарм"; Zhejiang Gongdong Medical Technology Co.;Китай
Новокаин -Виал р-р д/ин 0.5% 5мл N10 ;5.0;25.36;31.3;2015-02-18 00:00:00.00;ООО ГК "Надежда-Фарм"; Северная Китайская Фармацевтическая Корп;Китай
Шприц однораз  5мл 3-х комп с иглой (0.7х40мм) SFM ;100.0;5.19;6.7;2015-02-18 00:00:00.00;ООО ГК "Надежда-Фарм"; SFM Hospital;Германия
АВЕНТ БУТЫЛОЧКА Д/КОРМЛЕНИЯ 125МЛ ;2.0;307.98;400.5;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Philips Electronics UK Ltd;Великобритания
АВЕНТ СОСКА ПОТОК МЕДЛЕННЫЙ N2 ;1.0;214.63;280.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Philips Electronics UK Ltd;Великобритания
Алфавит классик таб. №60 (бад) ;1.0;179.95;235.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Внешторг Фарма/Биосфера;Россия
ВАЗИЛИП 10МГ ТБ №28;1.0;293.7;356.3;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Вальпарин хр таб. пролонг. действия п/о плёночной 300мг №100 ;1.0;452.1;542.5;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Torrent Pharmaceuticals Ltd;Индия
Верошпилактон таб. 25мг №20 ;5.0;56.76;70.9;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Оболенское фарм. предприятие;Россия
ВЕССЕЛ ДУЭ 600ЛЕ 2МЛ АМП №10;2.0;1701.92;2215.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
ВИФЕРОН МАЗЬ 40 000МЕ 12Г;1.0;134.75;162.5;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Гексаспрей аэр. д/местн прим. 2,5% фл. 30г ;1.0;206.58;268.5;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Laboratories Bouchara-Recordati;Франция
Гематоген турбо детский с фосфолипидами ну, погоди батончик 35г (бад) ;30.0;10.4903;15.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Фарм-Про ООО;Россия
Гематогенка ореховая батончик 40гр ;30.0;10.1597;14.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Руссаль ООО/ Полезные продукты;Россия
ДЕ-НОЛ 120МГ ТБ №56;3.0;482.24;580.2;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Канпол бутылочка пластиковая с ручками 120мл (11/821) ;2.0;169.46;225.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Canpol Sp.z o.o.;Польша
Кардикет таб. пролонг. действ. 40мг №50 ;2.0;185.57;223.8;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Эйсика Фармасьютикалз Гмбх;Германия
ЛЕЙКОПЛАСТЫРЬ 3Х500;12.0;26.29;35.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Леспефрил р-р д/вн. приема фл. 100мл ;3.0;140.14;185.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Вифитех ЗАО;Россия
МЕТОПРОЛОЛ-РАТИО 100МГ ТБ №30;20.0;40.59;50.6;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Олвейз прокладки ежедневные платинум део нормал №20 ;2.0;69.49;90.5;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Procter & Gamble;Соединенные шта
Пирантел сусп. д/вн. приема 250мг/5мл фл. 15мл ;2.0;43.78;54.9;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Medana Pharma Terpol Group Joint Stock Company;Польша
Прополиса мазь гомеопатическая 30г ;2.0;42.24;55.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Московская фарм.ф-ка;Россия
Пустырника настойка фл инд.уп 25мл ;20.0;8.8;12.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Флора Кавказа ОАО;Россия
Радевит актив мазь д/нар. прим. 35г ;2.0;297.55;386.8;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Ретиноиды;Россия
Силует таб. п/о плен. 2мг+0,03мг №21 ;1.0;525.25;685.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Gedeon Richter;Венгрия
Сплат профессионал зубная паста актив 100мл ;3.0;71.85;95.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Сплат-косметика;Россия
СУМАМЕД 100МГ/5МЛ ПОР Д/СУСП 23МЛ;1.0;187.77;226.1;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Тексамен лиоф. д/приг. р-ра для в/в и в/м введ. 20мг №1 (в компл. с р-лем) ;6.0;134.97;175.5;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Mustafa Nevzat Ilac Sanayii A.S.;Турция
Тест д/определения беременности клиаблу цифровой с индикатором срока беременности ;3.0;211.07;280.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; SPD Swiss Precision Diagnostics CmbH.;Швейцария
Тест-полоски one touch select №25 ;1.0;410.08;535.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Johnson & Johnson/Lifescan/ CH;Швейцария
Тиогамма таб. п/о 600мг №30 ;1.0;838.09;956.5;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Артезан Фарма ГмбХ и Ко. КГ DE;Германия
Феварин таб. п/о 100мг №15 ;5.0;697.84;910.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Abbott Healthcare SAS;Франция
Флавамед таб. № 20;1.0;133.21;173.1;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Хилак форте капли д/вн. приема фл.- капельницы 30мл №1 ;3.0;196.68;255.6;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Merckle GmbH.;Германия
Цикловита комплекс витаминно-минеральный таб. п/о №42 (бад) ;2.0;262.55;345.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; ОАО Фармстандарт-УфаВИТА;Россия
ЧЕРНИКА-ФОРТЕ С ЛЮТЕИНОМ №50;5.0;95.58;125.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Эвиналь крем д/тела д/предупреждения и сокращения растяжек с экстр. плаценты туба 150мл ;2.0;220.4;290.0;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Эвиналь ООО;Россия
АЦЦ 200 ПОР №20;2.0;107.36;129.2;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
БРОНХО-МУНАЛ 7МГ КАПС №10;2.0;435.27;560.0;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
ГАСТАЛ ТБ №30;3.0;170.61;205.8;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
МОВАЛИС 15МГ АМП №3;3.0;486.2;635.0;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
ОВЕНКОР 0,02 N30 +30ТАБЛ П/О ;20.0;430.1;512.8;2015-02-19 00:00:00.00;ЗАО НПК "Катрен"; ОЗОН;Россия
ПИМАФУКОРТ крем 15Г;5.0;443.19;570.0;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
ПРОГИНОВА 2МГ ТБ №21;1.0;149.38;178.9;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
САЛФЕТКА АНТИСЕПТ СПИРТОВАЯ 135Х185ММ N120 ;2.0;248.16;305.0;2015-02-19 00:00:00.00;ЗАО НПК "Катрен"; МК АСЕПТИКА ООО;Россия
САЛФЕТКА АНТИСЕПТ СПИРТОВАЯ 75Х80ММ ;300.0;1.65;2.0;2015-02-19 00:00:00.00;ЗАО НПК "Катрен"; МК АСЕПТИКА ООО;Россия
ТАМИФЛЮ 0,075 N10 КАПС ;1.0;1120.79;1276.4;2015-02-19 00:00:00.00;ЗАО НПК "Катрен"; Ф.Хоффманн-Ля Рош Лтд/Фармстандарт-Лексредства;Россия
ТЕТРАЦИКЛИН-ЛЕКТ 0,1 N20 ТАБЛ П/О ;10.0;49.72;62.5;2015-02-19 00:00:00.00;ЗАО НПК "Катрен"; Тюменский  ХФЗ ОАО;Россия
ТОТЕМА 10МЛ АМП №20;5.0;307.23;382.3;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
УСПОКОЙ ТБ №20;3.0;46.53;59.7;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
ФЕНЮЛЬС КАПС №30;3.0;122.32;157.4;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
ФЕРРУМ-ЛЕК 0,1 N30 ЖЕВ ТАБЛ ;3.0;256.41;308.7;2015-02-19 00:00:00.00;ЗАО НПК "Катрен"; Лек Д.Д.;Словения
ЮНИДОКС СОЛЮТАБ 100МГ ТБ №10;5.0;268.29;323.8;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
КОЛГЕЙТ ЛЕЧ ТРАВЫ 100МЛ;3.0;40.51;51.0;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
АЛЕРАНА Б-ОПОЛ КОНД Д/ВС Т ВОЛ 200МЛ;2.0;246.24;320.0;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
БАЛЕТ КРЕМ МАССАЖНЫЙ 40.0;5.0;26.0;33.0;2015-02-19 00:00:00.00;ЗАО НПК "Катрен";;
Арбидол таб п/п/о 50мг х 10 ;5.0;121.21;147.3;2015-02-17 00:00:00.00;ЗАО "Роста"; Фармстандарт-Томскхимфарм - Россия;Россия
Аспирин кардио таб п/о 100мг х 28 ;3.0;118.45;141.1;2015-02-17 00:00:00.00;ЗАО "Роста"; Bayer;Германия
АЦЦ 100 шипуч. таб. х 20 ;3.0;188.39;245.0;2015-02-17 00:00:00.00;ЗАО "Роста"; Salutas Pharma - Германия;Германия
Версатис (Лидокаин) ттс саше х 5 ;1.0;405.44;525.0;2015-02-17 00:00:00.00;ЗАО "Роста"; Grunenthal - Германия;Германия
Глюкофаж Лонг таб пролонг 500мг х 30 ;1.0;242.86;291.2;2015-02-17 00:00:00.00;ЗАО "Роста"; Мerck Sante s.a.s. for Nycomed -Франция;Франция
Жанин драже х 21 ;1.0;773.55;995.0;2015-02-17 00:00:00.00;ЗАО "Роста"; Bayer;Германия
Ко-Эксфорж таб п/о 5мг+160мг+12,5мг х 28 ;1.0;1943.83;2498.4;2015-02-17 00:00:00.00;ЗАО "Роста"; Novartis Pharmaceutica S.A. - Испания;Испания
Лакалют Сенситив ополаск. 300мл ;1.0;171.27;225.0;2015-02-17 00:00:00.00;ЗАО "Роста"; Dr. Theiss Naturwaren - Германия;Германия
Макропен гран. д/сусп.вн. 175мг/5мл фл. ;1.0;258.97;335.0;2015-02-17 00:00:00.00;ЗАО "Роста"; KRKA d.d - Словения;Словения
Нурофен д/дет сусп фл 100мл клубника ;5.0;110.68;132.9;2015-02-17 00:00:00.00;ЗАО "Роста"; Reckitt Benckiser;Соединенное Ко
Траумель С мазь туба 50г ;1.0;359.03;460.0;2015-02-17 00:00:00.00;ЗАО "Роста"; Biologische Heilm. Heel GmbH - Германия;Германия
Элицея таб п/о 10мг х 28 ;2.0;611.54;785.0;2015-02-17 00:00:00.00;ЗАО "Роста"; KRKA -Словения;Словения
ИМОВАН 7.5МГ ТБ. П/О Х20 (R) ;20.0;233.75;280.8;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
КЛОФЕЛИН 0,00015 ТАБ №50 РОССИЯ ;63.0;28.6;35.5;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Органика;Россия
ТРАМАЛ 5% 2МЛ N5 АМП ;100.0;46.09;66.4;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек"; Grunental GmbH;Германия
ТРАМАЛ РЕТАРД таб. п/о 100 мг N 10;14.0;180.4;216.9;2015-02-16 00:00:00.00;ЗАО ЦВ "Протек";;
Берлиприл 20 20мг Таб. Х30 (R) ;3.0;163.26;196.4;2015-02-17 00:00:00.00;ООО "СИА Интернейшшнл-Тула; Берлин-Хеми АГ;ГЕРМАНИЯ
Берлиприл 5 5мг таб. Х30 (R) ;5.0;73.39;87.5;2015-02-17 00:00:00.00;ООО "СИА Интернейшшнл-Тула; Берлин-Хеми АГ;ГЕРМАНИЯ
Брусника Листья 50г ;2.0;32.95;42.5;2015-02-17 00:00:00.00;ООО "СИА Интернейшшнл-Тула; Иван-Чай ЗАО;РОССИЯ
Долгит Крем д/наруж. прим. 5% 20г Туба ал. (R) ;2.0;86.96;103.6;2015-02-17 00:00:00.00;ООО "СИА Интернейшшнл-Тула; Долоргит ГмбХ и Ко.КГ;ГЕРМАНИЯ
Долгит Крем д/наруж. прим. 5% 50г Туба ал. (R) ;3.0;132.15;157.4;2015-02-17 00:00:00.00;ООО "СИА Интернейшшнл-Тула; Долоргит ГмбХ и Ко.КГ;ГЕРМАНИЯ
Ибупрофен 200мг Таб. п/пл/об. Х50 (R) ;5.0;31.74;39.2;2015-02-17 00:00:00.00;ООО "СИА Интернейшшнл-Тула; Синтез ОАО г.Курган;РОССИЯ
