мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
вепедш рпюбю 50ц;2.0;24.84;38.5;2015-02-03 09:37:18;тюплоюпрмеп ннн тй;тхрнтюпл мон ннн;пняяхъ
щмрепнтспхк ясяо 200лц/5 лк 90лк;1.0;426.94;598.0;2015-02-03 09:37:18;тюплоюпрмеп ннн тй;анямюкей юн;анямхъ х цепжец
911-цекэ-аюкэгюл я йнмяйхл йюьрюмнл д/мнц 100лк;1.0;52.25;81.0;2015-02-03 09:37:49;тнпютюпл;рбхмя рщй гюн;пняяхъ
юяйнпахмнбюъ й-рю я яюуюпнл рюа ╧10;100.0;3.54;5.5;2015-02-03 09:37:49;тнпютюпл;юяйнопнл ннн;пняяхъ
;4.0;24.19;37.5;2015-02-03 09:37:49;тнпютюпл;;
ахмр люпкебши ярепхк юлекхъ 7у14;30.0;19.47;30.5;2015-02-03 09:37:49;тнпютюпл;цхцпнбюрю гюн;пняяхъ
анпнбюъ люрйю йюокх тк 50лк ;2.0;72.44;112.5;2015-02-03 09:37:49;тнпютюпл;мюпхме;пняяхъ
бюкемрхмю дхйскъ цекэ-аюкэгюл рхаеряйхи 100лк;2.0;108.0;151.5;2015-02-03 09:37:49;тнпютюпл;йнпнк╗бтюпл ннн;пняяхъ
бюкемрхмю дхйскъ тнпре аюкэгюл дкъ ясярюбнб 75лк;5.0;117.0;164.0;2015-02-03 09:37:49;тнпютюпл;йнпнк╗бтюпл ннн;пняяхъ
бюрю ухпспцхвеяйюъ ярепхкэмюъ 50ц "юлекхъ";10.0;22.35;35.0;2015-02-03 09:37:49;тнпютюпл;цхцпнбюрю гюн;пняяхъ
бхрюнм аюкэгюл йюпюбюебю тк 50лк;1.0;174.48;244.5;2015-02-03 09:37:49;тнпютюпл;кхрнлед ннн/юцюрхя-р;пняяхъ
целюрнцем "мюпндмши" деряйхи 40ц;50.0;7.3;11.5;2015-02-03 09:37:49;тнпютюпл;яхахпяйне гднпнбэе 2000 ннн;пняяхъ
целюрнцем я-бхрю окчя 50,0;40.0;8.91;14.0;2015-02-03 09:37:49;тнпютюпл;тюпл-опн ннн;пняяхъ
дн х оняке йпел-цекэ дкъ опнакелмни йнфх юмрх-юйме рсаю 50лк;1.0;79.92;124.0;2015-02-03 09:37:49;тнпютюпл;рбхмя рщй гюн;пняяхъ
фхбнйняр (нйномхй) аюкэг. д/рекю я анябекхеи рсаю 75лк;3.0;70.0;108.5;2015-02-03 09:37:49;тнпютюпл;йнпнк╗бтюпл ннн;пняяхъ
кедемжш аная кеямше ъцндш 35ц N12 акнй !;12.0;11.15;17.5;2015-02-03 09:37:49;тнпютюпл;люй-хбюмнбн ннн;пняяхъ
кедемжш аная лърю я щбйюкхорнл 35ц N12 акнй !;12.0;11.17;17.5;2015-02-03 09:37:49;тнпютюпл;люй-хбюмнбн ннн;пняяхъ
;12.0;11.33;18.0;2015-02-03 09:37:49;тнпютюпл;;
;18.0;12.24;19.0;2015-02-03 09:37:49;тнпютюпл;;
кеямни аюкэгюл нонкюяйхбюрекэ д/онкнярх прю  йедп/ ьюктеи 250лк;1.0;65.69;102.0;2015-02-03 09:37:49;тнпютюпл;йюкхмю йнмжепм нюн;пняяхъ
;10.0;9.51;15.0;2015-02-03 09:37:49;тнпютюпл;;
люякн гюпндшьеи оьемхжш я бхр-юмрхнйяхдюмрмшл йнлокейянл 30 лк;1.0;92.66;144.0;2015-02-03 09:37:49;тнпютюпл;юяоепю крд;пняяхъ
люякн щтхпмне юоекэяхм 10лк хмд/со;3.0;40.84;63.5;2015-02-03 09:37:49;тнпютюпл;юяоепю крд;пняяхъ
люякн щтхпмне кюбюмдю мюярнъыюъ 10лк;2.0;84.73;131.5;2015-02-03 09:37:49;тнпютюпл;юяоепю крд;пняяхъ
люякн щтхпмне кхлнм 10лк;3.0;46.94;73.0;2015-02-03 09:37:49;тнпютюпл;юяоепю крд;пняяхъ
люякн щтхпмне лърю 10лк хмд/со;2.0;62.8;97.5;2015-02-03 09:37:49;тнпютюпл;юяоепю крд;пняяхъ
лшкн деряйне рсюкермне б наепрйе 100ц;4.0;14.72;23.0;2015-02-03 09:37:49;тнпютюпл;ябнандю юн;пняяхъ
мюрспеккю опнйкюдйх ULTRA NORMAL N10;10.0;60.42;94.0;2015-02-03 09:37:49;тнпютюпл;PROCTER & GAMBLE;бемцпхъ
яхпно ьхонбмхйю гнкнрюъ йюокъ 250лк;4.0;38.25;59.5;2015-02-03 09:37:49;тнпютюпл;тюпл-опн ннн;пняяхъ
янтэъ йпел дкъ мнц щйярпюйр охъбйх 125лк;2.0;103.0;144.5;2015-02-03 09:37:49;тнпютюпл;тнпю-тюпл;пняяхъ
янтэъ йпел дкъ рекю овекхмши ъд 75лк;3.0;78.0;121.0;2015-02-03 09:37:49;тнпютюпл;тнпю-тюпл;пняяхъ
яохпскхмю бщк рюа ╧120;1.0;294.48;412.5;2015-02-03 09:37:49;тнпютюпл;дхнд нюн;пняяхъ
ясярюбхр тнпре йпел дкъ рекю 75лк;1.0;87.0;135.0;2015-02-03 09:37:49;тнпютюпл;йнпнк╗бтюпл ннн;пняяхъ
ремю ондцсгмхйх дкъ бгпнякшу якхо окчя L ╧30;1.0;1034.04;1293.0;2015-02-03 09:37:49;тнпютюпл;SCA HYGIENE PRODUCTS GENNER B.V.;онкэью
рхцпнбши цкюг йпел нпрн оърнвмюъ ьонпю 75лк рсаю;1.0;63.13;98.0;2015-02-03 09:37:49;тнпютюпл;ледхйнлед мот ннн;пняяхъ
тсмдхгнк йпел дкъ мнцреи х йнфх 30лк;4.0;66.19;103.0;2015-02-03 09:37:49;тнпютюпл;хмтюплю 2000 ннн;пняяхъ
вюи янтнпю ъонмяйюъ окндш 50ц;6.0;23.0;36.0;2015-02-03 09:37:49;тнпютюпл;янхй ннн;пняяхъ
ьопхж ндмнпюгнбши  2лк 3-у йнло я хцкни (0.63у32лл);200.0;4.05;6.5;2015-02-03 09:37:49;тнпютюпл;SFM HOSPITAL;цеплюмхъ
ьопхж ндмнпюгнбши  5лк 3-у йнло я хцкни (0.7у40лл);200.0;4.7;7.5;2015-02-03 09:37:49;тнпютюпл;SFM HOSPITAL;цеплюмхъ
ьопхж ндмнпюгнбши 3-у йнло я хцкни 3лк (0,63*30MM);100.0;4.39;7.0;2015-02-03 09:37:49;тнпютюпл;SFM HOSPITAL;цеплюмхъ
;4.0;54.68;85.0;2015-02-03 09:37:49;тнпютюпл;;
юйбюкнп тнпре лхмх дкъ мняю яопеи 50лк;2.0;193.27;271.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;PHARMAMED/YS LAB;йюмюдю
юкйю-гекэржеп ьхо. рюа. ╧10;2.0;198.99;279.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;аюиеп;цеплюмхъ
юктксрно п-п д/хм 1лк ╧10;1.0;1808.4;2260.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;BIOTECHNOS;пслшмхъ
юлопхкюм мд рюа 5лц+ 25лц ╧30;1.0;457.16;480.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;KRKA;якнбемхъ
юпрпн-юйрхб йюоя. 300лц ╧36;1.0;98.18;152.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;дхнд нюн;пняяхъ
юяйнпахмнбюъ йхякнрю 50лц/лк 2лк п-п д/хмзей юло ╧10;2.0;24.97;30.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;ахнухлхй нюн;пняяхъ
;3.0;191.84;269.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;;
анпн окчя  йпел пнгнбши 25ц;6.0;38.23;59.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;щлюлх кхлхред;хмдхъ
анъпшьмхйю окндш 100ц;2.0;35.75;55.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;яр-ледхтюпл;пняяхъ
асрюдхнм люгэ 5% 20ц;1.0;142.45;199.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;GEDEON RICHTER;бемцпхъ
бхопняюк б люгэ 50ц рсаю;1.0;202.51;284.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;рюккхммяйхи утг;щярнмхъ
цейянпюк ющп 0,2% тк. 40лк;3.0;216.26;303.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;люймхк юа;тпюмжхъ
цеоюрпхм йюоя. ╧30 ;1.0;202.25;283.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;щбюкюп гюн;пняяхъ
дхмюлхйн рюа о/н 100лц ╧1;1.0;349.47;489.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;окхбю упбюряйю д.н.н.;унпбюрхъ
днйрнп лнл пюяр  оюярхкйх нр йюькъ юмюмюя ╧20;3.0;71.06;110.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;UNIQUE FARM LAB;хмдхъ
днйрнп лнл пюяр. оюярхкйх нр йюькъ юоекэяхм ╧20;3.0;71.06;110.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;UNIQUE FARM LAB;хмдхъ
дснбхр дкъ фемыхм рюа о/н ╧30;1.0;270.34;378.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;KRKA;якнбемхъ
дснбхр дпюфе ╧40;1.0;83.38;129.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;KRKA;якнбемхъ
йнкдпейя я бхр. я рюа. ╧12;1.0;118.91;166.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;ялхрйкъим;хпкюмдхъ
йнлахкхоем п-п дкъ б/л ббед юло. 2 лк ╧10;1.0;185.46;260.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;тюплярюмдюпр-стюбхрю нюн;пняяхъ
йнлокхбхр я онмхф яндепф яюуюпю N60 рюак окем/н;3.0;105.6;148.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;тюплярюмдюпр-стюбхрю нюн;пняяхъ
йнпбхрнк 50 рюа. 50 лц ╧50;2.0;196.35;237.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;аепкхм-уелх юц;цеплюмхъ
к-рхпнйяхм 100 аепкхм-уелх рюа100лйц ╧100;3.0;134.42;160.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;аепкхм-уелх юц;цеплюмхъ
кюгнкбюм рюа. 30лц ╧20;1.0;196.9;276.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;аепхмцеп хмцекэуюил хрюкхъ я.о.ю.;цпежхъ
кюйюкчр гсамюъ оюярю яемяхрхб 50лк;1.0;122.48;171.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;NATURWAREN / ARCAM GMBH;цеплюмхъ
кнбекюя йюоя ╧5;2.0;535.49;750.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;POLENS (M) SDN. BHD;люкюигхъ
лхц 400 рюа. о/н 400лц ╧10;6.0;67.43;80.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;аепкхм-уелх юц/лемюпхмх цпсоо;цеплюмхъ
лхднйюкл рюа. о/о/н 50лц ╧30;1.0;238.15;333.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;цеденм пхуреп-пся гюн;пняяхъ
лнбюкхя п-п дкъ б/л ббед. 15лц юло. 1,5лк ╧3;2.0;502.92;704.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;аепхмцеп хмцекэуюил хрюкхъ я.о.ю.;хяоюмхъ
;2.0;30.91;38.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;;
мюрспеккю опнйкюдйх ULTRA MAXI я йпшк N8;5.0;57.23;89.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;PROCTER & GAMBLE;бемцпхъ
мюрспеккю опнйкюдйх я йпшкшьйюлх люйях ╧8;5.0;58.41;91.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;PROCTER & GAMBLE;бемцпхъ
мюрсперрн лскэрхбхрюлхмш  люкхмю рюа 39ц ╧17;2.0;35.4;55.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;NATUR PRODUCT;мхдепкюмдш
меипндхйкнбхр N30 йюоя я лндхт бшябна;1.0;210.54;295.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;кюммюуеп уюикэлхррекэ цлау;юбярпхъ
мейяр рюа. о/о/н 400лц + 200лц ╧10;2.0;136.62;191.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;тюплярюмдюпр-рнляйухлтюпл нюн ц.рнляй;пняяхъ
мнбн-оюяяхр рюа. о/о/н 200лц ╧10;1.0;165.66;232.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;IVAX-CR A.S.;веухъ
накеохунбне люякн хг окнднб х кхярэеб 50лк;1.0;154.44;216.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;йюрсмэ-нкесл ннн;пняяхъ
нпюк ах гсамюъ мхрэ ESSENTIAL FLOSS бныемюъ лър 50л;1.0;99.47;154.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;ORAL-B;хпкюмдхъ
нпрнтем рюа о/н 0,025ц ╧30;10.0;8.91;11.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;рюрухлтюплопеоюпюрш нюн;пняяхъ
нтрнкхй йюокх цкюгмше тк-йюо 10лк;1.0;278.96;391.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;опнлед щйяонпря обр.крд;хмдхъ
оюпюжерюлнк деряйюъ ясяо. йксамхвмюъ 2.4% 100ц пняяхъ;3.0;51.59;64.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;тюплярюмдюпр-кейяпедярбю нюн ц.йспяй;пняяхъ
оепейхяэ бнднпндю п-п 3% 100лк (окюярхй);48.0;6.82;8.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;индмше реумнкнцхх х люпйерхмц ннн;пняяхъ
опедсйрюк лб рюа. я лндхтхжхп. бшяб. о/н 35лц ╧60;1.0;722.81;1012.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;SERVIER/яепдхйя;пняяхъ
;2.0;62.59;74.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;;
ясопхлю-апнмун яхпно 100лк;1.0;104.61;146.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;ьпеъ кюит яюемяхг обр.крд.;хмдхъ
ясярюлед фюахи йюлемэ я люякнл пшфхйю ахнаюкэгюл  рсаю 50ц;3.0;44.49;69.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;тхрняхкю ннн;пняяхъ
реплнлерп прсрмши б тсркъпе TVY-120;12.0;55.9;87.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;юлпся щмрепопюигхя;яью
рхлнкнк йюокх цкюгмше 0,5% тк 5лк;2.0;31.79;39.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;й.н. пнлтюпл йнлоюмх я.п.к.;пслшмхъ
рпхунонк рюа 250лц ╧20;5.0;69.85;83.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;POLPHARMA;онкэью
рспанякхл мнвэ сяхкеммюъ тнплскю йюоя 300лц ╧30;1.0;246.97;346.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;щбюкюп гюн;пняяхъ
тхмюкцнм люгэ 20ц;3.0;231.22;324.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;аепхмцеп хмцекэуюил хрюкхъ я.о.ю.;цеплюмхъ
убныю онкебнцн рпюбю оювйю 50ц;2.0;25.3;39.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;хбюм-вюи гюн;пняяхъ
ухкюй тнпре йюокх д/бм опхелю тк-йюо 30лк;2.0;202.07;283.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;лепйке цлау;цеплюмхъ
ункхяюк цекэ 10ц рсаю;1.0;265.87;372.5;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;JELFA SA;онкэью
жхйкнтепнмю рюа о/н 150лц ╧10;2.0;149.05;180.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;онкхяюм мртт ннн;пняяхъ
ьюктеъ кхярэъ оювйю 50ц хбюм-вюи;5.0;23.76;37.0;2015-02-03 09:38:27;юкэъмя уекяйею пся ннн;хбюм-вюи гюн;пняяхъ
юлохжхккхмю мюрп.янкэ онп д/опхц п-пю б/л 500лц тк;50.0;5.97;7.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;яхмрег нюн ц.йспцюм;пняяхъ
юмдхоюк рюак. у10;20.0;36.16;56.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;тюплярюмдюпр-рнляйухлтюпл нюн ц.рнляй;пняяхъ
юмрхонкхжюи кедемжш 3.3ц N4 а/яюуюпю;4.0;39.52;61.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;ахнбхд ннн;пняяхъ
аепегш онвйх  35ц;2.0;71.19;110.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;кей я+ ннн;пняяхъ
бхгнорхй йюокх цкюгмше 0,05% тк-йюо 15лк;1.0;107.64;151.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;S.C.ROMPHARM COMPANY S.R.L.;пслшмхъ
гсамни онпньнй лърмши 140лк (аюмйю);3.0;15.75;24.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;тхрнйнялерхй ннн;пняяхъ
хурхнкнбюъ люгэ 10% 25ц;3.0;69.59;108.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;ъпнякюбяйюъ тюпл т-йю;пняяхъ
йкнрпхлюгнк йпел 1% 20ц;10.0;37.68;58.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;HYPERION S.A.;пслшмхъ
йнкцеир гсамюъ оюярю люйя гюыхрю нр йюпхеяю дбнимюъ лърю 100лк;3.0;53.64;83.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;COLGATE-PALMOLIVE;йхрюи
йнкцеиргсамюъ оюярю опнонкхя ябефюъ лърю 100лк;1.0;51.02;79.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;COLGATE-PALMOLIVE;онкэью
йпюохбш кхярэъ 50ц;3.0;28.56;44.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;тхрнтюпл мон ннн;пняяхъ
йсйспсгш ярнкахйх я пшкэжюлх 50ц;4.0;34.01;53.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;тхрнтюпл мон ннн;пняяхъ
лекхяяш рпюбю 50ц;1.0;32.45;50.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;тхрнтюпл мон ннн;пняяхъ
лърш оепевмни кхярэъ 50ц;4.0;28.56;44.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;тхрнтюпл мон ннн;пняяхъ
мюгхбхм яопеи 0,05% пюярбнп тк. 10лк;3.0;154.94;217.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;E.MERCK/NYCOMED;цеплюмхъ
мхярюрхмнбюъ люгэ д/мюпсф. опхл. 100 ршя. ед/ц рсаю 15ц;1.0;29.29;45.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;ахнухлхй нюн;пняяхъ
мНЯНБШЕ ОКЮРЙХ юЛЕКХЪ N10;30.0;4.15;6.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;цхцпнбюрю-яюмйр-оерепаспц гюн;пняяхъ
нкерерпхм рюа. о/н 47.5лц+77.5лц ╧20;1.0;130.91;183.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;ахняхмрег нюн;пняяхъ
нпрнтем люгэ д/мюп. опхл. 2% рсаю 50ц;4.0;40.79;63.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;бепрейя гюн;пняяхъ
опнйкюдйх мюрюкх мнплюк окчя янтр я йпшкшьйюлх ╧10;5.0;38.51;60.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;цхцхемю - яепбхя ннн;пняяхъ
опнйкюдйх мюрюкх скэрпю щттейр дпюи я йпшкшьйюлх ╧10;3.0;53.42;83.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;цхцхемю - яепбхя ннн;пняяхъ
опнярюлнк смн йюоя. 320лц  ╧60;1.0;1470.91;1839.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;аепкхм-уелх юц/лемюпхмх цпсоо;цеплюмхъ
оПНЙК. СПНКНЦХВЕЯЙХЕ MOLIMED йКЮЯЯХЙ ЛЮЙЯХ N28 (БОХРШБ. 844ЛК);1.0;457.33;640.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;оюскэ уюпрлюмм  ннн;пняяхъ
пеоеимне люякн 100лк оепеж х щтхпмше люякю;4.0;36.7;57.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;лхппю ннн;пняяхъ
пханйяхм рюа о/н 0.2ц N50;10.0;16.79;26.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;анпхянбяйхи гюбнд ледхжхмяйху опеоюпюрнб нюн;аекнпсяяхъ
яюктерйх ярепхкэмше дбсуякнимше 16у14ял ╧10;20.0;6.92;11.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;юурюлюп ойт ннн;пняяхъ
яюктерйх ярепхкэмше дбсуякнимше 45у29ял ╧5;10.0;15.49;24.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;юурюлюп ойт ннн;пняяхъ
яанп цпсдмни ╧2 т/о 2ц ╧20;2.0;40.38;63.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;кей я+ ннн;пняяхъ
яхнтнп 1000 N60 рюак;1.0;421.45;502.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;аепкхм-уелх юц/лемюпхмх цпсоо;цеплюмхъ
яхнтнп рюа о/н 850лц ╧60;3.0;323.58;385.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;аепкхм-уелх юц;цеплюмхъ
яйхохдюпмюъ люгэ 20% 25ц ътт;2.0;28.81;45.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;ъпнякюбяйюъ тюпл т-йю;пняяхъ
яЕММШ КХЯРЭЪ 50Ц;10.0;23.52;36.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;кей я+ ннн;пняяхъ
рпнйяепсрхм бпюлед цекэ 2% 40ц;10.0;36.31;56.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;SOPHARMA AD;анкцюпхъ
ункняюя 140,0 яхпно;1.0;42.65;66.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;юкрюибхрюлхмш гюн;пняяхъ
упюмхрекэ аюкэгюл дкъ пюм 30лк;1.0;64.96;101.0;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;гекемше дсапюбш/ледопеоюпюр щтях;пняяхъ
вюапеж рпюбю 50ц ;3.0;30.63;47.5;2015-02-03 09:39:16;цй мюдефдю-тюпл ннн;хбюм-вюи гюн;пняяхъ
911 йпел мюлнгнкэ нр ясуху лнгнкеи х мюрнор. 100 лк. у1;1.0;44.12;68.5;2015-02-03 09:44:01;юбеярю;рбхмя рщй гюн;пняяхъ
юяйнпахмнбюъ й-рю дпюфе 50лц ╧200;20.0;13.68;17.0;2015-02-03 09:44:01;юбеярю;спюкахнтюпл нюн;пняяхъ
бюкняепдхм йюокх 25лк;3.0;35.96;56.0;2015-02-03 09:44:01;юбеярю;лняйнбяйюъ т/т гюн;пняяхъ
гбепнанъ рпюбю оювйю 50ц хбюм-в;5.0;16.36;25.5;2015-02-03 09:44:01;юбеярю;хбюм-вюи гюн;пняяхъ
йюкемдскш жберйх 50ц;2.0;36.52;57.0;2015-02-03 09:44:01;юбеярю;гднпнбэе тхплю гюн;пняяхъ
йнпнмюк рюа. о/н 5лц ╧30;2.0;104.69;125.5;2015-02-03 09:44:01;юбеярю;ZENTIVA A..S.;якнбюйхъ
люпкъ ледхжхмяйюъ LIFE 10лX90Cл;5.0;65.91;102.5;2015-02-03 09:44:01;юбеярю;мюбрейя уай ннн;пняяхъ
яеангнк ьюлосмэ нр оепунрх 100лк + яеангнк 5лк оюй ╧5 (юйжхъ);1.0;224.0;314.0;2015-02-03 09:44:01;юбеярю;дхнмхя ннн;пняяхъ
тспняелхд рюа 40лц ╧50;10.0;9.53;12.0;2015-02-03 09:44:01;юбеярю;нгнм ннн;пняяхъ
жхрпюлнм о рюа ╧10;200.0;3.83;6.0;2015-02-03 09:44:01;юбеярю;спюкахнтюпл нюн;пняяхъ
