Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Сенсодин-Ф зубная паста 50мл .@ ;2.0;109.68;135.0;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; ГлаксоСмитКляйн Консьюмер Хелскер;СОЕДИНЕННОЕ КОРОЛЕВСТВО
Следоцид крем-гель д/лица .@ ;2.0;85.15;103.9;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Киров Г.А. ИП;РОССИЯ
Стрептоцидовая Мазь д/наруж. прим. 10% 25г Банка т/с Б ;5.0;54.7;70.05;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Тульская Фармацевтическая фабрика ООО;РОССИЯ
Теопэк 200мг Таб. пролонг. действ. Х50 ;1.0;102.91;125.55;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Биннофарм ЗАО;РОССИЯ
Уролесан капли д/приема внутрь 25мл Фл. Б М ;1.0;300.72;366.9;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Галичфарм АО;УКРАИНА
Шалфей Пастилки Х12 ;6.0;94.52;115.35;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Натур Продукт Европа Б.В.;НИДЕРЛАНДЫ
Эргоферон Таб. д/рассасывания Х20 ;5.0;264.42;322.6;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Материа-Медика Холдинг НПФ ООО;РОССИЯ
Эспумизан 40мг Капс. Х25 ;3.0;215.11;262.45;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Берлин-Хеми АГ/Менарини Групп;ГЕРМАНИЯ
Ацц 200мг Гранулы д/пригот. р-ра д/приема внутрь /апельсин/ Пак. Х20 (R) ;3.0;114.36;136.2;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Салютас Фарма ГмбХ;ГЕРМАНИЯ
Акридерм 0.05% мазь д/наружного прим. 30г туба (R) ;6.0;88.53;106.6;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Акрихин ОАО;РОССИЯ
Беродуал р-р д/ингаляций 0.25мг+0.5мг/мл 20мл Фл.-кап.т/с Б М (R) ;2.0;264.06;314.65;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Институт де Ангели С.р.Л. (Берингер);ИТАЛИЯ
Дюфалак 667мг/мл сироп 200мл Фл. п/эт. в компл. с мерным ст. М (R) ;1.0;276.93;330.0;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Эбботт Биолоджикалз Б.В.;НИДЕРЛАНДЫ
Зитролид форте 500мг Капс. Х3 (R) ;2.0;236.67;284.2;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Валента Фармацевтика ОАО;РОССИЯ
Зодак 10мг Таб. п/пл/об. Х30 (R) ;1.0;230.26;274.35;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Зентива (sc);ЧЕШСКАЯ РЕСПУБЛИКА
Кавинтон 5мг Таб. Х50 (R) ;1.0;213.64;254.55;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Гедеон Рихтер/Гедеон Рихтер-РУС ЗАО;РОССИЯ
Корвитол 100мг Таб. Х50 (R) ;1.0;264.23;316.4;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Берлин-Хеми АГ/Менарини Групп;ГЕРМАНИЯ
Кордарон 200мг Таб. Х30 (230,72) (R) ;1.0;290.26;345.85;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Хиноин Завод Фармацевтических и Химических Продуктов;ВЕНГРИЯ
Лориста 100мг Таб. п/пл/об. Х90 (R) ;1.0;580.51;691.65;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; КРКА-РУС ООО (sc);РОССИЯ
Мезим Форте Таб.П/о Х20 (R) ;15.0;65.4;78.1;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Берлин-Хеми АГ/Берлин-Фарма ЗАО;РОССИЯ
Но-шпа 20мг/мл 2мл р-р д/в/в и в/м введ. Амп. Х5 Б М (R) ;5.0;90.19;107.45;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Хиноин Завод Фармацевтических и Химических Продуктов (sc);ВЕНГРИЯ
Пимафуцин Ваг. Супп. 100мг Х3 (R) ;5.0;249.57;297.35;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Теммлер Италиа С.р.Л;ИТАЛИЯ
Фенотропил 100мг таб. Х30 (R) ;1.0;896.49;1019.45;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Валента Фармацевтика ОАО;РОССИЯ
Флемоксин Солютаб 500мг Таб. Дисп. Х20 (R) ;2.0;304.64;362.95;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Астеллас Фарма Юроп Б.В./Ортат ЗАО;РОССИЯ
Цетрин 10мг Таб. п/пл/об. Х30 (R) ;5.0;226.91;270.35;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Д-р Редди'с Лабораторис Лтд;ИНДИЯ
АЦЦ 200 тб шипуч 200мг №20 ;3.0;246.25;300.45;2015-02-03 00:00:00.00;"Здравсервис" ООО; Салютас Фарма ГмбХ;ГЕР
Амиксин табл. п.п.о. 125мг уп. конт.яч №6 ;1.0;527.83;637.45;2015-02-03 00:00:00.00;"Здравсервис" ООО; Фармстандарт-Томскхимфарм;РОС
Ангелина простыни впитывающие 60х60 №5 ;2.0;61.22;80.0;2015-02-03 00:00:00.00;"Здравсервис" ООО; МедПол;РОС
Бепантен мазь 5% 30г ;2.0;316.19;385.75;2015-02-03 00:00:00.00;"Здравсервис" ООО; Гренцах Продукци;ГЕР
Березы почки 50г ;2.0;93.88;114.55;2015-02-03 00:00:00.00;"Здравсервис" ООО; Фитофарм ПКФ ООО;РОС
Бетагистин тб 24мг уп.конт. яч. №30 ;1.0;79.2;135.9;2015-02-03 00:00:00.00;"Здравсервис" ООО; Северная Звезда;РОС
Вода для инъекций растворит. д/лек. форм д/ин. амп. 5мл уп.  №10 ;10.0;37.15;45.95;2015-02-03 00:00:00.00;"Здравсервис" ООО; Гротекс;РОС
Гевискон табл. жеват. мята 250мг №32 ;1.0;220.44;268.95;2015-02-03 00:00:00.00;"Здравсервис" ООО; Рекитт Бенкизер Хелскэр Интернешнл Лтд;ВБР
Имудон тб д/рассасыв №40 ;2.0;502.1;612.6;2015-02-03 00:00:00.00;"Здравсервис" ООО; Фармстандарт ОАО-Томскхимфарм;РОС
Крем-гель До и после д/проблем кожи Анти-Акне 50мл ;1.0;89.43;110.0;2015-02-03 00:00:00.00;"Здравсервис" ООО; Твинс Тэк ЗАО;РОС
Наколенник компрессионный комбинированный разм 3 ;2.0;142.56;173.95;2015-02-03 00:00:00.00;"Здравсервис" ООО; ЛПП Фарм;РОС
Наколенник компрессионный комбинированный разм 4 ;2.0;142.13;173.4;2015-02-03 00:00:00.00;"Здравсервис" ООО; ЛПП Фарм;РОС
Ол Инклюзив Бото-лифт Эффект дневной гель-крем 50 мл ;1.0;82.32;100.45;2015-02-03 00:00:00.00;"Здравсервис" ООО; Аккорт ООО;РОС
Простыни одноразовые н/стер.140х70 см. пл 60 г/кв м ;5.0;19.06;25.0;2015-02-03 00:00:00.00;"Здравсервис" ООО; Медитек ООО;РОС
Сульгин тб 500мг N10 ;3.0;36.93;47.3;2015-02-03 00:00:00.00;"Здравсервис" ООО; ИХФЗ;РОС
Тест на беременность Evitest №2 ;5.0;99.97;122.0;2015-02-03 00:00:00.00;"Здравсервис" ООО; Хельм Медикал ГмбХ/Медком;ГЕР
Фурадонин тб 50мг N20 ;2.0;79.68;97.25;2015-02-03 00:00:00.00;"Здравсервис" ООО; БЗМП;БЛР
Шапочка Шарлотта ;100.0;1.14;1.5;2015-02-03 00:00:00.00;"Здравсервис" ООО; Xiantao Daogi Plastic Co;КИТ
Шприц имп инсул/туберк. 1мл ;100.0;4.88;7.0;2015-02-03 00:00:00.00;"Здравсервис" ООО; Апексмед;НИД
Тонометр Nissei  WS-820 ;1.0;1839.0;2200.0;2015-02-03 00:00:00.00;"М-Сервис" ООО; ;
Электрообогреват. бытовой гибкий Стандарт ;1.0;441.0;545.0;2015-02-03 00:00:00.00;"М-Сервис" ООО; ;
Термометр мед. цифровой LD-302 ;1.0;196.0;245.0;2015-02-03 00:00:00.00;"М-Сервис" ООО; ;
АКРИДЕРМ 0,05% 30,0 КРЕМ ;5.0;128.59;153.2;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Акрихин ХФК ОАО;Россия
АМОКСИЦИЛЛИН 0,5 N20 ТАБЛ ;5.0;48.51;60.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Барнаульский завод медпрепаратов;Россия
АНАПРИЛИН 0,04 N30 ТАБЛ ;5.0;5.39;6.65;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармстандарт-Лексредства ОАО;Россия
АФОБАЗОЛ 0,01 N60 ТАБЛ ;3.0;297.33;362.75;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармстандарт-Лексредства ОАО;Россия
БАЗИРОН АС 5% 40,0 ГЕЛЬ ;1.0;614.35;699.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Лаборатории Галдерма;Франция
БЕНЗИЛБЕНЗОАТ 20% 25,0 МАЗЬ ;10.0;13.2;16.3;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Алтайвитамины ЗАО;Россия
БЕРГОЛАК 0,0005 N2 ТАБЛ ;1.0;181.39;221.3;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Верофарм;Россия
БЕТАДИН 10% 30МЛ ФЛАК/КАП Р-Р ;1.0;157.19;187.25;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Эгис Фармацевтический завод ОАО;Венгрия
БИФИДУМБАКТЕРИН 5ДОЗ N10 ФЛАК СУХОЙ ;3.0;72.16;85.95;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Микроген НПО;Россия
БРОМГЕКСИН 0,004/5МЛ 100,0 СИРОП ;3.0;68.53;87.75;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармстандарт-Лексредства ОАО;Россия
ВЕРО-АМЛОДИПИН 0,005 N30 ТАБЛ ;20.0;28.93;35.8;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Верофарм;Россия
ГЛЕВО 0,5 N10 ТАБЛ П/ПЛЕН/ОБОЛОЧ ;1.0;356.4;443.05;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Гленмарк Фармасьютикалз Лтд;Индия
ДЕНТАГУТТАЛ 10МЛ ФЛАК КАПЛИ ЗУБНЫЕ ;5.0;22.33;29.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; МОСКОВСКАЯ ФАРМ. ФАБРИКА;Россия
ДИНАМИКО 0,1 N4 ТАБЛ П/О ;2.0;809.82;931.3;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Плива Хрватска д.о.о.;Хорватия
ДИРОТОН 0,01 N28 ТАБЛ ;1.0;253.99;295.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Гедеон Рихтер ОАО;Венгрия
ДУЗОФАРМ 0,05 N30 ТАБЛ П/О ;1.0;450.12;531.15;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Унифарм АО;Болгария
ИРИФРИН 2,5% 5МЛ ГЛ КАПЛИ ФЛАК/КАП ;1.0;366.85;447.6;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Промед Экспортс Пвт.Лтд.;Индия
КАГОЦЕЛ 0,012 N10 ТАБЛ ;5.0;216.04;260.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Хемофарм;Россия
КАЛЬЦИЯ ГЛЮКОНАТ 0,1/МЛ 5МЛ N10 АМП ;5.0;93.94;111.9;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармак;Украина
КАМЕТОН 45,0 АЭРОЗОЛЬ ;3.0;65.45;83.8;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармстандарт-Лексредства ОАО;Россия
КАНЕФРОН Н N60 ДРАЖЕ ;2.0;361.13;440.6;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Бионорика АГ;Германия
КОДЕЛАК БРОНХО С ЧАБРЕЦОМ 100МЛ ЭЛИКСИР ;2.0;132.0;161.05;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармстандарт-Лексредства ОАО;Россия
КОДЕЛАК НЕО 0,0015/МЛ 100МЛ ФЛАК СИРОП ;1.0;130.9;159.75;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармстандарт-Лексредства ОАО;Россия
ЛЕВОМИЦЕТИН-ДИА 0,25% 10МЛ N1 ФЛАК/КАП ГЛ КАП ;10.0;25.96;33.25;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Диафарм институт молекулярной диагностики ЗАО;Россия
МАТАРЕН ПЛЮС 30,0 КРЕМ ;1.0;179.52;219.05;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Нижфарм ОАО;Россия
МЕЗИМ-ФОРТЕ 10000 N20 ТАБЛ П/О ;1.0;178.42;212.55;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Берлин-Хеми АГ;Германия
МЕТИЛУРАЦИЛ 0,5 N50 ТАБЛ ;1.0;160.27;195.55;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Обновление ПФК ЗАО;Россия
МИКОЗАН НАБОР Д/УДАЛ ГРИБКОВ ПОРАЖ С НОГТЯ ;2.0;682.55;832.75;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Серрикс Б.В.;Нидерланды
НИАСПАМ 0,2 N30 КАПС ПРОЛОНГ ;3.0;266.64;317.7;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Сан Фармасьютикал Индастриз Лтд;Индия
НИТРОСПРЕЙ 0,0004/ДОЗА 200ДОЗ 10МЛ СПРЕЙ ПОДЪЯЗЫЧ ;2.0;86.68;103.25;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармстандарт-Лексредства ОАО;Россия
НО-ШПА 0,04 N24 ТАБЛ ;15.0;122.54;146.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Хиноин Завод Фармацевтических и Химических продуктов ЗАО;Венгрия
ОБЛЕПИХОВОЕ МАСЛО 50МЛ ФЛАК ИНД/УП ;2.0;227.15;277.15;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Алтайвитамины ЗАО;Россия
ОКИ 0,08 2,0 N1ПАК ГРАН Д/Р-РА ;1.0;193.05;235.55;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Домпе С.п.А.;Италия
ОТОФА 10МЛ ФЛАК УШНЫЕ КАПЛИ ;3.0;176.66;210.5;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Лаборатории Бушара-Рекордати;Франция
ПАНТОКАЛЬЦИН 0,25 N50 ТАБЛ ;1.0;363.22;443.15;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Валента Фармацевтика;Россия
ПЕРЧАТКИ СМОТРОВЫЕ ЛАТЕКСНЫЕ Н/СТЕР L N50 ПАР ;1.0;467.39;570.25;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; СФМ Госпитал Продактс ГмбХ;Германия
ПЕРЧАТКИ СМОТРОВЫЕ ЛАТЕКСНЫЕ Н/СТЕР М N50 ПАР ;1.0;442.86;540.3;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; СФМ Госпитал Продактс ГмбХ;Германия
ПОЛИФЕПАН 250,0 ПОР ;5.0;107.25;130.85;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Сайнтек ЗАО;Россия
ПРЕСТАРИУМ А 0,01 N30 ТАБЛ П/О ;1.0;608.41;691.45;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Сердикс;Россия
РЕНИПРИЛ 0,01 N20 ТАБЛ ;1.0;36.41;45.05;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармстандарт-Лексредства ОАО;Россия
РИНОСТОП 0,05% 15МЛ СПРЕЙ НАЗАЛ ;5.0;64.79;80.15;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармстандарт-Лексредства ОАО;Россия
СЕЛМЕВИТ N30 ТАБЛ П/О ;2.0;151.58;184.95;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармстандарт-Уфимский витаминный завод;Россия
СОЛОДКОВОГО КОРНЯ 100,0 СИРОП ;10.0;18.7;23.95;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Татхимфармпрепараты ОАО;Россия
СУДНО ПОДКЛАДНОЕ РЕЗИНОВОЕ СРП АЛЬФА-2 ;1.0;221.1;275.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Объединение Альфапластик;Россия
СУЛЬФАЦИЛ-НАТРИЯ 20% 1,5МЛ N2 ТЮБ/КАП ;10.0;68.2;87.35;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Обновление ПФК ЗАО;Россия
ТАВЕГИЛ 0,001/МЛ 2МЛ N5 АМП Р-Р В/В В/М ;3.0;173.8;212.05;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Никомед Австрия ГмбХ;Австрия
ТАУРИН 4% 10МЛ N1 ФЛАК/КАП ГЛ КАПЛИ ;20.0;8.14;11.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ЛЕККО ФФ ЗАО;Россия
ТЕСТ Д/ОПР БЕРЕМЕННОСТИ BEE-SURE-S ;50.0;4.95;10.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ФАКТОР-МЕД ООО;Россия
ТЕСТ Д/ОПР БЕРЕМЕННОСТИ EVITEST ;5.0;65.12;85.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Хельм Медикал ГмбХ;Германия
УКРОПНАЯ ВОДА 15МЛ ;3.0;102.08;125.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; КоролевФарм;Россия
УРОЛЕСАН N40 КАПС ;1.0;387.86;473.2;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; КИЕВМЕДПРЕПАРАТ;Украина
ФЛЮКОСТАТ 0,05 N7 КАПС ;1.0;292.6;348.6;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фармстандарт-Лексредства ОАО;Россия
ЦЕРЕКАРД 0,05/МЛ 5МЛ N5 АМП Р-Р В/В В/М ;4.0;217.25;258.85;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Альтаир;Россия
ЦИНДОЛ 125,0 ФЛАК СУСП/МФФ ;5.0;83.38;99.8;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; МОСКОВСКАЯ ФАРМ. ФАБРИКА;Россия
ЭНАЛАПРИЛ ГЕКСАЛ 0,005 N20 ТАБЛ ;10.0;45.98;56.9;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Салютас Фарма ГмбХ;Германия
ЭРИТРОМИЦИН 10000ЕД/Г 10,0 ГЛ МАЗЬ ;3.0;23.1;29.6;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Татхимфармпрепараты ОАО;Россия
911-ГЕЛЬ-БАЛЬЗАМ С ПЧЕЛИНЫМ ЯДОМ  Д/СУСТАВОВ 100МЛ ;2.0;77.22;98.85;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ТВИНС Тэк ЗАО;Россия
911-ОКОПНИК ГЕЛЬ-БАЛЬЗАМ ОТ БОЛИ В СУСТАВАХ 100МЛ ;3.0;61.33;78.5;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ТВИНС Тэк ЗАО;Россия
911-РЕВМАЛГОН ГЕЛЬ-БАЛЬЗАМ 100МЛ ;2.0;61.23;79.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ТВИНС Тэк ЗАО;Россия
ELMEX ЗУБНАЯ ЩЕТКА СЕНСИТИВ /УЛЬТРА МЯГКАЯ/ ;1.0;173.5;215.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Триза АГ.;Швейцария
RUBINAPHARM СПРЕЙ-ДЕЗОДОРАНТ АНТИБАКТ Д/НОГ120МЛ ;2.0;54.77;70.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Лаборатория ЭМАНСИ;Россия
ВАЛЕРИАНА+ХМЕЛЬ+МЯТА N50 ДРАЖЕ ;5.0;24.46;33.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Парафарм ООО;Россия
ГЛИНА МЕРТВОГО МОРЯ ЧЕРНАЯ 100,0 ;3.0;25.6;33.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Фитокосметик ООО;Россия
ЗЕЛЕНАЯ АПТЕКА ШАМПУНЬ ЦИНК/БЕРЕЗ ДЕГОТЬ350МЛ ;1.0;102.43;125.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; НПО Эльфа;Украина
КАРДИОАКТИВ N40 ТАБЛ ;1.0;179.19;218.65;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Эвалар ЗАО;Россия
МАСЛО ЭФИРНОЕ ШАЛФЕЙ 10МЛ ИНД/УП ;1.0;102.87;125.5;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; АСПЕРА;Россия
МИНТИКИ  АПЕЛЬСИН  N10 ОСВ  ПАСТИЛКИ ;5.0;15.68;20.5;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Квадрат-С ;Россия
МОРОЗКО ПОМАДА ДЕТСКАЯ ГИГИЕНИЧЕСКАЯ 2,8 ;5.0;30.28;38.8;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Аванта;Россия
ПОМА КЛЕЕНКА ДЕТСКАЯ 150Х120СМ 0+ ;1.0;122.35;149.3;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Тайчжоу Хэппи энд Мэрри Бизнес Лтд;Китай
ПОМАДА ГИГИЕНИЧ АЙБОЛИТ 2,8 ;5.0;25.51;35.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Аванта;Россия
ПРОПОЛИС ПЧЕЛИНЫЙ НАТУРАЛЬНЫЙ 5,0 ;1.0;47.5;60.8;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Алтайский букет НПФ ООО;Россия
РЫБИЙ ЖИР БИАФИШЕНОЛ ПИЩЕВОЙ N100 КАПС ;3.0;45.34;59.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; БиоФарм;Россия
РЫБИЙ ЖИР БИОКОНТУР ЛАМИНАРИЯ 0,3N100 КАПС ;3.0;31.32;43.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ПОЛЯРИС;Россия
РЫБИЙ ЖИР ДЕТСКИЙ N100 КАПС ;1.0;95.43;116.45;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; РеалКапс;Россия
РЫБИЙ ЖИР МИРРОЛЛА С МАСЛ ОБЛЕПИХИ N100 КАПС ;2.0;35.34;48.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ФП Мелиген;Россия
РЫБИЙ ЖИР МИРРОЛЛА С МАСЛ ЭКСТР ВАЛЕР/ПУСТN100 КАП ;2.0;34.66;45.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ФП Мелиген;Россия
РЫБНЫЙ ЖИР БИОКОНТУР ШИПОВНИК 0.3N100 КАПС ;3.0;31.13;39.85;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ПОЛЯРИС;Россия
СПЛАТ PROFESSIONAL ЗУБНАЯ НИТЬ ТОНК МЯТ/СЕРЕБ 30М ;1.0;103.84;127.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ПрофиМед С.р.л.;Италия
СТЕВИИ ЛИСТЬЯ ЛЕКРА-СЭТ 25,0 ;2.0;50.94;65.2;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Лекра-Сэт;Россия
СУЛЬСЕН ФОРТЕ ПАСТА СУЛЬСЕНОВАЯ 2% П/ПЕРХОТИ 75МЛ ;1.0;80.84;99.5;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Мирра;Россия
ТАБЛЕТКИ СОННЫЕ N30 ;2.0;135.08;164.85;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Леовит-Нутрио ООО;Россия
ФИТОЛАКС N20 ТАБЛ ;2.0;133.01;162.3;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Эвалар ЗАО;Россия
