Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Череды трава 50г ;10.0;26.72;36.1;2015-02-04 00:00:00.00;ООО Надежда; Фитофарм НПО ООО;Россия
Шприц однораз 10мл 3-х комп с иглой (0.8х40мм) SFM ;200.0;6.87;9.3;2015-02-04 00:00:00.00;ООО Надежда; SFM Hospital;Германия
Эвкалипта листья 50г ;10.0;24.36;32.9;2015-02-04 00:00:00.00;ООО Надежда; ЛЕК С+ ООО;Россия
Апизартрон мазь туба 20г Германия ;10.0;157.63;192.4;2015-02-04 00:00:00.00;ЗАО "Аптека-холдинг"; Salutas Pharma GmbH;Германия
Визин Классический капли глазн 0.05% фл пласт. с капельн. устр. 15мл Канада ;6.0;205.26;250.5;2015-02-04 00:00:00.00;ЗАО "Аптека-холдинг"; Keata Pharma Inc;Канада
Кальцемин табл. п/о N30 США ;3.0;182.82;223.1;2015-02-04 00:00:00.00;ЗАО "Аптека-холдинг"; Sagmel;США
Лотосоник табл. п.п.о N10 Вьетнам ;1.0;118.91;145.1;2015-02-04 00:00:00.00;ЗАО "Аптека-холдинг"; Данафа Фармасьютикал Сток Компани;Вьетнам
Риностоп назальн капли 0.1% 10мл Россия ;50.0;20.24;25.4;2015-02-04 00:00:00.00;ЗАО "Аптека-холдинг"; Лекко ФФ ЗАО;Россия
Тонзилгон Н др. N50 Германия ;5.0;226.6;276.5;2015-02-04 00:00:00.00;ЗАО "Аптека-холдинг"; Bionorica AG;Германия
Цитрамон П табл. N10 Россия ;250.0;2.97;4.1;2015-02-04 00:00:00.00;ЗАО "Аптека-холдинг"; Фармстандарт- Лексредства;Россия
Шалфей табл. д/рассас. N20 Нидерланды ;5.0;119.46;145.8;2015-02-04 00:00:00.00;ЗАО "Аптека-холдинг"; Natur Produkt;Нидерланды
Котекс тампоны супер N24 Чехия ;3.0;160.95;210.0;2015-02-04 00:00:00.00;ЗАО "Аптека-холдинг"; Kimberly-Clark;Россия
Африн увлажняющий 0.05% спрей назальный 15мл Фл. Х1 ;5.0;194.38;237.2;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Контракт Фармасьютикалс Лимитед;КАНАДА
Африн экстро 0.05% спрей назальный 15мл Фл. Х1 ;2.0;178.43;217.7;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Контракт Фармасьютикалс Лимитед;КАНАДА
Биобальзам "Сустамед" активир. д/кожи в обл. суст. "Жабий камень"с маслом рыжика ;10.0;41.04;61.6;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Фитосила ООО;Россия
Бетадин вагин. свечи №7  Egis;2.0;225.11;274.7;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Клион Д ваг.тб.100мг №10 GR;3.0;217.88;265.9;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Нейрокс 50мг/мл р-р для в/в и в/м введ. 5мл Амп. Х5 Б (R) ;2.0;252.18;311.5;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Сотекс ФармФирма ЗАО;РОССИЯ
Нейромультивит Таб. п/пл/об. Х60 ;5.0;397.06;484.5;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Г.Л.Фарма ГмбХ/Ланнахер Хайльмиттель ГмбХ;АВСТРИЯ
Пиковит сироп 150мл;2.0;196.12;239.3;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Салфетки стерильные 45х29см Х5 И/м;20.0;14.76;20.0;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Хондроитин-Акос мазь 5% 30г;9.0;53.77;72.6;2015-02-04 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Аквадетрим 15000ме 10мл р-р водн. пероральн. фл-кап. ;5.0;168.67;203.7;2015-02-04 00:00:00.00;Фармкомплект; Medana Pharma;ПОЛЬША
Амелотекс 10мг/мл 1,5мл №5 амп. ;5.0;415.44;506.9;2015-02-04 00:00:00.00;Фармкомплект; Сотекс;РОССИЯ
Венарус 450мг+50мг №60 таб. п/о ;3.0;791.54;918.2;2015-02-04 00:00:00.00;Фармкомплект; Оболенское фарм. предприятие;РОССИЯ
Витрум бэби №60 таб. жеват. ;1.0;506.94;618.5;2015-02-04 00:00:00.00;Фармкомплект; Unipharm;СОЕДИНЕННЫЕ ШТАТЫ АМЕРИКИ
Липримар 10 мг №100 таб. п/о ;1.0;1646.05;1875.5;2015-02-04 00:00:00.00;Фармкомплект; Pfizer;ГЕРМАНИЯ
Микардис 40мг №14 таб. ;1.0;451.02;550.3;2015-02-04 00:00:00.00;Фармкомплект; Boehringer Ingelheim;ГЕРМАНИЯ
Микардис плюс 80мг/12,5мг  №28 таб. ;1.0;837.83;971.9;2015-02-04 00:00:00.00;Фармкомплект; Boehringer Ingelheim;ГЕРМАНИЯ
Церетон 250мг/мл 4мл №5 амп. р-р в/в, в/м ;3.0;394.78;491.3;2015-02-04 00:00:00.00;Фармкомплект; Сотекс;РОССИЯ
Аводарт капс. 0,5мг №90 ;1.0;3466.98;4021.7;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Каталент Франс Байнхайм С.А.;Франция
Берголак таб. 0,5мг №8 ;1.0;593.45;688.5;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Верофарм;Россия
Бинт резиновый Мартенса 3,5м;1.0;94.05;115.0;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек";;
Гастал таблетки для рассасывания № 12 ;5.0;110.55;134.9;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Тева Фарм.Предпр./Тева Оперейшенс Поланд;Польша
Гексикон  ваг. свечи №10;5.0;232.32;283.0;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек";;
Глиатилин 400мг Капс. Х14;3.0;701.14;798.3;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек";;
Дермовейт мазь 25г;1.0;321.42;392.2;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек";;
Дибикор таб. 500мг №60 ;2.0;347.16;423.6;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; ПИК-ФАРМА ПРО ООО RU;Россия
Иппликатор кузнецова мед.д/интенс.воздействия "тибетский" малый массажный коврик (синий) ;2.0;145.31;180.0;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Кортин-Медтехника;Россия
Кавинтон таб. 5мг №50 ;10.0;197.78;238.7;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Гедеон Рихтер-РУС ЗАО;Россия
Кларбакт таб. п/о 500мг №10 ;1.0;210.32;254.0;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Ipca Laboratories Ltd;Индия
Коделак нео сироп 1,5 мг/мл фл. 100мл №1 ;5.0;113.63;138.7;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Фармстандарт-Лексредства ОАО;Россия
Корвалол таб. №20 ;20.0;94.49;115.3;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Фарма Старт ООО;Украина
Лактинет таб. п/о плен. №28 ;1.0;718.63;833.7;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Gedeon Richter;Венгрия
Лостерин крем туба 75мл ;1.0;348.69;453.4;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; ООО "Медена/ ООО НПК "Ас-КОМ" Россия;Россия
Масло эфирное лимон 10мл ;5.0;42.02;63.1;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Аспера ООО;Россия
Натурино пастилки с витаминами и нат. соком (черн. смородина) №8 (ролл 36,4г) (бад) ;5.0;31.99;48.0;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Natur Produkt.;Германия
Наша мама шампунь детский с первых дней жизни фл. 300мл ;1.0;80.5;105.0;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Наша Мама ООО;Россия
Ноотроп капс. 0,4г №48 (бад) ;3.0;186.31;242.2;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; ВИС ООО;Россия
Нурофен для детей супп рект 60мг №10 ;3.0;87.56;105.2;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Famar S.A.;Греция
Тампоны O.B. Супер Х8 .@;3.0;56.77;85.2;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек";;
Риностоп спрей назал. дозир. 0,1% фл. 15мл №1 ;10.0;77.55;92.9;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Фармстандарт-Лексредства ОАО;Россия
Стоп проблем карандаш маскирующий салициловый антибактер. (тон 1) 4,7г ;3.0;54.28;81.5;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Мишель СМ;Россия
Таблетки от кашля №10;50.0;25.85;35.0;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек";;
Тик-так крем детский 41г туба ;10.0;25.04;37.6;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Свобода ОАО;Россия
Флорацид таб. п/о плен. 500мг №5 ;1.0;460.24;559.8;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Валента Фармацевтика/Оболенское;Россия
Хитозан эвалар таб. 0,5г №100 ;3.0;233.18;303.2;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Эвалар;Россия
Эгилок с таб. пролонг. дейст. п/о плен. 25мг №30 ;1.0;133.32;160.9;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Интас Фармасьютикалс Лтд/Эгис;Венгрия
Эскапел таб. 1,5мг №1 ;1.0;261.58;315.3;2015-02-05 00:00:00.00; ЗАО ЦВ "Протек"; Gedeon Richter;Венгрия
Бальзам д/губ "Бельведер" 4,5г с розовым маслом;2.0;87.91;115.0;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Бельведер бальзам для губ жидкий увлажняющий с эк-том алоэ туба 7мл ;2.0;102.66;135.0;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; BELWEDER NORD SIA. LV;Латвия
Берлиприл 20мг №30тб.;10.0;165.55;198.0;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Бисептол-120  №20 таб. Польша;2.0;26.51;32.8;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Бисопролол таб. п/о плен. 5мг №50 ;10.0;43.89;69.7;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Северная звезда ЗАО;Россия
Витамин ф-99 форте капс. 0,3г №150 (бад) ;1.0;369.34;480.2;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; РеалКапс ЗАО;Россия
Витамишки мульти+ жев. пастилки 2,4г №30 (бад) ;2.0;319.19;415.0;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Pharmamed/Supplement Scltnses Inc.;Соединенные шта
Гевискон двойное действие сусп. д/внутр. прим. (мятная) пак. 10мл №12 ;1.0;209.55;255.7;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Рекитт Бенкизер Хелскэр Интернешнл Лтд;Соединенное кор
Гинезол 7 100мг вагин. св. №7;5.0;237.49;289.8;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Детралекс таб. покрытые плёночной оболочкой 500мг №60 ;2.0;1329.9;1542.7;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Servier/Сердикс;Россия
Живокост (окопник) бальз. д/тела разогревающий туба 75мл ;3.0;72.44;94.2;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; ООО КоролевФарм;Россия
Клостилбегит 50мг №10 тб. Egis;1.0;558.25;675.3;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Лазолван р-р 15мг/2мл фл 100мл для приема внутрь и ингаляций;6.0;342.54;412.9;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Лекролин капли глазные 20 мг/мл (фл-капельницы пластик) 10 мл №1 ;5.0;72.82;87.4;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Santen OY;Финляндия
Макситрол 0.1% 5мл Фл. Б М;5.0;276.54;337.4;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Мовалис амп. 15мг/1,5мл №3;6.0;494.01;602.7;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Називин 0.01% 5мл Никомед;10.0;121.11;147.8;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Нолипрел а би форте таб. п/о плён. 10мг/2,5 мг №30 ;3.0;671.66;779.2;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Сердикс ООО;Россия
Норваск  5мг  №30 тб. Пфайзер;1.0;496.76;595.8;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Нурофен для детей сусп. д/приема внутрь (клубничная) 100мг/5мл фл. 150мл ;5.0;162.14;195.5;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Рекитт Бенкизер Хелскэр Интернешнл Лтд;Соединенное кор
Отинум уш.кап. 20% 10мл;5.0;135.63;165.5;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Палин 200мг №20 капс.;3.0;165.99;202.6;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Панзинорм форте 20 000 таб. п/о кш/раств. №100 ;1.0;417.34;505.7;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; KRKA d.d./КРКА-Рус ООО;Россия
Помада губная гигиеническая "витрум lip care суперзащита" 2,8г в/ф ;2.0;46.94;70.5;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Аванта ОАО;Россия
Пропеллер полоски для носа очищающие с зелёным чаем 6шт. ;2.0;95.91;124.7;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Народные Промыслы ООО;Россия
Рыбий жир "янтарная капля" с вит. е капс. 0,3г №100 (бад) ;3.0;115.51;150.2;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Экко плюс;Россия
Санпраз таб. п/о кш/раств. плён. 40мг №30 ;2.0;443.3;540.9;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; SUN Pharmaceutikal Industries Ltd.;Индия
Сиофор 850мг №60 тб.;4.0;318.67;380.5;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Стрепсилс клубничные таб. д/рассас. №16 ;5.0;120.67;147.3;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Рекитт Бенкизер Хелскэр Интернешнл Лтд;Соединенное кор
Тенокс таб. 10мг №30 ;3.0;397.87;486.0;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Крка-Рус ООО;Россия
Тенотен таб. №40 блистеры ;5.0;153.67;187.5;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Материа Медика;Россия
Церебролизин 10мл №5 амп.;1.0;1341.34;1530.7;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Энтерофурил сусп. 200мг/5мл фл. 90мл;6.0;378.4;461.7;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
А-церумен ср-во многофункц. отоларинголог. д/промыв. ушного прохода дозир. спрей 40мл №1 ;1.0;368.61;449.8;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Лаборатории ЖИЛЬБЕР FR;Франция
А-церумен ср-во многофункц. отоларинголог. д/промыв. ушного прохода фл-кап. 2мл №5 ;5.0;217.69;265.6;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; Laboratoires Gilbert;Франция
Амбробене 15мг/5мл сир. 100мл;6.0;106.48;127.8;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Бахилы клинса  одноразовые п/э №50 (пар) ;200.0;68.97;20.0;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек"; ООО Медсервис плюс RU;Россия
Беллатаминал №30 тб;5.0;103.84;126.7;2015-02-04 00:00:00.00; ЗАО ЦВ "Протек";;
Вата хирург н/с 250г ;10.0;40.27;54.4;2015-02-05 00:00:00.00;ООО Надежда; Лейко ООО;Россия
Глина косм белая 100г ;5.0;17.01;25.6;2015-02-05 00:00:00.00;ООО Надежда; Медикомед НПФ ООО;Россия
Лоратадин таб 10мг N10 ;20.0;6.76;8.2;2015-02-05 00:00:00.00;ООО Надежда; Озон ООО;Россия
Салфетки марл стерил 16х14 N10 двухслойн ;30.0;6.63;9.0;2015-02-05 00:00:00.00;ООО Надежда; Эвтекс ООО;Россия
Слезин капли гл 3мг/мл+1мг/мл 15мл фл-кап ;6.0;150.39;183.5;2015-02-05 00:00:00.00;ООО Надежда; К;Румыния
Стаканчик д/приема лекарств  30мл ;10.0;2.18;3.0;2015-02-05 00:00:00.00;ООО Надежда; Виталфарм ЗАО;Россия
Мексидол табл. п/о 125 мг х50 ;10.0;308.99;371.9;2015-02-05 00:00:00.00;ООО ФК ПУЛЬС; Фармасофт ПК/ЗИО Здоровье;Россия
Церебролизин р-р амп. 5 мл. х5 ;2.0;799.16;908.1;2015-02-05 00:00:00.00;ООО ФК ПУЛЬС; Ebewe;Австрия
Бепантен плюс крем 5 % 30 г. х1 ;3.0;279.85;341.5;2015-02-05 00:00:00.00;ООО ФК ПУЛЬС; GP Grenzach Produktions GmbH;Германия
Бинт эластичный 3м х 8см х1 ;10.0;165.1;202.0;2015-02-05 00:00:00.00;ООО ФК ПУЛЬС; Lauma;
Биопарокс аэроз. 0.125 мг/доза бал. 10 мл. (400 доз) х1 ;5.0;410.05;500.3;2015-02-05 00:00:00.00;ООО ФК ПУЛЬС; Servier/Egis;Венгрия
Интести-бактериофаг р-р д/вн.и рект. пр. фл. 100 мл. х1 ;2.0;755.85;876.8;2015-02-05 00:00:00.00;ООО ФК ПУЛЬС; Микроген - ИмБио Нижегородское пред-ие;Россия
Найз табл. 100 мг х20 ;30.0;173.69;212.0;2015-02-05 00:00:00.00;ООО ФК ПУЛЬС; Dr.Reddy`s laboratories Ltd.;Индия
Оциллококцинум гран. 1 г 1 доз х12 ;3.0;515.0;628.3;2015-02-05 00:00:00.00;ООО ФК ПУЛЬС; Boiron Laboratories;Франция
Пантогам  Актив капс. 300 мг х60 ;1.0;381.14;465.0;2015-02-05 00:00:00.00;ООО ФК ПУЛЬС; Пик-фарма ПРО;Россия
Синупрет капли д/приема внутрь фл. 100 мл х1 ;3.0;243.0;296.5;2015-02-05 00:00:00.00;ООО ФК ПУЛЬС; Bionorica Arzneimittel;Германия
Спазмалгон табл. х20 ;10.0;97.92;119.5;2015-02-05 00:00:00.00;ООО ФК ПУЛЬС; Balkanpharma Dupnitza AD;Болгария
СЕНИ АКТИВ впит.трусики д/взрослых L 10шт ;3.0;465.78;570.0;2015-02-04 00:00:00.00;ООО "Вектор+"; ;
Белла сени подг/взр.air актив медиум трус.10шт ;3.0;386.51;472.0;2015-02-04 00:00:00.00;ООО "Вектор+"; ;
Белла сенисофт basic пел.60*60 10шт * ;10.0;143.72;176.0;2015-02-04 00:00:00.00;ООО "Вектор+"; ;
БЕЛЛА СениСофт пел.40*60 5шт ;6.0;79.98;98.0;2015-02-04 00:00:00.00;ООО "Вектор+"; ;
БАРХАТНЫЕ РУЧКИ Крем д/рук Королевская Аргана 80мл ;3.0;47.19;70.8;2015-02-04 00:00:00.00;ООО "Вектор+"; ;
БАРХАТНЫЕ РУЧКИ Крем-лосьон Королев. ангара 160мл ;2.0;78.24;101.8;2015-02-04 00:00:00.00;ООО "Вектор+"; ;
ЛЕС.БАЛЬЗ. з/оп д/дес.пропол.звероб.отв.трав 250мл ;5.0;67.18;87.4;2015-02-04 00:00:00.00;ООО "Вектор+"; ;
