Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
берлиприл 10 мг№ 30;4.0;112.97;134.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Беродуал р-р д/ингал. 20мл;2.0;245.08;295.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Беротек Н 200 доз аэр. 10 мл;1.0;319.66;415.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Беруши молдекс спарк Защит Противошумн Ушные Х4 .@;2.0;80.74;110.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Бинт стерильный 5м х 7см ;6.0;12.98;18.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Апполо;РОССИЯ
Бисептол сусп. 80мл;1.0;113.41;135.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
БИФИДУМБАКТЕРИН 5ДОЗ N10 ФЛАК СУХОЙ;10.0;67.87;81.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Бронхо-мунал П 3.5мг №10 капс.;1.0;428.12;556.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Брусника лист 50г;2.0;43.45;56.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ВАЛЕРИАНЫ ЭКСТРАКТ 0,2 N50 ТАБЛ П/О;10.0;48.18;62.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Випросал В мазь 30г;1.0;179.08;233.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Витамин Е 400мг капс. №30 Словакия,зентива ;1.0;264.77;344.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Зентива;Словакия 
Виташарм №30 тб.;1.0;187.11;247.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ВОЛЬТАРЕН 0,025/МЛ 3МЛ N5 АМП Р-Р В/М;1.0;252.78;301.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ГЕКСИКОН СВЕЧИ ВАГ 16МГ №10 ;1.0;249.37;297.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; НИЖФАРМ ОАО;РОССИЯ
ГЕЛЬ-СМАЗКА Контекс ФЛЭШ 100мл (согревающий) ;1.0;343.2;470.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Altermed Corporation a.s.;Чешская республ
ГИНКОУМ 0,04 N30 КАПС ;2.0;182.82;259.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Эвалар ЗАО;Россия
Гинофорт ваг. крем 20мг/г апликатор 5г;1.0;565.29;735.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Граммидин детский табл. д/рассасыв. 1.5мг+1мг N18 Россия ;2.0;163.57;212.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Валента Фармацевтика ОАО;Россия
ГРАММИДИН НЕО С АНЕСТЕТИКОМ N18 ТАБЛ Д/РАССАС ;6.0;170.5;221.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Валента Фармацевтика;россия
ДЕНТИНОКС 10,0 ГЕЛЬ ;1.0;217.69;283.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Дентинокс Гезельшафт фюр Фармацойтише Препарате Ленк унд Шуппан;германия
Диклофенак /Диклак/ 5% Гель 50г;1.0;201.3;286.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ДЮСПАТАЛИН 0,2 N30 КАПС ПРОЛОНГ ;1.0;401.61;478.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Эбботт Хелскеа САС;Франция
ИБУКЛИН 0,4+0,325 N10 ТАБЛ П/О ;3.0;99.22;129.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Д-р Редди с Лабораторис Лтд;Индия
Имудон таб. д/рассасывания №24 ;2.0;350.46;455.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Томскхимфарм ОАО;Россия
ИНДОМЕТАЦИН-АЛЬТФАРМ 0,05 N10 СУПП РЕКТ ;1.0;80.41;104.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Альтфарм;Россия
ИНТАЛ 5МГ/ДОЗА 112 ДОЗ АЭРОЗОЛЬ Д/ИНГ ;1.0;657.47;747.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Авентис Фарма Холмс Чэпл;Соединенное королевство
Йодомарин 200мг №100 тб.;2.0;198.66;237.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Кагоцел 0.012г таб. Х10;5.0;217.47;261.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Кальций Сандоз форте табл. шип 500мг N10 Франция ;1.0;193.05;255.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Famar Orleans;Франция
КАЛЬЦИЙ Д3 НИКОМЕД 0,5 N30 ЖЕВ ТАБЛ /МЯТА/ ;2.0;200.31;264.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Никомед Фарма АС;Норвегия
КАЛЬЦИЯ ГЛЮКОНАТ БРАУН 0,1/МЛ 10МЛ N20 АМП Р-Р ;1.0;292.16;348.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Б.Браун Мельзунген АГ;Германия
КАМЕТОН АЭР 30Г;2.0;45.76;59.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Кардиомагнил 75мг таб. №100;2.0;250.58;326.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Кларитромицин-obl таб. п/о плен. 500мг №7 ;11.0;224.18;267.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Оболенское фарм. предприятие;Россия
КОДЕЛАК БРОНХО С ЧАБРЕЦОМ 100МЛ ЭЛИКСИР ;3.0;124.52;162.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Лексредства ОАО;Россия
КОМПЛИВИТ КАЛЬЦИЙ Д3 ФОРТЕ N30 ТАБЛ ЖЕВ/МЯТА/ ;1.0;167.53;221.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-УфаВИТА ОАО;Россия
Кружка Эсмарха №2;1.0;120.01;164.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Ксимелин экстра 0,1% спрей назальн ;1.0;234.19;304.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Nycomed;Норвегия
Лазикс 40мг Таб. Х45;1.0;43.12;53.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Акку-чек софткликс ланцеты №25 ;1.0;83.27;114.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Roche (диагностика)/Boehringer Mannheim;Швейцария
Левомицетин 0.25%  5мл гл.кап ;2.0;25.96;34.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Левомицетин 0.25% 10мл гл. кап.;2.0;22.0;28.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ЛИЗИНОПРИЛ 0,02 N30 ТАБЛ ;1.0;39.27;48.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ЛИКОНТИН-УНИВЕРСАЛ 120МЛ Р-Р Д/ЛИНЗ;1.0;66.88;91.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ЛИКОНТИН-УНИВЕРСАЛ 240МЛ Р-Р Д/ЛИНЗ;1.0;88.66;121.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Локоид липокрем крем д/нар. прим. 0,1% туба 30г ;1.0;294.69;351.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Теммлер Италиа/Астеллас;Италия
Лоперамид 2мг капс №20 ;5.0;15.62;19.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Биоком;Россия
Мальтофер  №30 жев.тб.;2.0;291.17;346.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Маска медицинская 3-слойная №1 на резинках ;50.0;3.29;4.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Kimberly Clark;Россия
Мексидол 5% 2мл амп. №10;3.0;396.77;472.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
МЕКСИДОЛ 0,125 N30 ТАБЛ П/О;1.0;202.18;240.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Метилурацил.мазь 10% 25г туба;2.0;49.17;64.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
МЕТФОРМИН-РИХТЕР 0,85 N60 ТАБЛ П/О ;1.0;204.05;243.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Гедеон-Рихтер Рус ЗАО;Россия
МИДОКАЛМ 0,15 N30 ТАБЛ П/О ;1.0;271.48;353.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Гедеон-Рихтер Рус ЗАО;Россия
Микозан набор д/удаления грибка с ногт. пласт. (сыворотка в тубе с кист.-апплик. + пилочки) ;1.0;631.73;821.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Серрикс Б.В.;Нидерланды
МИЛДРОНАТ 0,25 N40 КАПС;1.0;249.7;300.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Мукалтин тб. №10;20.0;10.12;13.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Найз табл. 100мг N20 Индия ;4.0;179.63;233.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Dr.Reddy`s Laboratories Ltd.;Индия
Нейромидин 5мг/1мл амп 1мл №10 ;1.0;766.48;981.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Софарма АО/Олайнфарм АО;Латвия
Нео-бронхол таб. д/рассас. 15мг №20 ;1.0;108.13;140.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Bolder Arzneimittel GmbH&Co.KG;Германия
Никотиновая к-та 1% 1мл  №10 амп.;6.0;63.14;82.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Никофлекс мазь 50г;2.0;136.4;177.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
НОВО-ПАССИТ N10 ТАБЛ П/О;1.0;169.29;220.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
НОЛИПРЕЛ А ФОРТЕ 0,005+0,00125 N30 ТАБЛ П/О ;1.0;722.37;924.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Лаборатории Сервье Индастри;франция
НОЛЬПАЗА 0,04 N14 ТАБЛ П/О ;1.0;190.08;247.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; КРКА д.д.Ново место;словения
Ноопепт 10мг таб. Х50;1.0;301.29;391.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Нормазе сироп фл. с мерн.стак. 200мл Италия ;1.0;211.97;253.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Molteni Farmaceutici;Италия
НО-ШПА 40мг N24 ТАБЛ ;5.0;122.54;146.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Хиноин Завод Фармацев.и Химич. продуктов;Венгрия
Нурофен д/дет сусп 100мг/5мл 150мл клубн ;5.0;174.46;207.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Reckitt Benckiser;Соединенное Ко
Нурофен (с 6 лет) таб. п/о 200мг №8 ;3.0;89.43;106.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Рекитт Бенкизер Хелскэр Интернешнл Лтд;Соединенное кор
НУРОФЕН ФОРТЕ 0,4 N12 ТАБЛ;3.0;87.67;104.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ЗАКАЗ Октолипен таб. п/о плен. 600мг №30 ;2.0;580.91;658.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Томскхимфарм ОАО;Россия
ОТРИВИН 0,1% 10МЛ НАЗ.СПРЕЙ;4.0;143.0;171.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Отривин Бэби Насадки сменные д/аспиратора назального Х10 И/м ;2.0;133.87;183.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Novartis Consumer Health S.A.;Испания
ОТРИВИН МЕНТОЛ/ЭВКАЛИПТ 0,1% 10МЛ НАЗ СПРЕЙ;2.0;174.02;207.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ПАНЦЕФ 0,4 N6 ТАБЛ П/О ;1.0;491.81;639.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Алкалоид АО;Республика Македония
Парацетамол супп 250мг N10 ;2.0;31.57;39.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Альтфарм ООО;Россия
ПЕЛИГРИН ПЕЛЕНКА ВПИТ 90Х60 N5 ;2.0;117.04;160.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Пелигрин Матен ООО;Россия
Пиковит сироп 150мл с 1 годика;1.0;200.31;260.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Пиона Настойка 25мл Фл. инд.уп. Б М;3.0;10.78;14.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Экстрапласт пластырь от головной боли 5*12см 3шт (ИМН) ;1.0;111.76;153.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; РЕСПУБЛИ;КОРЕЯ
ПОЛИЖИНАКС N6 КАПС;1.0;242.33;315.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ПРЕДНИЗОЛОН 0,005 N100 ТАБЛ ;1.0;82.61;98.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Гедеон Рихтер Румыния А.О./ "Гедеон Рихтер-РУС";ПОЛЬША
ПРЕЗЕРВАТИВ Контекс LIGHTS ОСОБО ТОНКИЕ ТВ/УП N3 ;1.0;107.91;148.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; AVK POLYPHARM SAS;индия
Презерватив Дюрекс  №3 классик;1.0;121.88;167.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Дюрекс презервативы fruity mix №3 ;1.0;135.19;185.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; SSL Healthcare Manufacturing S.A.;Испания
Презерватив Сико Контурные (sensitiv) Х3;1.0;62.81;86.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ПРЕЗЕРВАТИВ Вива КЛАССИЧЕСКИЕ N3;1.0;22.33;30.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ПРЕЗЕРВАТИВ Вива УЛЬТРАТОНКИЕ N3;2.0;23.76;32.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Проноран 50мг таб. п/о №30;1.0;613.8;798.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Прополиса Настойка 25мл Фл. Б Инд.уп.;5.0;21.34;27.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Пустырника экс.  №10 тб.;10.0;17.05;22.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Радевит мазь 35г;2.0;307.01;399.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Регулон №21;1.0;325.27;423.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
РИНЗАСИП Ч/СМОРОДИНА 5,0 N5 ПАК;2.0;100.1;130.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
РИНОНОРМ 0,1% 15МЛ НАЗ СПРЕЙ ;13.0;58.85;69.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Меркле ГмбХ;Германия
Риностоп спрей назал. дозир. 0,1% фл. 15мл №1 ;1.0;80.3;95.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Лексредства ОАО;Россия
РОЗУКАРД 0,01 N30 ТАБЛ П/О ;1.0;528.99;687.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Зентива к.с.;Чешская Республика
Ромашка цветки ф/п 1,5г №20;4.0;39.16;51.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
САФОЦИД N4 ТАБЛ НАБОР ;1.0;576.62;749.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Лайка Лэбс Лимитед/ ЗАО Скопинский фарм. завод;россия
Синафлан 0.025%Мазь 15 г Туба Муромский;2.0;46.2;60.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Синупрет  №50 др.;3.0;258.72;336.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Сирдалуд 4мг №30 тб.;2.0;305.03;363.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Слеза натур. 15мл;1.0;282.04;366.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Сульфацил-натрия 20% 5мл глазн кап ф/кап ;7.0;67.65;88.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
СУПРИМА-ЛОР с аром. клубники табл. N16;1.0;96.8;126.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Табекс таб. №100;4.0;664.4;850.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Тест-полоски  Акку-Чек Перформа  N50 Германия ;1.0;839.63;1116.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Roche Diagnostics GmbH;Германия
Тетрациклин.гл/мазь 1%  3г;1.0;31.35;38.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Тизин Ксило 0.1% Спрей Назальный 10мл Б М;5.0;95.04;114.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Тобрадекс Гл.капл 5мл Фл. Б;1.0;259.93;338.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ТРИ-РЕГОЛ ТАБ №21 ;1.0;203.5;264.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; ГЕДЕОН РИХТЕР;ВЕНГРИЯ
Тромбо АСС 100мг таб №28;7.0;46.75;57.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Трубка рект.д/новор. №16;1.0;42.02;57.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Урсосан 250мг №10 капс.;1.0;159.83;190.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Феназепам таб 1мг N50;6.0;93.28;111.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Фильтрум-СТИ 0,4г Таб. Х10 ;1.0;63.03;82.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; АВВА РУС;Россия
Финлепсин Ретард 200мг Таб. прол. действ. Х50 (R) ;2.0;185.68;221.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; AWD.pharma GmbH&Co.KG;Германия
Флемоксин солютаб  250мг №20 тб.;3.0;244.2;291.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Флуконазол капс 150мг №1 РОССИЯ ;10.0;17.6;21.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Флуконазол капс. 150 мг х2 ;4.0;38.39;47.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Озон;Россия
Флюдитек сироп д/дет. 2% 125мл;2.0;243.43;316.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Флюдитек сироп д/взр. 5% 125мл;1.0;246.29;320.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Фолацин таб. 5мг №30 ;4.0;109.56;130.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Jadran Galenski Laboratorij;Хорватия
Фурадонин таб. 100мг №20 ;1.0;145.64;189.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; OlainFarm;Латвия
Фуразолидон таб 50мг N10;2.0;50.49;65.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Хондроксид мазь 5% 30г;1.0;298.21;387.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Церукал 2мл №10 амп.;2.0;216.37;257.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Цетиризин таб. п/о плён. 10мг №20 ;1.0;69.74;83.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Цетрин 10мг №20 таб.;2.0;151.47;180.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ЦЕФАЗОЛИН 1,0 N1 ФЛАК В/В В/М ;20.0;18.26;22.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Циклоферон таб. 150мг №10;2.0;153.34;184.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Цинктерал п/о №150 таб.;1.0;827.42;1059.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ЦИННАРИЗИН 0,025 N50 ТАБЛ ;5.0;21.23;27.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Ципролет 500  №10 тб.;4.0;100.1;119.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ЦИТОВИР-3 СИРОП ДЛЯ ДЕТЕЙ 50МЛ ;2.0;272.14;354.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; ЦИТОМЕД МБНПК;россия
Шалфей лист 1,5г ф/п №20;2.0;90.53;119.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Экзифин таб. 250мг №16;1.0;678.48;868.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ЭЛЕВИТ ПРОНАТАЛЬ N30 ТАБЛ П/О;1.0;463.1;602.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
ЭЛОКОМ ЛОСЬОН 0,1% 30МЛ ФЛАК/КАП Р-Р ;1.0;195.47;232.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Шеринг-Плау С.п.А.;Италия
ЭРГОФЕРОН N20 ТАБЛ Д/РАССАС ;4.0;245.41;319.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Материа Медика Холдинг НПФ ООО;Россия
Эриус 5мг № 7таб.(дезлоратадин);1.0;403.37;524.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
Прокладки Олвэйз классик макси  N9 ;2.0;68.05;96.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Проктер и Гемб;ВЕН
Канпол пустышка силиконовая круглая 18+№1 ;1.0;153.2;210.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Canpol Sp.z o.o.;Россия
Колгейт Плакс ополаскиватель д/полости рта Лечебные травы фл. 250мл Таиланд ;1.0;77.44;110.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Colgate-Palmolive (Thailand) Limited;Россия
Колгейт ЗУБНАЯ ЩЕТКА SMILES СТАРШЕ 5ЛЕТ ;1.0;96.56;137.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Колгейт Санкшао Ко Лтд;китай
лакалют бэйсик паста зубн 75мл ;1.0;109.3;155.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Др. Тайсс Натурварен ГмбХ;Германия
Лакалют Сенситив Зубная паста 50г Туба .@;1.0;119.69;170.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен";;
LIBRESSE ПРОКЛАДКИ NATURAL CARE УЛЬТРА НОРМАЛ N10 ;1.0;64.28;91.5;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; SCA Hygiene Products Slovakia s.r.o;Словакия
Бадяга форте и конский каштан "natura medica" гель-бальзам от синяков и ушибов туба 85 мл ;1.0;76.61;109.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Твинс Тэк;Россия
