мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
яютнжхд мюанп рюа ╧4;1.0;509.02;662.0;2015-02-03 10:17:02;хпбхм 2 ннн;люйхг-тюплю гюн/LYKA LABS LIMITED;пняяхъ
ясопюйя 100лц/5лк цпюм д/опхц ясяо  тк 30ц;1.0;483.43;629.0;2015-02-03 10:17:02;хпбхм 2 ннн;юяреккюя тюплю ;яюсднбяйюъ юпюбхъ
ясопюярхм 25лц рюа ╧20;7.0;108.42;130.55;2015-02-03 10:17:02;хпбхм 2 ннн;щцхя тюплюжебрхвеяйхи гюбнд нюн;бемцпхъ
тксхлсжхк 600лц рюа ьхосв ╧10;1.0;166.48;217.0;2015-02-03 10:17:02;хпбхм 2 ннн;гюланм;хрюкхъ
щцхкнй 50лц рюа ╧60;2.0;115.33;140.85;2015-02-03 10:17:02;хпбхм 2 ннн;щцхя тюплюжебрхвеяйхи гюбнд нюн;бемцпхъ
юйпхдепл цй люгэ 15ц.;1.0;324.5;422.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;юйпхухм;пняяхъ
юклюцекэ ю ясяо бмсрп тк 170лк;2.0;158.4;206.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;аюкйюм тюплю;анкцюпхъ
юлапнаеме 30лц рюа ╧20;2.0;142.67;186.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;LUDWIG MERCKLE;цеплюмхъ
юлхцпемхм 100лц рюа ╧2;1.0;259.93;338.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;бепнтюпл гюн;пняяхъ
южхонк йюоя ╧30;1.0;255.86;333.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;кеййн тт гюн;пняяхъ
аеоюмрем окчя 5% йпел дкъ д/мюп 30ц;1.0;283.69;369.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;цо цпемжюу опндсйжхнмя цлау;цеплюмхъ
ахноюпнйя 0,125лц/днгю ющп д/хмц 400днг ;2.0;430.21;560.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;щцхя тюплюяэчрхйюкя крд;бемцпхъ
анпмюъ йхякнрю оюй 10ц;3.0;33.89;48.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;яюлюпюледопнл нюн;пняяхъ
апнмунаня 375лц йюоя ╧30;1.0;276.98;361.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;анямюкей юн;анямхъ
асяйноюм 10лц рюа о/н  ╧20;1.0;254.21;331.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;аепхмцеп хмцекэуюил;цеплюмхъ
бхрюнм-кчйя 25лк аюкэгюл йюпюбюебю тк;1.0;134.78;189.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;кхрнлед ннн/юцюрхя-р;пняяхъ
цпюмдюйяхм 50лц рюа ╧20;2.0;273.02;355.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;щцхя тюплюяэчрхйюкя крд;бемцпхъ
днмнплхк 15лц рюа о/н ╧30;4.0;237.49;309.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;апхярнк-люиепя яйбхаа;тпюмжхъ
дчпейя SENSATION ╧3 опегепбюрхбш ;2.0;111.65;146.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;SSL MANUFACTURING LTD;рюхкюмд
хгнтпю яопеи мюг 15лк ;5.0;203.83;265.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;LABORATOIRES BOUCHARA-RECORDATI;тпюмжхъ
йюкцекэ цекэ гсамни 10ц;2.0;247.17;322.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;цкюйянялхрйкъим;онкэью
йюмдхд  1% йпел 20ц;2.0;248.6;324.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;цкемлюпй тюплюяэчрхйюкг крд;хмдхъ
йюпдхнлюцмхк 75лц+15,2лц рюа о/н ╧100;5.0;219.12;285.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;мхйнлед тюплю юя;дюмхъ
йнпбюкнк рюа ╧20;10.0;97.02;136.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;тюплю ярюпр ннн;сйпюхмю
к-йюпмхрхм 20% п-п тк 50лк;1.0;213.12;299.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;нкхтем йнпонпюжхъ гюн;пняяхъ
кнбекюя 412лц йюоя ╧15;1.0;1180.0;1652.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;POLENS (M) SDN BHD;люкюигхъ
кнцеяр рюа о/н ╧21;1.0;572.77;745.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;декэтюпл кхккэ яюя;тпюмжхъ
люйяхйнкд 500лц+10лц+30лц рюа о/н ╧10;2.0;127.82;167.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;тюплярюмдюпр-кейяпедярбю нюн;пняяхъ
люйяхйнкд пхмн люкхмю ╧5 онп опхц п-пю ;2.0;119.35;156.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;тюплярюмдюпр-кейяпедярбю нюн;пняяхъ
лхпюлхярхм 0,01% пюярбнп  я пюяошк 150лк ;3.0;254.98;332.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;хмтюлед ннн;пняяхъ
лнрхкюй 10лц рюа д/пюяя  ╧10;1.0;72.71;102.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;бепнтюпл гюн;пняяхъ
мюгхбхм 0,05% йюокх мюг тк 10лк;2.0;121.33;158.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;E.MERCK/NYCOMED;цеплюмхъ
мюопюбхр бхрюлхмш опх дхюаере рюа о/н ╧20;1.0;93.81;132.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;щбюкюп гюн;пняяхъ
мхйнперре 2лц феб пегхмйю ябеф лърю ╧30;1.0;310.09;404.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;люймхк;ьбежхъ
мхйнперре 4лц феб пегхмйю ябеф лърю ╧30;1.0;323.51;421.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;люймхк;ьбежхъ
мнплюйя 0,3% йюокх цкюгмше х сьмше тк/йюоек 5лк;2.0;140.58;183.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;хойю кюанпюрнпхг кхлхред;хмдхъ
н.а. опнйнлтнпр рюлонмш ясоеп ╧8;1.0;62.67;88.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;дфнмянм & дфнмянм;юбярпхъ
нжхккнйнйжхмсл цпюм ╧12;1.0;519.53;676.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;кюанпюрнпхъ асюпнм;тпюмжхъ
нжхккнйнйжхмсл цпюм ╧6;2.0;281.49;366.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;кюанпюрнпхъ асюпнм;тпюмжхъ
оюмрндепл 5% люгэ рсаю 30ц;1.0;157.08;205.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;юйпхухм;пняяхъ
дчпейя PLEASUREMAX ╧3 опегепбюрхбш ;1.0;111.65;146.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;SSL HEALTHCARE MANUFACTYRING;хяоюмхъ
йнмрейя CLASSIC мюанп ╧12 опегепбюрхбш +цекэ-ялюгйю WAVE (сбкюф);1.0;260.48;339.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;кпя опндюйря крд/AVK POLYPHARM CO.LTD;бекхйнапхрюмхъ
яюмнпхм C люякнл щбйюкхорю 0,1% щлск 10лк;3.0;94.71;133.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;юибщйя тюплюяэчрхйюкя;веухъ
яюмопюг 40лц рюа о/н йхьевмнпюя ╧30;1.0;444.84;579.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;SUN PHARMACEUTIKAL INDUSTRIES LTD;хмдхъ
яхюкхя 5лц рюа о/н ╧14;1.0;2715.02;3530.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;кхккх;осщпрн-пхйн
ярпеояхкя йксамхйю рюа д/пюяя  д/дер я 6кер ╧16;2.0;120.67;157.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;пейхрр аемйхгеп;бекхйнапхрюмхъ
ярпеояхкя окчя рюа д/пюяя ╧24;2.0;218.57;285.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;RECKITT BENCKISER;бекхйнапхрюмхъ
ясопюдхм рюа ьхо ╧20;1.0;411.62;536.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;аюиеп;тпюмжхъ
рюакермхжю-йнмреимеп охкчкъ мю ндхм демэ;1.0;68.64;97.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;мхман яюмрел хмдюярпх щмд рпеидхмц йн. крд.;йхрюи
н.а. опнйнлтнпр лхмх ╧16 рюлонмш ;1.0;109.28;153.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;дфнмянм & дфнмянм;цеплюмхъ
репюткч щйярпю ъакнйн-йнпхжю онп  ╧10;3.0;292.27;380.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;PATHEON WHITBY INC/FOR NOVATIS CONSUMER HEALTH CANADA INC;йюмюдю
щбхреяр реяр д/нопед аепелем ╧2;5.0;93.72;132.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;HELM PHARMACEUTICALS GMBH;цеплюмхъ
темхярхк цекэ мюпсф 30ц;1.0;264.88;345.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;NOVARTIS CONSUMER HEALTH;ьбеижюпхъ
тхмюкцнм люгэ 20ц;3.0;230.67;300.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;аепхмцеп хмцекэуюил;цеплюмхъ
унмдпнхрхм-юйня 5% люгэ д/мюп 30ц;3.0;61.6;87.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;яхмрег нюн ц.йспцюм;пняяхъ
щпхся яхпно 0,5лц/лк 60лк;1.0;517.66;673.0;2015-02-03 10:17:58;опнрей гюн жб ц.лняйбю;аюиеп;аекэцхъ
юремнкнк мхйнлед 100лц рюа ╧30;1.0;43.78;54.95;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;мхйнлед цлау;дюмхъ
беярхан 24лц рюа ╧30;1.0;282.37;342.5;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;йюрюкемр;цеплюмхъ
дхпнрнм 10лц рюа ╧14;2.0;112.31;134.5;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;GEDEON RICHTER;бемцпхъ
хмцюбхпхм 90лц йюоя  ╧7;5.0;394.24;477.35;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;бюкемрю тюплюжебрхйю нюн;пняяхъ
йюцнжек 12лц рюа ╧10;7.0;189.2;233.15;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;мхюпледхй окчя ннн;пняяхъ
йернпнк 10лц рюа о/н ╧20;20.0;38.17;47.55;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;днйрнп педдхя кюанпюрнпхя крд;хмдхъ
йкюпхрхм 10лц рюа ╧10;1.0;200.31;241.4;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;аюиеп;аекэцхъ
йнмйнп 5лц рюа о/н ╧50;3.0;297.22;354.4;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;лепй йцюю;цеплюмхъ
йяхкем 0,1% йюокх мюг 10лк (я йпшьйни-йюоекэмхжеи);10.0;21.56;26.65;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;кщмя тюпл ннн;пняяхъ
кюгнкбюм 15лц/5лк яхпно 100лк ╧1;2.0;188.87;226.85;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;аепхмцеп хмцекэуюил;цеплюмхъ
кнпхярю 50лц рюа о/н ╧30;3.0;166.21;201.25;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;йпйю;пняяхъ
легхл тнпре рюа о/н ╧80;3.0;256.85;306.4;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;аепкхм-уелх/лемюпхмх цпсоо;цеплюмхъ
лейяхднк 125лц рюа о/н ╧50;1.0;322.3;392.0;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;тюплюянтр рй ннн/гхн-гднпнбэе гюн;пняяхъ
мхрпнцкхжепхм 0,5лц рюа ондъгшв ╧40;10.0;36.08;46.0;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;тюплюлед гюн;пняяхъ
мспнтем щйяопеяя 200лц йюоя ╧10;3.0;105.93;127.3;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;аюммеп тюплюйюоя ебпною;бекхйнапхрюмхъ
мспнтем щйяопеяя 5% цекэ 50ц;2.0;135.85;163.05;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;пейхрр аемйхгеп;бекхйнапхрюмхъ
мспнтем щйяопеяя мен 200лц рюа ╧12;3.0;127.27;153.45;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;пейхрр аемйхгеп;бекхйнапхрюмхъ
пецхдпнм онп днг. ╧20;1.0;376.31;450.5;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;нпхнм йнпонпеиьм;тхмкъмдхъ
рюлнйяхтем 20лц рюа ╧30;1.0;178.86;213.2;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;нпхнм йнпонпеиьм/тюплюйнп опндюйьм ннн;пняяхъ
ремнйя 5лц рюа  ╧30;1.0;218.13;265.55;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;йпйю;пняяхъ
темюгеоюл 1лц рюа ╧50;5.0;90.42;108.8;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;бюкемрю тюплюжебрхйю нюн;пняяхъ
ткчйнярюр 150лц йюоя ╧2;2.0;327.25;395.65;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;тюплярюмдюпр-кейяпедярбю нюн;пняяхъ
тпнлхкхд смн 500лц рюа опнкнмц о/н ╧14;1.0;473.88;574.45;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;йпйю;якнбемхъ
щцхкнй 25лц рюа ╧60;3.0;103.4;124.7;2015-02-03 10:23:36;опнрей гюн жб ц.лняйбю;щцхя тюплюжебрхвеяйхи гюбнд нюн;бемцпхъ
юктюбхр ьйнкэмхй рюа ╧60;1.0;220.96;310.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;юйбхнм гюн;пняяхъ
юктксрно 2лк юло п-п д/хм ╧5;1.0;1790.04;2328.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;BIOTECHNOS;пслшмхъ
юмрх-юмцхм тнплскю оюярхкйх ╧12;3.0;84.403;119.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;мюрсп опндсйр;мхдепкюмдш
бхгхм 0.5лц/лк йюокх цкюгмше юло 0.5лк ╧10;1.0;253.83;330.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;кюанпюрсюп смхреп;тпюмжхъ
бхопняюк б люгэ 50ц рсаю;2.0;208.11;271.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;рюккхмяйхи утг;щярнмхъ
цейянпюк юоекэяхм рюая йкюяяхй рюа д/пюяя ╧16;2.0;114.61;149.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;чмхй тюплюяэчрхйюк кюанпюрнпхг;хмдхъ
цкхжхм 100лц рюа ондзъгшвм ╧50;10.0;28.05;38.8;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;нгнм ннн;пняяхъ
дхйкнпюм окчя цекэ 30ц;1.0;128.08;167.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;UNIQUE FARM LAB;хмдхъ
днйрнп лнл юоекэяхм оюярхкйх нр йюькъ ╧20;3.0;80.917;114.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;UNIQUE FARM LAB;хмдхъ
днйрнп лнл йксамхйю оюярхкйх нр йюькъ ╧20;3.0;79.507;112.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;UNIQUE FARM LAB;хмдхъ
лхц 400лц рюа о/н  ╧10;5.0;67.266;80.35;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;аепкхм-уелх/лемюпхмх цпсоо;цеплюмхъ
лхднйюкл-пхуреп 10% юло 1лк ╧5 п-п б/б б/л ;2.0;381.855;497.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;цеденм пхуреп-пся гюн;пняяхъ
лхйнгнпюк 2% люгэ 15ц рсаю;1.0;159.04;207.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;юйпхухм;пняяхъ
меипндхйкнбхр йюоя ╧30;1.0;206.42;269.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;кюммюуеп уюикэлхррекэ цлау;юбярпхъ
рпхцпхл 5лц рюа ╧30;2.0;207.845;271.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;POLPHARMA PHARMACEUTICAL WORKS;онкэью
сюм рюв яекейр яхлок цкчйнлерп (йнлокейр);1.0;964.57;1254.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;дфнмянм & дфнмянм;йхрюи
тксхлсжхк 40лц/лк п-п д/опелю бмсрпэ  200лк;1.0;183.47;239.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;гюланм;хрюкхъ
щпцнтепнм рюа д/пюяя ╧20;5.0;245.466;320.0;2015-02-03 10:25:08;яхю хмрепмеиьмк крд гюн ц. рскю;люрепхю-ледхйю ункдхмц мот ннн;пняяхъ
аюухкш  оюпю опнвмше хмд со;100.0;3.01;5.0;2015-02-03 10:29:23;тюплю;кеийн ннн;пняяхъ
цнпвхвмхйх смхбепя оюйерш ╧10;5.0;10.23;15.0;2015-02-03 10:29:23;тюплю;яюпеорю бнкцнцпюдяйхи цнпвхвмши люякнгюбнд ннн;пняяхъ
лхп дерярбю хцпсьйю-онцпелсьйю  тхцспйх-меоняедш я 4+лея (юпр.21303);1.0;81.84;115.0;2015-02-03 10:29:23;тюплю;яюм анмд хмрепмщьмк йнлоюмх кхлхред;йхрюи
кебнлхжерхм 3%яохпрнбни п-п мюпсф тк 25лк;5.0;9.62;14.0;2015-02-03 10:29:23;тюплю;рбепяйюъ тюплюжебрхвеяйюъ тюапхйю нюн;пняяхъ
лекхяяш рпюбю т/о 1.5ц ╧20;2.0;35.9;51.0;2015-02-03 10:29:23;тюплю;гднпнбэе тхплю гюн;пняяхъ
лемнбюгхм п-п 40лк;10.0;15.14;22.0;2015-02-03 10:29:23;тюплю;яюлюпюледопнл нюн;пняяхъ
лерхкспюжхк 10% люгэ  25ц;5.0;31.22;44.0;2015-02-03 10:29:23;тюплю;рскэяйюъ тюплюжебрхвеяйюъ тюапхйю ннн;пняяхъ
лшкн деряйне 90ц вхярнрек;3.0;20.48;29.0;2015-02-03 10:29:23;тюплю;мебяйюъ йнялерхйю ню;пняяхъ
оекемйх лнкхмею окчя 60ялу60ял N 1 ;5.0;16.59;24.0;2015-02-03 10:29:23;тюплю;оюскэ уюпрлюмм  ннн;пняяхъ
оепейхяэ бнднпндю п-п 3% 100лк (окюярхй);15.0;6.23;7.7;2015-02-03 10:29:23;тюплю;индмше реумнкнцхх х люпйерхмц ннн;пняяхъ
оепвюрйх ялнрп м/яреп мхрпхк SFM тхнкер пюгл (7-8) M лърю ╧50 рейярспхп меносдп  ;1.0;449.89;585.0;2015-02-03 10:29:23;тюплю;ятл цняохрюк опндюйря ;цеплюмхъ
яопхмжнбйю ю ╧7 я лъцйхл мюйнмевмхйнл 70лк;1.0;27.9;40.0;2015-02-03 10:29:23;тюплю;юкэохмю окюяр;пняяхъ
тксйнмюгнк-бепре 150лц йюоя ╧1;15.0;25.53;31.55;2015-02-03 10:29:23;тюплю;бепрейя гюн;пняяхъ
жепеапнкхгхм 5лк ╧5 п-п д/хм юло;1.0;878.06;997.75;2015-02-03 10:29:23;тюплю;щбеп меипн тюплю/EBEWE (SC);юбярпхъ
вхярнрекю рпюбю 50ц;3.0;35.0;49.0;2015-02-03 10:29:23;тюплю;кей я+ ннн;пняяхъ
ютнаюгнк 10лц рюа ╧60;2.0;258.83;337.0;2015-02-03 10:39:27;опнрей гюн жб ц.лняйбю;тюплярюмдюпр-кейяпедярбю нюн;пняяхъ
юклюцекэ мен ясяо оюй 10лк ╧10;1.0;141.67;185.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;аюкйюм тюплю;анкцюпхъ
юлапнцейяюк 30лц рюа ╧20;3.0;73.95;104.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;яюкчрюя тюплю цлау;цеплюмхъ
юмдхоюк рюа ╧10;20.0;37.78;53.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;сянкэе-яхахпяйхи нюн;пняяхъ
южж 200лц рюа ьхо ╧20;2.0;232.86;303.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;яюкчрюя тюплю цлау;цеплюмхъ
апнмунаня 5% яхпно  200лк;3.0;281.29;366.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;анямюкей юн;анямхъ
бюрю меярепхк 250ц юлекхъ;4.0;64.04;90.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;цхцпнбюрю;пняяхъ
бндю 5лк юло д/хм ╧10;10.0;37.15;45.95;2015-02-03 10:32:03;гдпюбяепбхя ннн;цпнрейя;пняяхъ
цкелюг 4лц рюа ╧30;1.0;601.8;783.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;QUIMICA MONTPELLIER;юпцемрхмю
цкхжекюйя 750лц ясоо пейр. д/дер ╧10;2.0;75.65;106.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;лнятюплтюапхйю гюн;пняяхъ
днйрнп рюияя нйномхй йпел 50лк;1.0;184.31;259.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;днйрнп рюияя мюрспбюпем цлау;цеплюмхъ
фюбекэ яхм рюа ╧300;5.0;357.65;465.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;BEIJING TAIYANG PHARMACEUTICAL INDUSTRY CO LTD;тпюмжхъ
йюкэжелхм рюа ╧30;1.0;185.4;242.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;яюцлек хмй;яью
йнпдхюлхм 25% 1лк юло ╧10 п-п д/хмзей ;1.0;218.04;284.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;щккюпю лж ннн;пняяхъ
кюйюкчр юйрхб оюярю гсамюъ 50лк;3.0;103.26;145.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;NATURWAREN / ARCAM GMBH;цеплюмхъ
кхмейя йюоя ╧16 акхярепш;3.0;268.8;350.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;кей д.д. (юоревйю);якнбемхъ
кхмйнлхжхмю ц/ук 30% юло 1лк ╧10 п-п д/хмзей;2.0;50.07;71.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;лхйпнцем мон тцсо ц. аекнпевемяй;пняяхъ
легхл тнпре рюа о/н ╧20;10.0;65.8;78.5;2015-02-03 10:32:03;гдпюбяепбхя ннн;аепкхм-уелх;цеплюмхъ
мюърнйя люгэ рсаю 20ц;1.0;149.85;195.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;лейнтюп йелхйюк-тюплюяэчрхйюк дфнимр ярнй йнлоюмх;бэермюл
мнбнйюхм 2% юло 2лк  ╧10 п-п д/хмзей;1.0;13.68;16.9;2015-02-03 10:32:03;гдпюбяепбхя ннн;дюкэухлтюпл нюн;пняяхъ
пюмхрхдхм 150лц рюа ╧20;3.0;11.75;14.5;2015-02-03 10:32:03;гдпюбяепбхя ннн;нгнм ннн;пняяхъ
пекхт скэрпю ясоо пейр ╧12;1.0;356.0;463.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;яюцлек хмй;яью
яхмейнд йюокх тк 20лк;1.0;280.98;366.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;NOVARTIS CONSUMER HEALTH;ьбеижюпхъ
ямсо 0,1% яопеи тк 15лк;5.0;102.38;121.95;2015-02-03 10:32:03;гдпюбяепбхя ннн;тюлюп;хяоюмхъ
ясйпюгхр гюлемхрекэ яюуюпю рюа ╧300;1.0;65.5;92.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;BISCOL;хгпюхкэ
тнйсяхм 0,4лц йюоя я лндхтхж бшябна ╧90;1.0;1046.21;1188.85;2015-02-03 10:32:03;гдпюбяепбхя ннн;гемрхбю;веухъ
щмюкюопхк 20лц рюа ╧20;3.0;79.17;98.75;2015-02-03 10:32:03;гдпюбяепбхя ннн;уелнтюпл ю.д.;унпбюрхъ
щтйюлнм аюкэгюл я пюгнцпебючыхл щттейрнл рсаю 25ц;1.0;107.31;151.0;2015-02-03 10:32:03;гдпюбяепбхя ннн;мхфтюпл нюн;пняяхъ
