мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
юкнщ щйярпюйр фхдйхи 1лк п-п д/ондйнф.ббед. юло. ╧10;1.0;120.83;164.5;2015-02-02 17:25:05;тюплоюпрмеп ннн тй;бхтхреу гюн;пняяхъ
юяйнпахмнбюъ й-рю дпюфе 50лц ╧200;1.0;14.32;17.5;2015-02-02 17:25:05;тюплоюпрмеп ннн тй;люпахнтюпл нюн;пняяхъ
юяйнпахмнбюъ й-рю дпюфе 50лц ╧200;9.0;14.32;17.5;2015-02-02 17:25:05;тюплоюпрмеп ннн тй;люпахнтюпл нюн;пняяхъ
дпнрюбепхм рюа 40 лц ╧20;10.0;9.11;11.0;2015-02-02 17:25:05;тюплоюпрмеп ннн тй;юятюплю ннн;пняяхъ
йюлтнпмши яохпр 10% п-п мюпсф 40лк тк;10.0;8.66;12.5;2015-02-02 17:25:05;тюплоюпрмеп ннн тй;хбюмнбяйюъ тюплтюапхйю нюн;пняяхъ
йпюяюбйх щйярпюйр 0.015ц ясоо. пейр. ╧10;3.0;20.13;28.5;2015-02-02 17:25:05;тюплоюпрмеп ннн тй;ахняхмрег нюн;пняяхъ
оюмйпеюрхм-кейр рюа йхьевмнпюярб. ╧60;10.0;40.69;50.0;2015-02-02 17:25:05;тюплоюпрмеп ннн тй;рчлемяйхи утг;пняяхъ
ремнпхй рюа 50лц/12,5лц ╧28;1.0;158.05;215.0;2015-02-02 17:25:05;тюплоюпрмеп ннн тй;хойю кюанпюрнпхг кхлхред;хмдхъ
юупнлхм йпел нраекхбючыхи я UV гюыхрни рсаю 45лк;1.0;88.89;103.8;2015-02-03 10:01:03;йюрпем гюн;юкем люй/псаеккю аэчрх;анкцюпхъ
цкхмю юмюояйюъ аекюъ 100ц йнп;15.0;16.61;19.4;2015-02-03 10:01:03;йюрпем гюн;тхрнйнялерхй ннн;пняяхъ
цкхмю бюкдюияйюъ цнксаюъ йнп 100ц;15.0;17.21;20.1;2015-02-03 10:01:03;йюрпем гюн;тхрнйнялерхй ннн;пняяхъ
люякн щтхпмне кюбюмдю лхппнккю 10лк ткюй;3.0;36.57;42.7;2015-02-03 10:01:03;йюрпем гюн;лхппнккю;пняяхъ
люякн щтхпмне вюимнцн депебю 25лк ;14.0;43.24;50.5;2015-02-03 10:01:03;йюрпем гюн;лхппю ннн;пняяхъ
люякн щтхпмне вюимнцн депебю 25лк ;1.0;43.24;50.5;2015-02-03 10:01:03;йюрпем гюн;лхппю ннн;пняяхъ
юяйнпсрхм рюа ╧50;5.0;23.92;33.5;2015-02-03 09:59:50;гдпюбяепбхя ннн;тюплярюмдюпр-стюбхрю нюн;пняяхъ
бюкг рюа о/о/н 80лц ╧28;1.0;220.18;299.5;2015-02-03 09:59:50;гдпюбяепбхя ннн;юйрюбхя;люкэрю
дсьхжш рпюбю 50ц;3.0;26.26;37.0;2015-02-03 09:59:50;гдпюбяепбхя ннн;тхрнтюпл мон ннн;пняяхъ
хпсмхм йюоя. 100лц ╧6;2.0;303.84;413.5;2015-02-03 09:59:50;гдпюбяепбхя ннн;бепнтюпл гюн (SC);пняяхъ
кэмю яелемю 100ц;4.0;28.47;40.0;2015-02-03 09:59:50;гдпюбяепбхя ннн;тхрнтюпл мон ннн;пняяхъ
ямсо яопеи 0,1% тк 15лк;10.0;102.38;121.5;2015-02-03 09:59:50;гдпюбяепбхя ннн;FAMAR S.A;хяоюмхъ
ясьемхжю рноъмюъ рпюбю 35ц;3.0;28.71;40.5;2015-02-03 09:59:50;гдпюбяепбхя ннн;кей я+ ннн;пняяхъ
репюткч щйярпюрюа рюа о/н ╧10;1.0;154.04;209.5;2015-02-03 09:59:50;гдпюбяепбхя ннн;NOVARTIS URUNLERI;рспжхъ
рпюбхяхк рюа д/пюяяюя леднбше ╧16;2.0;130.6;178.0;2015-02-03 09:59:50;гдпюбяепбхя ннн;окерухйн тюплюяэчрхйюкг крд;хмдхъ
тюплюрейя бюцхм рюа ╧12;1.0;230.25;313.5;2015-02-03 09:59:50;гдпюбяепбхя ннн;INNOTECH;тпюмжхъ
SKINLITE люяйю бнярнв рпюбш хмремяхб сбкюф 19лк;1.0;42.99;50.2;2015-02-03 10:00:02;йюрпем гюн; пеяосакх;йнпеъ
SKINLITE люяйю пюгцк лнпыхмш цхюкспнм йхякнрю 18лк;1.0;42.47;49.6;2015-02-03 10:00:02;йюрпем гюн; пеяосакх;йнпеъ
кюйрюжхд тюплю сбкюфмъчыхи яп-бн дкъ хмрхлм. цхцхемш тк. 250лк;1.0;166.3;194.2;2015-02-03 10:00:02;йюрпем гюн;тюплюйкеп;тпюмжхъ
рпхнбхр йюоя ╧30;1.0;131.34;153.4;2015-02-03 10:00:02;йюрпем гюн;KRKA;якнбемхъ
юпахднк йюоя. 100лц ╧20;1.0;380.6;460.5;2015-02-03 10:00:13;опнрей гюн жб ц.лняйбю;тюплярюмдюпр-кейяпедярбю нюн ц.йспяй;пняяхъ
гюлемхрекэ яюуюпю пхн цнкд рюа ╧650;1.0;73.59;100.5;2015-02-03 10:00:13;опнрей гюн жб ц.лняйбю;SWEET LIFE;йхрюи
опноеккеп йпел-йнппейрнп сбкюфм "PHOTOSHOP дкъ йнфх"  50лк (хллсмхрер);1.0;84.96;123.5;2015-02-03 10:00:13;опнрей гюн жб ц.лняйбю;мюпндмше опнлшякш ннн;пняяхъ
српнфеярюм 0,2 N14 йюоя;3.0;376.42;451.5;2015-02-03 10:00:13;опнрей гюн жб ц.лняйбю;LABORATOIRES BESINS INTERNATIONAL;тпюмжхъ
югхрпнлхжхм  йюоя 500лц ╧3;5.0;72.05;88.5;2015-02-03 10:00:29;йюрпем гюн;опнхгбндярбн ледхйюлемрнб ннн;пняяхъ
юлкндхохм-бепн рюа. 5 лц ╧30;3.0;28.93;35.5;2015-02-03 10:00:29;йюрпем гюн;бепнтюпл гюн (SC);пняяхъ
аюйрпхл 240лц/лк ясяоемгхъ д/оп.бмсрпэ тк 100лк;2.0;134.53;160.0;2015-02-03 10:00:29;йюрпем гюн;HOFFMAN LA ROCHE /пежеор./;тпюмжхъ
днооекэцепж юйрхб нлецю-3 йюоя. ╧30;1.0;219.91;319.0;2015-02-03 10:00:29;йюрпем гюн;QUEISSER PHARMA;цеплюмхъ
гхмепхр 30лк онпньнй д/п-пю+п-кэ;2.0;557.15;708.0;2015-02-03 10:00:29;йюрпем гюн;ASTELLAS PHARMA EUROPE NL;мхдепкюмдш
йернпнк 2% цекэ д/мюпсфмнцн опхл. 30ц рсаю;2.0;159.06;216.5;2015-02-03 10:00:29;йюрпем гюн;DR. REDDY"S;хмдхъ
мнбн-оюяяхр рюа. о/о/н 200лц ╧30;1.0;361.46;492.0;2015-02-03 10:00:29;йюрпем гюн;IVAX-CR A.S.;веухъ
опнйрнгюм ясоо. пейр ╧10;1.0;242.66;330.5;2015-02-03 10:00:29;йюрпем гюн;STADA ARZNEIMITTEL AG - цеплюмхъ;цеплюмхъ
опнярюлнк смн йюоя ╧90;1.0;1627.01;2066.5;2015-02-03 10:00:29;йюрпем гюн;аепкхм-уелх юц/лемюпхмх цпсоо;цеплюмхъ
пеммх рюа. фебюр. лемрнк ╧24;3.0;173.03;235.5;2015-02-03 10:00:29;йюрпем гюн;аюиеп;тпюмжхъ
тхрнкюйя рюа 500лц ╧40;2.0;190.46;276.5;2015-02-03 10:00:29;йюрпем гюн;щбюкюп гюн;пняяхъ
MIDINETTE опнйкюдйх цхцхемхв д/цпсдх N30;2.0;137.06;186.5;2015-02-03 10:01:13;йюрпем гюн;DELIPAP OY;тхмкъмдхъ
юд-мнплю йюоя 300лц ╧60 ;1.0;179.68;261.0;2015-02-03 10:01:13;йюрпем гюн;бхя ннн;пняяхъ
юктюбхр б яегнм опнярсд рюа 525лц ╧60;1.0;215.84;313.0;2015-02-03 10:01:13;йюрпем гюн;бмеьрнпц тюплю ннн;пняяхъ
юлнйяхйкюб онп д/ опхц ясяо д/ опхелю бмсрпэ 125лц+31.25 лц/5 лк 25 ц тк.100лк;2.0;100.98;121.0;2015-02-03 10:01:13;йюрпем гюн;кей д.д.;якнбемхъ
юмбхлюйя онп. д/опхцнр. п-пю д/бм. опхелю 5ц яюье люкхмю ╧6;2.0;119.79;163.0;2015-02-03 10:01:13;йюрпем гюн;тюплбхкюп мон ннн;пняяхъ
юпрхьнйю щйярпюйр рюа о/н ╧20;2.0;87.84;127.5;2015-02-03 10:01:13;йюрпем гюн;щбюкюп гюн;пняяхъ
аюпясй тнпре йпел-аюкэгюл люяяюфмши пюгнцпебючыхи я аюпясвэхл фхпнл д/дер 50лк;1.0;54.61;79.5;2015-02-03 10:01:13;йюрпем гюн;кейся ннн;пняяхъ
аеккюрюлхмюк рюа. о/н ╧30;1.0;99.77;136.0;2015-02-03 10:01:13;йюрпем гюн;тюплжемрп бхкюп гюн;пняяхъ
аекши сцнкэ рюа 700лц ╧10;2.0;70.03;102.0;2015-02-03 10:01:13;йюрпем гюн;ннн нлмхтюплю йхеб ннн/ьрюдю люпйерхмцю;сйпюхмю
аеоюмрем йпел д/мюп опхл 5%  30ц;1.0;285.45;388.5;2015-02-03 10:01:13;йюрпем гюн;аюиеп;цеплюмхъ
ахтхдслаюйрепхм 5днг N10 ткюй ясуни;3.0;65.45;79.0;2015-02-03 10:01:13;йюрпем гюн;лхйпнцем - мон аекнпевемяй;пняяхъ
цюярюк рюа. д/пюяяюяшбюмхъ [лърмше] ╧48;1.0;278.96;379.5;2015-02-03 10:01:13;йюрпем гюн;окхбю упбюряйю д.н.н.;унпбюрхъ
цепахнм яхпно онднпнфмхйю тк 150лк;2.0;195.47;266.0;2015-02-03 10:01:13;йюрпем гюн;KRKA;якнбемхъ
цкчйнгю п-п б/б 40% юло 10лк ╧10;1.0;41.36;51.0;2015-02-03 10:01:13;йюрпем гюн;якюбъмяйюъ юорейю ннн;пняяхъ
дейяюлерюгнм п-п д/хм 4лц/лк юло 1лк ╧25;1.0;185.24;224.5;2015-02-03 10:01:13;йюрпем гюн;KRKA;якнбемхъ
депхмюр п-п 0,25% тк-йюоекэмхжю 10лк;3.0;219.56;299.0;2015-02-03 10:01:13;йюрпем гюн;реумнледяепбхя то гюн;пняяхъ
дхмюлхйн рюа о/н 100лц ╧4;1.0;658.24;836.0;2015-02-03 10:01:13;йюрпем гюн;окхбю упбюряйю д.н.н.;унпбюрхъ
гюлемхрекэ яюуюпю пхн GOLD рюа. ╧450;2.0;71.03;103.0;2015-02-03 10:01:13;йюрпем гюн;SWEET LIFE;йхрюи
йюквей рюа. 5лц ╧30;2.0;162.14;194.5;2015-02-03 10:01:13;йюрпем гюн;хойю кюанпюрнпхг кхлхред;хмдхъ
йюонрем рюа. 25лц ╧40;3.0;171.71;207.0;2015-02-03 10:01:13;йюрпем гюн;юйпхухм  утй нюн;пняяхъ
йюрюднкнм йюоя. 100лц ╧30;1.0;723.36;919.0;2015-02-03 10:01:13;йюрпем гюн;AWD PHARMA GMBH&CO KG;онкэью
йернмюк дсн 150лц йюоя. я лндхтхж. бшяб. ╧30;1.0;209.11;252.5;2015-02-03 10:01:13;йюрпем гюн;кей д.д.;якнбемхъ
йернмюк йпел дкъ мюпсф опхл 5% 30ц ;2.0;193.82;264.0;2015-02-03 10:01:13;йюрпем гюн;кей д.д.;якнбемхъ
йхотепнм ясоо. бюцхм. х пейр. ╧10;1.0;546.37;694.0;2015-02-03 10:01:13;йюрпем гюн;юктюпл ннн;пняяхъ
йнлахкхоем рюая N30 рюак о/н;1.0;162.69;221.5;2015-02-03 10:01:13;йюрпем гюн;тюплярюмдюпр-стюбхрю нюн;пняяхъ
йнпрейяхм кхнт. онп. д/хм. 10лц тк. ╧10;1.0;1012.77;1286.5;2015-02-03 10:01:13;йюрпем гюн;цепнтюпл ннн;пняяхъ
йяюкюрюм йюокх цкюгмше 0,005% тк.-йюоек окюяр. 2,5лк;1.0;607.86;772.0;2015-02-03 10:01:13;йюрпем гюн;PHARMACIA N.V./S.A.;аекэцхъ
кюбнлюйя рюа. о/н 125лц ╧6;1.0;385.11;478.5;2015-02-03 10:01:13;йюрпем гюн;мхфтюпл нюн;пняяхъ
кебнлейнкэ люгэ дкъ мюпсфмнцн опхл. 40ц;5.0;78.76;107.5;2015-02-03 10:01:13;йюрпем гюн;мхфтюпл нюн;пняяхъ
кхгхмнрнм рюа 10лц ╧28;2.0;126.28;151.0;2015-02-03 10:01:13;йюрпем гюн;юйрюбхя;хякюмдхъ
кчцнкэ яопеи д/леяр 12,5лц/лк тк 50лк;2.0;70.4;87.5;2015-02-03 10:01:13;йюрпем гюн;яюлюпюледопнл нюн;пняяхъ
люякн пюярнпноьх N100 йюоя;1.0;26.82;39.0;2015-02-03 10:01:13;йюрпем гюн;пеюкйюоя;пняяхъ
лхпюлхярхм п-п д/леярм. опхл. 0,01% тк. 150лк я пюяошкхрекел;5.0;250.69;341.0;2015-02-03 10:01:13;йюрпем гюн;хмтюлед ннн;пняяхъ
нпсмцюлхм йюоя 100лц ╧15;1.0;481.03;654.5;2015-02-03 10:01:13;йюрпем гюн;нгнм ннн;пняяхъ
нрпхбхм яопеи мюгюкэмши днгхпнбюммши я лемрнкнл х щбйюкхорнл 0,1% тк 10лк;10.0;166.43;199.5;2015-02-03 10:01:13;йюрпем гюн;NOVARTIS CONSUMER HEALTH S. CH;ьбеижюпхъ
нткнлекхд люгэ 30ц яхмрег;10.0;80.52;110.0;2015-02-03 10:01:13;йюрпем гюн;яхмрег нюн ц.йспцюм;пняяхъ
оюмремнк-д люгэ 25ц;2.0;194.7;265.0;2015-02-03 10:01:13;йюрпем гюн;JADRAN;унпбюрхъ
оептейрхк йюоя. ╧30;1.0;399.41;543.5;2015-02-03 10:01:13;йюрпем гюн;VITABIOTICS;бекхйнапхрюмхъ
пецскнм рюа. ╧21;1.0;317.24;431.5;2015-02-03 10:01:13;йюрпем гюн;цеденм пхуреп нюн/"цеденм пхуреп-пся";бемцпхъ
пеоеьнй нашймнбеммши рпюбю 50ц;2.0;35.25;51.5;2015-02-03 10:01:13;йюрпем гюн;щбюкюп гюн;пняяхъ
пхцебхднм рюа о/н ╧21;1.0;174.35;237.5;2015-02-03 10:01:13;йюрпем гюн;GEDEON RICHTER;бемцпхъ
яюктерйю опедхмзейжхнммюъ 60у60лл;200.0;0.77;1.5;2015-02-03 10:01:13;йюрпем гюн;бхоя-лед тхплю ннн;пняяхъ
яхяреим скэрпю яп-бн нтрюкэлнк. тк. 15лк хяоюмхъ;1.0;413.71;563.0;2015-02-03 10:01:13;йюрпем гюн;юкйнм кюанпюрнпхг хмй;хяоюмхъ
реяр-онкняйх сюм рюв яекейр ╧25;1.0;415.36;565.0;2015-02-03 10:01:13;йюрпем гюн;JOHNSON & JOHNSON (дюмхъ);яью
рпхледюр рюа 200лц ╧30;1.0;272.58;371.0;2015-02-03 10:01:13;йюрпем гюн;бюкемрю тюплюжебрхйю нюн;пняяхъ
скэрпюопнйр ясоо пейр ╧10;1.0;433.62;590.0;2015-02-03 10:01:13;йюрпем гюн;хмремдхя люмстщйвспхмц я.о.ю.;хрюкхъ
темнрпнохк рюа 100лц ╧10;2.0;352.44;426.5;2015-02-03 10:01:13;йюрпем гюн;бюкемрю тюплюжебрхйю нюн;пняяхъ
тхмкеояхм рюа 200лц ╧50;2.0;217.8;259.5;2015-02-03 10:01:13;йюрпем гюн;AWD PHARMA GMBH&CO KG;онкэью
тнятнцкхб йюоя ╧50;1.0;416.35;508.0;2015-02-03 10:01:13;йюрпем гюн;тюплярюмдюпр-кейяпедярбю нюн ц.йспяй;пняяхъ
жхопнлед йюокх сьмше 0,3% тк 10лк;1.0;132.33;158.5;2015-02-03 10:01:13;йюрпем гюн;опнлед щйяонпря обр.крд;хмдхъ
жхопнлед йюокх сьмше 0,3% тк 10лк;1.0;132.33;158.5;2015-02-03 10:01:13;йюрпем гюн;опнлед щйяонпря обр.крд;хмдхъ
всдн-уюь цекэ-аюкэгюл д/ясярюбнб 70ц;1.0;69.3;100.5;2015-02-03 10:01:13;йюрпем гюн;юдекеид мон ннн/ьсяреп тюплюяэчрхйк ннн;пняяхъ
ьюктеи "гекемши днйрнп" рюа ╧20;4.0;117.7;160.5;2015-02-03 10:01:13;йюрпем гюн;NATUR PRODUCT;аекэцхъ
щлнйяхохм йюокх цкюгмше 1% 5лк я йпшьйни-йюоекэмхжеи тк ╧1;2.0;103.07;140.5;2015-02-03 10:01:13;йюрпем гюн;лняйнбяйхи щмднйпхммши гюбнд тцсо;пняяхъ
щмрепняцекэ оюярю д/опхелю бмсрпэ якюдйюъ рса 225 ц;2.0;362.12;492.5;2015-02-03 10:01:13;йюрпем гюн;яхклю рмй ннн;пняяхъ
щпеяоюк 2лц/лк  яхпно тк 150лк;5.0;211.53;254.0;2015-02-03 10:01:13;йюрпем гюн;SERVIER;тпюмжхъ
йяхкем 0,1% 10лк ткюй/йюо йюокх;10.0;21.56;26.5;2015-02-03 10:01:28;опнрей гюн жб ц.лняйбю;кщмя тюпл ннн;пняяхъ
йсйспсгмше ярнкахйх я пшкэжюлх 40ц;5.0;35.97;50.5;2015-02-03 10:01:28;опнрей гюн жб ц.лняйбю;йпюямнцнпяйкейяпедярбю нюн;пняяхъ
к-рхпнйяхм 100 аепкхм-уелх рюа 100лйц ╧50;3.0;100.1;119.0;2015-02-03 10:01:28;опнрей гюн жб ц.лняйбю;аепкхм-уелх юц;цеплюмхъ
лерхопед 4лц рюа. ╧30;1.0;156.64;186.5;2015-02-03 10:01:28;опнрей гюн жб ц.лняйбю;нпхнм йнпонпеиьм;тхмкъмдхъ
опегепбюрхбш йнмрейя LIGHT (скэрпю рнмйхе) ╧3;6.0;84.26;118.0;2015-02-03 10:01:28;опнрей гюн жб ц.лняйбю;кпя опндюйря крд/AVK POLYPHARM CO.LTD;бекхйнапхрюмхъ
опнцхмнбю дп. 2лц ╧21;1.0;153.56;183.0;2015-02-03 10:01:28;опнрей гюн жб ц.лняйбю;декэтюпл кхккэ яюя;тпюмжхъ
пхмнярно йюокх мюг. 0,1% тк. 10лк;20.0;20.46;26.0;2015-02-03 10:01:28;опнрей гюн жб ц.лняйбю;кеййн/тюплярюмдюпр;пняяхъ
реяр-онкняйх йнмрсп ря ╧50;1.0;865.81;1100.0;2015-02-03 10:01:28;опнрей гюн жб ц.лняйбю;аюиеп;цеплюмхъ
тспюжхкхм рюа 20лц ╧10;10.0;43.45;61.0;2015-02-03 10:01:28;опнрей гюн жб ц.лняйбю;рюрухлтюплопеоюпюрш нюн;пняяхъ
ахмр люпкебши ярепхк юлекхъ 7у14;15.0;17.51;26.5;2015-02-03 11:38:22;пеюкхмй;гюн "цхцпнбюрю-яюмйр-оерепаспц" б рбепяй;пняяхъ
;15.0;15.59;23.5;2015-02-03 11:38:22;пеюкхмй;;
;100.0;12.2;30.0;2015-02-03 11:38:22;пеюкхмй;;
;5.0;70.73;106.5;2015-02-03 11:38:22;пеюкхмй;;
бхцюмрнк п-п д/опхелю бмсрпэ [люякъмши] 10лк;1.0;173.42;208.0;2015-02-04 08:43:30;пнярю гюн;E.MERCK/NYCOMED;юбярпхъ
йпную люякн деряйне д/сундю х люяяюфю я бхрюлхмнл е 200лк;1.0;106.57;155.0;2015-02-04 08:43:30;пнярю гюн;йнпнк╗бтюпл ннн;пняяхъ
нтрнкхй йюокх цкюгмше тк-йюо 10лк;1.0;252.14;343.0;2015-02-04 08:43:30;пнярю гюн;опнлед щйяонпря обр.крд;хмдхъ
яхнтнп 1000 N60 рюак;1.0;403.45;484.0;2015-02-04 08:43:30;пнярю гюн;аепкхм-уелх юц/лемюпхмх цпсоо;цеплюмхъ
ялейрю онп д/опхц ясяо д/бмсрп опхелю юоекэяхм оюй 3ц ╧10;1.0;128.44;154.0;2015-02-04 08:43:30;пнярю гюн;антсп хояем хмдюярпх;тпюмжхъ
ялейрю онп д/опхц ясяо д/бмсрп опхелю бюмхкэмши оюй 3ц ╧10;1.0;128.44;154.0;2015-02-04 08:43:30;пнярю гюн;антсп хояем хмдюярпх;тпюмжхъ
бхтепнм-1 ясоо.пейр. 150 000 ле ╧10;3.0;200.97;242.5;2015-02-04 08:43:41;юкэъмя уекяйею пся ннн;тепнм ннн;пняяхъ
йюцнжек рюа. 12лц ╧10;5.0;184.91;228.5;2015-02-04 08:43:41;юкэъмя уекяйею пся ннн;мхюпледхй окчя ннн;пняяхъ
йюояхйюл люгэ д/мюпсф. опхл. рсаю 30ц;1.0;186.56;254.0;2015-02-04 08:43:41;юкэъмя уекяйею пся ннн;рюккхммяйхи утг;щярнмхъ
йнкдпейя чмхнп унр дпхмй онп д/опхцнр п-пю д/дереи ╧10;2.0;232.32;316.0;2015-02-04 08:43:41;юкэъмя уекяйею пся ннн;SMITHKLINE BEEC о/т;хяоюмхъ
кю-йпх йпел д/бгпнякшу х дереи рсаю 30ц;2.0;140.19;203.5;2015-02-04 08:43:41;юкэъмя уекяйею пся ннн;бепрейя гюн;пняяхъ
яхлбюярюрхм рюа о/н 10лц ╧30;2.0;51.92;64.0;2015-02-04 08:43:41;юкэъмя уекяйею пся ннн;юкях тюплю гюн;пняяхъ
янкйняепхк цкюгмни цекэ рсаю 5ц;1.0;277.42;377.5;2015-02-04 08:43:41;юкэъмя уекяйею пся ннн;бюкеюмр тюплюяэчрхйюкя ьбеижюпхъ цлау;ьбеижюпхъ
уекем уюпоеп опнйкюдйх мю цпсдэ ╧30;2.0;103.25;150.0;2015-02-04 08:43:41;юкэъмя уекяйею пся ннн;нмрейя;аекэцхъ
дхпнрнм рюа 10лц ╧28;3.0;235.84;284.5;2015-02-04 08:43:55;опнрей гюн жб ц.лняйбю;GEDEON RICHTER;бемцпхъ
юбемр яняйю яхкхйнм ашярпши онрнй ╧2 (8006/82840);1.0;214.63;311.5;2015-02-04 08:44:01;опнрей гюн жб ц.лняйбю;юбемр/тхкхоя щкейрпнмхйя чй крд;бекхйнапхрюмхъ
ахмр щкюярхвмши бп 8у350ял;2.0;214.28;291.5;2015-02-04 08:44:01;опнрей гюн жб ц.лняйбю;LAUMA;кюрбхъ
анъпшьмхйю окндш 75ц;2.0;33.66;47.5;2015-02-04 08:44:01;опнрей гюн жб ц.лняйбю;йпюямнцнпяйхи г-д кпя;пняяхъ
асрюдхнм люгэ 5% 20ц;2.0;148.94;203.0;2015-02-04 08:44:01;опнрей гюн жб ц.лняйбю;GEDEON RICHTER;бемцпхъ
бюкняепдхм йюокх 50лк;5.0;68.64;93.5;2015-02-04 08:44:01;опнрей гюн жб ц.лняйбю;лняйнбяйюъ т/т гюн;пняяхъ
гхпрей 10лц/лк йюокх 10лк;2.0;295.13;355.0;2015-02-04 08:44:01;опнрей гюн жб ц.лняйбю;UCB PHARMA S.P.A.;хрюкхъ
лернопнкнк-пюрхнтюпл рюа. 50лц ╧30;10.0;24.31;30.0;2015-02-04 08:44:01;опнрей гюн жб ц.лняйбю;RATIOPHARM;цеплюмхъ
мспнтем щйяопеяя цекэ д/мюпсфм опхл 5% рсаю 50ц;2.0;135.63;162.5;2015-02-04 08:44:01;опнрей гюн жб ц.лняйбю;пейхрр аемйхгеп;бекхйнапхрюмхъ
ткюбюлед п-п д/опхелю бмсрпэ15лц/5 лк 100лк;1.0;175.23;210.0;2015-02-04 08:44:01;опнрей гюн жб ц.лняйбю;аепкхм-уелх юц/лемюпхмх цпсоо;цеплюмхъ
южхйкнбхп рюа 200 лц ╧20;5.0;25.41;31.5;2015-02-04 08:44:10;йюрпем гюн;аекледопеоюпюрш псо;аекнпсяяхъ
