Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Дексалгин(Декскетопрофен) 25мг таб.п.п/о №10 ;1.0;228.82;297.5;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Berlin-chemie/Menarini;Германия
Доктор Мом паст.от кашля №20 (апельсин) ;5.0;74.4;107.8;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Unique Farm Lab;Индия
Доктор Мом паст.от кашля №20 (лимон) ;5.0;75.37;109.2;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Unique Pharm Lab;Индия
Доктор Мом паст.от кашля №20 (малина) ;5.0;74.37;107.8;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Unique Pharmaceutical Laboratories;Индия
Канефрон Н др.№60 ;10.0;342.52;450.5;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Bionorica;Германия
Касторовое масло 30г(Клещевины семян ) ;5.0;43.73;59.0;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Ивановская ФФ ОАО;Россия
Лейкопластырь  2х500см Мультипласт ткан.традиц.№1 И/м ;5.0;25.87;39.0;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Новосибхимфарм ОАО;Россия
Лейкопластырь  3х500см Мультипласт ткан.традиц.№1 И/м ;3.0;28.91;43.5;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Новосибхимфарм ОАО;Россия
Лотосоник таб.п.п/о №10 ;1.0;122.44;171.5;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Данафа Фармас.Д.С.К.;Вьетнам
Лотосоник таб.п.п/о №20 ;1.0;173.82;243.5;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Данафа Фармас.Д.С.К.;Вьетнам
Марля медиц.0,9х 5м (Отрез) И/м ;5.0;57.21;95.0;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Навтекс ХБК ООО/ТДЛ Текстиль ООО;Россия
Найз(Нимесулид)  1% гель 20г Сп.Б ;3.0;138.67;194.1;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Dr.Reddy`s Laboratories Ltd.;Индия
Нимесил(Нимесулид) 100мг пак.№30 Сп.Б ;5.0;614.96;900.0;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Laboratorios Menarini S.A.;Испания
Пенталгин(Парацет.+напрокс+дротавер.+) таб.п.п/о №24 б/кодеина ;10.0;148.17;207.4;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Фармстандарт-Лекср.ОАО;Россия
Пенталгин(Парацет.+напрокс+дротавер.+) таб.п.п/о №12 б/кодеина ;10.0;86.05;124.7;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Фармстандарт-Лекср.ОАО;Россия
Пустырника н-ка 25мл ;24.0;7.74;12.5;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Флора Кавказа ОАО;Россия
Пустырника экстракт 14мг таб.№10 б/уп ;20.0;22.77;29.9;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Фармстандарт-Томскхимфарм ОАО;Россия
Ринза таб.№10 Сп.Б(Кофеин+парац.+фенилэфр.+хлорфенамин) ;10.0;96.98;140.6;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Unique Pharmaceutical Lab;Индия
Ринзасип с вит.С 5г пор.№ 5 смородина черная ;5.0;97.05;140.7;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Unique Pharmaceutical Lab;Индия
Раствор д/линз РеНю Мульти+ 120мл И/м ;1.0;153.85;215.0;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Bausch & Lomb;Италия
Раствор д/линз РеНю Мульти+ 360мл И/м ;1.0;330.06;445.5;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Bausch & Lomb;Италия
Салфетки стерильные 16х14см №20 И/м ;10.0;15.5;25.0;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Навтекс ООО;Россия
Салфетки стерильные 45х29см № 5 ;10.0;19.98;32.0;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; АХТАМАР ПКФ ООО;Россия
ТераФлю Лимон пор.№10(Парац.+аскорб.к-та+фенилэфр.+фенирам.) ;12.0;264.18;360.0;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Фамар Орлеан/Novartis;Франция
ТераФлю Лимон пор.№ 4(Парац.+аскорб.к-та+фенилэфр.+фенирам.) ;10.0;138.84;194.5;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Фамар Орлеан/Novartis;Франция
Тримедат(Тримебутин) д/д 100мг таб.№10(с 3-х лет) ;1.0;152.77;213.8;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Дэ Хан Нью Фарм Ко.ЛТД/Валента Фармац.;Корея/Россия
Фастум гель(Кетопрофен) 2,5% 100г ;1.0;462.39;599.5;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; A.Menarini Manufacturing;Италия
Фемибион Наталкеа II таб.п/об.№30+капс.№30 ;1.0;798.05;1077.5;2015-02-16 00:00:00.00;ООО "ПУЛЬС Брянск"; Meрк КrаА;Германия
Адвантан(Метилпреднизол.) 0,1% мазь 15г ЖЛ ;1.0;301.62;369.4;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Интендис Мануфэкчуринг С.п.А.;Италия
Адвантан(Метилпреднизол.) 0,1% мазь жирная 15г ЖЛ ;1.0;306.24;374.2;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Интендис Мануфэкчуринг;Италия
Аквадетрим 15000 МЕ/мл водн.р-р д/приема внутрь 10мл(Колекальциферол)ЖЛ ;3.0;162.69;197.7;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Medana Pharma Terpol;Польша
Актовегин  40мг/мл 5мл амп.№5 в/а в/в в/м(депротеин.гемодер.крови телят) ;2.0;536.36;724.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed Austria GmbH/Никомед ООО упак.;Австрия
Токоферола ацетат (Витамин Е) 0,2г капс.№10 ;10.0;25.63;35.8;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Люми ООО;Россия
Амбробене(Амброксол) 7,5мг/мл р-р д/приема внутрь и ингал. 40мл ЖЛ ;1.0;103.18;124.1;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Merckle;Германия
Амбробене(Амброксол) 15мг/5мл сироп 100мл ЖЛ ;1.0;103.62;124.9;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Merckle GmbH;Германия
Аммиак р-р 10% 100мл(пластик)фл.(N) ;20.0;19.14;30.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Йодные технологии и маркетинг ООО;Россия
Арбидол  50мг таб.п/о №10 ЖЛ О/А(Умифеновир) ;6.0;121.33;147.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Фармстандарт-Томскхимфарм ОАО;Россия
Арифон-ретард(Индапамид) 1,5мг таб.п.п/о №30 ЖЛ ;3.0;286.0;345.7;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Serdix/Servier;Россия/Франция
Артра(Хондроит.+Глюкозам.) таб.п.п/о №120 ;1.0;1460.25;1971.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Unipharm Inc.;США
Артра(Хондроит.+Глюкозам.) таб.п.п/о № 60 ;1.0;985.27;1330.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Unipharm Inc.;США
Атенолол Никомед  50мг таб.п/о №30 ЖЛ О/А ;5.0;35.09;44.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Никомед ГмбХ;Германия
Аугментин 875мг/125мг таб.п.п/о №14 ЖЛ (Амоксицил.+клавулан.к-та) ;1.0;335.28;402.2;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; SmithKline Beecham Pharma;Великобритания
Бандаж компрес.Унга Супер раз.1XS Т(60-67) Б(86-95) И/м ;1.0;297.66;420.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Тонус ОАО;Россия
Бандаж компрес.Унга Супер раз.2S Т(67-75) Б(95-101) И/м ;2.0;273.9;390.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Тонус ОАО;Россия
Бандаж компрес.Унга Супер раз.3М Т(75-81) Б(101-107) И/м ;2.0;288.97;420.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Тонус ОАО;Россия
Бандаж компрес.Унга Супер раз.5XL Т(87-98) Б(113-119) И/м ;3.0;288.09;420.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Тонус ОАО;Россия
Бандаж компрес.Унга Супер раз.7ХXXL Т(109-120) Б(128-137) И/м ;1.0;288.09;420.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Тонус ОАО;Россия
Бандаж компрес.Унга Супер раз.8ХХXXL Т(120-137) Б(137-145) ;1.0;284.9;420.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Тонус ОАО;Россия
Бепантен(Дексапантенол) 5% крем  30г ;3.0;281.38;380.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Bayer/GP Grenzach Produktions GmbH;Германия/Швейцария
Беродуал р-р д/инг.20мл(Ипратропия бромид+фенотерол.гидробром.)ЖЛ Сп.Б ;2.0;237.27;287.8;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Boehringer Ingelheim/Инст.де Ангели;Италия
Беротек Н(Фенотерол) 100мкг/доза аэр.200доз 10мл ;1.0;281.71;371.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Boehringer Ingelheim;Германия
Бинт нестерильный 7х14см Extraplus (высок.плотн. )И/м ;10.0;22.55;33.8;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Протек-СВМ ООО;Россия
Бинт липкий Бинтли-М 10х200см прониц. мягкий И/м ;5.0;46.2;69.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Группа Компаний Пальма ООО;Россия
Бромгексин 8мг др.№25(Бромгексин г/хл) ;15.0;81.4;118.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Berlin-chemie/Menarini;Германия
Валерианы настойка 25мл (N)уп. ;50.0;9.35;14.9;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Флора Кавказа ОАО;Россия
Валерианы эк-т 20мг таб.п/о №10 б/уп ;200.0;6.27;9.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Фармстандарт-Томскхимф.;Россия
Вата нестер.250г хирург.Амелия И/м ;2.0;88.55;123.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Гигровата-Санкт-Пет.ЗАО;Россия
Верошпирон(Спиронолактон)  25мг таб.№20 ЖЛ О/А ;6.0;71.39;85.7;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Gedeon Richter;Венгрия
Визин(Тетризолина г/х)классич.0,05% капли гл.15мл ;2.0;200.42;280.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Keata Pharma Inc;Канада
Гастал таб.№60(Алюмин.гидр.-магния карбон.+магния гидроксид) ;1.0;297.44;405.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Pliva Cracow;Польша
Гастрозол(Омепразол) 20мг капс.№28 ЖЛ О/А ;1.0;87.23;105.6;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Фармстандарт-Лекср-ва ОАО;Россия
Гевискон жев.таб.№16 Мята(Натрия альгинат+натрия гидрокарб.+кальция карб.) ;3.0;121.22;169.7;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Reckitt Benckiser;Великобритания
Гептрал(Адеметионин) 400мг лиоф.д/ин.№5+р-ль ЖЛ ;1.0;1553.31;1771.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Фамар Л Эйль/Эбботт С.р.Л.;Италия/Франция
Гептрал(Адеметионин) 400мг таб.п/о №20 ЖЛ ;1.0;1533.4;1748.3;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Эбботт С.р.Л.;Италия
Глицерин(Глицерол) 2,11г св.рект.№10 ;3.0;112.31;157.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Нижфарм ОАО;Россия
Диклофенак ретард 100мг таб.пролонг.п.п/о №20 ЖЛ О/А Сп.Б ;5.0;61.05;76.1;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Хемофарм ООО;Россия
Димексид 100мл(Диметилсульфоксид) ;5.0;32.12;48.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Тульская ФФ ООО;Россия
Динамико(Силденафил) 100мг таб.п.п/о №1 ;2.0;330.55;446.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Плива Хрватска д.о.о./Teva;Республика Хорватия
Динамико(Силденафил) 100мг таб.п.п/о №4 ;1.0;759.11;1024.7;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Плива Хрватска д.о.о./Teva;Республика Хорватия
Зидена(Уденафил) 100мг таб.п.п/о №1 ;1.0;554.73;750.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Донг-А Фармасьютикал Ко.Лтд/Валента Фарм.;Корея/Россия
Зинерит пор.д/приг.р-ра с раствор.30мл ;1.0;582.12;756.7;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Astellas Pharma Europe B.V.;Нидерланды
Зиртек(Цетиризин) капли 10мл ЖЛ ;1.0;286.99;347.1;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Эйсика Фармасьют.С.р.л.;Италия
Зодак(Цетиризин) 10мг/мл капли 20мл фл-кап ЖЛ ;1.0;173.36;208.6;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Zentiva;Чехия
Зодак(Цетиризин)  10мг таб.п/о №10 ЖЛ ;3.0;115.5;138.9;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Zentiva A.C.;Чехия
Индапамид 2,5мг таб.п.п/о №30 ЖЛ ;5.0;73.81;89.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Хемофарм ООО/Хемофарм А.Д.;Россия/Сербия
Индовазин гель 45г ;2.0;176.44;247.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Balkanpharma-Troyan AD;Болгария
Кальцемин Адванс таб.п/о № 30(Кальция цитрат+кальц.карбонат+вит.D3+магн.+цинк+медь+марган.+бор) ;1.0;275.11;371.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Sagmel Inc.;США
Кальцемин Адванс таб.п/о № 60(Кальция цитрат+кальц.карбонат+вит.D3+магн.+цинк+медь+марган.+бор) ;1.0;426.91;576.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Sagmel Inc.;США
Кальцемин таб.п/о №120 ;1.0;450.45;608.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Sagmel Inc.;США
Кальцемин таб.п/о № 60 ;1.0;295.46;398.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Sagmel Inc.;США
Кальций Д3 Никомед 500мг таб.№100 мята(Кальция карб.+колекальциферол) ;1.0;386.43;502.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed;Норвегия
Кальций Д3 Никомед 500мг таб.жев.№ 20 апельсин(Кальция карб.+колекальциферол) ;2.0;131.34;183.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed Pharma;Норвегия
Кальций Д3 Никомед 500мг таб.№ 30 мята(Кальция карб.+колекальциферол) ;1.0;182.82;255.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed;Норвегия
Кальций Д3 Никомед 500мг таб.№ 50 апельсин(Кальция карб.+колекальциферол) ;1.0;250.58;338.2;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed Pharma;Норвегия
Кальций Д3 форте 500мг таб.№120 лимон(Кальция карб.+колекальциферол) ;1.0;522.72;705.6;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed Pharma;Норвегия
Кальций Д3 форте 500мг таб.№ 30 лимон(Кальция карб.+колекальциферол) ;1.0;256.63;346.4;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed Pharma;Норвегия
Кальций Д3 форте 500мг таб.№ 60 лимон(Кальция карб.+колекальциферол) ;1.0;393.91;531.7;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed Pharma;Норвегия
Кардиомагнил форте 150+30,39мг таб.п.п/о № 30(Ацетилсалиц.к-та+магния гидр.) ;10.0;110.11;154.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed;Дания
Кардиомагнил форте 150+30,39мг таб.п.п/о №100(Ацетилсалиц.к-та+магния гидр.) ;1.0;250.14;337.6;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed Дания А/С;Германия
Кардиомагнил 75+15,2мг таб.п.п/о №100(Ацетилсалиц.к-та+магния гидр.) ;5.0;227.37;306.9;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed;Германия
Кеторол(Кеторолак) 10мг таб.п.п/о №20 ЖЛ Сп.Б ;30.0;36.19;45.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Dr. Reddy's lab.;Индия
Колдрекс МаксГрип пор.(лимон) пак.№ 5(Парацет.+фенилэфрин+аскорб.к-та) ;6.0;152.02;198.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; SmithKlineBichem;Испания
Колдрекс Хотрем пор.(мед-лимон) пак.№ 5(Парацет.+фенилэфрин+аскорб.к-та) ;6.0;134.75;188.6;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; SmithKline Beecham;Испания
Колдрекс Хотрем пор.(лимон) пак.№ 5(Парацет.+фенилэфрин+аскорб.к-та) ;6.0;134.2;188.6;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; SmithKlineBeecham;Испания
Конкор(Бисопролол) 10мг таб.п.п/о №30 ЖЛ ;2.0;287.1;344.8;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Merck KGaA;Германия
Конкор(Бисопролол)  5мг таб.п.п/о №30 ЖЛ ;5.0;192.39;230.9;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Merck KGaA/Nycomed;Германия
Конкор(Бисопролол)  5мг таб.п.п/о №50 ЖЛ ;10.0;286.88;344.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Мерк КГаА;Германия
Ксилен 0,1% капли 10мл крышка-капел.ЖЛ(Ксилометазолин) ;20.0;21.01;26.1;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Лэнс Фарм ООО/Верофарм;Россия
Ксимелин(Ксилометазолин) 0,1% капли наз.(старше 6л)10мл ЖЛ ;2.0;70.84;85.3;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed Дания;Дания
Ксимелин Эко с ментолом(Ксилометазолин) 0,1% спрей наз.10мл (д/д с 10л и взр.) фл.с дозир.устр. ЖЛ ;3.0;144.32;174.1;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Никомед Фарма АС;Норвегия
Ксимелин Эко(Ксилометазолин) 0,1% спрей наз.10мл(д/д с 10л и взр.)ЖЛ с дозир.устройством ;2.0;167.42;201.6;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Никомед Фарма АС;Норвегия
Ксимелин Экстра 0,6+0,5мг/мл спрей наз.10мл(18+)(Ксиломет.+ипратропия бромид) ;2.0;184.69;258.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Nycomed Pharma;Норвегия
Лазолван(Амброксол) 7,5мг/мл р-р д/прием.внутрь и ингал.100мл ЖЛ ;2.0;337.59;407.9;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Boehringer Ingelheim/Istituto De Angeli;Италия
Лазолван(Амброксол) 30мг/5мл сироп 100мл ЖЛ ;1.0;233.09;282.3;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Boehringer Ingelheim Espana S.A.;Испания
Бинт эласт.Медиц. 8смх 1,5м И/м ;10.0;106.04;153.7;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Lauma Fabrics ООО;Латвия
Бинт эласт.Медиц. 8смх 3м Latex Free модель 2 И/м ;24.0;185.9;260.2;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Lauma Fabrics OOO;Латвия
Бинт эласт.Медиц. 8смх5м И/м ;10.0;318.78;423.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Lauma;Латвия
Лейкопластырь  4х500см Мультипласт ткан.традиц.№1 И/м ;2.0;33.11;49.6;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Новосибхимфарм ОАО;Россия
Лейкопластырь  5х500см Мультипласт ткан.традиц.№1 И/м ;2.0;39.82;59.7;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Новосибхимфарм ОАО;Россия
Лейкопластырь бак.2,3х7,2см Верофарм ткан.№1 И/м ;200.0;1.32;2.8;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Верофарм ОАО;Россия
Лориста(Лозартан)  25мг таб.п/о №30 ЖЛ Сп.Б ;2.0;155.98;189.4;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; КРКА-РУС ООО;Россия
Лориста(Лозартан)  50мг таб.п.п/о №30 ЖЛ Сп.Б ;3.0;164.45;199.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; КРКА-РУС ООО;Россия
Магне В6(Магний+вит.В6) таб.п/о №50 ;1.0;504.13;670.4;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Sanofi-Winthrop Industrie;Франция
Магнелис В6(Магний+В6) таб.п/о №50 ;2.0;230.56;311.2;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Фармстандарт-Уфавита ОАО;Россия
Мезим форте(Панкреатин) таб.п/о №20 ЖЛ О/А ;6.0;64.57;77.2;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Berlin-chemie/Берлин Фарма ЗАО;Германия/Россия
Мексидол 0,125г таб.п/о №50 ЖЛ (Этилметилгидроксипиридина сукцинат) ;3.0;311.96;381.6;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; ЗиО-Здоровье/Фармасофт;Россия
Мексидол 0,125г таб.п/о №30 ЖЛ (Этилметилгидроксипиридина сукцинат) ;2.0;189.64;232.3;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; ЗиО-Здоровье/ФармаСофт;Россия
Метилурациловая мазь 10% 25г туба(Диоксометилтетрагидропиримидин) ;3.0;41.36;62.0;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Нижфарм ОАО;Россия
Метилурацил 500мг св.рект.№10 (Диоксометилтетрагидропиримидин) ;5.0;60.5;87.7;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Нижфарм ОАО;Россия
Найз(Нимесулид) 100мг таб.№20 Сп.Б ;10.0;166.1;224.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Dr.Reddy"s;Индия
Но-шпа(Дротаверин) 40мг таб.№  6 ЖЛ О/А ;5.0;48.4;60.7;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Хиноин Завод Фармац. и Хим.продуктов;Венгрия
Отинум(Холина салицилат) 20% капли ушн.10г ;1.0;135.85;190.5;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; ICN Polfa;Польша
Отипакс(Феназон+лидок.) капли ушн.16г ;1.0;154.77;216.6;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Biocodex;Франция
Панангин(Калия и магн.аспараг.) таб.п.п/о №50 ЖЛ ;6.0;123.64;147.9;2015-02-17 00:00:00.00;ЗАО Фирма ЦВ "Протек"; Gedeon Richter;Венгрия
