мЮХЛЕМНБЮМХЕ;йНК-БН;жЕМЮ ОНЯР;жЕМЮ ПНГМ;дЮРЮ;оНЯРЮБЫХЙ;оПНХГБНДХРЕКЭ;яРПЮМЮ
дпюлхмю рюа 50лц ╧5;1.0;89.1;138.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;JADRAN;унпбюрхъ
гсамни онпньнй лърмши 140лк (аюмйю);10.0;14.43;22.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;тхрнйнялерхй ннн;пняяхъ
хмцюкхор ющпнгнкэ д/леярм. опхл. 30лк;10.0;53.24;83.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;тюплярюмдюпр-кейяпедярбю нюн ц.йспяй;пняяхъ
хмдюоюлхд рюа. о/н 2,5лц ╧30;30.0;15.07;18.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;нгнм ннн;пняяхъ
инцскюйр йюоя. 400лц ╧30 ;2.0;293.66;411.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;PHARMA SCIENCE/мхфтюпл нюн;йюмюдю
йюкэжхи д3 мхйнлед тнпре рюа  фебюр кхлнм ╧60;1.0;451.33;632.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;мхйнлед тюплю юя;мнпбецхъ
йюкэжхъ цкчйнмюр 0,1/лк 5лк N10 юло;2.0;93.94;111.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;тюплюй нюн;сйпюхмю
йюонрем рюа. 25лц ╧28;10.0;129.03;154.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;BRISTOL MYERS SQUIBBюйпхухм;пняяхъ
йюпяхк 35лц дпюфе ╧80;10.0;281.16;394.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;SOPHARMA AD;анкцюпхъ
йерюмнб 10лц рюа. о/н ╧20;5.0;51.92;64.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;пюмаюйях кюанпюрнпхг крд;хмдхъ
йерюмнб п-п д/хм 30лц/лк юло 1лк ╧10;1.0;97.46;116.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;RANBAXY;хмдхъ
йернмюк реплн окюяршпэ пюгнцпеб ╧10;1.0;664.73;931.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;люяреп тюпл онкэяйю яо.г.н.н.;онкэью
йернпнк рюак. о/н окем 10 лц у20;50.0;39.38;48.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;DR. REDDY"S;хмдхъ
йнкцеир гсамюъ оюярю кевеамше рпюбш 100лк;2.0;41.51;64.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;COLGATE-PALMOLIVE;апюгхкхъ
йнлокхбхр яхъмхе рюа. о/н ╧30;1.0;245.74;344.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;тюплярюмдюпр-стюбхрю нюн;пняяхъ
йнмрейя цекэ- ялюгйю GREEN 30лк (юмрхаюйрепхюкэмюъ);2.0;104.28;146.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;юкэреплед йнпонпщиьм ю.я.;веухъ
йнпхмтюп рюа.опнкнмц деиярб о/н 10лц ╧100;2.0;116.82;139.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;AWD PHARMA GMBH&CO KG;цеплюмхъ
;3.0;87.44;136.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;;
йпел деряйхи рсаю 75 лк. у1;30.0;31.13;48.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;ясбемхп/юбюмрю;пняяхъ
йпел-аюкэгюл д/рекю няренунмдпнбхр цкчйнгюлхм/унмдпнхрхм 75 лк;2.0;42.33;66.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;юя-йнл мой ннн;пняяхъ
кюгхйя рюа 40лц N45;1.0;43.34;53.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;AVENTIS PHARMA;хмдхъ
кхгхмнопхк рюак. 10 лц у30;15.0;26.73;33.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;юкях тюплю;пняяхъ
кхмдхмер рюа 30 лц ╧21;1.0;408.98;573.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;GEDEON RICHTER;бемцпхъ
кхмейя йюоя. ╧16 акхярепш;15.0;274.34;384.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;кей д.д. (юоревйю);якнбемхъ
кнгюо рюа. о/о/н 12,5лц ╧30;2.0;207.79;247.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;ZENTIVA A..S.;веухъ
кнпхярю 0,05 N30 рюак о/окем/нанкнв;5.0;176.0;211.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;KRKA;пняяхъ
кнпхярю м 0,0125+0,05 N30 рюак о/окем/нанкнв;5.0;204.16;286.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;KRKA;якнбемхъ
кнпхярю рюа о/о/н 50лц ╧90;1.0;415.14;494.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;KRKA;пняяхъ
княей люоя рюа о/н 20лц ╧14;3.0;207.02;246.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;юярпюгемейю юа;ьбежхъ
княей люоя рюа о/н 20лц ╧28;2.0;351.67;419.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;юярпюгемейю юа;ьбежхъ
лююкнйя ясяо. дкъ опхелю бмсрпэ яюье 15лк ╧30;5.0;498.96;699.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;PHARMATIS (FOR LABORATOIRE THERAPLIX);тпюмжхъ
лююкнйя рюа. фебюр. ╧20;5.0;166.98;234.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;AVENTIS PHARMA;хрюкхъ
люцмекхя B6 рюа. о/н ╧90;2.0;365.42;512.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;тюплярюмдюпр-стюбхрю нюн;пняяхъ
люйяхйнкд кнп яопеи д/леярмнцн опхл. 0.2%  40лк;2.0;118.14;165.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;тюплярюмдюпр-кейяпедярбю нюн ц.йспяй;пняяхъ
люякн щтхпмне кхлнмю 10лк хмд/союй;1.0;25.46;39.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;лхппнккю;пняяхъ
лепяхкнм рюа. ╧21;1.0;651.2;912.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;нпцюмнм;мхдепкюмдш
лхц 400 рюа. о/н 400лц ╧20;10.0;136.73;162.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;аепкхм-уелх юц/лемюпхмх цпсоо;цеплюмхъ
лхпюлхярхм п-п д/леяр опхл 0,01% 50лк тк я  мюяюдйни;15.0;148.61;208.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;хмтюлед ннн;пняяхъ
лнрхкхсл 0,01 N10 рюак д/пюяяюя;3.0;323.18;452.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;ъмяяем-нпрн ккя/яхкюц юц;хрюкхъ
лслхе юкрюияйне гнкнрне нвхыеммне 200лц рюа. ╧20;3.0;73.59;114.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;щбюкюп гюн;пняяхъ
;1.0;156.64;219.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;;
мецю йпел люяяюфмши рсаю б тсркъпе 75лк;2.0;33.14;51.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;ясбемхп/юбюмрю;пняяхъ
менялейрхм онп. д/опхц. ясяо. д/опхелю бмсрпэ (юоекэяхм) оюй. 3ц ╧10;1.0;113.3;136.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;тюплярюмдюпр-кейяпедярбю нюн ц.йспяй;пняяхъ
мхбеъ ден дегнднпюмр яопеи щттейр осдпш фемяйхи тк 150лк;1.0;104.73;147.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;аюиепяднпт юц;цеплюмхъ
мнбн-оюяяхр рюа. о/о/н 200лц ╧10;3.0;169.4;237.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;IVAX-CR A.S.;веухъ
мнбн-оюяяхр рюа. о/о/н 200лц ╧30;2.0;373.78;523.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;IVAX-CR A.S.;веухъ
мнплнаюйр онп. оюй.-яюье 3цп ╧10;10.0;282.85;396.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;ледюмю тюплю юйжхнмепмне наыеярбн;онкэью
мспнтем щйяопеяя тнпре йюоя. 400лц ╧10;5.0;190.74;227.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;пейхрр аемйхгеп;бекхйнапхрюмхъ
нйх цпюмскър 80лц/2ц оюйерхйх ╧12;2.0;178.97;251.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;днлое я.о.ю.;хрюкхъ
нкхдфхл (хмскхм) рюа. он 0,52ц ╧100;1.0;205.54;288.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;щбюкюп гюн;пняяхъ
нлецю тнпре щбюкюп йюоя. 1,12ц ╧30;1.0;148.77;208.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;щбюкюп гюн;пняяхъ
нпрюмнк йюоя. 10лц ╧28;2.0;165.88;197.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;кей д.д.;якнбемхъ
нярепеоюп рюа. 70лц N4;2.0;263.67;314.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;POLPHARMA;онкэью
нжхккнйнйжхмсл цпюмскш 1ц  6 днг ;6.0;297.33;416.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;кюанпюрнпхъ асюпнм;тпюмжхъ
оюкнвйх бюрмше мефмнярэ ╧200;10.0;32.61;51.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;HARPER HYGIENICS S.A. (уюпоеп уюидфемхйя;хрюкхъ
оюмцпнк 10 000 йюоя пюярбнп./йхьевм.10000ед тк  ╧20;2.0;252.23;300.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;юорюкхя тюплю я.п.к./аепкхм-уелх юц;хрюкхъ
оюмгхмнпл тнпре 20000 рюа о/н йхьевмнпюярб ╧30;1.0;202.51;242.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;KRKA;якнбемхъ
оюпюжерюлнк ля рюа 500лц ╧20;20.0;12.87;15.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;ледхянпа оеплэ гюн;пняяхъ
оедхйскем скэрпю яп-бн оедхйскхжхдмне 50лк+ьюонвйю о/щр;2.0;151.06;211.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;п.йнялерхй;пняяхъ
оемрюкцхм N12 рюак о/н;10.0;94.49;146.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;тюплярюмдюпр-кейяпедярбю нюн ц.йспяй;пняяхъ
оепхмебю рюа 4лц ╧30;2.0;222.75;266.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;KRKA;пняяхъ
охлютсжхм йпел 2% 30ц;1.0;260.7;365.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;реллкеп хрюкхю/юяреккюя;хрюкхъ
опегепб дчпейя XXL (йнлтнпр XL) 12ьр;1.0;387.31;542.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;SSL INTERNATIONA;хяоюмхъ
опегепбюрхб дчпейя N12 REAL FEEL;3.0;501.05;701.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;SSL INTERNATIONA;бекхйнапхрюмхъ
опегепбюрхбш йнмрейя ROMANTIC (юпнлюрхгхпнбюммше) ╧3;3.0;100.21;140.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;кпя опндюйря крд/AVK POLYPHARM CO.LTD;бекхйнапхрюмхъ
опегепбюрхбш йнмрейя кюир ╧12+ цекэ-ялюгйю пнлюмрхй 5лк ╧2;12.0;287.43;402.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;кпя опнрюйря крд;бекхйнапхрюмхъ
опнйрняедхк л пейр йюоя. ╧20;1.0;286.0;400.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;AVENTIS PHARMA;хмдхъ
опнретхйя йпел тхйяхп щйярпю-яхкэмши 40лк юкнщ 40лк;2.0;194.95;273.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;йбюияяеп тюплю цлау х йн.йц;цеплюмхъ
пюярнпноьх ьпнр оърмхярни ^янкмюр^ 100ц;5.0;29.81;46.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;мюрсп.люякю ннн;пняяхъ
педежхк люгэ 35ц;1.0;171.16;180.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;перхмнхдш тмоо гюн;пняяхъ
пекхт  ясоо пейр ╧12;5.0;309.65;434.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;яюцлек хмй;яью
псрюжхд рюа фебюр 500лц ╧20;3.0;103.18;144.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;KRKA;якнбемхъ
яюктерйх бкюфмше дкъ норхйх норхйкхм ╧20;5.0;13.82;21.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;юбюмцюпд ннн;пняяхъ
яемяндхм трнп гсамюъ оюярю рсаю 75лк;2.0;140.34;147.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;ялхрйкъим;бекхйнапхрюмхъ
ямсо 0,1% 15лк яопеи мюгюк;5.0;105.82;126.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;STADA ARZNEIMITTEL AG - цеплюмхъ;цеплюмхъ
ямсо 0,1% 15лк яопеи мюгюк;10.0;101.97;121.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;STADA ARZNEIMITTEL AG - цеплюмхъ;цеплюмхъ
янмюоюйя рюа о/н 25лц ╧60;1.0;450.34;537.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;щкэтю тг юн;онкэью
янмюоюйя рюа о\н 10лц ╧60;1.0;279.51;334.0;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;щкэтю тг юн;онкэью
ярнлюрнтхр тк 50лк;2.0;127.93;179.5;2015-02-03 08:33:04;йюрпем гюн тхкхюк мой б ц. нпек;тхрнтюпл йкемйю юн;онкэью
