Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
ELMEX ЗУБНАЯ ПАСТА СЕНСИТИВ ПЛЮС 75МЛ ;1.0;131.76;188.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; ГАБА Продуктион ГмБХ;Германия
БЮБХЕН КРЕМ УВЛ НЕЖНЫЙ 75МЛ ;1.0;137.93;191.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Бюбхен-Верк Эвальд Гермес Фармацойтише Фабрик ГмбХ;Германия
ВИТАМИШКИ MULTI+ N30 ЖЕВ  ПАСТИЛ ;3.0;332.5;418.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Supplement Sciences inc.;СОЕДИНЕННЫЕ ШТАТЫ
МАСЛО РАСТОРОПШИ МИРРОЛЛА N100 КАПС ;5.0;27.4;37.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Мирролла;Россия
МОЕ СОЛНЫШКО ГЕЛЬ Д/ПОДМЫВ МЛАДЕН 400МЛ/ДОЗАТ ;2.0;97.32;127.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Аванта;Россия
РАСТОРОПША-ПАРАФАРМ N50 ТАБЛ ;5.0;40.19;54.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Витамер;Россия
СОЛЬ ДРЕВНЕГО МОРЯ 1000,0 ;6.0;49.32;65.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; ПиК-Н.Н.-Фармасьютикс;Россия
СОЛЬ ДРЕВНЕГО МОРЯ 1000,0 ;4.0;49.32;65.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; ПиК-Н.Н.-Фармасьютикс;Россия
ФЕРРОГЕМАТОГЕН-ФАРМСТАНДАРТ 50,0 ЖЕВ ПАСТИЛКА ;20.0;22.09;29.0;2015-02-02 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Уфимский витаминный завод;Россия
Блок глюкоза с витамином с с ароматом колы жев. таб. №18 ;1.0;54.28;77.07;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Dr. Schmidgall;Австрия
Виши нормадерм глобал средство д/проблемной кожи фл. 50мл (m5211100) ;1.0;554.01;693.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; L'Oreal Vichy;Франция
Шампунь-активатор роста волос д/нормальных волос фл. 250мл "Золо;2.0;81.29;120.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Масло косметическое пихтовое фл.30мл ;10.0;36.32;54.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Дина+ ООО;Россия
Равел ср таб. пролонг. д-я п/о 1,5мг №60 ;2.0;290.4;352.03;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Крка-Рус ООО;Россия
Ренитек таб. 20мг №14 ;3.0;122.87;146.64;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Мерк Шарп и Доум Лтд/Акрихин;Соединенное кор
Сайленс форте спрей против храпа с насадкой-распылителем 50мл ;1.0;541.97;672.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Chefaro Ireland Ltd.;Ирландия
Сермион 4мг Пор. Фл. Х4 Б М;1.0;977.13;1173.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Умная эмаль лак-укрепитель д/ногтей бежевая вуаль фл.15/11 мл (№ 109) ;1.0;106.2;157.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Frenchi  Products;Соединенные шта
Умная эмаль colorist лак-укрепитель д/ногтей молочный шоколад фл. 15мл ( №  121) ;1.0;101.22;150.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Frenchi Products;Соединенные шта
Умная эмаль colorist лак-укрепитель д/ногтей зазеркалье фл. 15мл (№ 106) ;1.0;105.94;157.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Frenchi Products;Соединенные шта
Умная эмаль лак-укрепитель д/ногтей римские каникулы фл.15мл (№ 117) ;2.0;106.2;157.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Frenchi Products;Соединенные шта
Умная эмаль лак-укрепитель д/ногтей свадебное торжество фл.15мл (№ 128) ;1.0;106.33;157.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Frenchi Products;Соединенные шта
Умная эмаль colorist лак-укрепитель д/ногтей лиловый бархат фл. 15мл (№ 145) ;1.0;101.22;150.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Frenchi Products;Соединенные шта
Урографин 76% 20мл №10 Шеринг;1.0;1750.1;2052.03;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Фурацилин 0.02Таб. Х10;100.0;46.09;58.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Эвитест тест д/определения беременности №2 ;10.0;93.5;118.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Helm Pharmaceuticals Gmbh;Германия
Элькар р-р д/вн. приема 300мг/мл фл. 100мл ;1.0;478.39;478.5;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; ПИК-ФАРМА ПРО ООО RU;Россия
Ярина табл. №21;3.0;891.22;1069.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Деттол гель д/рук увлажняющий с ромашкой и алоэ фл. 50мл ;1.0;87.65;130.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Reckitt Benckiser Healthcare Manufacturing Ltd;Таиланд
Деттол. гель для рук с алоэ фл.50мл ;1.0;87.65;127.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Reckitt Benckiser Healthcare Manufacturing Ltd;Таиланд
Ликолам капс. 0,4г №60 (бад) ;1.0;267.86;356.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; ООО "ПК "Бионет"/ЦБ "Бионет" ООО;Россия
Орсотен капс. 120мг №42 ;1.0;1022.01;1226.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Крка-Рус ООО;Россия
Раствор опти-фри реплениш 300 мл р-р д/ухода за конт. линзами с контейнером ;1.0;344.96;424.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Alcon;Соединенные шта
Алпизарин таб. 0,1г №20 ;1.0;149.49;188.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; ВИЛАР;Россия
Витамишки иммуно+ жев. пастилки 2,5г №30 (бад) ;3.0;336.89;448.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Pharmamed/Supplement Scltnses Inc.;Соединенные шта
Витамишки иммуно+ жев. пастилки 2,5г №60 (бад) ;1.0;487.93;605.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Pharmamed/Supplement Scltnses Inc.;Соединенные шта
Гевискон двойное действие сусп. д/внутр. прим. (мятная) пак. 10мл №12 ;2.0;209.88;264.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Рекитт Бенкизер Хелскэр Интернешнл Лтд;Соединенное кор
Гроприносин таб. 500мг №50 ;2.0;1122.66;1325.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Гедеон Рихтер Польша ООО PL;Польша
Джес таб. п/о плён. №28 ;1.0;876.92;1052.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Шеринг Гмбх и Ко./Байер Веймар;Германия
Дыши масло фл. 10мл ;3.0;188.93;261.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; ООО "Биосфера" RU;Россия
Калгель 10г;10.0;266.75;331.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Кардиомагнил 75мг таб. №100 Никомед;10.0;212.85;268.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Кето плюс шампунь фл. 60мл ;1.0;468.93;572.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Glenmark Pharma;Индия
Конкор 5 таб. №50;7.0;295.68;352.86;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Презерватив CONTEX №3 Увеличенного размера XXL  Extra Large;3.0;76.45;96.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Ксилен капли в нос 0,1% 10мл (с крышкой-капельницей);20.0;21.56;26.68;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Лемсип лимон  пор. пригот. р-ра д/вн. приема №5 ;2.0;104.17;141.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Рекитт Бенкизер Хелскэр Интернешнл Лтд;Соединенное кор
Назол Адванс назальный спрей 15мл Фл Б;2.0;124.52;157.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Нормодипин   5мг  №30 тб. GR;3.0;324.83;392.25;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Омарон таб №60 ;5.0;143.55;181.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Нижфарм ОАО;Россия
Риностоп 0.1% 10 мл № 1 (пластик);10.0;23.65;29.28;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Сиофор 850мг №60 тб.;4.0;320.1;382.02;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Стоптуссин таб. №20 Галена;5.0;156.53;197.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Суприма-плюс мазь 20г ;5.0;71.39;96.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Shreya Life Sciences Pvt.Ltd;Индия
Трайкор таб. п/о плён. 145мг №30 ;2.0;778.69;885.22;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек"; Фурнье Лабор.Ирлэнд/Ресифарм Фонтэн;Ирландия
Фитолизин паста 100г;3.0;275.55;342.0;2015-02-02 00:00:00.00; ЗАО ЦВ "Протек";;
Беродуал Н аэр. д/инг. дозиров.аэр. балл. алюм. 20мкг+50мкг/доза 200доз 10мл Гер ;7.0;446.16;540.01;2015-02-02 00:00:00.00;ЗАО "Аптека-холдинг"; Boehringer Ingelheim Pharma GmbH & Co.KG;Германия
Бисопролол табл. п.п.о. 2.5мг N30 Россия ;10.0;33.33;48.49;2015-02-02 00:00:00.00;ЗАО "Аптека-холдинг"; Вертекс  ЗАО;Россия
Золотая Звезда бальзам 4г Вьетнам ;24.0;60.39;77.0;2015-02-02 00:00:00.00;ЗАО "Аптека-холдинг"; Danapha Pharmaceuticals;Вьетнам
Силует табл. п.п.о 2мг+0.03мг N21 Венгрия ;2.0;467.83;569.0;2015-02-02 00:00:00.00;ЗАО "Аптека-холдинг"; Gedeon Richter Ltd;Венгрия
Флюкостат капс. 50мг N7 Россия ;2.0;279.51;335.55;2015-02-02 00:00:00.00;ЗАО "Аптека-холдинг"; Фармстандарт- Лексредства;Россия
Эразабан крем д/наруж. применения 10% туба 2г Великобритания ;2.0;284.46;351.0;2015-02-02 00:00:00.00;ЗАО "Аптека-холдинг"; Fleet Laboratories Limited;Великобритания
Эспумизан капс. 40мг N25 Германия ;10.0;198.88;250.0;2015-02-02 00:00:00.00;ЗАО "Аптека-холдинг"; Berlin-Chemie AG;Германия
Эссливер форте капс. N50 Россия-Индия ;10.0;316.58;391.0;2015-02-02 00:00:00.00;ЗАО "Аптека-холдинг"; Нижфарм - Nabros Pharma Ltd;Россия-Индия
Анузол супп N10 ;5.0;40.36;51.0;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Биосинтез ОАО;Россия
Бетагистин таб 24мг N60 ;5.0;120.87;143.99;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Озон ООО;Россия
Дыши Масло спрей 30мл ;2.0;223.25;308.0;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Биосфера ООО;Россия
Маска мед на резинке 3-х слойн N 5 ;50.0;10.02;13.0;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Лейко ООО;Россия
Мозолька крем-бальзам 15мл ;2.0;50.57;75.0;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Лаборатория Эманси ЗАО;Россия
Сиофор таб п/о 500мг N60 ;5.0;246.18;293.27;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Менарини-Фон ХейденГмбХ/Берлин-Хеми АГ;Германия
Аптечка Агафьи бальзам эвкалиптовый 75мл растирка при простуде и насморке ;1.0;160.7;233.0;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Первое решение ООО;Россия
Аскорбиновая к-та  БАД таб 3г N10 с сахаром (арбуз) (крутка) ;30.0;3.87;6.0;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Аскопром ООО;Россия
Изониазид таб 300мг N100 ;2.0;54.95;67.98;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Мосхимфармпрепараты ОАО;Россия
Клетчатка Dr.DiaS Леди стройность 170г ;2.0;85.71;127.0;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; ИП Черникова Г.;Россия
Отруби Dr.DiaS овсяные 200г очищающие ;5.0;34.72;51.0;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Сибирская клетчатка ООО;Россия
Отруби Dr.DiaS овсяные 200г расторопша ;5.0;34.72;51.0;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Сибирская клетчатка ООО;Россия
Чабреца трава ф/п 1.5г N20 ;5.0;26.9;36.0;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Фитофарм НПО ООО;Россия
Чайный напиток Биокор Боровая матка 25г ;2.0;40.12;54.0;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Биокор ООО;Россия
Сбор Успокоительный N3 ф/п 2г N20 ;5.0;28.03;38.0;2015-02-02 00:00:00.00;ЗАО "Надежда-Фарм"; Фитофарм НПО ООО;Россия
ДИМЕКСИД Р-Р 100МЛ ;10.0;33.71;42.0;2015-02-02 00:00:00.00;ООО "Фармпартнер"; САМАРАМЕДПРОМ ОАО;РОССИЯ
КОЗЛЯТНИК ТРАВА 50Г ;3.0;15.24;23.0;2015-02-02 00:00:00.00;ООО "Фармпартнер"; КАМЕЛИЯ-ЛТ ООО;РОССИЯ
СОФЬЯ (ПЧЕЛИНЫЙ ЯД) КРЕМ Д/ТЕЛА 125МЛ (СУСТАВЫ) ;5.0;125.07;181.0;2015-02-02 00:00:00.00;ООО "Фармпартнер"; КОРОЛЕВ ФАРМ ООО;РОССИЯ
ФУНДИЗОЛ КРЕМ Д/НОГТЕЙ 30МЛ ;5.0;71.78;106.0;2015-02-02 00:00:00.00;ООО "Фармпартнер"; ИНФАРМА-2000 ООО;РОССИЯ
Дуовит др. №40 KRKA;1.0;82.42;103.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Капотен 25мг Таб. Х56 (R) ;10.0;231.83;279.64;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Акрихин ОАО;РОССИЯ
Мидокалм 150мг №30 др.;3.0;271.99;336.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Остерепар 70мг Таб. Х4 (R) ;3.0;259.88;310.75;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Польфарма Фармацевтический завод;ПОЛЬША
Офтагель гл. гель 2,5мг/г 10г фл. с пипеткой;2.0;196.62;247.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Солкосерил Дентал адгезивная паста 5г;3.0;283.15;350.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Супрастин тб. №20 Эгис;20.0;116.36;139.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Фервекс УПСА без сах.№8;1.0;247.31;305.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Эриус 5мг таб,№10;1.0;532.58;647.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула";;
Дексалгин 50мг р-р д/в/в и в/м введед. 2мл Амп. Х5 Б ;5.0;422.46;515.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Berlin-chemie / Menarini Group;Италия
Раствор Re-nu Мульти Плюс Д/конт. линз 60мл М И/м ;2.0;99.57;134.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Bausch & Lomb;ИТАЛИЯ
Трихопол 250мг Таб. Х20 (58,23) (R) ;20.0;71.35;85.11;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Polfa/Polpharma;Польша
Флоксал 3мг/мл капли глазные 5мл Фл.п/э с крышкой-капельн. Х1 (R) ;2.0;180.57;215.79;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Др.Герхард Манн;ГЕРМАНИЯ
Шприц Micro-Fine Plus Инсулин. U-100 1мл с несъемной иглой 29G (0.33х12.7) Х10 И ;10.0;89.8;121.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Becton Dickinson;США
Шприц Micro-Fine Plus Инсулин. U-40 1мл с несъемной иглой 29G (0.33х12.7) Х10 И/ ;10.0;89.8;121.0;2015-02-03 00:00:00.00; ЗАО "СИА Интернейшнл-Тула"; Becton Dickinson;США
АМОКСИКЛАВ 0,125+0,03125/5МЛ 100МЛ ФЛАК ПОР Д/СУСП ;15.0;102.85;123.02;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Лек Д.Д.;Словения
БЕРОТЕК Н 100МКГ/ДОЗА 200ДОЗ 10МЛ АЭРОЗОЛЬ ;5.0;308.99;376.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Берингер Ингельхайм Фарма ГмбХ и Ко.КГ;Германия
ВЕРОШПИРОН 0,025 N20 ТАБЛ ;30.0;74.25;88.58;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Гедеон Рихтер ОАО;Венгрия
ГИДРОКОРТИЗОН 1% 10,0 МАЗЬ /СИНТЕЗ/ ;20.0;17.6;21.8;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Синтез АКО ОАО;Россия
ДИКЛОФЕНАК 0,025/МЛ 3МЛ N5 АМП Р-Р В/М ;10.0;44.0;55.06;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Хемофарм А.Д.;Сербия и Черногория
ЙОДИНОЛ 100МЛ ФЛАК Р-Р Д/МЕСТ/НАРУЖ/ТРОИЦКИЙ З-Д ;5.0;57.31;75.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Троицкий йодный завод;Россия
МУКАЛТИН 0,05 N10 ТАБЛ/ВИФИТЕХ/ ;80.0;7.04;10.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Вифитех ЗАО;Россия
НОРМАЗЕ 200МЛ СИРОП ;2.0;208.45;249.97;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Л.Молтени и К дей Фрателли Алитти Сочиета ди Езерчицо С п А;Италия
НО-ШПА 0,02/МЛ 2МЛ N5 АМП Р-Р В/В В/М ;4.0;88.44;105.73;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Хиноин Завод Фармацевтических и Химических продуктов А.О.;Венгрия
ОБЛЕПИХОВОЕ МАСЛО 0,5 N10 СУПП ;10.0;80.3;97.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Нижфарм ОАО;Россия
ОТОФА 10МЛ ФЛАК УШНЫЕ КАПЛИ ;3.0;173.69;207.53;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Лаборатории Бушара-Рекордати;Франция
РАНИТИДИН-АКОС 0,3 N20 ТАБЛ П/О ;20.0;23.21;28.74;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Синтез АКО ОАО;Россия
СБОР ГРУДНОЙ N1 50,0 ;3.0;32.45;42.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; ЗДОРОВЬЕ ФИРМА;Россия
ТАУФОН 4% 10МЛ ГЛ КАПЛИ ФЛАК/КАП ИНД/УП ;30.0;108.46;132.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Московский эндокринный завод ;Россия
ТРИХОПОЛ 0,25 N20 ТАБЛ ;20.0;70.51;84.27;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Польфарма Фармацевтический завод С.А.;Польша
ЭУФИЛЛИН 0,15 N30 ТАБЛ ;30.0;7.81;9.67;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Фармстандарт-Лексредства ОАО;Россия
АЛФАВИТ КЛАССИК N120 ТАБЛ ;2.0;301.1;391.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; АКВИОН;Россия
ЗОЛОТОЙ ШЕЛК ШАМПУНЬ Д/УК ВОЛОС400МЛ ;3.0;102.12;139.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Народные промыслы;Россия
ПАРАФИН КОСМЕТИЧЕСКИЙ 250,0 /С ХВОЕЙ/ ;1.0;70.6;95.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; ЛЛГ плюс;Россия
Гель СИНЯК-OFF с тонирующ. эффектом 30г туба .@;5.0;85.07;122.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен";;
ШПРИЦ-ПИСТОЛЕТ УСТРОЙСТВО МЕХАНИЗИР Д/ИНЪЕК ;1.0;314.21;400.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Промышленные технологии ООО;Россия
MERRIES ПОДГУЗНИКИ ДЕТ 4-8КГ/S N80+2/ПРОМО ;1.0;1208.46;1439.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Kao Corporation;Япония
MERRIES ПОДГУЗНИКИ ДЕТ 6-11КГ/M N64 ;1.0;1176.23;1403.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Kao Corporation;Япония
MERRIES ПОДГУЗНИКИ ДЕТ 9-14КГ/L N18 ;1.0;558.8;665.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Kao Corporation;Япония
MERRIES ПОДГУЗНИКИ ДЕТ 9-14КГ/L N54 ;1.0;1226.39;1453.0;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Kao Corporation;Япония
MERRIES ПОДГУЗНИКИ-ТРУСИКИ ДЕТ 9-14КГ/L N44 ;1.0;1201.86;1428.44;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Kao Corporation;Япония
MIDINETTE ПРОКЛАДКИ ГИГИЕНИЧ Д/ГРУДИ N30 ;10.0;140.91;168.21;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Делипап Ою;Финляндия
NUTRILON ПРЕ 1 СУХ СМЕСЬ ДЕТ 400,0 ;1.0;575.85;726.75;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Nutricia Cuijk B.V.;Нидерланды
SENI SUPER ПОДГУЗНИКИ Д/ВЗР MEDIUM N30 ;1.0;1101.32;1374.73;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; БЕЛЛА;Россия
ДРОТАВЕРИН 0,04 N100 ТАБЛ ;20.0;44.44;54.99;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Фармпроект;Россия
ДРОТАВЕРИН 0,04 N50 ТАБЛ ;20.0;27.5;34.05;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; "Алси Фарма";Россия
ИНГАВИРИН 0,09 N7 КАПС ;10.0;403.04;486.16;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Валента Фармацевтика;Россия
ИНДАПАМИД РЕТАРД 0,0015 N30 ТАБЛ П/О ;5.0;93.06;111.32;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Канонфарма продакшн;Россия
КАЛЬЦИЯ ГЛЮКОНАТ 0,1/МЛ 5МЛ N10 АМП ;3.0;93.94;111.92;2015-02-03 00:00:00.00;ЗАО НПК "Катрен"; Фармак;Украина
