Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Конкор 5 таб. №50 ЖВ# п.п.о (бисопролол) ;5.0;298.87;356.0;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; МеркКГаА;Германия
Корвалол таб. №20#(мяты перечной масло+фенобарбитал+этилбромизовалери) ;10.0;98.56;128.1;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Фарма Старт ООО;Украина
Корвалол 25мл ОА#(мяты перечной листьев масло+фенобарбитал+этилброми) ;120.0;11.11;15.5;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Фармстандарт-Лексредства;Россия
Креон 10000 капс. 150мг N20 ЖВ ОА# (Панкреатин) ;2.0;265.1;315.8;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Солвей Фармасьютикалз;Германия
Лозап Плюс таб п.п.о  50мг+12,5мг х 30 ОА#(гидрохлоротиазид+лозартан) ;3.0;295.79;369.7;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Чехия;Зентива
Лозап таб п/о 100мг №30 ЖВ#(лозартан) ;5.0;287.87;345.3;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Zentiva a.s.- Словакия;Словацкая респ
ЛОЗАП ТАБ. ППО 50МГ №30 ЖВ#/ЛОЗАРТАН/ ;5.0;267.3;319.1;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Zentiva a.s.;Словакия
Лориста 25мг Таб. п/о пленоч. Х30 ЖВ#(лозартан) ;3.0;163.68;197.1;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; КРКА Рус;Россия
Лориста таб п.п.о 50мг х 30 ЖВ# (Лозартан) ;5.0;172.15;207.2;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Россия;КРКА-РУС
Мексидол табл. п/о 125мг N50 ЖВ# (Этилметилгидроксипиридина сукцинат) ;5.0;334.18;403.9;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Россия;ЗиО Здоровье
МЕКСИДОЛ 0,125 N30 ТАБЛ П/О ЖВ# (Этилметилгидроксиниридина сукцинат) ;5.0;197.12;239.8;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Зио-Здоровье;Россия
Моночинкве 40мг №30 тб. ЖВ ОА# (Изосорбида мононитрат) ;3.0;169.07;201.4;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек";;
Нимесил 100мг пак. №30 по 2г#/НИМЕСУЛИД/ ;2.0;665.94;830.0;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Лабораториос Менарини С.А.;Испания
Но-шпа таб. 40 мг №24 ЖВ ОА# (дротаверин) ;5.0;122.65;146.1;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Chinoin;Венгрия
НУРОФЕН 0,1/5МЛ 150МЛ СУСП Д/ДЕТЕЙ /АПЕЛЬСИН/# ЖВ (ибупрофен) ;5.0;162.47;195.8;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Рекитт Бенкизер Хелскэр (Великобритания);соединенное кор
ПЕНТАЛГИН таб п.п.о N12 Ф-Лексредства ОА#(парацетамол+напроксен+кофеин безводный+дротаверина гидрохлорид) ;5.0;93.06;122.8;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Фармстандарт-Лексредства;Россия
Предуктал мв таб. с модифицир. высв. ппо 35мг №60#(триметазидин) ;2.0;724.79;884.2;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Анфарм А.О./Сердикс;Россия
Ренни таб. жеват. №24 с ментоловым вкусом#(кальция карбонат+магния карбонат) ;5.0;179.41;229.6;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Швейцария;Байер Консьюмер Кэр АГ
РИСПЕРИДОН 0,002 N20 ТАБЛ П/О /ОЗОН ;3.0;167.09;201.2;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; ОЗОН;россия
РОМАШКА ЦВЕТКИ ПАЧКА 50Г ;5.0;40.26;64.4;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Красногорсклексредства;Россия
Ромашки цветки ф/п 1,5г №20 ;10.0;33.88;50.8;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Россия;Здоровье
Семакс капли 0,1% 3мл ЖВ# (Метионил-глутамил-гистидил-фенилаланил) ;2.0;349.03;420.4;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; ИНПЦ Пептоген ЗАО;Россия
Синекод сироп 1,5мг/мл 100мл# (бутамират) ;5.0;195.03;249.6;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Novartis Consumer Health;Швейцария
СИОФОР 1000 таб п/о 1000мг N60 ЖВ#(метформин) ;2.0;419.65;500.3;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Dragenofarm Apohteker Puchs GmbH;ГЕРМАНИЯ
СИОФОР 850 N60 ТАБЛ ЖВ#(метформин) ;2.0;323.62;385.5;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Менарини-Фон Хейден ГмбХ/Берлин-Хеми АГ;германия
Слабилен капли 0,75% фл.-капельница 15мл#(натрия пикосульфат) ;3.0;111.1;149.9;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Лэнс Фарм.;Россия
ТОРВАКАРД 0,01 N30 ТАБЛ П.П.О ЖВ# (аторвастатин) ;3.0;260.7;311.2;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек";;
Торвакард таб. п.п.о 20мг N30 ЖВ#/АТОРВАСТАТИН/ ;3.0;384.56;459.5;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Зентива;Словакия
Уголь  активированный мс таб. 0,25г №20 (инд.уп.) #ЖВ ;20.0;15.4;19.0;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Медисорб;Россия
ФЕНАЗЕПАМ 0,1% 1МЛ N10 ЖВ#амп р-р в/в в/м(бромдигидрохлорфенилбензодиазепинон) ;3.0;134.42;161.3;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Новосибхимфарм ОАО;россия
Физиотенз таб. п.п.о 0,2мг №14 ЖВ#(моксонидин) ;5.0;250.58;298.5;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Роттендорф Фарма;Германия
ЦИТРАМОН П N10 ТАБЛ ОА#(Ацетилсалициловая к-та+кофеин+парацетамол) ;200.0;3.63;6.0;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Фрамстандарт-Лексредства;россия
Эналаприл 20мг №20 ЖВ ОА# ;10.0;12.87;16.2;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; ОЗОН ООО;Россия
Энап таб. 10мг №20 ЖВ ОА#(эналаприл) ;10.0;92.18;110.0;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; Россия;Крка-Рус
Энап 20мг №20 таб. ЖВ ОА# (Эналаприл) ;10.0;146.08;174.6;2015-02-04 00:00:00.00;ЗАО ЦВ "Протек"; КРКА;Словения
Пояс д/похуд Vulkan Clas. Stand 100х19 ;2.0;226.5;294.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Ипликатор Кузнецова №85 (на ткани) - боль в суставах, позвоночнике;4.0;194.0;252.1;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Ипликатор Кузнецова №60 - боль в суставах, позвя;1.0;70.18;101.7;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Пояс д/похуд Vulkan Clas. Stand 100х19 ;1.0;226.5;294.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Система инфузионная (д/перел. р-ров)# ;24.0;5.73;9.7;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; SFM Hospital Products;Германия
Бандаж Бкп-унга Супер N6 И/м ;1.0;241.01;337.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Тонус ОАО;Россия
УНГА-БКП БАНДАЖ КОМП П/ОПЕРАЦ N5/C 320 ;1.0;260.15;338.1;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; ТОНУС;россия
Бандаж БКПА-УНГА комресс. послеоперац. Р3;1.0;271.15;352.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
УНГА-БКП БАНДАЖ КОМП П/ОПЕРАЦ N7/C 320 ;1.0;254.32;330.6;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; ТОНУС;россия
Бандаж эласт. согревающий с верб.шерст. р 5 (XL);1.0;241.01;325.3;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Бандаж шейный отдел ТВ-004 (10см) шина Шанса;1.0;155.2;217.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Фенистил Пенцивир крем 1% 2г#(пенцикловир) ;1.0;164.23;215.1;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Новартис Консьюмер Хелс;Германия
Бандаж на шейный отдел позв. д/детей до 1 года;1.0;281.01;379.3;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Боро плюс крем травы 25г (зеленый) ;2.0;33.74;49.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Эмами Лимитед;Индия
БАНДАЖ ПОДДЕРЖИВАЮЩИЙ ДО- И ПОСЛЕРОДОВ FOSTA /М/ ;1.0;369.71;499.1;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Ируфа Индастриал Груп КО.ЛТД.;тайвань (китай)
Пояс Медицинский эластичный №4 (ТОНУС ЭЛАСТ);1.0;166.21;229.3;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Пояс интекс эласт. из верб. шерст. Р.6;1.0;340.45;435.7;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Псило-бальзам гель д/наружного прим. 1% 20г Туба# ;3.0;153.67;199.7;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Нижфарм ОАО;РОССИЯ
Клотримазол крем 1% 20г (индия)#;2.0;19.91;27.8;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
ПОЯС МЕД ЭЛАСТ N3 ;1.0;115.06;155.3;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; TONUS ELAST;латвия
Пояс эласт. медиц. с содерж. шерсти размер 7;1.0;179.96;233.9;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Пояс эластичный медицинский 5 размер(модель 9509) ;1.0;110.11;148.6;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Латвия;Тонус
Пояс эласт. медиц. с содерж. шерсти размер 7;1.0;147.51;213.8;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Левосин мазь 40г Нижфарм ЖВ# ;1.0;61.6;75.1;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Нижфарм;Россия
Пояс эластичный УНГА РУС размер 8;1.0;134.31;181.3;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
ПОЯС ЭЛАСТИЧНЫЙ МЕДИЦИНСКИЙ 4 РАЗМЕР (МОДЕЛЬ 9509) ;1.0;121.11;169.5;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Tonus Elast;Латвия
Бинт эласт.трубчатый №1 Апполо ;19.0;7.26;10.8;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Россия;Апполо
Бинт эластичный трубчатый №1 (Интекс);10.0;6.05;9.6;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Витаон-люкс 25мл/коробка/# ;1.0;134.4;181.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Россия;Литомед
Витаон  фл.25мл (б-м Караваева) ср.д/ухода за кожей наруж.# ;1.0;99.01;138.6;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Литомед ООО;Россия
Скорая Помощь (от синяков) крем-бальзам туба 75мл ;1.0;80.22;104.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Королёв фарм;Россия
Витаон Бэби бальзам# Караваева фл. 30мл# ;1.0;115.38;159.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Россия;Литомед
ВЕРРУКАЦИД фл 2г д/уд.бородавок и папилом#(фенол+метакрезол) ;1.0;129.58;174.9;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Ретиноиды ФНПП ЗАО;РОССИЯ
Экзодерил раствор 1% 10мл#(нафтифин гидрохлорид+пропиленгликоль) ;1.0;438.9;561.7;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Глобофарм/Сандоз;Австрия
Релиф супп. рект. №12# ;1.0;239.8;299.7;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Институто де Анжели С.р.Л./Самгел Инк;Италия
Скорая Помощь (для ран) бальзам туба 35мл ;1.0;69.61;89.7;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Королёв фарм;Россия
РЕЛИФ АДВАНС №12 СУПП РЕКТ#(бензокаин) ;1.0;258.61;336.1;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Институт Де Анжели С.р.Л.;италия
Синтомицина линим. 10% 25г#(хлорамфеникол(D,L)) ;1.0;17.6;24.6;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Россия;Алтайвитамины
Д-Пантенол крем 5% туба 25г#(декспантенол) ;2.0;186.67;238.9;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Ядран;Хорватия
Микосептин мазь 30г#(ундециленовая к-та+ундециленат цинка) ;1.0;225.94;282.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Чехия;Зентива
Акридерм гента мазь д/нар. прим. туба 15г# ;1.0;114.07;148.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Акрихин;Россия
Акридерм ГК мазь д/наруж. прим. 15г# ;1.0;264.11;356.5;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Акрихин ХФК;Россия
Кандид ваг.гель 2% 30г с аппликатором ЖВ ОА#(клотримазол) ;1.0;94.82;123.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Glenmark Pharmaceuticals;Индия
Кальция глюконат 0,5 №10#;9.0;4.51;6.3;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Крем Боро плюс травы 25мл розовый ;2.0;32.61;45.6;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Индия;Эмами лимитед
Холисал гель 10г(холина салицилат+цеталкония хлорид) ;1.0;242.55;301.9;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Ельфа;Польша
Камистад гель 10г ;1.0;117.04;158.0;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Штада;Германия
Тербинафин крем 1% туба 15г #(тербинафина гидрохлорид) ;2.0;51.15;76.7;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Вертекс ЗАО;Россия
Ацикловир Сандоз крем 5% 2г ЖВ ОА# ;1.0;63.58;77.5;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Салютас фарма;Германия
Инфагель 5г гель # ;1.0;80.85;98.6;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Бисакодил-Альтфарм супп. рект. 10мг N10 ЖВ# Россия ОА ;1.0;25.96;33.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Альтфарм ООО;Россия
Банеоцин мазь 20г#(бацитрацин+неомицин) ;1.0;237.71;309.0;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Австрия;Мерк КГ
БАНЕОЦИН 10,0 ПОРОШОК ФЛАКОН-ДОЗАТОР# ;1.0;222.53;289.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Фармацойтише Фабрик Монтавит ГмбХ;австрия
УЛЬТРА-АДСОРБ капс 200мг N15 ЖВ ОА#(активированный уголь) ;1.0;126.39;161.7;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Lainco S.A.;Испания
Спасатель бальзам космет 30гр ;3.0;72.21;104.6;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Люми;Россия
Калгель зубной гель 10г ;2.0;194.15;250.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Польша;ГлаксоСмитКляйн
Фенистил гель 0,1% 30г#(диметинден) ;1.0;233.97;308.8;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Швейцария;Новартис Консьюмер Хелс СА
Нитрофунгин р-р н/п 25мл фл. х 1# ;2.0;91.19;119.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Айвэкс Фармасьютикалс с.р.о.;Чехия
АЦИКЛОВИР мазь 5%  5г туба ЖВ# ;1.0;8.36;10.7;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Озон ООО;РОССИЯ
Тетрациклиновая мазь 3% 15г ОА# ;1.0;13.76;19.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Россия;Биосинтез
ВИФЕРОН 40000МЕ 12,0 МАЗЬ ЖВ ОА#(интерферон альфа-2) ;1.0;134.86;164.5;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; ФЕРОН ООО;россия
Скорая Помощь (от синяков) крем-бальзам туба 75мл ;1.0;80.22;104.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Королёв фарм;Россия
Гистан крем 30мл# ;1.0;117.69;160.0;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Россия;ВИС
Лютеин-комплекс 0.5г №30 тб. /БАД/# ;1.0;199.85;259.8;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Россия;Экомир
Фенистил капли внутр. 0.1% фл.-кап. 20мл#(Диметинден) ;1.0;264.11;330.1;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Novartis Consumer Health S.A.;Швейцария
ЗОВИРАКС 5% 5,0 КРЕМ ЖВ ОА#(ацикловир) ;1.0;156.81;191.3;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Глаксо Вэллком Оперэйшенс;великобритания
Витамин Е Зентива капс. 100мг N30 Словакия#;1.0;101.09;136.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Тонометр AND UA-604 полуавтомат;1.0;646.48;840.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Витамин Е капс. 200мг N30# ;1.0;109.67;148.0;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Тетрациклиновая мазь 3% 15г ОА# ;1.0;12.43;19.8;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Россия;Биосинтез
ВИПРОСАЛ В 50,0 МАЗЬ# ;2.0;167.75;218.0;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; ТАЛЛИНСКИЙ ХФЗ АО;эстония
Левомеколь мазь туба 40 г#(левомицетин+метилурацил) ;4.0;73.04;98.6;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Нижегородский ХФК;Россия
Мультифорт таб. шипучие №14 д/детей# ;1.0;119.99;155.9;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Сантэфарм;Россия
Гинкго билоба 40мг №30 капс.#;1.0;100.32;135.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Левомеколь мазь туба 40 г#(левомицетин+метилурацил) ;2.0;67.32;90.8;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Нижегородский ХФК;Россия
Масло эфирное кедр 10мл;2.0;30.04;45.0;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
ДЕТРАЛЕКС 0,5 N60 ТАБЛ#(гесперидин+диосмин) ;0.5;1193.28;1551.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Servier/Сердикс;Россия
Масло пихтовое 25 мл;2.0;27.54;41.3;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Пиковит табл. п/о N30 Словения# ;1.0;111.32;149.1;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; КРКА;Словения
Триовит №30 капс. KRKA# (поливитамины+минеральные соли) ;1.0;125.4;169.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Мирамистин р-р# д/местн. прим. 0,01% фл. 150мл с распылителем ;1.0;243.1;325.7;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Инфамед;Россия
Мирамистин 0.01% Р-р местн. прим. 50мл Фл.#(бензилдиметил-миристоиламино-пропиламмония хлорида моногидрат) ;2.0;128.7;169.8;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Инфамед ЗАО;Россия
Вука-Вука табл. 550мг N20 # БАД ;1.0;391.65;497.3;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Россия;Витамер
Маалокс сусп фл 250млОА#(Магния гидроксид+алгедрат) ;1.0;214.61;274.7;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Aventis Pharma;Италия
Тонометр МТ-20 со встроен. стетоскопом ;1.0;363.72;472.8;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Компливит таб. п/о N60#(поливитамины+минеральные соли) ;1.0;113.41;147.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Фармстандарт-уфимский витам.з-д;Россия
Черника форте таб. №50 0,25г с витаминами и цинком# БАД ;1.0;80.32;116.4;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Россия;Эвалар
Фитолакс таб. 0,5г №20# БАД ;2.0;113.95;153.8;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Россия;Эвалар
Черника форте /витамины и цинк/ табл. х100# БАД  ;1.0;96.88;135.6;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Эвалар;Россия
Лютеин-комплекс детский табл. 250мг N30# ;1.0;179.93;248.3;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; В-МИН+ ООО;Россия
Вазелин Туба 30г# ;2.0;11.44;20.0;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Боярышник форте капс. 300мг N30 Россия ;1.0;52.5;76.1;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Витамер;Россия
Таблетки успокаивающие травы №30#;1.0;83.09;116.3;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
ТАБЛЕТКИ СОННЫЕ N30# ;1.0;119.97;165.5;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Леовит-Нутрио ООО;россия
Баю-Бай капли 50мл #;1.0;100.43;140.6;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
Капилар №100 тб. /БАД/# ;1.0;234.31;304.6;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35; Диод;Россия
Ликонтин-Универсал 120мл р-р д/линз#;1.0;55.88;78.2;2015-02-04 00:00:00.00;ООО АТОН Бондаренко 35;;
