Наименование;Кол-во;Цена пост;Цена розн;Дата;Поставщик;Производитель;Страна
Ондансетрон-тева таб. п/о плён. 8мг №10 ;2.0;234.41;323.8;2015-02-02 00:00:00.00;"Протек" ЗАО ЦВ; Фарм.завод Тева Прайвэт Ко.ЛТД;Венгрия
Рокс зубная паста для малышей от 0 до 3 лет аромат липы туба 45г. ;3.0;146.32;190.3;2015-02-02 00:00:00.00;"Протек" ЗАО ЦВ; ООО ЕвроКосМед RU;Россия
Рутацид таб. жеват. 500мг №20 ;3.0;92.95;111.6;2015-02-02 00:00:00.00;"Протек" ЗАО ЦВ; KRKA;Словения
Суплазин протез синовиальной жидкости шприц для в/сустав. введ. 20мг/2мл ;1.0;2960.32;3434.0;2015-02-02 00:00:00.00;"Протек" ЗАО ЦВ; Bioniche Teoranta;Ирландия
Тантум верде форте спр. д/мест. прим. дозир. фл. 15мл ;3.0;363.88;436.7;2015-02-02 00:00:00.00;"Протек" ЗАО ЦВ; Азиенде Кимике Риуните Анжелини;Италия
Уголь активированный мс таб. 250 мг №10 ;200.0;5.28;6.5;2015-02-02 00:00:00.00;"Протек" ЗАО ЦВ; Медисорб;Россия
Циклоферон таб. п/о к/ш раств. 150мг №10 ;3.0;148.28;176.5;2015-02-02 00:00:00.00;"Протек" ЗАО ЦВ; Полисан;Россия
Дузофарм таб п/п/о 50мг N30 ;10.0;286.99;344.4;2015-02-02 00:00:00.00;"ПрофитМед" ЗАО; Unipharm AD;Болгария
Климаксан гомеопатический таб N40 ;3.0;96.36;115.7;2015-02-02 00:00:00.00;"ПрофитМед" ЗАО; Материа Медика Холдинг НПФ ООО;Россия
Коделак Бронхо с чабрецом эликсир 100мл фл т/с инд уп ;2.0;118.69;142.5;2015-02-02 00:00:00.00;"ПрофитМед" ЗАО; Фармстандарт-Лексредства ОАО;Россия
Линекс капс N32 (уп конт яч N8х4) ;2.0;406.23;487.5;2015-02-02 00:00:00.00;"ПрофитМед" ЗАО; Lek d. d.;Словения
Уролесан капли д/внутр прим 25мл фл-кап т/с инд уп ;3.0;256.52;307.9;2015-02-02 00:00:00.00;"ПрофитМед" ЗАО; Артериум корп/Галичфарм ПАО;Украина
Эссливер форте капс N30 ;3.0;238.92;310.7;2015-02-02 00:00:00.00;"ПрофитМед" ЗАО; Nabros Pharma/Нижфарм;Россия
Турбослим Контроль аппетита таб жеват 0,55г N20 ;2.0;144.55;188.0;2015-02-02 00:00:00.00;"ПрофитМед" ЗАО; Эвалар ЗАО;Россия
Эксперт волос шампунь 250мл туб инд уп ;2.0;384.68;500.1;2015-02-02 00:00:00.00;"ПрофитМед" ЗАО; Эвалар ЗАО;Россия
Липоевая кислота таб п/о 12мг N50 (уп конт яч N10х5) ;3.0;24.64;30.4;2015-02-02 00:00:00.00;"ПрофитМед" ЗАО; Марбиофарм ОАО;Россия
Риностоп спрей назальн 0,1% 15мл фл инд уп ;10.0;73.59;87.5;2015-02-02 00:00:00.00;"ПрофитМед" ЗАО; Фармстандарт-Лексредства ОАО;Россия
Сирдалуд МР капс 6мг с модиф высвобожд N30 ;1.0;489.94;578.9;2015-02-02 00:00:00.00;"ПрофитМед" ЗАО; Novartis Pharma AG/Novartis Farmace;Испания
Флуконазол капс 150мг N1 ;3.0;8.8;11.1;2015-02-02 00:00:00.00;"ПрофитМед" ЗАО; Озон ООО;Россия
ВИЗАЖ НИВЕЯ Ср-во д/снят.мак.с глаз Двой.эф.125мл ;2.0;149.63;194.6;2015-02-02 00:00:00.00;"Вектор Плюс" ООО; ;
Термометр OMRON Eco Temp Basic (MC-246-RU) ;2.0;200.0;260.0;2015-02-03 00:00:00.00;"Си Эс Медика" ООО; ;Китай
ПАМПЕРС подгузники актив беби НЬЮБОРН станд.(2-5) 27 ;2.0;246.45;295.8;2015-02-03 00:00:00.00;ИП Орехов; Procter&Gamble;Польша
ПАМПЕРС подгузники актив беби МАКСИ станд.(7-14) 20 ;2.0;294.13;353.0;2015-02-03 00:00:00.00;ИП Орехов; ООО "Проктер энд Гэмбл-Новомосковск";Россия
ПАМПЕРС подгузники актив беби МАКСИ ПЛЮС станд.(9-16) 18 ;2.0;294.13;353.0;2015-02-03 00:00:00.00;ИП Орехов; ООО "Проктер энд Гэмбл-Новомосковск";Россия
ПАМПЕРС Премиум  Мини  32шт ;1.0;444.57;533.5;2015-02-03 00:00:00.00;ИП Орехов; ;Польша
ОЛВЕЙЗ УЛЬТРА  НАЙТ прокладки    7 шт. ;3.0;72.72;94.6;2015-02-03 00:00:00.00;ИП Орехов; Procter&Gamble;Венгрия
Салфетки EURON влажные 64 шт 851006400 ;8.0;85.39;111.1;2015-02-03 00:00:00.00;ИП Орехов; ;Бельгия
ХАГГИС ДЖУНИОР КЛАССИК подг. (11-25кг) (11шт) / (12шт)  9400051 / 9401051 ;2.0;161.79;194.2;2015-02-03 00:00:00.00;ИП Орехов; ;Россия
ХАГГИС ультра комфорт МАЛ 5 (12-22кг) (юниор) 15шт 9402511 ;2.0;305.67;366.8;2015-02-03 00:00:00.00;ИП Орехов; ;Россия
AURA вл. салф. д/детей ультра комфорт 100шт алоэ+вит Е 3044/4397/5637 ;3.0;54.64;76.5;2015-02-03 00:00:00.00;ИП Орехов; ;Латвия
Напальчники латексные 100шт ;100.0;0.71;1.0;2015-02-03 00:00:00.00;ИП Орехов; ;Россия
Шприц 3-х комп. 2,0мл с иглой 23G 0.6х30мм  SFM  100шт. ;600.0;4.03;5.5;2015-02-03 00:00:00.00;ИП Орехов; ;Германия
Ацикловир форте табл. 400 мг х20 ;5.0;157.42;185.2;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Оболенское фарм.предприятие;Россия
Бронхобос сироп 5 % 200 мл. х1 ;3.0;275.31;330.4;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Bosnalijek;Босния и Герцег
Динамико табл. п/о плен 25 мг х1 ;1.0;231.83;278.2;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Pliva Hrvatska;Хорватия
Ингалипт аэроз. фл. 30 мл. х1 ;20.0;50.09;67.7;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Фармстандарт Лексредства Курск;Россия
Карнитон р-р фл. 20 мл х1 ;1.0;248.19;322.7;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Внешторг Фарма/Биосфера/Аквион;РОССИЯ
Монурал гран. д/р-ра  д/пероральн. пр. пак. 3 г. х1 ;2.0;394.08;472.9;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Zambon Switzerland;Швейцария
Санорин эмульсия 0.1 % фл. 10 мл. (масло эвкалипта) х1 ;5.0;93.31;112.0;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Teva Czech Industries s.r.o.;Чехия
Цефекон Д свечи д/детей 100 мг (3 мес.-3 лет) х10 ;5.0;37.95;47.1;2015-02-03 00:00:00.00;"Пульс" ООО ФК; Нижфарм ОАО;Россия
АВЕНТ МОЛОКООТСОС РУЧНОЙ /NATURAL ;1.0;2519.77;2923.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Philips Consumer Lifestyle B.V.;Соединенное королевство
АМОКСИКЛАВ КВИКТАБ 0,875+0,125 N14 ТАБЛ ДИСПЕР ;3.0;380.05;450.6;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Лек Д.Д.;Словения
АЦЦ-ЛОНГ 600 N10 ШИП ТАБЛ ;2.0;294.25;353.2;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Салютас Фарма ГмбХ;Германия
ВИФЕРОН 500000МЕ N10 СУПП ;3.0;281.27;336.5;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ФЕРОН ООО;Россия
ЙОДОКОМБ 50/150 N100 ТАБЛ ;1.0;317.35;380.9;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Берлин-Хеми АГ;Германия
КРЕОН 10000 N20 КАПС ;3.0;259.27;305.3;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Эбботт Продактс ГмбХ;Германия
ЛОРИСТА Н 0,0125+0,05 N30 ТАБЛ П/ПЛЕН/ОБОЛОЧ ;3.0;200.09;240.2;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; КРКА;Словения
ОСТЕОГЕНОН 0,83 N40 ТАБЛ П/О ;5.0;590.04;708.1;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Пьер Фабр Медикамент Продакшн;Франция
ЦЕРЕКАРД 0,05/МЛ 5МЛ N5 АМП Р-Р В/В В/М ;1.0;217.25;255.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Альтаир;Россия
ЭРЕСПАЛ 0,002/МЛ 150МЛ СИРОП ;2.0;213.95;252.8;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Лаборатории Сервье Индастри;Франция
ГЕМАТОГЕНКА КОКОСОВАЯ 40,0 ;30.0;12.94;18.2;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Руссаль;Россия
ДОППЕЛЬГЕРЦ АКТИВ ОМЕГА-3 N30 КАПС ;1.0;243.78;317.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Квайссер Фарма ГмбХ и Ко.КГ;Германия
ПАРАФИН КОСМЕТИЧЕСКИЙ 250,0 ;2.0;66.8;93.6;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Сириус;Россия
СЕАЛЕКС ФОРТЕ  N4 КАПС ;1.0;487.66;634.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ВИС;Россия
СЕБОЗОЛ 5МЛ N5 ПАК ;1.0;93.03;121.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ДИОНИС ООО;Россия
СЕБОЗОЛ ШАМПУНЬ ОТ ПЕРХОТИ 100МЛ/ПРОМО ;1.0;246.09;320.0;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; ДИОНИС ООО;Россия
СПЕЦМАЗЬ КРЕМ-БАЛЬЗАМ УНИВЕРСАЛЬНЫЙ 44МЛ ;2.0;43.88;61.5;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Шустер Фармасьютикл;Россия
ЧАЙ ЭВАЛАР БИО ЛАКТОМАМА 1,5 N20 Ф/ПАК ;2.0;70.06;91.1;2015-02-03 00:00:00.00;"Катрен" ЗАО НПК; Эвалар ЗАО;Россия
Амприлан табл. 5мг N30 Словения ;2.0;268.4;322.1;2015-02-03 00:00:00.00;"Альянс Хелскеа Рус" ООО; КРКА;Словения
Аторвастатин табл. п.п.о. 10мг N30 Россия ;3.0;95.48;112.9;2015-02-03 00:00:00.00;"Альянс Хелскеа Рус" ООО; Биоком ЗАО;Россия
Инсти гранулы д/вн. р-ра саше 5,6г N5 Пакистан ;2.0;105.27;126.4;2015-02-03 00:00:00.00;"Альянс Хелскеа Рус" ООО; Herbion Pakistan Private Limited;Пакистан
Моноприл табл. 20мг N28 Италия ;1.0;329.56;395.5;2015-02-03 00:00:00.00;"Альянс Хелскеа Рус" ООО; Bristol-Myers Squibb;Италия
Элевит пронаталь табл. п/о N100 Германия ;1.0;1206.15;1399.2;2015-02-03 00:00:00.00;"Альянс Хелскеа Рус" ООО; Rottendorf Pharma GmbH;Германия
Лактацид Фемина салфетки д/интимн. гигиены N20 Италия ;3.0;141.36;183.8;2015-02-03 00:00:00.00;"Альянс Хелскеа Рус" ООО; O-Pac srl;Италия
Мексидол дент Фито паста зубная туба 65г Россия ;3.0;72.92;94.8;2015-02-03 00:00:00.00;"Альянс Хелскеа Рус" ООО; КОНТРАКТ Ltd ООО;Россия
Эссенцил Е капс. 300мг N30 Россия ;3.0;103.49;134.6;2015-02-03 00:00:00.00;"Альянс Хелскеа Рус" ООО; Биос НПФ ООО;Россия
L-тироксин 50 Берлин-Хеми тб 50мкг №50 ;3.0;86.7;101.7;2015-02-03 00:00:00.00;"Здравсервис" ООО; Берлин-Хеми АГ-Менарини Групп;ГЕР
Брусника листья 50г ;5.0;36.71;49.6;2015-02-03 00:00:00.00;"Здравсервис" ООО; Фитофарм ПКФ ООО;РОС
Зубная паста Лакалют Сенситив 50мл ;2.0;115.01;149.6;2015-02-03 00:00:00.00;"Здравсервис" ООО; Др.Тайсс Натурварен ГмбХ;ГЕР
Кипферон супп. д/ваг. и рект. введ  №10 ;1.0;619.1;718.2;2015-02-03 00:00:00.00;"Здравсервис" ООО; Алфарм ООО;РОС
Ко-Перинева табл. 1,25+4мг №30 ;1.0;386.15;463.4;2015-02-03 00:00:00.00;"Здравсервис" ООО; КРКА-Рус ООО;РОС
Тест-полоски Акку-Чек Актив №50 ;2.0;727.05;843.4;2015-02-03 00:00:00.00;"Здравсервис" ООО; Рош Диагностик ГмбХ;ГЕР
Холосас сироп 300г фл ;3.0;81.88;98.3;2015-02-03 00:00:00.00;"Здравсервис" ООО; Генесс ООО/Фарм-про ООО;РОС
Альгерон шприц 200мкг/мл по 0,5 мл (100 мкг) №1 (12 упак);1.0;57141.0;62856.0;2015-02-24 00:00:00.00;ЗАО "БИОКАРД";;
Зорекс 250мг+10мг капс. Х2 ;2.0;145.62;174.8;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Валента Фармацевтика ОАО;РОССИЯ
Колдрекс МаксГрип Пор. С Лимон д/приг.р-ра д/приема внутрь Х5 ;3.0;154.35;185.3;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; СмитКляйн Бичем С.А.;ИСПАНИЯ
Панадол Детский 120мг/5мл сусп. д/приёма внутрь 100мл Фл. Х1 Б М (R) ;3.0;82.5;96.8;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Фармаклер (ГСКХ);ФРАНЦИЯ
Раствор Re-nu Мульти Плюс Д/конт. линз 355-360мл М И/м ;3.0;278.73;334.5;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Bausch & Lomb;ИТАЛИЯ
Сплат Зубная паста Professional Биокальций 100мл .@ ;2.0;72.55;94.4;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Сплат-косметика ООО;РОССИЯ
Теопэк 200мг Таб. пролонг. действ. Х50 ;2.0;94.88;113.9;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Биннофарм ЗАО;РОССИЯ
Тригрим 5мг Таб. Х30 ;3.0;188.58;226.3;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Польфарма Фармацевтический завод;ПОЛЬША
Фенхеля плоды 50г ;5.0;21.18;28.6;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Иван-Чай ЗАО;РОССИЯ
Эксфорж 5мг+80мг Таб. п/пл/об. Х28 ;1.0;1420.05;1647.3;2015-02-03 00:00:00.00;"СИА Интернейшнл" ЗАО; Новартис Фарма Штейн АГ;ШВЕЙЦАРИЯ
Эналаприл таб 10мг N20 ;20.0;8.58;10.8;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; Озон ООО;Россия
Бетиол супп рект N10 ;2.0;55.99;67.2;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; Нижфарм ОАО;Россия
Дриптан таб 5мг N30 ;1.0;499.73;599.7;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; Lab.Fournier;Франция
Линекс капс N48 (уп конт яч N8х6) ;2.0;516.56;599.3;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; Lek d. d.;Словения
Систейн Ультра средство офтальмологическое 15мл фл-кап инд уп ;1.0;479.71;575.7;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; Alcon Cusi S.A.;Испания
Хлорофиллипт р-р д/внутр и местн прим спирт 1% 100мл бан т/с инд уп ;3.0;196.68;236.1;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; Галичфарм АО;Украина
Спортэксперт L-карнитин саше 3,5г N10 ;1.0;107.38;139.6;2015-02-03 00:00:00.00;"ПрофитМед" ЗАО; Эвалар ЗАО;Россия
Глицин форте эвалар 0,6г №20 таб. ;10.0;46.07;62.2;2015-02-03 00:00:00.00;ООО "Фарм Комплект"; Эвалар;РОССИЯ
Эреспал 150 мл сироп ;5.0;214.29;252.7;2015-02-03 00:00:00.00;ООО "Фарм Комплект"; Фармстандарт Лексредства;РОССИЯ
Алмагель 170мл сусп. ;5.0;148.49;178.2;2015-02-03 00:00:00.00;ООО "Фарм Комплект"; Balkanpharma Troyan;БОЛГАРИЯ
Атаракс 25мг №25 таб. п/пл/о ;1.0;249.62;300.1;2015-02-03 00:00:00.00;ООО "Фарм Комплект"; UCB;БЕЛЬГИЯ
Гексаспрей 2,5% 30г. аэр./фл ;1.0;207.15;248.6;2015-02-03 00:00:00.00;ООО "Фарм Комплект"; Bouchara Recordati;ФРАНЦИЯ
Гептрал 400мг №20 таб. п/о ;1.0;1526.91;1741.8;2015-02-03 00:00:00.00;ООО "Фарм Комплект"; Abbott;ИТАЛИЯ
Дифлюкан 150мг №12 капс. ;1.0;928.79;1058.8;2015-02-03 00:00:00.00;ООО "Фарм Комплект"; Pfizer;ФРАНЦИЯ
Калчек 5мг №30 таб. ;2.0;159.52;189.1;2015-02-03 00:00:00.00;ООО "Фарм Комплект"; Ipca;ИНДИЯ
Мотилиум 1мг/мл 100мл суспенз. фл. ;2.0;431.44;517.8;2015-02-03 00:00:00.00;ООО "Фарм Комплект"; Janssen pharmaceutica;БЕЛЬГИЯ
Перхотал шампунь 1% 60мл ;1.0;248.38;298.1;2015-02-03 00:00:00.00;ООО "Фарм Комплект"; Gepach International;ИНДИЯ
Ярина №21х3 таб ;1.0;2368.6;2747.6;2015-02-03 00:00:00.00;ООО "Фарм Комплект"; Bayer;ГЕРМАНИЯ
КАРТАЛИН ЗАЩИТНО-ПРОФИЛАК СР-ВО Д/КОЖИ 100МЛ ТУБА ;11.0;644.8;748.0;2015-02-03 00:00:00.00;"Фармпартнёр" ООО ТД; АСТРОФАРМА ООО;РОССИЯ
Лоцерил лак для ногтей 5 % фл. 2,5 мл №1 ;1.0;1158.12;1343.5;2015-02-03 00:00:00.00;ИРВИНДВА; Лаборатории Галдерма;Франция
Нурофен Экспресс Нео таблетки, покрытые оболочкой 200 мг №12 ;5.0;130.15;153.9;2015-02-03 00:00:00.00;ИРВИНДВА; Рекитт Бенкизер Хелскэр Интернешнл Лтд.;Соединенное Кор
